ADDRESS,POINTS
6660 COUNTRY HILLS BV NE,8852.350 12216.891|8754.972 12216.769|8752.372 12216.535|8749.848 12215.857|8747.486 12214.756|8745.346 12213.255|8743.501 12211.409|8742.005 12209.274|8740.907 12206.906|8740.236 12204.382|8735.721 12178.773|8735.714 11863.636|8735.923 11861.056|8736.580 11858.543|8737.664 11856.186|8739.139 11854.051|8740.956 11852.205|8743.068 11850.693|8745.416 11849.570|8747.912 11848.869|8773.490 11844.388|8983.952 11844.644|8996.976 11844.666|8998.430 11844.811|8999.835 11845.244|9001.121 11845.934|9002.253 11846.857|9003.183 11847.980|9003.875 11849.269|9004.309 11850.670|9004.455 11852.116|9004.462 12031.273|9001.450 12034.287|8999.968 12035.766|8999.968 12056.759|9001.498 12058.294|9004.469 12061.263|9004.476 12202.358|9004.386 12204.048|9004.092 12205.716|9003.610 12207.339|9002.946 12208.896|9002.107 12210.364|9001.100 12211.732|8999.947 12212.977|8998.653 12214.078|8996.647 12215.356|8994.452 12216.302|8992.138 12216.869|8989.761 12217.058|8888.309 12216.935|8886.994 12216.824|8885.715 12216.468|8884.520 12215.901|8883.443 12215.134|8882.339 12213.955|8881.514 12212.565|8880.997 12211.042|8880.829 12209.430|8859.850 12209.408|8859.704 12210.864|8859.277 12212.265|8858.585 12213.566|8857.655 12214.700|8856.516 12215.634|8855.223 12216.324|8853.811 12216.746
