ADDRESS,POINTS
233V 7229 SIERRA MORENA BV SW,-7227.726 -3857.114|-7257.848 -3845.672|-7259.253 -3849.386|-7332.268 -3845.928|-7335.575 -3850.253|-7339.021 -3854.468|-7342.614 -3858.571|-7346.340 -3862.540|-7327.333 -3878.097|-7302.629 -3898.312|-7295.792 -3903.905|-7279.679 -3917.104|-7262.126 -3931.459|-7257.233 -3935.473
234V 7229 SIERRA MORENA BV SW,-7227.726 -3857.114|-7257.848 -3845.672|-7259.253 -3849.386|-7332.268 -3845.928|-7335.575 -3850.253|-7339.021 -3854.468|-7342.614 -3858.571|-7346.340 -3862.540|-7327.333 -3878.097|-7302.629 -3898.312|-7295.792 -3903.905|-7279.679 -3917.104|-7262.126 -3931.459|-7257.233 -3935.473
235V 7229 SIERRA MORENA BV SW,-7227.726 -3857.114|-7257.848 -3845.672|-7259.253 -3849.386|-7332.268 -3845.928|-7335.575 -3850.253|-7339.021 -3854.468|-7342.614 -3858.571|-7346.340 -3862.540|-7327.333 -3878.097|-7302.629 -3898.312|-7295.792 -3903.905|-7279.679 -3917.104|-7262.126 -3931.459|-7257.233 -3935.473
236V 7229 SIERRA MORENA BV SW,-7227.726 -3857.114|-7257.848 -3845.672|-7259.253 -3849.386|-7332.268 -3845.928|-7335.575 -3850.253|-7339.021 -3854.468|-7342.614 -3858.571|-7346.340 -3862.540|-7327.333 -3878.097|-7302.629 -3898.312|-7295.792 -3903.905|-7279.679 -3917.104|-7262.126 -3931.459|-7257.233 -3935.473
237V 7229 SIERRA MORENA BV SW,-7227.726 -3857.114|-7257.848 -3845.672|-7259.253 -3849.386|-7332.268 -3845.928|-7335.575 -3850.253|-7339.021 -3854.468|-7342.614 -3858.571|-7346.340 -3862.540|-7327.333 -3878.097|-7302.629 -3898.312|-7295.792 -3903.905|-7279.679 -3917.104|-7262.126 -3931.459|-7257.233 -3935.473
238V 7229 SIERRA MORENA BV SW,-7227.726 -3857.114|-7257.848 -3845.672|-7259.253 -3849.386|-7332.268 -3845.928|-7335.575 -3850.253|-7339.021 -3854.468|-7342.614 -3858.571|-7346.340 -3862.540|-7327.333 -3878.097|-7302.629 -3898.312|-7295.792 -3903.905|-7279.679 -3917.104|-7262.126 -3931.459|-7257.233 -3935.473
239V 7229 SIERRA MORENA BV SW,-7227.726 -3857.114|-7257.848 -3845.672|-7259.253 -3849.386|-7332.268 -3845.928|-7335.575 -3850.253|-7339.021 -3854.468|-7342.614 -3858.571|-7346.340 -3862.540|-7327.333 -3878.097|-7302.629 -3898.312|-7295.792 -3903.905|-7279.679 -3917.104|-7262.126 -3931.459|-7257.233 -3935.473
240V 7229 SIERRA MORENA BV SW,-7227.726 -3857.114|-7257.848 -3845.672|-7259.253 -3849.386|-7332.268 -3845.928|-7335.575 -3850.253|-7339.021 -3854.468|-7342.614 -3858.571|-7346.340 -3862.540|-7327.333 -3878.097|-7302.629 -3898.312|-7295.792 -3903.905|-7279.679 -3917.104|-7262.126 -3931.459|-7257.233 -3935.473
241V 7229 SIERRA MORENA BV SW,-7227.726 -3857.114|-7257.848 -3845.672|-7259.253 -3849.386|-7332.268 -3845.928|-7335.575 -3850.253|-7339.021 -3854.468|-7342.614 -3858.571|-7346.340 -3862.540|-7327.333 -3878.097|-7302.629 -3898.312|-7295.792 -3903.905|-7279.679 -3917.104|-7262.126 -3931.459|-7257.233 -3935.473
242V 7229 SIERRA MORENA BV SW,-7227.726 -3857.114|-7257.848 -3845.672|-7259.253 -3849.386|-7332.268 -3845.928|-7335.575 -3850.253|-7339.021 -3854.468|-7342.614 -3858.571|-7346.340 -3862.540|-7327.333 -3878.097|-7302.629 -3898.312|-7295.792 -3903.905|-7279.679 -3917.104|-7262.126 -3931.459|-7257.233 -3935.473
243V 7229 SIERRA MORENA BV SW,-7227.726 -3857.114|-7257.848 -3845.672|-7259.253 -3849.386|-7332.268 -3845.928|-7335.575 -3850.253|-7339.021 -3854.468|-7342.614 -3858.571|-7346.340 -3862.540|-7327.333 -3878.097|-7302.629 -3898.312|-7295.792 -3903.905|-7279.679 -3917.104|-7262.126 -3931.459|-7257.233 -3935.473
244V 7229 SIERRA MORENA BV SW,-7227.726 -3857.114|-7257.848 -3845.672|-7259.253 -3849.386|-7332.268 -3845.928|-7335.575 -3850.253|-7339.021 -3854.468|-7342.614 -3858.571|-7346.340 -3862.540|-7327.333 -3878.097|-7302.629 -3898.312|-7295.792 -3903.905|-7279.679 -3917.104|-7262.126 -3931.459|-7257.233 -3935.473
245V 7229 SIERRA MORENA BV SW,-7227.726 -3857.114|-7257.848 -3845.672|-7259.253 -3849.386|-7332.268 -3845.928|-7335.575 -3850.253|-7339.021 -3854.468|-7342.614 -3858.571|-7346.340 -3862.540|-7327.333 -3878.097|-7302.629 -3898.312|-7295.792 -3903.905|-7279.679 -3917.104|-7262.126 -3931.459|-7257.233 -3935.473
246V 7229 SIERRA MORENA BV SW,-7227.726 -3857.114|-7257.848 -3845.672|-7259.253 -3849.386|-7332.268 -3845.928|-7335.575 -3850.253|-7339.021 -3854.468|-7342.614 -3858.571|-7346.340 -3862.540|-7327.333 -3878.097|-7302.629 -3898.312|-7295.792 -3903.905|-7279.679 -3917.104|-7262.126 -3931.459|-7257.233 -3935.473
247V 7229 SIERRA MORENA BV SW,-7227.726 -3857.114|-7257.848 -3845.672|-7259.253 -3849.386|-7332.268 -3845.928|-7335.575 -3850.253|-7339.021 -3854.468|-7342.614 -3858.571|-7346.340 -3862.540|-7327.333 -3878.097|-7302.629 -3898.312|-7295.792 -3903.905|-7279.679 -3917.104|-7262.126 -3931.459|-7257.233 -3935.473
248V 7229 SIERRA MORENA BV SW,-7227.726 -3857.114|-7257.848 -3845.672|-7259.253 -3849.386|-7332.268 -3845.928|-7335.575 -3850.253|-7339.021 -3854.468|-7342.614 -3858.571|-7346.340 -3862.540|-7327.333 -3878.097|-7302.629 -3898.312|-7295.792 -3903.905|-7279.679 -3917.104|-7262.126 -3931.459|-7257.233 -3935.473
249V 7229 SIERRA MORENA BV SW,-7227.726 -3857.114|-7257.848 -3845.672|-7259.253 -3849.386|-7332.268 -3845.928|-7335.575 -3850.253|-7339.021 -3854.468|-7342.614 -3858.571|-7346.340 -3862.540|-7327.333 -3878.097|-7302.629 -3898.312|-7295.792 -3903.905|-7279.679 -3917.104|-7262.126 -3931.459|-7257.233 -3935.473
250V 7229 SIERRA MORENA BV SW,-7227.726 -3857.114|-7257.848 -3845.672|-7259.253 -3849.386|-7332.268 -3845.928|-7335.575 -3850.253|-7339.021 -3854.468|-7342.614 -3858.571|-7346.340 -3862.540|-7327.333 -3878.097|-7302.629 -3898.312|-7295.792 -3903.905|-7279.679 -3917.104|-7262.126 -3931.459|-7257.233 -3935.473
251V 7229 SIERRA MORENA BV SW,-7227.726 -3857.114|-7257.848 -3845.672|-7259.253 -3849.386|-7332.268 -3845.928|-7335.575 -3850.253|-7339.021 -3854.468|-7342.614 -3858.571|-7346.340 -3862.540|-7327.333 -3878.097|-7302.629 -3898.312|-7295.792 -3903.905|-7279.679 -3917.104|-7262.126 -3931.459|-7257.233 -3935.473
252V 7229 SIERRA MORENA BV SW,-7227.726 -3857.114|-7257.848 -3845.672|-7259.253 -3849.386|-7332.268 -3845.928|-7335.575 -3850.253|-7339.021 -3854.468|-7342.614 -3858.571|-7346.340 -3862.540|-7327.333 -3878.097|-7302.629 -3898.312|-7295.792 -3903.905|-7279.679 -3917.104|-7262.126 -3931.459|-7257.233 -3935.473
253V 7229 SIERRA MORENA BV SW,-7227.726 -3857.114|-7257.848 -3845.672|-7259.253 -3849.386|-7332.268 -3845.928|-7335.575 -3850.253|-7339.021 -3854.468|-7342.614 -3858.571|-7346.340 -3862.540|-7327.333 -3878.097|-7302.629 -3898.312|-7295.792 -3903.905|-7279.679 -3917.104|-7262.126 -3931.459|-7257.233 -3935.473
254V 7229 SIERRA MORENA BV SW,-7227.726 -3857.114|-7257.848 -3845.672|-7259.253 -3849.386|-7332.268 -3845.928|-7335.575 -3850.253|-7339.021 -3854.468|-7342.614 -3858.571|-7346.340 -3862.540|-7327.333 -3878.097|-7302.629 -3898.312|-7295.792 -3903.905|-7279.679 -3917.104|-7262.126 -3931.459|-7257.233 -3935.473
255V 7229 SIERRA MORENA BV SW,-7227.726 -3857.114|-7257.848 -3845.672|-7259.253 -3849.386|-7332.268 -3845.928|-7335.575 -3850.253|-7339.021 -3854.468|-7342.614 -3858.571|-7346.340 -3862.540|-7327.333 -3878.097|-7302.629 -3898.312|-7295.792 -3903.905|-7279.679 -3917.104|-7262.126 -3931.459|-7257.233 -3935.473
256V 7229 SIERRA MORENA BV SW,-7227.726 -3857.114|-7257.848 -3845.672|-7259.253 -3849.386|-7332.268 -3845.928|-7335.575 -3850.253|-7339.021 -3854.468|-7342.614 -3858.571|-7346.340 -3862.540|-7327.333 -3878.097|-7302.629 -3898.312|-7295.792 -3903.905|-7279.679 -3917.104|-7262.126 -3931.459|-7257.233 -3935.473
257V 7229 SIERRA MORENA BV SW,-7227.726 -3857.114|-7257.848 -3845.672|-7259.253 -3849.386|-7332.268 -3845.928|-7335.575 -3850.253|-7339.021 -3854.468|-7342.614 -3858.571|-7346.340 -3862.540|-7327.333 -3878.097|-7302.629 -3898.312|-7295.792 -3903.905|-7279.679 -3917.104|-7262.126 -3931.459|-7257.233 -3935.473
258V 7229 SIERRA MORENA BV SW,-7227.726 -3857.114|-7257.848 -3845.672|-7259.253 -3849.386|-7332.268 -3845.928|-7335.575 -3850.253|-7339.021 -3854.468|-7342.614 -3858.571|-7346.340 -3862.540|-7327.333 -3878.097|-7302.629 -3898.312|-7295.792 -3903.905|-7279.679 -3917.104|-7262.126 -3931.459|-7257.233 -3935.473
259V 7229 SIERRA MORENA BV SW,-7227.726 -3857.114|-7257.848 -3845.672|-7259.253 -3849.386|-7332.268 -3845.928|-7335.575 -3850.253|-7339.021 -3854.468|-7342.614 -3858.571|-7346.340 -3862.540|-7327.333 -3878.097|-7302.629 -3898.312|-7295.792 -3903.905|-7279.679 -3917.104|-7262.126 -3931.459|-7257.233 -3935.473
260V 7229 SIERRA MORENA BV SW,-7227.726 -3857.114|-7257.848 -3845.672|-7259.253 -3849.386|-7332.268 -3845.928|-7335.575 -3850.253|-7339.021 -3854.468|-7342.614 -3858.571|-7346.340 -3862.540|-7327.333 -3878.097|-7302.629 -3898.312|-7295.792 -3903.905|-7279.679 -3917.104|-7262.126 -3931.459|-7257.233 -3935.473
261V 7229 SIERRA MORENA BV SW,-7227.726 -3857.114|-7257.848 -3845.672|-7259.253 -3849.386|-7332.268 -3845.928|-7335.575 -3850.253|-7339.021 -3854.468|-7342.614 -3858.571|-7346.340 -3862.540|-7327.333 -3878.097|-7302.629 -3898.312|-7295.792 -3903.905|-7279.679 -3917.104|-7262.126 -3931.459|-7257.233 -3935.473
262V 7229 SIERRA MORENA BV SW,-7227.726 -3857.114|-7257.848 -3845.672|-7259.253 -3849.386|-7332.268 -3845.928|-7335.575 -3850.253|-7339.021 -3854.468|-7342.614 -3858.571|-7346.340 -3862.540|-7327.333 -3878.097|-7302.629 -3898.312|-7295.792 -3903.905|-7279.679 -3917.104|-7262.126 -3931.459|-7257.233 -3935.473
108 10 SIERRA MORENA ME SW,-7194.332 -3587.266|-7194.346 -3556.154|-7206.845 -3558.522|-7219.421 -3560.457|-7232.053 -3561.969|-7244.734 -3563.059|-7244.692 -3637.860|-7244.671 -3676.411|-7242.539 -3676.567|-7240.449 -3677.023|-7236.163 -3671.763|-7229.585 -3666.103|-7211.221 -3646.133|-7211.228 -3634.535|-7218.184 -3634.446|-7218.191 -3609.572|-7218.191 -3607.092|-7218.191 -3604.601|-7218.198 -3602.111|-7218.198 -3599.620|-7218.198 -3597.129|-7218.198 -3592.870|-7210.152 -3592.859|-7210.152 -3593.660|-7194.332 -3593.660
109 10 SIERRA MORENA ME SW,-7194.332 -3587.266|-7194.346 -3556.154|-7206.845 -3558.522|-7219.421 -3560.457|-7232.053 -3561.969|-7244.734 -3563.059|-7244.692 -3637.860|-7244.671 -3676.411|-7242.539 -3676.567|-7240.449 -3677.023|-7236.163 -3671.763|-7229.585 -3666.103|-7211.221 -3646.133|-7211.228 -3634.535|-7218.184 -3634.446|-7218.191 -3609.572|-7218.191 -3607.092|-7218.191 -3604.601|-7218.198 -3602.111|-7218.198 -3599.620|-7218.198 -3597.129|-7218.198 -3592.870|-7210.152 -3592.859|-7210.152 -3593.660|-7194.332 -3593.660
110 10 SIERRA MORENA ME SW,-7194.332 -3587.266|-7194.346 -3556.154|-7206.845 -3558.522|-7219.421 -3560.457|-7232.053 -3561.969|-7244.734 -3563.059|-7244.692 -3637.860|-7244.671 -3676.411|-7242.539 -3676.567|-7240.449 -3677.023|-7236.163 -3671.763|-7229.585 -3666.103|-7211.221 -3646.133|-7211.228 -3634.535|-7218.184 -3634.446|-7218.191 -3609.572|-7218.191 -3607.092|-7218.191 -3604.601|-7218.198 -3602.111|-7218.198 -3599.620|-7218.198 -3597.129|-7218.198 -3592.870|-7210.152 -3592.859|-7210.152 -3593.660|-7194.332 -3593.660
111 10 SIERRA MORENA ME SW,-7194.332 -3587.266|-7194.346 -3556.154|-7206.845 -3558.522|-7219.421 -3560.457|-7232.053 -3561.969|-7244.734 -3563.059|-7244.692 -3637.860|-7244.671 -3676.411|-7242.539 -3676.567|-7240.449 -3677.023|-7236.163 -3671.763|-7229.585 -3666.103|-7211.221 -3646.133|-7211.228 -3634.535|-7218.184 -3634.446|-7218.191 -3609.572|-7218.191 -3607.092|-7218.191 -3604.601|-7218.198 -3602.111|-7218.198 -3599.620|-7218.198 -3597.129|-7218.198 -3592.870|-7210.152 -3592.859|-7210.152 -3593.660|-7194.332 -3593.660
112 10 SIERRA MORENA ME SW,-7194.332 -3587.266|-7194.346 -3556.154|-7206.845 -3558.522|-7219.421 -3560.457|-7232.053 -3561.969|-7244.734 -3563.059|-7244.692 -3637.860|-7244.671 -3676.411|-7242.539 -3676.567|-7240.449 -3677.023|-7236.163 -3671.763|-7229.585 -3666.103|-7211.221 -3646.133|-7211.228 -3634.535|-7218.184 -3634.446|-7218.191 -3609.572|-7218.191 -3607.092|-7218.191 -3604.601|-7218.198 -3602.111|-7218.198 -3599.620|-7218.198 -3597.129|-7218.198 -3592.870|-7210.152 -3592.859|-7210.152 -3593.660|-7194.332 -3593.660
114 10 SIERRA MORENA ME SW,-7194.332 -3587.266|-7194.346 -3556.154|-7206.845 -3558.522|-7219.421 -3560.457|-7232.053 -3561.969|-7244.734 -3563.059|-7244.692 -3637.860|-7244.671 -3676.411|-7242.539 -3676.567|-7240.449 -3677.023|-7236.163 -3671.763|-7229.585 -3666.103|-7211.221 -3646.133|-7211.228 -3634.535|-7218.184 -3634.446|-7218.191 -3609.572|-7218.191 -3607.092|-7218.191 -3604.601|-7218.198 -3602.111|-7218.198 -3599.620|-7218.198 -3597.129|-7218.198 -3592.870|-7210.152 -3592.859|-7210.152 -3593.660|-7194.332 -3593.660
115 10 SIERRA MORENA ME SW,-7194.332 -3587.266|-7194.346 -3556.154|-7206.845 -3558.522|-7219.421 -3560.457|-7232.053 -3561.969|-7244.734 -3563.059|-7244.692 -3637.860|-7244.671 -3676.411|-7242.539 -3676.567|-7240.449 -3677.023|-7236.163 -3671.763|-7229.585 -3666.103|-7211.221 -3646.133|-7211.228 -3634.535|-7218.184 -3634.446|-7218.191 -3609.572|-7218.191 -3607.092|-7218.191 -3604.601|-7218.198 -3602.111|-7218.198 -3599.620|-7218.198 -3597.129|-7218.198 -3592.870|-7210.152 -3592.859|-7210.152 -3593.660|-7194.332 -3593.660
116 10 SIERRA MORENA ME SW,-7194.332 -3587.266|-7194.346 -3556.154|-7206.845 -3558.522|-7219.421 -3560.457|-7232.053 -3561.969|-7244.734 -3563.059|-7244.692 -3637.860|-7244.671 -3676.411|-7242.539 -3676.567|-7240.449 -3677.023|-7236.163 -3671.763|-7229.585 -3666.103|-7211.221 -3646.133|-7211.228 -3634.535|-7218.184 -3634.446|-7218.191 -3609.572|-7218.191 -3607.092|-7218.191 -3604.601|-7218.198 -3602.111|-7218.198 -3599.620|-7218.198 -3597.129|-7218.198 -3592.870|-7210.152 -3592.859|-7210.152 -3593.660|-7194.332 -3593.660
117 10 SIERRA MORENA ME SW,-7194.332 -3587.266|-7194.346 -3556.154|-7206.845 -3558.522|-7219.421 -3560.457|-7232.053 -3561.969|-7244.734 -3563.059|-7244.692 -3637.860|-7244.671 -3676.411|-7242.539 -3676.567|-7240.449 -3677.023|-7236.163 -3671.763|-7229.585 -3666.103|-7211.221 -3646.133|-7211.228 -3634.535|-7218.184 -3634.446|-7218.191 -3609.572|-7218.191 -3607.092|-7218.191 -3604.601|-7218.198 -3602.111|-7218.198 -3599.620|-7218.198 -3597.129|-7218.198 -3592.870|-7210.152 -3592.859|-7210.152 -3593.660|-7194.332 -3593.660
118 10 SIERRA MORENA ME SW,-7194.332 -3587.266|-7194.346 -3556.154|-7206.845 -3558.522|-7219.421 -3560.457|-7232.053 -3561.969|-7244.734 -3563.059|-7244.692 -3637.860|-7244.671 -3676.411|-7242.539 -3676.567|-7240.449 -3677.023|-7236.163 -3671.763|-7229.585 -3666.103|-7211.221 -3646.133|-7211.228 -3634.535|-7218.184 -3634.446|-7218.191 -3609.572|-7218.191 -3607.092|-7218.191 -3604.601|-7218.198 -3602.111|-7218.198 -3599.620|-7218.198 -3597.129|-7218.198 -3592.870|-7210.152 -3592.859|-7210.152 -3593.660|-7194.332 -3593.660
119 10 SIERRA MORENA ME SW,-7194.332 -3587.266|-7194.346 -3556.154|-7206.845 -3558.522|-7219.421 -3560.457|-7232.053 -3561.969|-7244.734 -3563.059|-7244.692 -3637.860|-7244.671 -3676.411|-7242.539 -3676.567|-7240.449 -3677.023|-7236.163 -3671.763|-7229.585 -3666.103|-7211.221 -3646.133|-7211.228 -3634.535|-7218.184 -3634.446|-7218.191 -3609.572|-7218.191 -3607.092|-7218.191 -3604.601|-7218.198 -3602.111|-7218.198 -3599.620|-7218.198 -3597.129|-7218.198 -3592.870|-7210.152 -3592.859|-7210.152 -3593.660|-7194.332 -3593.660
120 10 SIERRA MORENA ME SW,-7194.332 -3587.266|-7194.346 -3556.154|-7206.845 -3558.522|-7219.421 -3560.457|-7232.053 -3561.969|-7244.734 -3563.059|-7244.692 -3637.860|-7244.671 -3676.411|-7242.539 -3676.567|-7240.449 -3677.023|-7236.163 -3671.763|-7229.585 -3666.103|-7211.221 -3646.133|-7211.228 -3634.535|-7218.184 -3634.446|-7218.191 -3609.572|-7218.191 -3607.092|-7218.191 -3604.601|-7218.198 -3602.111|-7218.198 -3599.620|-7218.198 -3597.129|-7218.198 -3592.870|-7210.152 -3592.859|-7210.152 -3593.660|-7194.332 -3593.660
121 10 SIERRA MORENA ME SW,-7194.332 -3587.266|-7194.346 -3556.154|-7206.845 -3558.522|-7219.421 -3560.457|-7232.053 -3561.969|-7244.734 -3563.059|-7244.692 -3637.860|-7244.671 -3676.411|-7242.539 -3676.567|-7240.449 -3677.023|-7236.163 -3671.763|-7229.585 -3666.103|-7211.221 -3646.133|-7211.228 -3634.535|-7218.184 -3634.446|-7218.191 -3609.572|-7218.191 -3607.092|-7218.191 -3604.601|-7218.198 -3602.111|-7218.198 -3599.620|-7218.198 -3597.129|-7218.198 -3592.870|-7210.152 -3592.859|-7210.152 -3593.660|-7194.332 -3593.660
122 10 SIERRA MORENA ME SW,-7194.332 -3587.266|-7194.346 -3556.154|-7206.845 -3558.522|-7219.421 -3560.457|-7232.053 -3561.969|-7244.734 -3563.059|-7244.692 -3637.860|-7244.671 -3676.411|-7242.539 -3676.567|-7240.449 -3677.023|-7236.163 -3671.763|-7229.585 -3666.103|-7211.221 -3646.133|-7211.228 -3634.535|-7218.184 -3634.446|-7218.191 -3609.572|-7218.191 -3607.092|-7218.191 -3604.601|-7218.198 -3602.111|-7218.198 -3599.620|-7218.198 -3597.129|-7218.198 -3592.870|-7210.152 -3592.859|-7210.152 -3593.660|-7194.332 -3593.660
101 10 SIERRA MORENA ME SW,-7194.332 -3587.266|-7194.346 -3556.154|-7206.845 -3558.522|-7219.421 -3560.457|-7232.053 -3561.969|-7244.734 -3563.059|-7244.692 -3637.860|-7244.671 -3676.411|-7242.539 -3676.567|-7240.449 -3677.023|-7236.163 -3671.763|-7229.585 -3666.103|-7211.221 -3646.133|-7211.228 -3634.535|-7218.184 -3634.446|-7218.191 -3609.572|-7218.191 -3607.092|-7218.191 -3604.601|-7218.198 -3602.111|-7218.198 -3599.620|-7218.198 -3597.129|-7218.198 -3592.870|-7210.152 -3592.859|-7210.152 -3593.660|-7194.332 -3593.660
102 10 SIERRA MORENA ME SW,-7194.332 -3587.266|-7194.346 -3556.154|-7206.845 -3558.522|-7219.421 -3560.457|-7232.053 -3561.969|-7244.734 -3563.059|-7244.692 -3637.860|-7244.671 -3676.411|-7242.539 -3676.567|-7240.449 -3677.023|-7236.163 -3671.763|-7229.585 -3666.103|-7211.221 -3646.133|-7211.228 -3634.535|-7218.184 -3634.446|-7218.191 -3609.572|-7218.191 -3607.092|-7218.191 -3604.601|-7218.198 -3602.111|-7218.198 -3599.620|-7218.198 -3597.129|-7218.198 -3592.870|-7210.152 -3592.859|-7210.152 -3593.660|-7194.332 -3593.660
103 10 SIERRA MORENA ME SW,-7194.332 -3587.266|-7194.346 -3556.154|-7206.845 -3558.522|-7219.421 -3560.457|-7232.053 -3561.969|-7244.734 -3563.059|-7244.692 -3637.860|-7244.671 -3676.411|-7242.539 -3676.567|-7240.449 -3677.023|-7236.163 -3671.763|-7229.585 -3666.103|-7211.221 -3646.133|-7211.228 -3634.535|-7218.184 -3634.446|-7218.191 -3609.572|-7218.191 -3607.092|-7218.191 -3604.601|-7218.198 -3602.111|-7218.198 -3599.620|-7218.198 -3597.129|-7218.198 -3592.870|-7210.152 -3592.859|-7210.152 -3593.660|-7194.332 -3593.660
104 10 SIERRA MORENA ME SW,-7194.332 -3587.266|-7194.346 -3556.154|-7206.845 -3558.522|-7219.421 -3560.457|-7232.053 -3561.969|-7244.734 -3563.059|-7244.692 -3637.860|-7244.671 -3676.411|-7242.539 -3676.567|-7240.449 -3677.023|-7236.163 -3671.763|-7229.585 -3666.103|-7211.221 -3646.133|-7211.228 -3634.535|-7218.184 -3634.446|-7218.191 -3609.572|-7218.191 -3607.092|-7218.191 -3604.601|-7218.198 -3602.111|-7218.198 -3599.620|-7218.198 -3597.129|-7218.198 -3592.870|-7210.152 -3592.859|-7210.152 -3593.660|-7194.332 -3593.660
105 10 SIERRA MORENA ME SW,-7194.332 -3587.266|-7194.346 -3556.154|-7206.845 -3558.522|-7219.421 -3560.457|-7232.053 -3561.969|-7244.734 -3563.059|-7244.692 -3637.860|-7244.671 -3676.411|-7242.539 -3676.567|-7240.449 -3677.023|-7236.163 -3671.763|-7229.585 -3666.103|-7211.221 -3646.133|-7211.228 -3634.535|-7218.184 -3634.446|-7218.191 -3609.572|-7218.191 -3607.092|-7218.191 -3604.601|-7218.198 -3602.111|-7218.198 -3599.620|-7218.198 -3597.129|-7218.198 -3592.870|-7210.152 -3592.859|-7210.152 -3593.660|-7194.332 -3593.660
106 10 SIERRA MORENA ME SW,-7194.332 -3587.266|-7194.346 -3556.154|-7206.845 -3558.522|-7219.421 -3560.457|-7232.053 -3561.969|-7244.734 -3563.059|-7244.692 -3637.860|-7244.671 -3676.411|-7242.539 -3676.567|-7240.449 -3677.023|-7236.163 -3671.763|-7229.585 -3666.103|-7211.221 -3646.133|-7211.228 -3634.535|-7218.184 -3634.446|-7218.191 -3609.572|-7218.191 -3607.092|-7218.191 -3604.601|-7218.198 -3602.111|-7218.198 -3599.620|-7218.198 -3597.129|-7218.198 -3592.870|-7210.152 -3592.859|-7210.152 -3593.660|-7194.332 -3593.660
107 10 SIERRA MORENA ME SW,-7194.332 -3587.266|-7194.346 -3556.154|-7206.845 -3558.522|-7219.421 -3560.457|-7232.053 -3561.969|-7244.734 -3563.059|-7244.692 -3637.860|-7244.671 -3676.411|-7242.539 -3676.567|-7240.449 -3677.023|-7236.163 -3671.763|-7229.585 -3666.103|-7211.221 -3646.133|-7211.228 -3634.535|-7218.184 -3634.446|-7218.191 -3609.572|-7218.191 -3607.092|-7218.191 -3604.601|-7218.198 -3602.111|-7218.198 -3599.620|-7218.198 -3597.129|-7218.198 -3592.870|-7210.152 -3592.859|-7210.152 -3593.660|-7194.332 -3593.660
208 10 SIERRA MORENA ME SW,-7194.332 -3587.266|-7194.346 -3556.154|-7206.845 -3558.522|-7219.421 -3560.457|-7232.053 -3561.969|-7244.734 -3563.059|-7244.692 -3637.860|-7244.671 -3676.411|-7242.539 -3676.567|-7240.449 -3677.023|-7236.163 -3671.763|-7229.585 -3666.103|-7211.221 -3646.133|-7211.228 -3634.535|-7218.184 -3634.446|-7218.191 -3609.572|-7218.191 -3607.092|-7218.191 -3604.601|-7218.198 -3602.111|-7218.198 -3599.620|-7218.198 -3597.129|-7218.198 -3592.870|-7210.152 -3592.859|-7210.152 -3593.660|-7194.332 -3593.660
209 10 SIERRA MORENA ME SW,-7194.332 -3587.266|-7194.346 -3556.154|-7206.845 -3558.522|-7219.421 -3560.457|-7232.053 -3561.969|-7244.734 -3563.059|-7244.692 -3637.860|-7244.671 -3676.411|-7242.539 -3676.567|-7240.449 -3677.023|-7236.163 -3671.763|-7229.585 -3666.103|-7211.221 -3646.133|-7211.228 -3634.535|-7218.184 -3634.446|-7218.191 -3609.572|-7218.191 -3607.092|-7218.191 -3604.601|-7218.198 -3602.111|-7218.198 -3599.620|-7218.198 -3597.129|-7218.198 -3592.870|-7210.152 -3592.859|-7210.152 -3593.660|-7194.332 -3593.660
210 10 SIERRA MORENA ME SW,-7194.332 -3587.266|-7194.346 -3556.154|-7206.845 -3558.522|-7219.421 -3560.457|-7232.053 -3561.969|-7244.734 -3563.059|-7244.692 -3637.860|-7244.671 -3676.411|-7242.539 -3676.567|-7240.449 -3677.023|-7236.163 -3671.763|-7229.585 -3666.103|-7211.221 -3646.133|-7211.228 -3634.535|-7218.184 -3634.446|-7218.191 -3609.572|-7218.191 -3607.092|-7218.191 -3604.601|-7218.198 -3602.111|-7218.198 -3599.620|-7218.198 -3597.129|-7218.198 -3592.870|-7210.152 -3592.859|-7210.152 -3593.660|-7194.332 -3593.660
211 10 SIERRA MORENA ME SW,-7194.332 -3587.266|-7194.346 -3556.154|-7206.845 -3558.522|-7219.421 -3560.457|-7232.053 -3561.969|-7244.734 -3563.059|-7244.692 -3637.860|-7244.671 -3676.411|-7242.539 -3676.567|-7240.449 -3677.023|-7236.163 -3671.763|-7229.585 -3666.103|-7211.221 -3646.133|-7211.228 -3634.535|-7218.184 -3634.446|-7218.191 -3609.572|-7218.191 -3607.092|-7218.191 -3604.601|-7218.198 -3602.111|-7218.198 -3599.620|-7218.198 -3597.129|-7218.198 -3592.870|-7210.152 -3592.859|-7210.152 -3593.660|-7194.332 -3593.660
212 10 SIERRA MORENA ME SW,-7194.332 -3587.266|-7194.346 -3556.154|-7206.845 -3558.522|-7219.421 -3560.457|-7232.053 -3561.969|-7244.734 -3563.059|-7244.692 -3637.860|-7244.671 -3676.411|-7242.539 -3676.567|-7240.449 -3677.023|-7236.163 -3671.763|-7229.585 -3666.103|-7211.221 -3646.133|-7211.228 -3634.535|-7218.184 -3634.446|-7218.191 -3609.572|-7218.191 -3607.092|-7218.191 -3604.601|-7218.198 -3602.111|-7218.198 -3599.620|-7218.198 -3597.129|-7218.198 -3592.870|-7210.152 -3592.859|-7210.152 -3593.660|-7194.332 -3593.660
