ADDRESS,POINTS
1631 9 ST NW,-801.345 2066.017|-837.801 2065.984|-837.801 2058.367|-837.794 2050.750|-801.338 2050.806|-801.345 2058.412
1624 CRESCENT RD NW,-842.638 2020.305|-842.645 2027.922|-842.652 2035.539|-879.114 2035.494|-879.114 2027.877|-879.107 2020.272
1626 CRESCENT RD NW,-842.652 2035.539|-842.652 2043.145|-842.659 2050.761|-879.128 2050.717|-879.121 2043.111|-879.114 2035.494
1632 CRESCENT RD NW,-842.666 2065.984|-879.128 2065.939|-879.128 2058.334|-879.128 2050.717|-842.659 2050.761|-842.659 2058.378
