ADDRESS,POINTS
11030 BONAVENTURE DR SE,777.845 -10436.907|609.864 -10436.818|618.043 -10436.985|626.208 -10437.474|634.352 -10438.286|642.461 -10439.409|650.514 -10440.866|658.504 -10442.634|666.417 -10444.713|674.246 -10447.104|682.048 -10449.883|689.702 -10453.064|697.175 -10456.633|704.452 -10460.592|711.520 -10464.928|718.356 -10469.621|724.934 -10474.658|731.247 -10480.028|733.393 -10481.641|735.784 -10482.842|738.349 -10483.598|741.013 -10483.898|743.683 -10483.720|746.276 -10483.075|748.723 -10481.974|750.932 -10480.473|755.755 -10476.504|760.516 -10472.367|765.032 -10467.964|769.296 -10463.327|773.295 -10458.445|777.013 -10453.342|780.446 -10448.049|783.571 -10442.567|786.381 -10436.918
