ADDRESS,POINTS
14608 MACLEOD TR SE,94.533 -13960.452|93.799 -13949.944|-9.212 -13949.966|-9.240 -14013.314|53.779 -14013.325|53.737 -14076.706|79.196 -14076.706|93.736 -14076.717
14620 MACLEOD TR SE,53.737 -14076.706|53.779 -14013.325|-9.240 -14013.314|-9.254 -14076.673|1.161 -14076.684|28.473 -14076.695|36.058 -14076.695|46.579 -14076.695
