ADDRESS,POINTS
2 2005 37 ST SW,-4895.892 -1319.068|-4915.031 -1319.068|-4915.024 -1349.513|-4895.898 -1349.513
3 2005 37 ST SW,-4895.892 -1319.068|-4915.031 -1319.068|-4915.024 -1349.513|-4895.898 -1349.513
4 2005 37 ST SW,-4895.892 -1319.068|-4915.031 -1319.068|-4915.024 -1349.513|-4895.898 -1349.513
5 2005 37 ST SW,-4895.892 -1319.068|-4915.031 -1319.068|-4915.024 -1349.513|-4895.898 -1349.513
