ADDRESS,POINTS
12300 SYMONS VALLEY RD NW,-3900.664 12789.111|-3896.106 12782.673|-3880.581 12761.023|-3864.859 12739.518|-3848.949 12718.158|-3832.850 12696.931|-3816.555 12675.848|-3800.078 12654.921|-3783.413 12634.139|-3766.559 12613.501|-3753.557 12597.834|-3740.457 12582.255|-3727.238 12566.777|-3713.921 12551.376|-3700.499 12536.076|-3686.972 12520.865|-3673.334 12505.742|-3659.605 12490.720|-3640.108 12469.748|-3620.409 12448.966|-3611.601 12439.692|-3608.218 12436.156|-3603.995 12431.942|-3602.590 12430.496|-3597.851 12435.634|-3592.895 12440.993|-3567.652 12468.314|-3555.132 12477.376|-3512.315 12498.203|-3508.219 12500.205|-3525.555 12538.089|-3528.484 12575.461|-3502.836 12596.255|-3509.980 12613.857|-3517.237 12631.737|-3550.721 12670.744|-3554.272 12673.569|-3555.607 12674.625|-3620.766 12726.331|-3710.111 12743.532|-3734.452 12764.615|-3739.282 12808.426|-3748.335 12854.116|-3788.348 12873.697|-3818.435 12905.788|-3820.595 12947.820|-3854.317 13097.577|-3865.264 13108.118|-3903.950 13117.392|-3999.908 13181.273|-4020.090 13234.514|-4002.781 13270.830|-3989.317 13279.047|-3980.321 13284.540|-3957.245 13298.606|-3955.036 13328.218|-3959.538 13328.195|-3963.187 13328.184|-3967.025 13328.162|-3972.610 13328.040|-3976.050 13327.817|-3979.076 13327.617|-3980.265 13327.517|-3994.281 13326.283|-4053.693 13321.045|-4060.306 13320.612|-4066.933 13320.445|-4169.448 13320.134|-4171.140 13320.034|-4172.804 13319.745|-4174.425 13319.266|-4175.984 13318.610|-4177.459 13317.787|-4178.836 13316.798|-4180.088 13315.664|-4181.206 13314.396|-4182.171 13313.006|-4182.975 13311.527|-4183.604 13309.959|-4184.058 13308.336|-4184.324 13306.668|-4184.394 13304.978|-4184.282 13303.299|-4183.974 13301.642|-4180.367 13286.620|-4169.819 13262.879|-4158.913 13239.295|-4147.037 13214.387|-4138.858 13196.830|-4130.518 13179.339|-4120.620 13158.067|-4110.469 13136.907|-4100.068 13115.869|-4089.421 13094.964|-4086.555 13089.682|-4075.943 13069.634|-4065.101 13049.708|-4054.035 13029.904|-4042.739 13010.233|-4027.339 12984.069|-4011.680 12958.083|-3995.756 12932.241|-3979.566 12906.566|-3963.110 12881.058|-3946.403 12855.728|-3929.430 12830.554|-3912.206 12805.557|-3910.577 12802.933|-3904.173 12793.793
