ADDRESS,POINTS
138 KEYSTONE CREEK DR NE,3573.519 15031.123|3573.589 14998.988|3573.701 14990.382|3573.994 14981.786|3574.470 14973.191|3575.120 14964.607|3575.959 14956.033|3576.979 14947.494|3578.182 14938.965|3579.559 14930.470|3596.294 14833.864|3597.846 14824.479|3599.251 14815.072|3604.319 14810.012|3607.737 14809.390|3611.128 14808.633|3614.483 14807.744|3617.804 14806.732|3632.742 14844.472|3639.859 14851.488|3636.573 14855.024|3633.497 14858.738|3630.638 14862.641|3628.017 14866.688|3625.633 14870.880|3623.501 14875.217|3621.627 14879.665|3620.013 14884.202|3619.272 14886.259|3618.377 14888.249|3617.342 14890.184|3616.168 14892.019|3614.868 14893.775|3613.441 14895.432|3611.897 14896.989|3610.247 14898.423|3608.303 14900.147|3606.542 14902.059|3604.983 14904.139|3603.627 14906.352|3592.855 14926.000|3591.051 14929.558|3589.506 14933.238|3588.227 14937.008|3587.220 14940.878|3586.423 14945.459|3586.039 14950.096|3586.088 14954.755|3586.556 14959.392|3587.283 14965.107|3587.758 14970.845|3588.003 14976.605|3587.996 14982.364|3587.751 14988.124|3587.262 14993.862|3586.528 14999.588|3585.563 15005.259|3585.060 15008.462|3584.781 15011.687|3584.725 15014.922|3584.892 15018.158|3585.046 15021.149|3584.990 15024.129|3584.718 15027.109|3584.228 15030.056|3582.502 15038.629|3581.020 15038.629|3579.559 15038.484|3578.147 15038.051|3576.846 15037.361|3575.707 15036.427|3574.777 15035.282|3574.085 15033.992|3573.659 15032.580
