ADDRESS,POINTS
2500 BOW TR SW,-3389.206 -687.080|-3383.075 -687.347|-3382.901 -684.578|-3374.414 -683.611|-3375.057 -677.629|-3388.234 -679.174
91 SOVEREIGN HT SW,-3562.283 -673.815|-3546.289 -675.193|-3546.303 -663.807|-3548.023 -664.196|-3549.784 -664.374|-3551.546 -664.319|-3553.293 -664.052|-3554.985 -663.562|-3556.607 -662.851|-3558.124 -661.950|-3559.508 -660.860|-3561.647 -663.496|-3562.297 -664.296
2050L 10 AV SW,-2646.356 -335.960|-2631.215 -337.239|-2616.059 -338.384|-2600.897 -339.396|-2593.599 -339.841|-2593.312 -339.863|-2590.614 -340.018|-2585.735 -340.285|-2570.565 -341.041|-2568.545 -341.130|-2555.389 -341.720|-2554.557 -323.150|-2530.223 -324.218|-2517.577 -324.662|-2496.851 -325.263|-2463.422 -326.230|-2257.476 -332.201|-2203.803 -333.981|-2150.144 -336.182|-1766.073 -353.451|-1723.445 -355.375|-1643.488 -358.977|-1638.336 -359.211|-1638.343 -341.219|-1664.732 -340.030|-1663.872 -320.804|-1764.409 -316.278|-1926.218 -308.995|-1931.202 -308.773|-2351.379 -289.892|-2351.994 -303.591|-2544.693 -294.940|-2544.085 -281.252|-2565.833 -280.273|-2582.463 -279.440|-2599.079 -278.450|-2615.689 -277.293|-2632.284 -275.981|-2648.873 -274.514|-2665.440 -272.879|-2681.993 -271.078|-2698.526 -269.121|-2715.247 -266.975|-2742.153 -263.183|-2760.720 -260.303|-2779.252 -257.223|-2794.212 -254.587|-2809.143 -251.819|-2824.054 -248.916|-2838.937 -245.881|-2853.791 -242.712|-2868.618 -239.409|-2883.417 -235.973|-2898.181 -232.415|-2912.917 -228.723|-2927.618 -224.898|-2942.284 -220.940|-2956.915 -216.859|-2971.504 -212.645|-2986.065 -208.308|-3000.577 -203.827|-3015.055 -199.235|-3029.490 -194.498|-3043.883 -189.650|-3058.235 -184.657|-3072.537 -179.553|-3086.791 -174.316|-3101.003 -168.945|-3115.165 -163.463|-3129.279 -157.848|-3143.344 -152.099|-3157.360 -146.239|-3171.320 -140.246|-3185.224 -134.141|-3199.072 -127.903|-3212.871 -121.543|-3226.608 -115.060|-3240.288 -108.455|-3240.288 -108.677|-3240.344 -175.839|-3235.220 -178.219|-3210.557 -189.438|-3185.720 -200.269|-3164.441 -209.209|-3143.043 -217.871|-3128.895 -223.431|-3114.704 -228.868|-3087.777 -238.653|-3060.696 -247.994|-3049.224 -251.863|-3031.650 -257.634|-3014.020 -263.205|-3013.139 -263.483|-3010.392 -264.328|-3002.835 -266.652|-2983.241 -272.490|-2963.584 -278.094|-2943.857 -283.476|-2924.067 -288.613|-2904.221 -293.528|-2884.312 -298.209|-2864.354 -302.646|-2844.347 -306.860|-2827.339 -310.263|-2821.363 -311.419|-2804.320 -314.588|-2787.242 -317.602|-2773.604 -319.881|-2751.863 -323.295|-2730.074 -326.442|-2708.250 -329.310|-2686.390 -331.901|-2666.440 -334.058
2060L 10 AV SW,-2646.356 -335.960|-2631.215 -337.239|-2616.059 -338.384|-2600.897 -339.396|-2593.599 -339.841|-2593.312 -339.863|-2590.614 -340.018|-2585.735 -340.285|-2570.565 -341.041|-2568.545 -341.130|-2555.389 -341.720|-2554.557 -323.150|-2530.223 -324.218|-2517.577 -324.662|-2496.851 -325.263|-2463.422 -326.230|-2257.476 -332.201|-2203.803 -333.981|-2150.144 -336.182|-1766.073 -353.451|-1723.445 -355.375|-1643.488 -358.977|-1638.336 -359.211|-1638.343 -341.219|-1664.732 -340.030|-1663.872 -320.804|-1764.409 -316.278|-1926.218 -308.995|-1931.202 -308.773|-2351.379 -289.892|-2351.994 -303.591|-2544.693 -294.940|-2544.085 -281.252|-2565.833 -280.273|-2582.463 -279.440|-2599.079 -278.450|-2615.689 -277.293|-2632.284 -275.981|-2648.873 -274.514|-2665.440 -272.879|-2681.993 -271.078|-2698.526 -269.121|-2715.247 -266.975|-2742.153 -263.183|-2760.720 -260.303|-2779.252 -257.223|-2794.212 -254.587|-2809.143 -251.819|-2824.054 -248.916|-2838.937 -245.881|-2853.791 -242.712|-2868.618 -239.409|-2883.417 -235.973|-2898.181 -232.415|-2912.917 -228.723|-2927.618 -224.898|-2942.284 -220.940|-2956.915 -216.859|-2971.504 -212.645|-2986.065 -208.308|-3000.577 -203.827|-3015.055 -199.235|-3029.490 -194.498|-3043.883 -189.650|-3058.235 -184.657|-3072.537 -179.553|-3086.791 -174.316|-3101.003 -168.945|-3115.165 -163.463|-3129.279 -157.848|-3143.344 -152.099|-3157.360 -146.239|-3171.320 -140.246|-3185.224 -134.141|-3199.072 -127.903|-3212.871 -121.543|-3226.608 -115.060|-3240.288 -108.455|-3240.288 -108.677|-3240.344 -175.839|-3235.220 -178.219|-3210.557 -189.438|-3185.720 -200.269|-3164.441 -209.209|-3143.043 -217.871|-3128.895 -223.431|-3114.704 -228.868|-3087.777 -238.653|-3060.696 -247.994|-3049.224 -251.863|-3031.650 -257.634|-3014.020 -263.205|-3013.139 -263.483|-3010.392 -264.328|-3002.835 -266.652|-2983.241 -272.490|-2963.584 -278.094|-2943.857 -283.476|-2924.067 -288.613|-2904.221 -293.528|-2884.312 -298.209|-2864.354 -302.646|-2844.347 -306.860|-2827.339 -310.263|-2821.363 -311.419|-2804.320 -314.588|-2787.242 -317.602|-2773.604 -319.881|-2751.863 -323.295|-2730.074 -326.442|-2708.250 -329.310|-2686.390 -331.901|-2666.440 -334.058
2410L 10 AV SW,-2646.356 -335.960|-2631.215 -337.239|-2616.059 -338.384|-2600.897 -339.396|-2593.599 -339.841|-2593.312 -339.863|-2590.614 -340.018|-2585.735 -340.285|-2570.565 -341.041|-2568.545 -341.130|-2555.389 -341.720|-2554.557 -323.150|-2530.223 -324.218|-2517.577 -324.662|-2496.851 -325.263|-2463.422 -326.230|-2257.476 -332.201|-2203.803 -333.981|-2150.144 -336.182|-1766.073 -353.451|-1723.445 -355.375|-1643.488 -358.977|-1638.336 -359.211|-1638.343 -341.219|-1664.732 -340.030|-1663.872 -320.804|-1764.409 -316.278|-1926.218 -308.995|-1931.202 -308.773|-2351.379 -289.892|-2351.994 -303.591|-2544.693 -294.940|-2544.085 -281.252|-2565.833 -280.273|-2582.463 -279.440|-2599.079 -278.450|-2615.689 -277.293|-2632.284 -275.981|-2648.873 -274.514|-2665.440 -272.879|-2681.993 -271.078|-2698.526 -269.121|-2715.247 -266.975|-2742.153 -263.183|-2760.720 -260.303|-2779.252 -257.223|-2794.212 -254.587|-2809.143 -251.819|-2824.054 -248.916|-2838.937 -245.881|-2853.791 -242.712|-2868.618 -239.409|-2883.417 -235.973|-2898.181 -232.415|-2912.917 -228.723|-2927.618 -224.898|-2942.284 -220.940|-2956.915 -216.859|-2971.504 -212.645|-2986.065 -208.308|-3000.577 -203.827|-3015.055 -199.235|-3029.490 -194.498|-3043.883 -189.650|-3058.235 -184.657|-3072.537 -179.553|-3086.791 -174.316|-3101.003 -168.945|-3115.165 -163.463|-3129.279 -157.848|-3143.344 -152.099|-3157.360 -146.239|-3171.320 -140.246|-3185.224 -134.141|-3199.072 -127.903|-3212.871 -121.543|-3226.608 -115.060|-3240.288 -108.455|-3240.288 -108.677|-3240.344 -175.839|-3235.220 -178.219|-3210.557 -189.438|-3185.720 -200.269|-3164.441 -209.209|-3143.043 -217.871|-3128.895 -223.431|-3114.704 -228.868|-3087.777 -238.653|-3060.696 -247.994|-3049.224 -251.863|-3031.650 -257.634|-3014.020 -263.205|-3013.139 -263.483|-3010.392 -264.328|-3002.835 -266.652|-2983.241 -272.490|-2963.584 -278.094|-2943.857 -283.476|-2924.067 -288.613|-2904.221 -293.528|-2884.312 -298.209|-2864.354 -302.646|-2844.347 -306.860|-2827.339 -310.263|-2821.363 -311.419|-2804.320 -314.588|-2787.242 -317.602|-2773.604 -319.881|-2751.863 -323.295|-2730.074 -326.442|-2708.250 -329.310|-2686.390 -331.901|-2666.440 -334.058
2408L 10 AV SW,-2646.356 -335.960|-2631.215 -337.239|-2616.059 -338.384|-2600.897 -339.396|-2593.599 -339.841|-2593.312 -339.863|-2590.614 -340.018|-2585.735 -340.285|-2570.565 -341.041|-2568.545 -341.130|-2555.389 -341.720|-2554.557 -323.150|-2530.223 -324.218|-2517.577 -324.662|-2496.851 -325.263|-2463.422 -326.230|-2257.476 -332.201|-2203.803 -333.981|-2150.144 -336.182|-1766.073 -353.451|-1723.445 -355.375|-1643.488 -358.977|-1638.336 -359.211|-1638.343 -341.219|-1664.732 -340.030|-1663.872 -320.804|-1764.409 -316.278|-1926.218 -308.995|-1931.202 -308.773|-2351.379 -289.892|-2351.994 -303.591|-2544.693 -294.940|-2544.085 -281.252|-2565.833 -280.273|-2582.463 -279.440|-2599.079 -278.450|-2615.689 -277.293|-2632.284 -275.981|-2648.873 -274.514|-2665.440 -272.879|-2681.993 -271.078|-2698.526 -269.121|-2715.247 -266.975|-2742.153 -263.183|-2760.720 -260.303|-2779.252 -257.223|-2794.212 -254.587|-2809.143 -251.819|-2824.054 -248.916|-2838.937 -245.881|-2853.791 -242.712|-2868.618 -239.409|-2883.417 -235.973|-2898.181 -232.415|-2912.917 -228.723|-2927.618 -224.898|-2942.284 -220.940|-2956.915 -216.859|-2971.504 -212.645|-2986.065 -208.308|-3000.577 -203.827|-3015.055 -199.235|-3029.490 -194.498|-3043.883 -189.650|-3058.235 -184.657|-3072.537 -179.553|-3086.791 -174.316|-3101.003 -168.945|-3115.165 -163.463|-3129.279 -157.848|-3143.344 -152.099|-3157.360 -146.239|-3171.320 -140.246|-3185.224 -134.141|-3199.072 -127.903|-3212.871 -121.543|-3226.608 -115.060|-3240.288 -108.455|-3240.288 -108.677|-3240.344 -175.839|-3235.220 -178.219|-3210.557 -189.438|-3185.720 -200.269|-3164.441 -209.209|-3143.043 -217.871|-3128.895 -223.431|-3114.704 -228.868|-3087.777 -238.653|-3060.696 -247.994|-3049.224 -251.863|-3031.650 -257.634|-3014.020 -263.205|-3013.139 -263.483|-3010.392 -264.328|-3002.835 -266.652|-2983.241 -272.490|-2963.584 -278.094|-2943.857 -283.476|-2924.067 -288.613|-2904.221 -293.528|-2884.312 -298.209|-2864.354 -302.646|-2844.347 -306.860|-2827.339 -310.263|-2821.363 -311.419|-2804.320 -314.588|-2787.242 -317.602|-2773.604 -319.881|-2751.863 -323.295|-2730.074 -326.442|-2708.250 -329.310|-2686.390 -331.901|-2666.440 -334.058
2300L 10 AV SW,-2646.356 -335.960|-2631.215 -337.239|-2616.059 -338.384|-2600.897 -339.396|-2593.599 -339.841|-2593.312 -339.863|-2590.614 -340.018|-2585.735 -340.285|-2570.565 -341.041|-2568.545 -341.130|-2555.389 -341.720|-2554.557 -323.150|-2530.223 -324.218|-2517.577 -324.662|-2496.851 -325.263|-2463.422 -326.230|-2257.476 -332.201|-2203.803 -333.981|-2150.144 -336.182|-1766.073 -353.451|-1723.445 -355.375|-1643.488 -358.977|-1638.336 -359.211|-1638.343 -341.219|-1664.732 -340.030|-1663.872 -320.804|-1764.409 -316.278|-1926.218 -308.995|-1931.202 -308.773|-2351.379 -289.892|-2351.994 -303.591|-2544.693 -294.940|-2544.085 -281.252|-2565.833 -280.273|-2582.463 -279.440|-2599.079 -278.450|-2615.689 -277.293|-2632.284 -275.981|-2648.873 -274.514|-2665.440 -272.879|-2681.993 -271.078|-2698.526 -269.121|-2715.247 -266.975|-2742.153 -263.183|-2760.720 -260.303|-2779.252 -257.223|-2794.212 -254.587|-2809.143 -251.819|-2824.054 -248.916|-2838.937 -245.881|-2853.791 -242.712|-2868.618 -239.409|-2883.417 -235.973|-2898.181 -232.415|-2912.917 -228.723|-2927.618 -224.898|-2942.284 -220.940|-2956.915 -216.859|-2971.504 -212.645|-2986.065 -208.308|-3000.577 -203.827|-3015.055 -199.235|-3029.490 -194.498|-3043.883 -189.650|-3058.235 -184.657|-3072.537 -179.553|-3086.791 -174.316|-3101.003 -168.945|-3115.165 -163.463|-3129.279 -157.848|-3143.344 -152.099|-3157.360 -146.239|-3171.320 -140.246|-3185.224 -134.141|-3199.072 -127.903|-3212.871 -121.543|-3226.608 -115.060|-3240.288 -108.455|-3240.288 -108.677|-3240.344 -175.839|-3235.220 -178.219|-3210.557 -189.438|-3185.720 -200.269|-3164.441 -209.209|-3143.043 -217.871|-3128.895 -223.431|-3114.704 -228.868|-3087.777 -238.653|-3060.696 -247.994|-3049.224 -251.863|-3031.650 -257.634|-3014.020 -263.205|-3013.139 -263.483|-3010.392 -264.328|-3002.835 -266.652|-2983.241 -272.490|-2963.584 -278.094|-2943.857 -283.476|-2924.067 -288.613|-2904.221 -293.528|-2884.312 -298.209|-2864.354 -302.646|-2844.347 -306.860|-2827.339 -310.263|-2821.363 -311.419|-2804.320 -314.588|-2787.242 -317.602|-2773.604 -319.881|-2751.863 -323.295|-2730.074 -326.442|-2708.250 -329.310|-2686.390 -331.901|-2666.440 -334.058
1616L 10 AV SW,-2646.356 -335.960|-2631.215 -337.239|-2616.059 -338.384|-2600.897 -339.396|-2593.599 -339.841|-2593.312 -339.863|-2590.614 -340.018|-2585.735 -340.285|-2570.565 -341.041|-2568.545 -341.130|-2555.389 -341.720|-2554.557 -323.150|-2530.223 -324.218|-2517.577 -324.662|-2496.851 -325.263|-2463.422 -326.230|-2257.476 -332.201|-2203.803 -333.981|-2150.144 -336.182|-1766.073 -353.451|-1723.445 -355.375|-1643.488 -358.977|-1638.336 -359.211|-1638.343 -341.219|-1664.732 -340.030|-1663.872 -320.804|-1764.409 -316.278|-1926.218 -308.995|-1931.202 -308.773|-2351.379 -289.892|-2351.994 -303.591|-2544.693 -294.940|-2544.085 -281.252|-2565.833 -280.273|-2582.463 -279.440|-2599.079 -278.450|-2615.689 -277.293|-2632.284 -275.981|-2648.873 -274.514|-2665.440 -272.879|-2681.993 -271.078|-2698.526 -269.121|-2715.247 -266.975|-2742.153 -263.183|-2760.720 -260.303|-2779.252 -257.223|-2794.212 -254.587|-2809.143 -251.819|-2824.054 -248.916|-2838.937 -245.881|-2853.791 -242.712|-2868.618 -239.409|-2883.417 -235.973|-2898.181 -232.415|-2912.917 -228.723|-2927.618 -224.898|-2942.284 -220.940|-2956.915 -216.859|-2971.504 -212.645|-2986.065 -208.308|-3000.577 -203.827|-3015.055 -199.235|-3029.490 -194.498|-3043.883 -189.650|-3058.235 -184.657|-3072.537 -179.553|-3086.791 -174.316|-3101.003 -168.945|-3115.165 -163.463|-3129.279 -157.848|-3143.344 -152.099|-3157.360 -146.239|-3171.320 -140.246|-3185.224 -134.141|-3199.072 -127.903|-3212.871 -121.543|-3226.608 -115.060|-3240.288 -108.455|-3240.288 -108.677|-3240.344 -175.839|-3235.220 -178.219|-3210.557 -189.438|-3185.720 -200.269|-3164.441 -209.209|-3143.043 -217.871|-3128.895 -223.431|-3114.704 -228.868|-3087.777 -238.653|-3060.696 -247.994|-3049.224 -251.863|-3031.650 -257.634|-3014.020 -263.205|-3013.139 -263.483|-3010.392 -264.328|-3002.835 -266.652|-2983.241 -272.490|-2963.584 -278.094|-2943.857 -283.476|-2924.067 -288.613|-2904.221 -293.528|-2884.312 -298.209|-2864.354 -302.646|-2844.347 -306.860|-2827.339 -310.263|-2821.363 -311.419|-2804.320 -314.588|-2787.242 -317.602|-2773.604 -319.881|-2751.863 -323.295|-2730.074 -326.442|-2708.250 -329.310|-2686.390 -331.901|-2666.440 -334.058
2404L 10 AV SW,-2646.356 -335.960|-2631.215 -337.239|-2616.059 -338.384|-2600.897 -339.396|-2593.599 -339.841|-2593.312 -339.863|-2590.614 -340.018|-2585.735 -340.285|-2570.565 -341.041|-2568.545 -341.130|-2555.389 -341.720|-2554.557 -323.150|-2530.223 -324.218|-2517.577 -324.662|-2496.851 -325.263|-2463.422 -326.230|-2257.476 -332.201|-2203.803 -333.981|-2150.144 -336.182|-1766.073 -353.451|-1723.445 -355.375|-1643.488 -358.977|-1638.336 -359.211|-1638.343 -341.219|-1664.732 -340.030|-1663.872 -320.804|-1764.409 -316.278|-1926.218 -308.995|-1931.202 -308.773|-2351.379 -289.892|-2351.994 -303.591|-2544.693 -294.940|-2544.085 -281.252|-2565.833 -280.273|-2582.463 -279.440|-2599.079 -278.450|-2615.689 -277.293|-2632.284 -275.981|-2648.873 -274.514|-2665.440 -272.879|-2681.993 -271.078|-2698.526 -269.121|-2715.247 -266.975|-2742.153 -263.183|-2760.720 -260.303|-2779.252 -257.223|-2794.212 -254.587|-2809.143 -251.819|-2824.054 -248.916|-2838.937 -245.881|-2853.791 -242.712|-2868.618 -239.409|-2883.417 -235.973|-2898.181 -232.415|-2912.917 -228.723|-2927.618 -224.898|-2942.284 -220.940|-2956.915 -216.859|-2971.504 -212.645|-2986.065 -208.308|-3000.577 -203.827|-3015.055 -199.235|-3029.490 -194.498|-3043.883 -189.650|-3058.235 -184.657|-3072.537 -179.553|-3086.791 -174.316|-3101.003 -168.945|-3115.165 -163.463|-3129.279 -157.848|-3143.344 -152.099|-3157.360 -146.239|-3171.320 -140.246|-3185.224 -134.141|-3199.072 -127.903|-3212.871 -121.543|-3226.608 -115.060|-3240.288 -108.455|-3240.288 -108.677|-3240.344 -175.839|-3235.220 -178.219|-3210.557 -189.438|-3185.720 -200.269|-3164.441 -209.209|-3143.043 -217.871|-3128.895 -223.431|-3114.704 -228.868|-3087.777 -238.653|-3060.696 -247.994|-3049.224 -251.863|-3031.650 -257.634|-3014.020 -263.205|-3013.139 -263.483|-3010.392 -264.328|-3002.835 -266.652|-2983.241 -272.490|-2963.584 -278.094|-2943.857 -283.476|-2924.067 -288.613|-2904.221 -293.528|-2884.312 -298.209|-2864.354 -302.646|-2844.347 -306.860|-2827.339 -310.263|-2821.363 -311.419|-2804.320 -314.588|-2787.242 -317.602|-2773.604 -319.881|-2751.863 -323.295|-2730.074 -326.442|-2708.250 -329.310|-2686.390 -331.901|-2666.440 -334.058
