ADDRESS,POINTS
4724 STANLEY RD SW,257.327 -4167.492|220.900 -4156.884|215.818 -4174.431|252.252 -4185.039
4728 STANLEY RD SW,252.252 -4185.039|215.818 -4174.431|210.743 -4191.978|247.170 -4202.586
