ADDRESS,POINTS
306 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
308 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
310 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
312 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
314 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
311 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
309 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
307 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
305 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
303 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
301 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
402 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
404 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
406 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
408 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
410 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
412 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
414 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
411 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
409 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
407 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
405 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
403 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
401 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
502 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
504 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
506 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
508 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
510 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
512 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
514 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
511 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
509 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
507 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
505 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
503 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
501 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
602 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
604 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
606 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
608 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
610 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
612 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
614 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
611 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
609 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
607 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
605 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
603 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
601 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
702 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
704 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
706 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
708 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
710 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
712 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
714 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
711 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
709 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
707 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
705 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
703 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
701 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
802 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
804 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
806 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
808 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
810 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
812 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
809 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
807 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
805 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
803 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
801 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
902 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
904 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
906 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
908 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
910 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
912 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
909 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
907 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
905 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
903 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
901 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1002 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1004 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1006 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1008 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1010 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1012 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1009 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1007 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1005 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1003 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1001 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1102 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1104 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1106 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1108 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1110 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1112 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1109 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1107 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1105 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1103 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1101 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1202 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1204 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1206 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1208 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1210 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1209 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1207 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1205 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1203 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1201 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1302 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
