ADDRESS,POINTS
1210 4 ST NW,32.863 1670.942|17.659 1671.064|1.616 1671.197|1.623 1662.057|17.638 1661.924|32.849 1661.802
1212 4 ST NW,1.616 1671.197|17.659 1671.064|32.863 1670.942|32.877 1680.071|1.609 1680.327
1214 4 ST NW,1.609 1680.327|32.877 1680.071|32.898 1689.200|17.687 1689.322|1.602 1689.456
