ADDRESS,POINTS
445 BRAE GLEN CR SW,-2344.249 -9804.352|-2359.411 -9804.341|-2364.563 -9804.330|-2364.549 -9796.113|-2436.138 -9796.346|-2436.187 -10038.618|-2436.082 -10043.688|-2435.782 -10048.748|-2435.286 -10053.796|-2434.586 -10058.822|-2433.776 -10063.392|-2432.881 -10067.573|-2431.839 -10071.721|-2430.665 -10075.835|-2429.351 -10079.905|-2427.897 -10083.930|-2426.317 -10087.900|-2424.597 -10091.825|-2422.752 -10095.683|-2419.851 -10101.154|-2332.344 -10101.143|-2327.793 -10101.143|-2327.709 -9988.636|-2335.273 -9962.738|-2335.238 -9915.536|-2344.318 -9898.768
443 BRAE GLEN CR SW,-2344.249 -9804.352|-2359.411 -9804.341|-2364.563 -9804.330|-2364.549 -9796.113|-2436.138 -9796.346|-2436.187 -10038.618|-2436.082 -10043.688|-2435.782 -10048.748|-2435.286 -10053.796|-2434.586 -10058.822|-2433.776 -10063.392|-2432.881 -10067.573|-2431.839 -10071.721|-2430.665 -10075.835|-2429.351 -10079.905|-2427.897 -10083.930|-2426.317 -10087.900|-2424.597 -10091.825|-2422.752 -10095.683|-2419.851 -10101.154|-2332.344 -10101.143|-2327.793 -10101.143|-2327.709 -9988.636|-2335.273 -9962.738|-2335.238 -9915.536|-2344.318 -9898.768
441 BRAE GLEN CR SW,-2344.249 -9804.352|-2359.411 -9804.341|-2364.563 -9804.330|-2364.549 -9796.113|-2436.138 -9796.346|-2436.187 -10038.618|-2436.082 -10043.688|-2435.782 -10048.748|-2435.286 -10053.796|-2434.586 -10058.822|-2433.776 -10063.392|-2432.881 -10067.573|-2431.839 -10071.721|-2430.665 -10075.835|-2429.351 -10079.905|-2427.897 -10083.930|-2426.317 -10087.900|-2424.597 -10091.825|-2422.752 -10095.683|-2419.851 -10101.154|-2332.344 -10101.143|-2327.793 -10101.143|-2327.709 -9988.636|-2335.273 -9962.738|-2335.238 -9915.536|-2344.318 -9898.768
439 BRAE GLEN CR SW,-2344.249 -9804.352|-2359.411 -9804.341|-2364.563 -9804.330|-2364.549 -9796.113|-2436.138 -9796.346|-2436.187 -10038.618|-2436.082 -10043.688|-2435.782 -10048.748|-2435.286 -10053.796|-2434.586 -10058.822|-2433.776 -10063.392|-2432.881 -10067.573|-2431.839 -10071.721|-2430.665 -10075.835|-2429.351 -10079.905|-2427.897 -10083.930|-2426.317 -10087.900|-2424.597 -10091.825|-2422.752 -10095.683|-2419.851 -10101.154|-2332.344 -10101.143|-2327.793 -10101.143|-2327.709 -9988.636|-2335.273 -9962.738|-2335.238 -9915.536|-2344.318 -9898.768
435 BRAE GLEN CR SW,-2344.249 -9804.352|-2359.411 -9804.341|-2364.563 -9804.330|-2364.549 -9796.113|-2436.138 -9796.346|-2436.187 -10038.618|-2436.082 -10043.688|-2435.782 -10048.748|-2435.286 -10053.796|-2434.586 -10058.822|-2433.776 -10063.392|-2432.881 -10067.573|-2431.839 -10071.721|-2430.665 -10075.835|-2429.351 -10079.905|-2427.897 -10083.930|-2426.317 -10087.900|-2424.597 -10091.825|-2422.752 -10095.683|-2419.851 -10101.154|-2332.344 -10101.143|-2327.793 -10101.143|-2327.709 -9988.636|-2335.273 -9962.738|-2335.238 -9915.536|-2344.318 -9898.768
433 BRAE GLEN CR SW,-2344.249 -9804.352|-2359.411 -9804.341|-2364.563 -9804.330|-2364.549 -9796.113|-2436.138 -9796.346|-2436.187 -10038.618|-2436.082 -10043.688|-2435.782 -10048.748|-2435.286 -10053.796|-2434.586 -10058.822|-2433.776 -10063.392|-2432.881 -10067.573|-2431.839 -10071.721|-2430.665 -10075.835|-2429.351 -10079.905|-2427.897 -10083.930|-2426.317 -10087.900|-2424.597 -10091.825|-2422.752 -10095.683|-2419.851 -10101.154|-2332.344 -10101.143|-2327.793 -10101.143|-2327.709 -9988.636|-2335.273 -9962.738|-2335.238 -9915.536|-2344.318 -9898.768
431 BRAE GLEN CR SW,-2344.249 -9804.352|-2359.411 -9804.341|-2364.563 -9804.330|-2364.549 -9796.113|-2436.138 -9796.346|-2436.187 -10038.618|-2436.082 -10043.688|-2435.782 -10048.748|-2435.286 -10053.796|-2434.586 -10058.822|-2433.776 -10063.392|-2432.881 -10067.573|-2431.839 -10071.721|-2430.665 -10075.835|-2429.351 -10079.905|-2427.897 -10083.930|-2426.317 -10087.900|-2424.597 -10091.825|-2422.752 -10095.683|-2419.851 -10101.154|-2332.344 -10101.143|-2327.793 -10101.143|-2327.709 -9988.636|-2335.273 -9962.738|-2335.238 -9915.536|-2344.318 -9898.768
429 BRAE GLEN CR SW,-2344.249 -9804.352|-2359.411 -9804.341|-2364.563 -9804.330|-2364.549 -9796.113|-2436.138 -9796.346|-2436.187 -10038.618|-2436.082 -10043.688|-2435.782 -10048.748|-2435.286 -10053.796|-2434.586 -10058.822|-2433.776 -10063.392|-2432.881 -10067.573|-2431.839 -10071.721|-2430.665 -10075.835|-2429.351 -10079.905|-2427.897 -10083.930|-2426.317 -10087.900|-2424.597 -10091.825|-2422.752 -10095.683|-2419.851 -10101.154|-2332.344 -10101.143|-2327.793 -10101.143|-2327.709 -9988.636|-2335.273 -9962.738|-2335.238 -9915.536|-2344.318 -9898.768
427 BRAE GLEN CR SW,-2344.249 -9804.352|-2359.411 -9804.341|-2364.563 -9804.330|-2364.549 -9796.113|-2436.138 -9796.346|-2436.187 -10038.618|-2436.082 -10043.688|-2435.782 -10048.748|-2435.286 -10053.796|-2434.586 -10058.822|-2433.776 -10063.392|-2432.881 -10067.573|-2431.839 -10071.721|-2430.665 -10075.835|-2429.351 -10079.905|-2427.897 -10083.930|-2426.317 -10087.900|-2424.597 -10091.825|-2422.752 -10095.683|-2419.851 -10101.154|-2332.344 -10101.143|-2327.793 -10101.143|-2327.709 -9988.636|-2335.273 -9962.738|-2335.238 -9915.536|-2344.318 -9898.768
414 BRAE GLEN CR SW,-2344.249 -9804.352|-2359.411 -9804.341|-2364.563 -9804.330|-2364.549 -9796.113|-2436.138 -9796.346|-2436.187 -10038.618|-2436.082 -10043.688|-2435.782 -10048.748|-2435.286 -10053.796|-2434.586 -10058.822|-2433.776 -10063.392|-2432.881 -10067.573|-2431.839 -10071.721|-2430.665 -10075.835|-2429.351 -10079.905|-2427.897 -10083.930|-2426.317 -10087.900|-2424.597 -10091.825|-2422.752 -10095.683|-2419.851 -10101.154|-2332.344 -10101.143|-2327.793 -10101.143|-2327.709 -9988.636|-2335.273 -9962.738|-2335.238 -9915.536|-2344.318 -9898.768
412 BRAE GLEN CR SW,-2344.249 -9804.352|-2359.411 -9804.341|-2364.563 -9804.330|-2364.549 -9796.113|-2436.138 -9796.346|-2436.187 -10038.618|-2436.082 -10043.688|-2435.782 -10048.748|-2435.286 -10053.796|-2434.586 -10058.822|-2433.776 -10063.392|-2432.881 -10067.573|-2431.839 -10071.721|-2430.665 -10075.835|-2429.351 -10079.905|-2427.897 -10083.930|-2426.317 -10087.900|-2424.597 -10091.825|-2422.752 -10095.683|-2419.851 -10101.154|-2332.344 -10101.143|-2327.793 -10101.143|-2327.709 -9988.636|-2335.273 -9962.738|-2335.238 -9915.536|-2344.318 -9898.768
410 BRAE GLEN CR SW,-2344.249 -9804.352|-2359.411 -9804.341|-2364.563 -9804.330|-2364.549 -9796.113|-2436.138 -9796.346|-2436.187 -10038.618|-2436.082 -10043.688|-2435.782 -10048.748|-2435.286 -10053.796|-2434.586 -10058.822|-2433.776 -10063.392|-2432.881 -10067.573|-2431.839 -10071.721|-2430.665 -10075.835|-2429.351 -10079.905|-2427.897 -10083.930|-2426.317 -10087.900|-2424.597 -10091.825|-2422.752 -10095.683|-2419.851 -10101.154|-2332.344 -10101.143|-2327.793 -10101.143|-2327.709 -9988.636|-2335.273 -9962.738|-2335.238 -9915.536|-2344.318 -9898.768
408 BRAE GLEN CR SW,-2344.249 -9804.352|-2359.411 -9804.341|-2364.563 -9804.330|-2364.549 -9796.113|-2436.138 -9796.346|-2436.187 -10038.618|-2436.082 -10043.688|-2435.782 -10048.748|-2435.286 -10053.796|-2434.586 -10058.822|-2433.776 -10063.392|-2432.881 -10067.573|-2431.839 -10071.721|-2430.665 -10075.835|-2429.351 -10079.905|-2427.897 -10083.930|-2426.317 -10087.900|-2424.597 -10091.825|-2422.752 -10095.683|-2419.851 -10101.154|-2332.344 -10101.143|-2327.793 -10101.143|-2327.709 -9988.636|-2335.273 -9962.738|-2335.238 -9915.536|-2344.318 -9898.768
406 BRAE GLEN CR SW,-2344.249 -9804.352|-2359.411 -9804.341|-2364.563 -9804.330|-2364.549 -9796.113|-2436.138 -9796.346|-2436.187 -10038.618|-2436.082 -10043.688|-2435.782 -10048.748|-2435.286 -10053.796|-2434.586 -10058.822|-2433.776 -10063.392|-2432.881 -10067.573|-2431.839 -10071.721|-2430.665 -10075.835|-2429.351 -10079.905|-2427.897 -10083.930|-2426.317 -10087.900|-2424.597 -10091.825|-2422.752 -10095.683|-2419.851 -10101.154|-2332.344 -10101.143|-2327.793 -10101.143|-2327.709 -9988.636|-2335.273 -9962.738|-2335.238 -9915.536|-2344.318 -9898.768
404 BRAE GLEN CR SW,-2344.249 -9804.352|-2359.411 -9804.341|-2364.563 -9804.330|-2364.549 -9796.113|-2436.138 -9796.346|-2436.187 -10038.618|-2436.082 -10043.688|-2435.782 -10048.748|-2435.286 -10053.796|-2434.586 -10058.822|-2433.776 -10063.392|-2432.881 -10067.573|-2431.839 -10071.721|-2430.665 -10075.835|-2429.351 -10079.905|-2427.897 -10083.930|-2426.317 -10087.900|-2424.597 -10091.825|-2422.752 -10095.683|-2419.851 -10101.154|-2332.344 -10101.143|-2327.793 -10101.143|-2327.709 -9988.636|-2335.273 -9962.738|-2335.238 -9915.536|-2344.318 -9898.768
402 BRAE GLEN CR SW,-2344.249 -9804.352|-2359.411 -9804.341|-2364.563 -9804.330|-2364.549 -9796.113|-2436.138 -9796.346|-2436.187 -10038.618|-2436.082 -10043.688|-2435.782 -10048.748|-2435.286 -10053.796|-2434.586 -10058.822|-2433.776 -10063.392|-2432.881 -10067.573|-2431.839 -10071.721|-2430.665 -10075.835|-2429.351 -10079.905|-2427.897 -10083.930|-2426.317 -10087.900|-2424.597 -10091.825|-2422.752 -10095.683|-2419.851 -10101.154|-2332.344 -10101.143|-2327.793 -10101.143|-2327.709 -9988.636|-2335.273 -9962.738|-2335.238 -9915.536|-2344.318 -9898.768
400 BRAE GLEN CR SW,-2344.249 -9804.352|-2359.411 -9804.341|-2364.563 -9804.330|-2364.549 -9796.113|-2436.138 -9796.346|-2436.187 -10038.618|-2436.082 -10043.688|-2435.782 -10048.748|-2435.286 -10053.796|-2434.586 -10058.822|-2433.776 -10063.392|-2432.881 -10067.573|-2431.839 -10071.721|-2430.665 -10075.835|-2429.351 -10079.905|-2427.897 -10083.930|-2426.317 -10087.900|-2424.597 -10091.825|-2422.752 -10095.683|-2419.851 -10101.154|-2332.344 -10101.143|-2327.793 -10101.143|-2327.709 -9988.636|-2335.273 -9962.738|-2335.238 -9915.536|-2344.318 -9898.768
367 BRAE GLEN CR SW,-2344.249 -9804.352|-2359.411 -9804.341|-2364.563 -9804.330|-2364.549 -9796.113|-2436.138 -9796.346|-2436.187 -10038.618|-2436.082 -10043.688|-2435.782 -10048.748|-2435.286 -10053.796|-2434.586 -10058.822|-2433.776 -10063.392|-2432.881 -10067.573|-2431.839 -10071.721|-2430.665 -10075.835|-2429.351 -10079.905|-2427.897 -10083.930|-2426.317 -10087.900|-2424.597 -10091.825|-2422.752 -10095.683|-2419.851 -10101.154|-2332.344 -10101.143|-2327.793 -10101.143|-2327.709 -9988.636|-2335.273 -9962.738|-2335.238 -9915.536|-2344.318 -9898.768
369 BRAE GLEN CR SW,-2344.249 -9804.352|-2359.411 -9804.341|-2364.563 -9804.330|-2364.549 -9796.113|-2436.138 -9796.346|-2436.187 -10038.618|-2436.082 -10043.688|-2435.782 -10048.748|-2435.286 -10053.796|-2434.586 -10058.822|-2433.776 -10063.392|-2432.881 -10067.573|-2431.839 -10071.721|-2430.665 -10075.835|-2429.351 -10079.905|-2427.897 -10083.930|-2426.317 -10087.900|-2424.597 -10091.825|-2422.752 -10095.683|-2419.851 -10101.154|-2332.344 -10101.143|-2327.793 -10101.143|-2327.709 -9988.636|-2335.273 -9962.738|-2335.238 -9915.536|-2344.318 -9898.768
371 BRAE GLEN CR SW,-2344.249 -9804.352|-2359.411 -9804.341|-2364.563 -9804.330|-2364.549 -9796.113|-2436.138 -9796.346|-2436.187 -10038.618|-2436.082 -10043.688|-2435.782 -10048.748|-2435.286 -10053.796|-2434.586 -10058.822|-2433.776 -10063.392|-2432.881 -10067.573|-2431.839 -10071.721|-2430.665 -10075.835|-2429.351 -10079.905|-2427.897 -10083.930|-2426.317 -10087.900|-2424.597 -10091.825|-2422.752 -10095.683|-2419.851 -10101.154|-2332.344 -10101.143|-2327.793 -10101.143|-2327.709 -9988.636|-2335.273 -9962.738|-2335.238 -9915.536|-2344.318 -9898.768
373 BRAE GLEN CR SW,-2344.249 -9804.352|-2359.411 -9804.341|-2364.563 -9804.330|-2364.549 -9796.113|-2436.138 -9796.346|-2436.187 -10038.618|-2436.082 -10043.688|-2435.782 -10048.748|-2435.286 -10053.796|-2434.586 -10058.822|-2433.776 -10063.392|-2432.881 -10067.573|-2431.839 -10071.721|-2430.665 -10075.835|-2429.351 -10079.905|-2427.897 -10083.930|-2426.317 -10087.900|-2424.597 -10091.825|-2422.752 -10095.683|-2419.851 -10101.154|-2332.344 -10101.143|-2327.793 -10101.143|-2327.709 -9988.636|-2335.273 -9962.738|-2335.238 -9915.536|-2344.318 -9898.768
409 BRAE GLEN CR SW,-2344.249 -9804.352|-2359.411 -9804.341|-2364.563 -9804.330|-2364.549 -9796.113|-2436.138 -9796.346|-2436.187 -10038.618|-2436.082 -10043.688|-2435.782 -10048.748|-2435.286 -10053.796|-2434.586 -10058.822|-2433.776 -10063.392|-2432.881 -10067.573|-2431.839 -10071.721|-2430.665 -10075.835|-2429.351 -10079.905|-2427.897 -10083.930|-2426.317 -10087.900|-2424.597 -10091.825|-2422.752 -10095.683|-2419.851 -10101.154|-2332.344 -10101.143|-2327.793 -10101.143|-2327.709 -9988.636|-2335.273 -9962.738|-2335.238 -9915.536|-2344.318 -9898.768
407 BRAE GLEN CR SW,-2344.249 -9804.352|-2359.411 -9804.341|-2364.563 -9804.330|-2364.549 -9796.113|-2436.138 -9796.346|-2436.187 -10038.618|-2436.082 -10043.688|-2435.782 -10048.748|-2435.286 -10053.796|-2434.586 -10058.822|-2433.776 -10063.392|-2432.881 -10067.573|-2431.839 -10071.721|-2430.665 -10075.835|-2429.351 -10079.905|-2427.897 -10083.930|-2426.317 -10087.900|-2424.597 -10091.825|-2422.752 -10095.683|-2419.851 -10101.154|-2332.344 -10101.143|-2327.793 -10101.143|-2327.709 -9988.636|-2335.273 -9962.738|-2335.238 -9915.536|-2344.318 -9898.768
405 BRAE GLEN CR SW,-2344.249 -9804.352|-2359.411 -9804.341|-2364.563 -9804.330|-2364.549 -9796.113|-2436.138 -9796.346|-2436.187 -10038.618|-2436.082 -10043.688|-2435.782 -10048.748|-2435.286 -10053.796|-2434.586 -10058.822|-2433.776 -10063.392|-2432.881 -10067.573|-2431.839 -10071.721|-2430.665 -10075.835|-2429.351 -10079.905|-2427.897 -10083.930|-2426.317 -10087.900|-2424.597 -10091.825|-2422.752 -10095.683|-2419.851 -10101.154|-2332.344 -10101.143|-2327.793 -10101.143|-2327.709 -9988.636|-2335.273 -9962.738|-2335.238 -9915.536|-2344.318 -9898.768
403 BRAE GLEN CR SW,-2344.249 -9804.352|-2359.411 -9804.341|-2364.563 -9804.330|-2364.549 -9796.113|-2436.138 -9796.346|-2436.187 -10038.618|-2436.082 -10043.688|-2435.782 -10048.748|-2435.286 -10053.796|-2434.586 -10058.822|-2433.776 -10063.392|-2432.881 -10067.573|-2431.839 -10071.721|-2430.665 -10075.835|-2429.351 -10079.905|-2427.897 -10083.930|-2426.317 -10087.900|-2424.597 -10091.825|-2422.752 -10095.683|-2419.851 -10101.154|-2332.344 -10101.143|-2327.793 -10101.143|-2327.709 -9988.636|-2335.273 -9962.738|-2335.238 -9915.536|-2344.318 -9898.768
401 BRAE GLEN CR SW,-2344.249 -9804.352|-2359.411 -9804.341|-2364.563 -9804.330|-2364.549 -9796.113|-2436.138 -9796.346|-2436.187 -10038.618|-2436.082 -10043.688|-2435.782 -10048.748|-2435.286 -10053.796|-2434.586 -10058.822|-2433.776 -10063.392|-2432.881 -10067.573|-2431.839 -10071.721|-2430.665 -10075.835|-2429.351 -10079.905|-2427.897 -10083.930|-2426.317 -10087.900|-2424.597 -10091.825|-2422.752 -10095.683|-2419.851 -10101.154|-2332.344 -10101.143|-2327.793 -10101.143|-2327.709 -9988.636|-2335.273 -9962.738|-2335.238 -9915.536|-2344.318 -9898.768
399 BRAE GLEN CR SW,-2344.249 -9804.352|-2359.411 -9804.341|-2364.563 -9804.330|-2364.549 -9796.113|-2436.138 -9796.346|-2436.187 -10038.618|-2436.082 -10043.688|-2435.782 -10048.748|-2435.286 -10053.796|-2434.586 -10058.822|-2433.776 -10063.392|-2432.881 -10067.573|-2431.839 -10071.721|-2430.665 -10075.835|-2429.351 -10079.905|-2427.897 -10083.930|-2426.317 -10087.900|-2424.597 -10091.825|-2422.752 -10095.683|-2419.851 -10101.154|-2332.344 -10101.143|-2327.793 -10101.143|-2327.709 -9988.636|-2335.273 -9962.738|-2335.238 -9915.536|-2344.318 -9898.768
397 BRAE GLEN CR SW,-2344.249 -9804.352|-2359.411 -9804.341|-2364.563 -9804.330|-2364.549 -9796.113|-2436.138 -9796.346|-2436.187 -10038.618|-2436.082 -10043.688|-2435.782 -10048.748|-2435.286 -10053.796|-2434.586 -10058.822|-2433.776 -10063.392|-2432.881 -10067.573|-2431.839 -10071.721|-2430.665 -10075.835|-2429.351 -10079.905|-2427.897 -10083.930|-2426.317 -10087.900|-2424.597 -10091.825|-2422.752 -10095.683|-2419.851 -10101.154|-2332.344 -10101.143|-2327.793 -10101.143|-2327.709 -9988.636|-2335.273 -9962.738|-2335.238 -9915.536|-2344.318 -9898.768
366 BRAE GLEN CR SW,-2344.249 -9804.352|-2359.411 -9804.341|-2364.563 -9804.330|-2364.549 -9796.113|-2436.138 -9796.346|-2436.187 -10038.618|-2436.082 -10043.688|-2435.782 -10048.748|-2435.286 -10053.796|-2434.586 -10058.822|-2433.776 -10063.392|-2432.881 -10067.573|-2431.839 -10071.721|-2430.665 -10075.835|-2429.351 -10079.905|-2427.897 -10083.930|-2426.317 -10087.900|-2424.597 -10091.825|-2422.752 -10095.683|-2419.851 -10101.154|-2332.344 -10101.143|-2327.793 -10101.143|-2327.709 -9988.636|-2335.273 -9962.738|-2335.238 -9915.536|-2344.318 -9898.768
368 BRAE GLEN CR SW,-2344.249 -9804.352|-2359.411 -9804.341|-2364.563 -9804.330|-2364.549 -9796.113|-2436.138 -9796.346|-2436.187 -10038.618|-2436.082 -10043.688|-2435.782 -10048.748|-2435.286 -10053.796|-2434.586 -10058.822|-2433.776 -10063.392|-2432.881 -10067.573|-2431.839 -10071.721|-2430.665 -10075.835|-2429.351 -10079.905|-2427.897 -10083.930|-2426.317 -10087.900|-2424.597 -10091.825|-2422.752 -10095.683|-2419.851 -10101.154|-2332.344 -10101.143|-2327.793 -10101.143|-2327.709 -9988.636|-2335.273 -9962.738|-2335.238 -9915.536|-2344.318 -9898.768
370 BRAE GLEN CR SW,-2344.249 -9804.352|-2359.411 -9804.341|-2364.563 -9804.330|-2364.549 -9796.113|-2436.138 -9796.346|-2436.187 -10038.618|-2436.082 -10043.688|-2435.782 -10048.748|-2435.286 -10053.796|-2434.586 -10058.822|-2433.776 -10063.392|-2432.881 -10067.573|-2431.839 -10071.721|-2430.665 -10075.835|-2429.351 -10079.905|-2427.897 -10083.930|-2426.317 -10087.900|-2424.597 -10091.825|-2422.752 -10095.683|-2419.851 -10101.154|-2332.344 -10101.143|-2327.793 -10101.143|-2327.709 -9988.636|-2335.273 -9962.738|-2335.238 -9915.536|-2344.318 -9898.768
372 BRAE GLEN CR SW,-2344.249 -9804.352|-2359.411 -9804.341|-2364.563 -9804.330|-2364.549 -9796.113|-2436.138 -9796.346|-2436.187 -10038.618|-2436.082 -10043.688|-2435.782 -10048.748|-2435.286 -10053.796|-2434.586 -10058.822|-2433.776 -10063.392|-2432.881 -10067.573|-2431.839 -10071.721|-2430.665 -10075.835|-2429.351 -10079.905|-2427.897 -10083.930|-2426.317 -10087.900|-2424.597 -10091.825|-2422.752 -10095.683|-2419.851 -10101.154|-2332.344 -10101.143|-2327.793 -10101.143|-2327.709 -9988.636|-2335.273 -9962.738|-2335.238 -9915.536|-2344.318 -9898.768
374 BRAE GLEN CR SW,-2344.249 -9804.352|-2359.411 -9804.341|-2364.563 -9804.330|-2364.549 -9796.113|-2436.138 -9796.346|-2436.187 -10038.618|-2436.082 -10043.688|-2435.782 -10048.748|-2435.286 -10053.796|-2434.586 -10058.822|-2433.776 -10063.392|-2432.881 -10067.573|-2431.839 -10071.721|-2430.665 -10075.835|-2429.351 -10079.905|-2427.897 -10083.930|-2426.317 -10087.900|-2424.597 -10091.825|-2422.752 -10095.683|-2419.851 -10101.154|-2332.344 -10101.143|-2327.793 -10101.143|-2327.709 -9988.636|-2335.273 -9962.738|-2335.238 -9915.536|-2344.318 -9898.768
376 BRAE GLEN CR SW,-2344.249 -9804.352|-2359.411 -9804.341|-2364.563 -9804.330|-2364.549 -9796.113|-2436.138 -9796.346|-2436.187 -10038.618|-2436.082 -10043.688|-2435.782 -10048.748|-2435.286 -10053.796|-2434.586 -10058.822|-2433.776 -10063.392|-2432.881 -10067.573|-2431.839 -10071.721|-2430.665 -10075.835|-2429.351 -10079.905|-2427.897 -10083.930|-2426.317 -10087.900|-2424.597 -10091.825|-2422.752 -10095.683|-2419.851 -10101.154|-2332.344 -10101.143|-2327.793 -10101.143|-2327.709 -9988.636|-2335.273 -9962.738|-2335.238 -9915.536|-2344.318 -9898.768
378 BRAE GLEN CR SW,-2344.249 -9804.352|-2359.411 -9804.341|-2364.563 -9804.330|-2364.549 -9796.113|-2436.138 -9796.346|-2436.187 -10038.618|-2436.082 -10043.688|-2435.782 -10048.748|-2435.286 -10053.796|-2434.586 -10058.822|-2433.776 -10063.392|-2432.881 -10067.573|-2431.839 -10071.721|-2430.665 -10075.835|-2429.351 -10079.905|-2427.897 -10083.930|-2426.317 -10087.900|-2424.597 -10091.825|-2422.752 -10095.683|-2419.851 -10101.154|-2332.344 -10101.143|-2327.793 -10101.143|-2327.709 -9988.636|-2335.273 -9962.738|-2335.238 -9915.536|-2344.318 -9898.768
380 BRAE GLEN CR SW,-2344.249 -9804.352|-2359.411 -9804.341|-2364.563 -9804.330|-2364.549 -9796.113|-2436.138 -9796.346|-2436.187 -10038.618|-2436.082 -10043.688|-2435.782 -10048.748|-2435.286 -10053.796|-2434.586 -10058.822|-2433.776 -10063.392|-2432.881 -10067.573|-2431.839 -10071.721|-2430.665 -10075.835|-2429.351 -10079.905|-2427.897 -10083.930|-2426.317 -10087.900|-2424.597 -10091.825|-2422.752 -10095.683|-2419.851 -10101.154|-2332.344 -10101.143|-2327.793 -10101.143|-2327.709 -9988.636|-2335.273 -9962.738|-2335.238 -9915.536|-2344.318 -9898.768
382 BRAE GLEN CR SW,-2344.249 -9804.352|-2359.411 -9804.341|-2364.563 -9804.330|-2364.549 -9796.113|-2436.138 -9796.346|-2436.187 -10038.618|-2436.082 -10043.688|-2435.782 -10048.748|-2435.286 -10053.796|-2434.586 -10058.822|-2433.776 -10063.392|-2432.881 -10067.573|-2431.839 -10071.721|-2430.665 -10075.835|-2429.351 -10079.905|-2427.897 -10083.930|-2426.317 -10087.900|-2424.597 -10091.825|-2422.752 -10095.683|-2419.851 -10101.154|-2332.344 -10101.143|-2327.793 -10101.143|-2327.709 -9988.636|-2335.273 -9962.738|-2335.238 -9915.536|-2344.318 -9898.768
398 BRAE GLEN CR SW,-2344.249 -9804.352|-2359.411 -9804.341|-2364.563 -9804.330|-2364.549 -9796.113|-2436.138 -9796.346|-2436.187 -10038.618|-2436.082 -10043.688|-2435.782 -10048.748|-2435.286 -10053.796|-2434.586 -10058.822|-2433.776 -10063.392|-2432.881 -10067.573|-2431.839 -10071.721|-2430.665 -10075.835|-2429.351 -10079.905|-2427.897 -10083.930|-2426.317 -10087.900|-2424.597 -10091.825|-2422.752 -10095.683|-2419.851 -10101.154|-2332.344 -10101.143|-2327.793 -10101.143|-2327.709 -9988.636|-2335.273 -9962.738|-2335.238 -9915.536|-2344.318 -9898.768
396 BRAE GLEN CR SW,-2344.249 -9804.352|-2359.411 -9804.341|-2364.563 -9804.330|-2364.549 -9796.113|-2436.138 -9796.346|-2436.187 -10038.618|-2436.082 -10043.688|-2435.782 -10048.748|-2435.286 -10053.796|-2434.586 -10058.822|-2433.776 -10063.392|-2432.881 -10067.573|-2431.839 -10071.721|-2430.665 -10075.835|-2429.351 -10079.905|-2427.897 -10083.930|-2426.317 -10087.900|-2424.597 -10091.825|-2422.752 -10095.683|-2419.851 -10101.154|-2332.344 -10101.143|-2327.793 -10101.143|-2327.709 -9988.636|-2335.273 -9962.738|-2335.238 -9915.536|-2344.318 -9898.768
394 BRAE GLEN CR SW,-2344.249 -9804.352|-2359.411 -9804.341|-2364.563 -9804.330|-2364.549 -9796.113|-2436.138 -9796.346|-2436.187 -10038.618|-2436.082 -10043.688|-2435.782 -10048.748|-2435.286 -10053.796|-2434.586 -10058.822|-2433.776 -10063.392|-2432.881 -10067.573|-2431.839 -10071.721|-2430.665 -10075.835|-2429.351 -10079.905|-2427.897 -10083.930|-2426.317 -10087.900|-2424.597 -10091.825|-2422.752 -10095.683|-2419.851 -10101.154|-2332.344 -10101.143|-2327.793 -10101.143|-2327.709 -9988.636|-2335.273 -9962.738|-2335.238 -9915.536|-2344.318 -9898.768
392 BRAE GLEN CR SW,-2344.249 -9804.352|-2359.411 -9804.341|-2364.563 -9804.330|-2364.549 -9796.113|-2436.138 -9796.346|-2436.187 -10038.618|-2436.082 -10043.688|-2435.782 -10048.748|-2435.286 -10053.796|-2434.586 -10058.822|-2433.776 -10063.392|-2432.881 -10067.573|-2431.839 -10071.721|-2430.665 -10075.835|-2429.351 -10079.905|-2427.897 -10083.930|-2426.317 -10087.900|-2424.597 -10091.825|-2422.752 -10095.683|-2419.851 -10101.154|-2332.344 -10101.143|-2327.793 -10101.143|-2327.709 -9988.636|-2335.273 -9962.738|-2335.238 -9915.536|-2344.318 -9898.768
390 BRAE GLEN CR SW,-2344.249 -9804.352|-2359.411 -9804.341|-2364.563 -9804.330|-2364.549 -9796.113|-2436.138 -9796.346|-2436.187 -10038.618|-2436.082 -10043.688|-2435.782 -10048.748|-2435.286 -10053.796|-2434.586 -10058.822|-2433.776 -10063.392|-2432.881 -10067.573|-2431.839 -10071.721|-2430.665 -10075.835|-2429.351 -10079.905|-2427.897 -10083.930|-2426.317 -10087.900|-2424.597 -10091.825|-2422.752 -10095.683|-2419.851 -10101.154|-2332.344 -10101.143|-2327.793 -10101.143|-2327.709 -9988.636|-2335.273 -9962.738|-2335.238 -9915.536|-2344.318 -9898.768
