ADDRESS,POINTS
793 RANCHVIEW CI NW,-7725.776 7405.909|-7771.515 7418.052|-7773.556 7416.450|-7775.814 7415.149|-7778.226 7414.193|-7780.757 7413.581|-7778.401 7412.948|-7770.788 7410.935|-7763.175 7408.911|-7755.563 7406.888|-7747.027 7404.619|-7738.499 7402.351|-7730.579 7400.249|-7724.882 7398.737|-7725.238 7401.595
6363 RANCHVIEW DR NW,-7703.540 7456.703|-7705.231 7462.252|-7708.307 7464.331|-7737.045 7432.218|-7728.796 7430.027|-7705.427 7456.080
4309 6651D RANCHVIEW DR NW,-7317.861 7636.983|-7430.736 7680.761|-7470.051 7652.028|-7488.226 7620.326|-7481.459 7578.228|-7519.865 7508.464|-7472.903 7480.421|-7447.674 7408.611|-7442.089 7410.757|-7436.629 7413.192|-7431.310 7415.917|-7426.144 7418.930|-7421.145 7422.221|-7416.336 7425.768|-7411.722 7429.571|-7407.325 7433.619|-7403.152 7437.900|-7399.209 7442.392|-7395.525 7447.096|-7392.093 7451.988|-7388.933 7457.059|-7386.046 7462.296|-7383.453 7467.667|-7381.153 7473.182
4306 6651D RANCHVIEW DR NW,-7317.861 7636.983|-7430.736 7680.761|-7470.051 7652.028|-7488.226 7620.326|-7481.459 7578.228|-7519.865 7508.464|-7472.903 7480.421|-7447.674 7408.611|-7442.089 7410.757|-7436.629 7413.192|-7431.310 7415.917|-7426.144 7418.930|-7421.145 7422.221|-7416.336 7425.768|-7411.722 7429.571|-7407.325 7433.619|-7403.152 7437.900|-7399.209 7442.392|-7395.525 7447.096|-7392.093 7451.988|-7388.933 7457.059|-7386.046 7462.296|-7383.453 7467.667|-7381.153 7473.182
4307 6651D RANCHVIEW DR NW,-7317.861 7636.983|-7430.736 7680.761|-7470.051 7652.028|-7488.226 7620.326|-7481.459 7578.228|-7519.865 7508.464|-7472.903 7480.421|-7447.674 7408.611|-7442.089 7410.757|-7436.629 7413.192|-7431.310 7415.917|-7426.144 7418.930|-7421.145 7422.221|-7416.336 7425.768|-7411.722 7429.571|-7407.325 7433.619|-7403.152 7437.900|-7399.209 7442.392|-7395.525 7447.096|-7392.093 7451.988|-7388.933 7457.059|-7386.046 7462.296|-7383.453 7467.667|-7381.153 7473.182
4308 6651D RANCHVIEW DR NW,-7317.861 7636.983|-7430.736 7680.761|-7470.051 7652.028|-7488.226 7620.326|-7481.459 7578.228|-7519.865 7508.464|-7472.903 7480.421|-7447.674 7408.611|-7442.089 7410.757|-7436.629 7413.192|-7431.310 7415.917|-7426.144 7418.930|-7421.145 7422.221|-7416.336 7425.768|-7411.722 7429.571|-7407.325 7433.619|-7403.152 7437.900|-7399.209 7442.392|-7395.525 7447.096|-7392.093 7451.988|-7388.933 7457.059|-7386.046 7462.296|-7383.453 7467.667|-7381.153 7473.182
4305 6651D RANCHVIEW DR NW,-7317.861 7636.983|-7430.736 7680.761|-7470.051 7652.028|-7488.226 7620.326|-7481.459 7578.228|-7519.865 7508.464|-7472.903 7480.421|-7447.674 7408.611|-7442.089 7410.757|-7436.629 7413.192|-7431.310 7415.917|-7426.144 7418.930|-7421.145 7422.221|-7416.336 7425.768|-7411.722 7429.571|-7407.325 7433.619|-7403.152 7437.900|-7399.209 7442.392|-7395.525 7447.096|-7392.093 7451.988|-7388.933 7457.059|-7386.046 7462.296|-7383.453 7467.667|-7381.153 7473.182
4302 6651D RANCHVIEW DR NW,-7317.861 7636.983|-7430.736 7680.761|-7470.051 7652.028|-7488.226 7620.326|-7481.459 7578.228|-7519.865 7508.464|-7472.903 7480.421|-7447.674 7408.611|-7442.089 7410.757|-7436.629 7413.192|-7431.310 7415.917|-7426.144 7418.930|-7421.145 7422.221|-7416.336 7425.768|-7411.722 7429.571|-7407.325 7433.619|-7403.152 7437.900|-7399.209 7442.392|-7395.525 7447.096|-7392.093 7451.988|-7388.933 7457.059|-7386.046 7462.296|-7383.453 7467.667|-7381.153 7473.182
4303 6651D RANCHVIEW DR NW,-7317.861 7636.983|-7430.736 7680.761|-7470.051 7652.028|-7488.226 7620.326|-7481.459 7578.228|-7519.865 7508.464|-7472.903 7480.421|-7447.674 7408.611|-7442.089 7410.757|-7436.629 7413.192|-7431.310 7415.917|-7426.144 7418.930|-7421.145 7422.221|-7416.336 7425.768|-7411.722 7429.571|-7407.325 7433.619|-7403.152 7437.900|-7399.209 7442.392|-7395.525 7447.096|-7392.093 7451.988|-7388.933 7457.059|-7386.046 7462.296|-7383.453 7467.667|-7381.153 7473.182
4304 6651D RANCHVIEW DR NW,-7317.861 7636.983|-7430.736 7680.761|-7470.051 7652.028|-7488.226 7620.326|-7481.459 7578.228|-7519.865 7508.464|-7472.903 7480.421|-7447.674 7408.611|-7442.089 7410.757|-7436.629 7413.192|-7431.310 7415.917|-7426.144 7418.930|-7421.145 7422.221|-7416.336 7425.768|-7411.722 7429.571|-7407.325 7433.619|-7403.152 7437.900|-7399.209 7442.392|-7395.525 7447.096|-7392.093 7451.988|-7388.933 7457.059|-7386.046 7462.296|-7383.453 7467.667|-7381.153 7473.182
4301 6651D RANCHVIEW DR NW,-7317.861 7636.983|-7430.736 7680.761|-7470.051 7652.028|-7488.226 7620.326|-7481.459 7578.228|-7519.865 7508.464|-7472.903 7480.421|-7447.674 7408.611|-7442.089 7410.757|-7436.629 7413.192|-7431.310 7415.917|-7426.144 7418.930|-7421.145 7422.221|-7416.336 7425.768|-7411.722 7429.571|-7407.325 7433.619|-7403.152 7437.900|-7399.209 7442.392|-7395.525 7447.096|-7392.093 7451.988|-7388.933 7457.059|-7386.046 7462.296|-7383.453 7467.667|-7381.153 7473.182
5110 6651E RANCHVIEW DR NW,-7317.861 7636.983|-7430.736 7680.761|-7470.051 7652.028|-7488.226 7620.326|-7481.459 7578.228|-7519.865 7508.464|-7472.903 7480.421|-7447.674 7408.611|-7442.089 7410.757|-7436.629 7413.192|-7431.310 7415.917|-7426.144 7418.930|-7421.145 7422.221|-7416.336 7425.768|-7411.722 7429.571|-7407.325 7433.619|-7403.152 7437.900|-7399.209 7442.392|-7395.525 7447.096|-7392.093 7451.988|-7388.933 7457.059|-7386.046 7462.296|-7383.453 7467.667|-7381.153 7473.182
5111 6651E RANCHVIEW DR NW,-7317.861 7636.983|-7430.736 7680.761|-7470.051 7652.028|-7488.226 7620.326|-7481.459 7578.228|-7519.865 7508.464|-7472.903 7480.421|-7447.674 7408.611|-7442.089 7410.757|-7436.629 7413.192|-7431.310 7415.917|-7426.144 7418.930|-7421.145 7422.221|-7416.336 7425.768|-7411.722 7429.571|-7407.325 7433.619|-7403.152 7437.900|-7399.209 7442.392|-7395.525 7447.096|-7392.093 7451.988|-7388.933 7457.059|-7386.046 7462.296|-7383.453 7467.667|-7381.153 7473.182
5112 6651E RANCHVIEW DR NW,-7317.861 7636.983|-7430.736 7680.761|-7470.051 7652.028|-7488.226 7620.326|-7481.459 7578.228|-7519.865 7508.464|-7472.903 7480.421|-7447.674 7408.611|-7442.089 7410.757|-7436.629 7413.192|-7431.310 7415.917|-7426.144 7418.930|-7421.145 7422.221|-7416.336 7425.768|-7411.722 7429.571|-7407.325 7433.619|-7403.152 7437.900|-7399.209 7442.392|-7395.525 7447.096|-7392.093 7451.988|-7388.933 7457.059|-7386.046 7462.296|-7383.453 7467.667|-7381.153 7473.182
5109 6651E RANCHVIEW DR NW,-7317.861 7636.983|-7430.736 7680.761|-7470.051 7652.028|-7488.226 7620.326|-7481.459 7578.228|-7519.865 7508.464|-7472.903 7480.421|-7447.674 7408.611|-7442.089 7410.757|-7436.629 7413.192|-7431.310 7415.917|-7426.144 7418.930|-7421.145 7422.221|-7416.336 7425.768|-7411.722 7429.571|-7407.325 7433.619|-7403.152 7437.900|-7399.209 7442.392|-7395.525 7447.096|-7392.093 7451.988|-7388.933 7457.059|-7386.046 7462.296|-7383.453 7467.667|-7381.153 7473.182
5106 6651E RANCHVIEW DR NW,-7317.861 7636.983|-7430.736 7680.761|-7470.051 7652.028|-7488.226 7620.326|-7481.459 7578.228|-7519.865 7508.464|-7472.903 7480.421|-7447.674 7408.611|-7442.089 7410.757|-7436.629 7413.192|-7431.310 7415.917|-7426.144 7418.930|-7421.145 7422.221|-7416.336 7425.768|-7411.722 7429.571|-7407.325 7433.619|-7403.152 7437.900|-7399.209 7442.392|-7395.525 7447.096|-7392.093 7451.988|-7388.933 7457.059|-7386.046 7462.296|-7383.453 7467.667|-7381.153 7473.182
5107 6651E RANCHVIEW DR NW,-7317.861 7636.983|-7430.736 7680.761|-7470.051 7652.028|-7488.226 7620.326|-7481.459 7578.228|-7519.865 7508.464|-7472.903 7480.421|-7447.674 7408.611|-7442.089 7410.757|-7436.629 7413.192|-7431.310 7415.917|-7426.144 7418.930|-7421.145 7422.221|-7416.336 7425.768|-7411.722 7429.571|-7407.325 7433.619|-7403.152 7437.900|-7399.209 7442.392|-7395.525 7447.096|-7392.093 7451.988|-7388.933 7457.059|-7386.046 7462.296|-7383.453 7467.667|-7381.153 7473.182
5108 6651E RANCHVIEW DR NW,-7317.861 7636.983|-7430.736 7680.761|-7470.051 7652.028|-7488.226 7620.326|-7481.459 7578.228|-7519.865 7508.464|-7472.903 7480.421|-7447.674 7408.611|-7442.089 7410.757|-7436.629 7413.192|-7431.310 7415.917|-7426.144 7418.930|-7421.145 7422.221|-7416.336 7425.768|-7411.722 7429.571|-7407.325 7433.619|-7403.152 7437.900|-7399.209 7442.392|-7395.525 7447.096|-7392.093 7451.988|-7388.933 7457.059|-7386.046 7462.296|-7383.453 7467.667|-7381.153 7473.182
5105 6651E RANCHVIEW DR NW,-7317.861 7636.983|-7430.736 7680.761|-7470.051 7652.028|-7488.226 7620.326|-7481.459 7578.228|-7519.865 7508.464|-7472.903 7480.421|-7447.674 7408.611|-7442.089 7410.757|-7436.629 7413.192|-7431.310 7415.917|-7426.144 7418.930|-7421.145 7422.221|-7416.336 7425.768|-7411.722 7429.571|-7407.325 7433.619|-7403.152 7437.900|-7399.209 7442.392|-7395.525 7447.096|-7392.093 7451.988|-7388.933 7457.059|-7386.046 7462.296|-7383.453 7467.667|-7381.153 7473.182
5102 6651E RANCHVIEW DR NW,-7317.861 7636.983|-7430.736 7680.761|-7470.051 7652.028|-7488.226 7620.326|-7481.459 7578.228|-7519.865 7508.464|-7472.903 7480.421|-7447.674 7408.611|-7442.089 7410.757|-7436.629 7413.192|-7431.310 7415.917|-7426.144 7418.930|-7421.145 7422.221|-7416.336 7425.768|-7411.722 7429.571|-7407.325 7433.619|-7403.152 7437.900|-7399.209 7442.392|-7395.525 7447.096|-7392.093 7451.988|-7388.933 7457.059|-7386.046 7462.296|-7383.453 7467.667|-7381.153 7473.182
5103 6651E RANCHVIEW DR NW,-7317.861 7636.983|-7430.736 7680.761|-7470.051 7652.028|-7488.226 7620.326|-7481.459 7578.228|-7519.865 7508.464|-7472.903 7480.421|-7447.674 7408.611|-7442.089 7410.757|-7436.629 7413.192|-7431.310 7415.917|-7426.144 7418.930|-7421.145 7422.221|-7416.336 7425.768|-7411.722 7429.571|-7407.325 7433.619|-7403.152 7437.900|-7399.209 7442.392|-7395.525 7447.096|-7392.093 7451.988|-7388.933 7457.059|-7386.046 7462.296|-7383.453 7467.667|-7381.153 7473.182
5104 6651E RANCHVIEW DR NW,-7317.861 7636.983|-7430.736 7680.761|-7470.051 7652.028|-7488.226 7620.326|-7481.459 7578.228|-7519.865 7508.464|-7472.903 7480.421|-7447.674 7408.611|-7442.089 7410.757|-7436.629 7413.192|-7431.310 7415.917|-7426.144 7418.930|-7421.145 7422.221|-7416.336 7425.768|-7411.722 7429.571|-7407.325 7433.619|-7403.152 7437.900|-7399.209 7442.392|-7395.525 7447.096|-7392.093 7451.988|-7388.933 7457.059|-7386.046 7462.296|-7383.453 7467.667|-7381.153 7473.182
5101 6651E RANCHVIEW DR NW,-7317.861 7636.983|-7430.736 7680.761|-7470.051 7652.028|-7488.226 7620.326|-7481.459 7578.228|-7519.865 7508.464|-7472.903 7480.421|-7447.674 7408.611|-7442.089 7410.757|-7436.629 7413.192|-7431.310 7415.917|-7426.144 7418.930|-7421.145 7422.221|-7416.336 7425.768|-7411.722 7429.571|-7407.325 7433.619|-7403.152 7437.900|-7399.209 7442.392|-7395.525 7447.096|-7392.093 7451.988|-7388.933 7457.059|-7386.046 7462.296|-7383.453 7467.667|-7381.153 7473.182
5210 6651E RANCHVIEW DR NW,-7317.861 7636.983|-7430.736 7680.761|-7470.051 7652.028|-7488.226 7620.326|-7481.459 7578.228|-7519.865 7508.464|-7472.903 7480.421|-7447.674 7408.611|-7442.089 7410.757|-7436.629 7413.192|-7431.310 7415.917|-7426.144 7418.930|-7421.145 7422.221|-7416.336 7425.768|-7411.722 7429.571|-7407.325 7433.619|-7403.152 7437.900|-7399.209 7442.392|-7395.525 7447.096|-7392.093 7451.988|-7388.933 7457.059|-7386.046 7462.296|-7383.453 7467.667|-7381.153 7473.182
5211 6651E RANCHVIEW DR NW,-7317.861 7636.983|-7430.736 7680.761|-7470.051 7652.028|-7488.226 7620.326|-7481.459 7578.228|-7519.865 7508.464|-7472.903 7480.421|-7447.674 7408.611|-7442.089 7410.757|-7436.629 7413.192|-7431.310 7415.917|-7426.144 7418.930|-7421.145 7422.221|-7416.336 7425.768|-7411.722 7429.571|-7407.325 7433.619|-7403.152 7437.900|-7399.209 7442.392|-7395.525 7447.096|-7392.093 7451.988|-7388.933 7457.059|-7386.046 7462.296|-7383.453 7467.667|-7381.153 7473.182
5212 6651E RANCHVIEW DR NW,-7317.861 7636.983|-7430.736 7680.761|-7470.051 7652.028|-7488.226 7620.326|-7481.459 7578.228|-7519.865 7508.464|-7472.903 7480.421|-7447.674 7408.611|-7442.089 7410.757|-7436.629 7413.192|-7431.310 7415.917|-7426.144 7418.930|-7421.145 7422.221|-7416.336 7425.768|-7411.722 7429.571|-7407.325 7433.619|-7403.152 7437.900|-7399.209 7442.392|-7395.525 7447.096|-7392.093 7451.988|-7388.933 7457.059|-7386.046 7462.296|-7383.453 7467.667|-7381.153 7473.182
5209 6651E RANCHVIEW DR NW,-7317.861 7636.983|-7430.736 7680.761|-7470.051 7652.028|-7488.226 7620.326|-7481.459 7578.228|-7519.865 7508.464|-7472.903 7480.421|-7447.674 7408.611|-7442.089 7410.757|-7436.629 7413.192|-7431.310 7415.917|-7426.144 7418.930|-7421.145 7422.221|-7416.336 7425.768|-7411.722 7429.571|-7407.325 7433.619|-7403.152 7437.900|-7399.209 7442.392|-7395.525 7447.096|-7392.093 7451.988|-7388.933 7457.059|-7386.046 7462.296|-7383.453 7467.667|-7381.153 7473.182
5206 6651E RANCHVIEW DR NW,-7317.861 7636.983|-7430.736 7680.761|-7470.051 7652.028|-7488.226 7620.326|-7481.459 7578.228|-7519.865 7508.464|-7472.903 7480.421|-7447.674 7408.611|-7442.089 7410.757|-7436.629 7413.192|-7431.310 7415.917|-7426.144 7418.930|-7421.145 7422.221|-7416.336 7425.768|-7411.722 7429.571|-7407.325 7433.619|-7403.152 7437.900|-7399.209 7442.392|-7395.525 7447.096|-7392.093 7451.988|-7388.933 7457.059|-7386.046 7462.296|-7383.453 7467.667|-7381.153 7473.182
5207 6651E RANCHVIEW DR NW,-7317.861 7636.983|-7430.736 7680.761|-7470.051 7652.028|-7488.226 7620.326|-7481.459 7578.228|-7519.865 7508.464|-7472.903 7480.421|-7447.674 7408.611|-7442.089 7410.757|-7436.629 7413.192|-7431.310 7415.917|-7426.144 7418.930|-7421.145 7422.221|-7416.336 7425.768|-7411.722 7429.571|-7407.325 7433.619|-7403.152 7437.900|-7399.209 7442.392|-7395.525 7447.096|-7392.093 7451.988|-7388.933 7457.059|-7386.046 7462.296|-7383.453 7467.667|-7381.153 7473.182
5208 6651E RANCHVIEW DR NW,-7317.861 7636.983|-7430.736 7680.761|-7470.051 7652.028|-7488.226 7620.326|-7481.459 7578.228|-7519.865 7508.464|-7472.903 7480.421|-7447.674 7408.611|-7442.089 7410.757|-7436.629 7413.192|-7431.310 7415.917|-7426.144 7418.930|-7421.145 7422.221|-7416.336 7425.768|-7411.722 7429.571|-7407.325 7433.619|-7403.152 7437.900|-7399.209 7442.392|-7395.525 7447.096|-7392.093 7451.988|-7388.933 7457.059|-7386.046 7462.296|-7383.453 7467.667|-7381.153 7473.182
5205 6651E RANCHVIEW DR NW,-7317.861 7636.983|-7430.736 7680.761|-7470.051 7652.028|-7488.226 7620.326|-7481.459 7578.228|-7519.865 7508.464|-7472.903 7480.421|-7447.674 7408.611|-7442.089 7410.757|-7436.629 7413.192|-7431.310 7415.917|-7426.144 7418.930|-7421.145 7422.221|-7416.336 7425.768|-7411.722 7429.571|-7407.325 7433.619|-7403.152 7437.900|-7399.209 7442.392|-7395.525 7447.096|-7392.093 7451.988|-7388.933 7457.059|-7386.046 7462.296|-7383.453 7467.667|-7381.153 7473.182
5202 6651E RANCHVIEW DR NW,-7317.861 7636.983|-7430.736 7680.761|-7470.051 7652.028|-7488.226 7620.326|-7481.459 7578.228|-7519.865 7508.464|-7472.903 7480.421|-7447.674 7408.611|-7442.089 7410.757|-7436.629 7413.192|-7431.310 7415.917|-7426.144 7418.930|-7421.145 7422.221|-7416.336 7425.768|-7411.722 7429.571|-7407.325 7433.619|-7403.152 7437.900|-7399.209 7442.392|-7395.525 7447.096|-7392.093 7451.988|-7388.933 7457.059|-7386.046 7462.296|-7383.453 7467.667|-7381.153 7473.182
5203 6651E RANCHVIEW DR NW,-7317.861 7636.983|-7430.736 7680.761|-7470.051 7652.028|-7488.226 7620.326|-7481.459 7578.228|-7519.865 7508.464|-7472.903 7480.421|-7447.674 7408.611|-7442.089 7410.757|-7436.629 7413.192|-7431.310 7415.917|-7426.144 7418.930|-7421.145 7422.221|-7416.336 7425.768|-7411.722 7429.571|-7407.325 7433.619|-7403.152 7437.900|-7399.209 7442.392|-7395.525 7447.096|-7392.093 7451.988|-7388.933 7457.059|-7386.046 7462.296|-7383.453 7467.667|-7381.153 7473.182
5204 6651E RANCHVIEW DR NW,-7317.861 7636.983|-7430.736 7680.761|-7470.051 7652.028|-7488.226 7620.326|-7481.459 7578.228|-7519.865 7508.464|-7472.903 7480.421|-7447.674 7408.611|-7442.089 7410.757|-7436.629 7413.192|-7431.310 7415.917|-7426.144 7418.930|-7421.145 7422.221|-7416.336 7425.768|-7411.722 7429.571|-7407.325 7433.619|-7403.152 7437.900|-7399.209 7442.392|-7395.525 7447.096|-7392.093 7451.988|-7388.933 7457.059|-7386.046 7462.296|-7383.453 7467.667|-7381.153 7473.182
5201 6651E RANCHVIEW DR NW,-7317.861 7636.983|-7430.736 7680.761|-7470.051 7652.028|-7488.226 7620.326|-7481.459 7578.228|-7519.865 7508.464|-7472.903 7480.421|-7447.674 7408.611|-7442.089 7410.757|-7436.629 7413.192|-7431.310 7415.917|-7426.144 7418.930|-7421.145 7422.221|-7416.336 7425.768|-7411.722 7429.571|-7407.325 7433.619|-7403.152 7437.900|-7399.209 7442.392|-7395.525 7447.096|-7392.093 7451.988|-7388.933 7457.059|-7386.046 7462.296|-7383.453 7467.667|-7381.153 7473.182
5310 6651E RANCHVIEW DR NW,-7317.861 7636.983|-7430.736 7680.761|-7470.051 7652.028|-7488.226 7620.326|-7481.459 7578.228|-7519.865 7508.464|-7472.903 7480.421|-7447.674 7408.611|-7442.089 7410.757|-7436.629 7413.192|-7431.310 7415.917|-7426.144 7418.930|-7421.145 7422.221|-7416.336 7425.768|-7411.722 7429.571|-7407.325 7433.619|-7403.152 7437.900|-7399.209 7442.392|-7395.525 7447.096|-7392.093 7451.988|-7388.933 7457.059|-7386.046 7462.296|-7383.453 7467.667|-7381.153 7473.182
5311 6651E RANCHVIEW DR NW,-7317.861 7636.983|-7430.736 7680.761|-7470.051 7652.028|-7488.226 7620.326|-7481.459 7578.228|-7519.865 7508.464|-7472.903 7480.421|-7447.674 7408.611|-7442.089 7410.757|-7436.629 7413.192|-7431.310 7415.917|-7426.144 7418.930|-7421.145 7422.221|-7416.336 7425.768|-7411.722 7429.571|-7407.325 7433.619|-7403.152 7437.900|-7399.209 7442.392|-7395.525 7447.096|-7392.093 7451.988|-7388.933 7457.059|-7386.046 7462.296|-7383.453 7467.667|-7381.153 7473.182
5312 6651E RANCHVIEW DR NW,-7317.861 7636.983|-7430.736 7680.761|-7470.051 7652.028|-7488.226 7620.326|-7481.459 7578.228|-7519.865 7508.464|-7472.903 7480.421|-7447.674 7408.611|-7442.089 7410.757|-7436.629 7413.192|-7431.310 7415.917|-7426.144 7418.930|-7421.145 7422.221|-7416.336 7425.768|-7411.722 7429.571|-7407.325 7433.619|-7403.152 7437.900|-7399.209 7442.392|-7395.525 7447.096|-7392.093 7451.988|-7388.933 7457.059|-7386.046 7462.296|-7383.453 7467.667|-7381.153 7473.182
5309 6651E RANCHVIEW DR NW,-7317.861 7636.983|-7430.736 7680.761|-7470.051 7652.028|-7488.226 7620.326|-7481.459 7578.228|-7519.865 7508.464|-7472.903 7480.421|-7447.674 7408.611|-7442.089 7410.757|-7436.629 7413.192|-7431.310 7415.917|-7426.144 7418.930|-7421.145 7422.221|-7416.336 7425.768|-7411.722 7429.571|-7407.325 7433.619|-7403.152 7437.900|-7399.209 7442.392|-7395.525 7447.096|-7392.093 7451.988|-7388.933 7457.059|-7386.046 7462.296|-7383.453 7467.667|-7381.153 7473.182
5306 6651E RANCHVIEW DR NW,-7317.861 7636.983|-7430.736 7680.761|-7470.051 7652.028|-7488.226 7620.326|-7481.459 7578.228|-7519.865 7508.464|-7472.903 7480.421|-7447.674 7408.611|-7442.089 7410.757|-7436.629 7413.192|-7431.310 7415.917|-7426.144 7418.930|-7421.145 7422.221|-7416.336 7425.768|-7411.722 7429.571|-7407.325 7433.619|-7403.152 7437.900|-7399.209 7442.392|-7395.525 7447.096|-7392.093 7451.988|-7388.933 7457.059|-7386.046 7462.296|-7383.453 7467.667|-7381.153 7473.182
5307 6651E RANCHVIEW DR NW,-7317.861 7636.983|-7430.736 7680.761|-7470.051 7652.028|-7488.226 7620.326|-7481.459 7578.228|-7519.865 7508.464|-7472.903 7480.421|-7447.674 7408.611|-7442.089 7410.757|-7436.629 7413.192|-7431.310 7415.917|-7426.144 7418.930|-7421.145 7422.221|-7416.336 7425.768|-7411.722 7429.571|-7407.325 7433.619|-7403.152 7437.900|-7399.209 7442.392|-7395.525 7447.096|-7392.093 7451.988|-7388.933 7457.059|-7386.046 7462.296|-7383.453 7467.667|-7381.153 7473.182
5308 6651E RANCHVIEW DR NW,-7317.861 7636.983|-7430.736 7680.761|-7470.051 7652.028|-7488.226 7620.326|-7481.459 7578.228|-7519.865 7508.464|-7472.903 7480.421|-7447.674 7408.611|-7442.089 7410.757|-7436.629 7413.192|-7431.310 7415.917|-7426.144 7418.930|-7421.145 7422.221|-7416.336 7425.768|-7411.722 7429.571|-7407.325 7433.619|-7403.152 7437.900|-7399.209 7442.392|-7395.525 7447.096|-7392.093 7451.988|-7388.933 7457.059|-7386.046 7462.296|-7383.453 7467.667|-7381.153 7473.182
5305 6651E RANCHVIEW DR NW,-7317.861 7636.983|-7430.736 7680.761|-7470.051 7652.028|-7488.226 7620.326|-7481.459 7578.228|-7519.865 7508.464|-7472.903 7480.421|-7447.674 7408.611|-7442.089 7410.757|-7436.629 7413.192|-7431.310 7415.917|-7426.144 7418.930|-7421.145 7422.221|-7416.336 7425.768|-7411.722 7429.571|-7407.325 7433.619|-7403.152 7437.900|-7399.209 7442.392|-7395.525 7447.096|-7392.093 7451.988|-7388.933 7457.059|-7386.046 7462.296|-7383.453 7467.667|-7381.153 7473.182
5302 6651E RANCHVIEW DR NW,-7317.861 7636.983|-7430.736 7680.761|-7470.051 7652.028|-7488.226 7620.326|-7481.459 7578.228|-7519.865 7508.464|-7472.903 7480.421|-7447.674 7408.611|-7442.089 7410.757|-7436.629 7413.192|-7431.310 7415.917|-7426.144 7418.930|-7421.145 7422.221|-7416.336 7425.768|-7411.722 7429.571|-7407.325 7433.619|-7403.152 7437.900|-7399.209 7442.392|-7395.525 7447.096|-7392.093 7451.988|-7388.933 7457.059|-7386.046 7462.296|-7383.453 7467.667|-7381.153 7473.182
5303 6651E RANCHVIEW DR NW,-7317.861 7636.983|-7430.736 7680.761|-7470.051 7652.028|-7488.226 7620.326|-7481.459 7578.228|-7519.865 7508.464|-7472.903 7480.421|-7447.674 7408.611|-7442.089 7410.757|-7436.629 7413.192|-7431.310 7415.917|-7426.144 7418.930|-7421.145 7422.221|-7416.336 7425.768|-7411.722 7429.571|-7407.325 7433.619|-7403.152 7437.900|-7399.209 7442.392|-7395.525 7447.096|-7392.093 7451.988|-7388.933 7457.059|-7386.046 7462.296|-7383.453 7467.667|-7381.153 7473.182
5304 6651E RANCHVIEW DR NW,-7317.861 7636.983|-7430.736 7680.761|-7470.051 7652.028|-7488.226 7620.326|-7481.459 7578.228|-7519.865 7508.464|-7472.903 7480.421|-7447.674 7408.611|-7442.089 7410.757|-7436.629 7413.192|-7431.310 7415.917|-7426.144 7418.930|-7421.145 7422.221|-7416.336 7425.768|-7411.722 7429.571|-7407.325 7433.619|-7403.152 7437.900|-7399.209 7442.392|-7395.525 7447.096|-7392.093 7451.988|-7388.933 7457.059|-7386.046 7462.296|-7383.453 7467.667|-7381.153 7473.182
5301 6651E RANCHVIEW DR NW,-7317.861 7636.983|-7430.736 7680.761|-7470.051 7652.028|-7488.226 7620.326|-7481.459 7578.228|-7519.865 7508.464|-7472.903 7480.421|-7447.674 7408.611|-7442.089 7410.757|-7436.629 7413.192|-7431.310 7415.917|-7426.144 7418.930|-7421.145 7422.221|-7416.336 7425.768|-7411.722 7429.571|-7407.325 7433.619|-7403.152 7437.900|-7399.209 7442.392|-7395.525 7447.096|-7392.093 7451.988|-7388.933 7457.059|-7386.046 7462.296|-7383.453 7467.667|-7381.153 7473.182
6104 6651F RANCHVIEW DR NW,-7317.861 7636.983|-7430.736 7680.761|-7470.051 7652.028|-7488.226 7620.326|-7481.459 7578.228|-7519.865 7508.464|-7472.903 7480.421|-7447.674 7408.611|-7442.089 7410.757|-7436.629 7413.192|-7431.310 7415.917|-7426.144 7418.930|-7421.145 7422.221|-7416.336 7425.768|-7411.722 7429.571|-7407.325 7433.619|-7403.152 7437.900|-7399.209 7442.392|-7395.525 7447.096|-7392.093 7451.988|-7388.933 7457.059|-7386.046 7462.296|-7383.453 7467.667|-7381.153 7473.182
6101 6651F RANCHVIEW DR NW,-7317.861 7636.983|-7430.736 7680.761|-7470.051 7652.028|-7488.226 7620.326|-7481.459 7578.228|-7519.865 7508.464|-7472.903 7480.421|-7447.674 7408.611|-7442.089 7410.757|-7436.629 7413.192|-7431.310 7415.917|-7426.144 7418.930|-7421.145 7422.221|-7416.336 7425.768|-7411.722 7429.571|-7407.325 7433.619|-7403.152 7437.900|-7399.209 7442.392|-7395.525 7447.096|-7392.093 7451.988|-7388.933 7457.059|-7386.046 7462.296|-7383.453 7467.667|-7381.153 7473.182
6102 6651F RANCHVIEW DR NW,-7317.861 7636.983|-7430.736 7680.761|-7470.051 7652.028|-7488.226 7620.326|-7481.459 7578.228|-7519.865 7508.464|-7472.903 7480.421|-7447.674 7408.611|-7442.089 7410.757|-7436.629 7413.192|-7431.310 7415.917|-7426.144 7418.930|-7421.145 7422.221|-7416.336 7425.768|-7411.722 7429.571|-7407.325 7433.619|-7403.152 7437.900|-7399.209 7442.392|-7395.525 7447.096|-7392.093 7451.988|-7388.933 7457.059|-7386.046 7462.296|-7383.453 7467.667|-7381.153 7473.182
