ADDRESS,POINTS
11V 333 RIVERFRONT AV SE,1114.220 217.780|1114.227 218.536|1111.550 222.539|1069.544 237.572|977.689 270.453|976.333 270.764|974.935 270.753|973.586 270.419|972.341 269.786|971.286 268.874|970.468 267.751|969.930 266.461|969.706 265.082|967.847 224.440|970.272 224.329|977.808 223.996|985.421 223.640|992.963 223.306|991.055 180.685|998.633 180.340|1006.210 179.985|1013.788 179.640|1021.366 179.295|1028.950 178.939|1036.528 178.595|1044.099 178.250|1046.021 220.882|1068.754 219.848|1083.909 219.159
12V 333 RIVERFRONT AV SE,1114.220 217.780|1114.227 218.536|1111.550 222.539|1069.544 237.572|977.689 270.453|976.333 270.764|974.935 270.753|973.586 270.419|972.341 269.786|971.286 268.874|970.468 267.751|969.930 266.461|969.706 265.082|967.847 224.440|970.272 224.329|977.808 223.996|985.421 223.640|992.963 223.306|991.055 180.685|998.633 180.340|1006.210 179.985|1013.788 179.640|1021.366 179.295|1028.950 178.939|1036.528 178.595|1044.099 178.250|1046.021 220.882|1068.754 219.848|1083.909 219.159
13V 333 RIVERFRONT AV SE,1114.220 217.780|1114.227 218.536|1111.550 222.539|1069.544 237.572|977.689 270.453|976.333 270.764|974.935 270.753|973.586 270.419|972.341 269.786|971.286 268.874|970.468 267.751|969.930 266.461|969.706 265.082|967.847 224.440|970.272 224.329|977.808 223.996|985.421 223.640|992.963 223.306|991.055 180.685|998.633 180.340|1006.210 179.985|1013.788 179.640|1021.366 179.295|1028.950 178.939|1036.528 178.595|1044.099 178.250|1046.021 220.882|1068.754 219.848|1083.909 219.159
14V 333 RIVERFRONT AV SE,1114.220 217.780|1114.227 218.536|1111.550 222.539|1069.544 237.572|977.689 270.453|976.333 270.764|974.935 270.753|973.586 270.419|972.341 269.786|971.286 268.874|970.468 267.751|969.930 266.461|969.706 265.082|967.847 224.440|970.272 224.329|977.808 223.996|985.421 223.640|992.963 223.306|991.055 180.685|998.633 180.340|1006.210 179.985|1013.788 179.640|1021.366 179.295|1028.950 178.939|1036.528 178.595|1044.099 178.250|1046.021 220.882|1068.754 219.848|1083.909 219.159
15V 333 RIVERFRONT AV SE,1114.220 217.780|1114.227 218.536|1111.550 222.539|1069.544 237.572|977.689 270.453|976.333 270.764|974.935 270.753|973.586 270.419|972.341 269.786|971.286 268.874|970.468 267.751|969.930 266.461|969.706 265.082|967.847 224.440|970.272 224.329|977.808 223.996|985.421 223.640|992.963 223.306|991.055 180.685|998.633 180.340|1006.210 179.985|1013.788 179.640|1021.366 179.295|1028.950 178.939|1036.528 178.595|1044.099 178.250|1046.021 220.882|1068.754 219.848|1083.909 219.159
16V 333 RIVERFRONT AV SE,1114.220 217.780|1114.227 218.536|1111.550 222.539|1069.544 237.572|977.689 270.453|976.333 270.764|974.935 270.753|973.586 270.419|972.341 269.786|971.286 268.874|970.468 267.751|969.930 266.461|969.706 265.082|967.847 224.440|970.272 224.329|977.808 223.996|985.421 223.640|992.963 223.306|991.055 180.685|998.633 180.340|1006.210 179.985|1013.788 179.640|1021.366 179.295|1028.950 178.939|1036.528 178.595|1044.099 178.250|1046.021 220.882|1068.754 219.848|1083.909 219.159
17V 333 RIVERFRONT AV SE,1114.220 217.780|1114.227 218.536|1111.550 222.539|1069.544 237.572|977.689 270.453|976.333 270.764|974.935 270.753|973.586 270.419|972.341 269.786|971.286 268.874|970.468 267.751|969.930 266.461|969.706 265.082|967.847 224.440|970.272 224.329|977.808 223.996|985.421 223.640|992.963 223.306|991.055 180.685|998.633 180.340|1006.210 179.985|1013.788 179.640|1021.366 179.295|1028.950 178.939|1036.528 178.595|1044.099 178.250|1046.021 220.882|1068.754 219.848|1083.909 219.159
18V 333 RIVERFRONT AV SE,1114.220 217.780|1114.227 218.536|1111.550 222.539|1069.544 237.572|977.689 270.453|976.333 270.764|974.935 270.753|973.586 270.419|972.341 269.786|971.286 268.874|970.468 267.751|969.930 266.461|969.706 265.082|967.847 224.440|970.272 224.329|977.808 223.996|985.421 223.640|992.963 223.306|991.055 180.685|998.633 180.340|1006.210 179.985|1013.788 179.640|1021.366 179.295|1028.950 178.939|1036.528 178.595|1044.099 178.250|1046.021 220.882|1068.754 219.848|1083.909 219.159
19V 333 RIVERFRONT AV SE,1114.220 217.780|1114.227 218.536|1111.550 222.539|1069.544 237.572|977.689 270.453|976.333 270.764|974.935 270.753|973.586 270.419|972.341 269.786|971.286 268.874|970.468 267.751|969.930 266.461|969.706 265.082|967.847 224.440|970.272 224.329|977.808 223.996|985.421 223.640|992.963 223.306|991.055 180.685|998.633 180.340|1006.210 179.985|1013.788 179.640|1021.366 179.295|1028.950 178.939|1036.528 178.595|1044.099 178.250|1046.021 220.882|1068.754 219.848|1083.909 219.159
20V 333 RIVERFRONT AV SE,1114.220 217.780|1114.227 218.536|1111.550 222.539|1069.544 237.572|977.689 270.453|976.333 270.764|974.935 270.753|973.586 270.419|972.341 269.786|971.286 268.874|970.468 267.751|969.930 266.461|969.706 265.082|967.847 224.440|970.272 224.329|977.808 223.996|985.421 223.640|992.963 223.306|991.055 180.685|998.633 180.340|1006.210 179.985|1013.788 179.640|1021.366 179.295|1028.950 178.939|1036.528 178.595|1044.099 178.250|1046.021 220.882|1068.754 219.848|1083.909 219.159
21V 333 RIVERFRONT AV SE,1114.220 217.780|1114.227 218.536|1111.550 222.539|1069.544 237.572|977.689 270.453|976.333 270.764|974.935 270.753|973.586 270.419|972.341 269.786|971.286 268.874|970.468 267.751|969.930 266.461|969.706 265.082|967.847 224.440|970.272 224.329|977.808 223.996|985.421 223.640|992.963 223.306|991.055 180.685|998.633 180.340|1006.210 179.985|1013.788 179.640|1021.366 179.295|1028.950 178.939|1036.528 178.595|1044.099 178.250|1046.021 220.882|1068.754 219.848|1083.909 219.159
22V 333 RIVERFRONT AV SE,1114.220 217.780|1114.227 218.536|1111.550 222.539|1069.544 237.572|977.689 270.453|976.333 270.764|974.935 270.753|973.586 270.419|972.341 269.786|971.286 268.874|970.468 267.751|969.930 266.461|969.706 265.082|967.847 224.440|970.272 224.329|977.808 223.996|985.421 223.640|992.963 223.306|991.055 180.685|998.633 180.340|1006.210 179.985|1013.788 179.640|1021.366 179.295|1028.950 178.939|1036.528 178.595|1044.099 178.250|1046.021 220.882|1068.754 219.848|1083.909 219.159
23V 333 RIVERFRONT AV SE,1114.220 217.780|1114.227 218.536|1111.550 222.539|1069.544 237.572|977.689 270.453|976.333 270.764|974.935 270.753|973.586 270.419|972.341 269.786|971.286 268.874|970.468 267.751|969.930 266.461|969.706 265.082|967.847 224.440|970.272 224.329|977.808 223.996|985.421 223.640|992.963 223.306|991.055 180.685|998.633 180.340|1006.210 179.985|1013.788 179.640|1021.366 179.295|1028.950 178.939|1036.528 178.595|1044.099 178.250|1046.021 220.882|1068.754 219.848|1083.909 219.159
24V 333 RIVERFRONT AV SE,1114.220 217.780|1114.227 218.536|1111.550 222.539|1069.544 237.572|977.689 270.453|976.333 270.764|974.935 270.753|973.586 270.419|972.341 269.786|971.286 268.874|970.468 267.751|969.930 266.461|969.706 265.082|967.847 224.440|970.272 224.329|977.808 223.996|985.421 223.640|992.963 223.306|991.055 180.685|998.633 180.340|1006.210 179.985|1013.788 179.640|1021.366 179.295|1028.950 178.939|1036.528 178.595|1044.099 178.250|1046.021 220.882|1068.754 219.848|1083.909 219.159
25V 333 RIVERFRONT AV SE,1114.220 217.780|1114.227 218.536|1111.550 222.539|1069.544 237.572|977.689 270.453|976.333 270.764|974.935 270.753|973.586 270.419|972.341 269.786|971.286 268.874|970.468 267.751|969.930 266.461|969.706 265.082|967.847 224.440|970.272 224.329|977.808 223.996|985.421 223.640|992.963 223.306|991.055 180.685|998.633 180.340|1006.210 179.985|1013.788 179.640|1021.366 179.295|1028.950 178.939|1036.528 178.595|1044.099 178.250|1046.021 220.882|1068.754 219.848|1083.909 219.159
26V 333 RIVERFRONT AV SE,1114.220 217.780|1114.227 218.536|1111.550 222.539|1069.544 237.572|977.689 270.453|976.333 270.764|974.935 270.753|973.586 270.419|972.341 269.786|971.286 268.874|970.468 267.751|969.930 266.461|969.706 265.082|967.847 224.440|970.272 224.329|977.808 223.996|985.421 223.640|992.963 223.306|991.055 180.685|998.633 180.340|1006.210 179.985|1013.788 179.640|1021.366 179.295|1028.950 178.939|1036.528 178.595|1044.099 178.250|1046.021 220.882|1068.754 219.848|1083.909 219.159
27V 333 RIVERFRONT AV SE,1114.220 217.780|1114.227 218.536|1111.550 222.539|1069.544 237.572|977.689 270.453|976.333 270.764|974.935 270.753|973.586 270.419|972.341 269.786|971.286 268.874|970.468 267.751|969.930 266.461|969.706 265.082|967.847 224.440|970.272 224.329|977.808 223.996|985.421 223.640|992.963 223.306|991.055 180.685|998.633 180.340|1006.210 179.985|1013.788 179.640|1021.366 179.295|1028.950 178.939|1036.528 178.595|1044.099 178.250|1046.021 220.882|1068.754 219.848|1083.909 219.159
28V 333 RIVERFRONT AV SE,1114.220 217.780|1114.227 218.536|1111.550 222.539|1069.544 237.572|977.689 270.453|976.333 270.764|974.935 270.753|973.586 270.419|972.341 269.786|971.286 268.874|970.468 267.751|969.930 266.461|969.706 265.082|967.847 224.440|970.272 224.329|977.808 223.996|985.421 223.640|992.963 223.306|991.055 180.685|998.633 180.340|1006.210 179.985|1013.788 179.640|1021.366 179.295|1028.950 178.939|1036.528 178.595|1044.099 178.250|1046.021 220.882|1068.754 219.848|1083.909 219.159
121 333 RIVERFRONT AV SE,1114.220 217.780|1114.227 218.536|1111.550 222.539|1069.544 237.572|977.689 270.453|976.333 270.764|974.935 270.753|973.586 270.419|972.341 269.786|971.286 268.874|970.468 267.751|969.930 266.461|969.706 265.082|967.847 224.440|970.272 224.329|977.808 223.996|985.421 223.640|992.963 223.306|991.055 180.685|998.633 180.340|1006.210 179.985|1013.788 179.640|1021.366 179.295|1028.950 178.939|1036.528 178.595|1044.099 178.250|1046.021 220.882|1068.754 219.848|1083.909 219.159
119 333 RIVERFRONT AV SE,1114.220 217.780|1114.227 218.536|1111.550 222.539|1069.544 237.572|977.689 270.453|976.333 270.764|974.935 270.753|973.586 270.419|972.341 269.786|971.286 268.874|970.468 267.751|969.930 266.461|969.706 265.082|967.847 224.440|970.272 224.329|977.808 223.996|985.421 223.640|992.963 223.306|991.055 180.685|998.633 180.340|1006.210 179.985|1013.788 179.640|1021.366 179.295|1028.950 178.939|1036.528 178.595|1044.099 178.250|1046.021 220.882|1068.754 219.848|1083.909 219.159
117 333 RIVERFRONT AV SE,1114.220 217.780|1114.227 218.536|1111.550 222.539|1069.544 237.572|977.689 270.453|976.333 270.764|974.935 270.753|973.586 270.419|972.341 269.786|971.286 268.874|970.468 267.751|969.930 266.461|969.706 265.082|967.847 224.440|970.272 224.329|977.808 223.996|985.421 223.640|992.963 223.306|991.055 180.685|998.633 180.340|1006.210 179.985|1013.788 179.640|1021.366 179.295|1028.950 178.939|1036.528 178.595|1044.099 178.250|1046.021 220.882|1068.754 219.848|1083.909 219.159
115 333 RIVERFRONT AV SE,1114.220 217.780|1114.227 218.536|1111.550 222.539|1069.544 237.572|977.689 270.453|976.333 270.764|974.935 270.753|973.586 270.419|972.341 269.786|971.286 268.874|970.468 267.751|969.930 266.461|969.706 265.082|967.847 224.440|970.272 224.329|977.808 223.996|985.421 223.640|992.963 223.306|991.055 180.685|998.633 180.340|1006.210 179.985|1013.788 179.640|1021.366 179.295|1028.950 178.939|1036.528 178.595|1044.099 178.250|1046.021 220.882|1068.754 219.848|1083.909 219.159
113 333 RIVERFRONT AV SE,1114.220 217.780|1114.227 218.536|1111.550 222.539|1069.544 237.572|977.689 270.453|976.333 270.764|974.935 270.753|973.586 270.419|972.341 269.786|971.286 268.874|970.468 267.751|969.930 266.461|969.706 265.082|967.847 224.440|970.272 224.329|977.808 223.996|985.421 223.640|992.963 223.306|991.055 180.685|998.633 180.340|1006.210 179.985|1013.788 179.640|1021.366 179.295|1028.950 178.939|1036.528 178.595|1044.099 178.250|1046.021 220.882|1068.754 219.848|1083.909 219.159
111 333 RIVERFRONT AV SE,1114.220 217.780|1114.227 218.536|1111.550 222.539|1069.544 237.572|977.689 270.453|976.333 270.764|974.935 270.753|973.586 270.419|972.341 269.786|971.286 268.874|970.468 267.751|969.930 266.461|969.706 265.082|967.847 224.440|970.272 224.329|977.808 223.996|985.421 223.640|992.963 223.306|991.055 180.685|998.633 180.340|1006.210 179.985|1013.788 179.640|1021.366 179.295|1028.950 178.939|1036.528 178.595|1044.099 178.250|1046.021 220.882|1068.754 219.848|1083.909 219.159
109 333 RIVERFRONT AV SE,1114.220 217.780|1114.227 218.536|1111.550 222.539|1069.544 237.572|977.689 270.453|976.333 270.764|974.935 270.753|973.586 270.419|972.341 269.786|971.286 268.874|970.468 267.751|969.930 266.461|969.706 265.082|967.847 224.440|970.272 224.329|977.808 223.996|985.421 223.640|992.963 223.306|991.055 180.685|998.633 180.340|1006.210 179.985|1013.788 179.640|1021.366 179.295|1028.950 178.939|1036.528 178.595|1044.099 178.250|1046.021 220.882|1068.754 219.848|1083.909 219.159
107 333 RIVERFRONT AV SE,1114.220 217.780|1114.227 218.536|1111.550 222.539|1069.544 237.572|977.689 270.453|976.333 270.764|974.935 270.753|973.586 270.419|972.341 269.786|971.286 268.874|970.468 267.751|969.930 266.461|969.706 265.082|967.847 224.440|970.272 224.329|977.808 223.996|985.421 223.640|992.963 223.306|991.055 180.685|998.633 180.340|1006.210 179.985|1013.788 179.640|1021.366 179.295|1028.950 178.939|1036.528 178.595|1044.099 178.250|1046.021 220.882|1068.754 219.848|1083.909 219.159
105 333 RIVERFRONT AV SE,1114.220 217.780|1114.227 218.536|1111.550 222.539|1069.544 237.572|977.689 270.453|976.333 270.764|974.935 270.753|973.586 270.419|972.341 269.786|971.286 268.874|970.468 267.751|969.930 266.461|969.706 265.082|967.847 224.440|970.272 224.329|977.808 223.996|985.421 223.640|992.963 223.306|991.055 180.685|998.633 180.340|1006.210 179.985|1013.788 179.640|1021.366 179.295|1028.950 178.939|1036.528 178.595|1044.099 178.250|1046.021 220.882|1068.754 219.848|1083.909 219.159
103 333 RIVERFRONT AV SE,1114.220 217.780|1114.227 218.536|1111.550 222.539|1069.544 237.572|977.689 270.453|976.333 270.764|974.935 270.753|973.586 270.419|972.341 269.786|971.286 268.874|970.468 267.751|969.930 266.461|969.706 265.082|967.847 224.440|970.272 224.329|977.808 223.996|985.421 223.640|992.963 223.306|991.055 180.685|998.633 180.340|1006.210 179.985|1013.788 179.640|1021.366 179.295|1028.950 178.939|1036.528 178.595|1044.099 178.250|1046.021 220.882|1068.754 219.848|1083.909 219.159
101 333 RIVERFRONT AV SE,1114.220 217.780|1114.227 218.536|1111.550 222.539|1069.544 237.572|977.689 270.453|976.333 270.764|974.935 270.753|973.586 270.419|972.341 269.786|971.286 268.874|970.468 267.751|969.930 266.461|969.706 265.082|967.847 224.440|970.272 224.329|977.808 223.996|985.421 223.640|992.963 223.306|991.055 180.685|998.633 180.340|1006.210 179.985|1013.788 179.640|1021.366 179.295|1028.950 178.939|1036.528 178.595|1044.099 178.250|1046.021 220.882|1068.754 219.848|1083.909 219.159
139 333 RIVERFRONT AV SE,1114.220 217.780|1114.227 218.536|1111.550 222.539|1069.544 237.572|977.689 270.453|976.333 270.764|974.935 270.753|973.586 270.419|972.341 269.786|971.286 268.874|970.468 267.751|969.930 266.461|969.706 265.082|967.847 224.440|970.272 224.329|977.808 223.996|985.421 223.640|992.963 223.306|991.055 180.685|998.633 180.340|1006.210 179.985|1013.788 179.640|1021.366 179.295|1028.950 178.939|1036.528 178.595|1044.099 178.250|1046.021 220.882|1068.754 219.848|1083.909 219.159
137 333 RIVERFRONT AV SE,1114.220 217.780|1114.227 218.536|1111.550 222.539|1069.544 237.572|977.689 270.453|976.333 270.764|974.935 270.753|973.586 270.419|972.341 269.786|971.286 268.874|970.468 267.751|969.930 266.461|969.706 265.082|967.847 224.440|970.272 224.329|977.808 223.996|985.421 223.640|992.963 223.306|991.055 180.685|998.633 180.340|1006.210 179.985|1013.788 179.640|1021.366 179.295|1028.950 178.939|1036.528 178.595|1044.099 178.250|1046.021 220.882|1068.754 219.848|1083.909 219.159
135 333 RIVERFRONT AV SE,1114.220 217.780|1114.227 218.536|1111.550 222.539|1069.544 237.572|977.689 270.453|976.333 270.764|974.935 270.753|973.586 270.419|972.341 269.786|971.286 268.874|970.468 267.751|969.930 266.461|969.706 265.082|967.847 224.440|970.272 224.329|977.808 223.996|985.421 223.640|992.963 223.306|991.055 180.685|998.633 180.340|1006.210 179.985|1013.788 179.640|1021.366 179.295|1028.950 178.939|1036.528 178.595|1044.099 178.250|1046.021 220.882|1068.754 219.848|1083.909 219.159
133 333 RIVERFRONT AV SE,1114.220 217.780|1114.227 218.536|1111.550 222.539|1069.544 237.572|977.689 270.453|976.333 270.764|974.935 270.753|973.586 270.419|972.341 269.786|971.286 268.874|970.468 267.751|969.930 266.461|969.706 265.082|967.847 224.440|970.272 224.329|977.808 223.996|985.421 223.640|992.963 223.306|991.055 180.685|998.633 180.340|1006.210 179.985|1013.788 179.640|1021.366 179.295|1028.950 178.939|1036.528 178.595|1044.099 178.250|1046.021 220.882|1068.754 219.848|1083.909 219.159
131 333 RIVERFRONT AV SE,1114.220 217.780|1114.227 218.536|1111.550 222.539|1069.544 237.572|977.689 270.453|976.333 270.764|974.935 270.753|973.586 270.419|972.341 269.786|971.286 268.874|970.468 267.751|969.930 266.461|969.706 265.082|967.847 224.440|970.272 224.329|977.808 223.996|985.421 223.640|992.963 223.306|991.055 180.685|998.633 180.340|1006.210 179.985|1013.788 179.640|1021.366 179.295|1028.950 178.939|1036.528 178.595|1044.099 178.250|1046.021 220.882|1068.754 219.848|1083.909 219.159
129 333 RIVERFRONT AV SE,1114.220 217.780|1114.227 218.536|1111.550 222.539|1069.544 237.572|977.689 270.453|976.333 270.764|974.935 270.753|973.586 270.419|972.341 269.786|971.286 268.874|970.468 267.751|969.930 266.461|969.706 265.082|967.847 224.440|970.272 224.329|977.808 223.996|985.421 223.640|992.963 223.306|991.055 180.685|998.633 180.340|1006.210 179.985|1013.788 179.640|1021.366 179.295|1028.950 178.939|1036.528 178.595|1044.099 178.250|1046.021 220.882|1068.754 219.848|1083.909 219.159
127 333 RIVERFRONT AV SE,1114.220 217.780|1114.227 218.536|1111.550 222.539|1069.544 237.572|977.689 270.453|976.333 270.764|974.935 270.753|973.586 270.419|972.341 269.786|971.286 268.874|970.468 267.751|969.930 266.461|969.706 265.082|967.847 224.440|970.272 224.329|977.808 223.996|985.421 223.640|992.963 223.306|991.055 180.685|998.633 180.340|1006.210 179.985|1013.788 179.640|1021.366 179.295|1028.950 178.939|1036.528 178.595|1044.099 178.250|1046.021 220.882|1068.754 219.848|1083.909 219.159
125 333 RIVERFRONT AV SE,1114.220 217.780|1114.227 218.536|1111.550 222.539|1069.544 237.572|977.689 270.453|976.333 270.764|974.935 270.753|973.586 270.419|972.341 269.786|971.286 268.874|970.468 267.751|969.930 266.461|969.706 265.082|967.847 224.440|970.272 224.329|977.808 223.996|985.421 223.640|992.963 223.306|991.055 180.685|998.633 180.340|1006.210 179.985|1013.788 179.640|1021.366 179.295|1028.950 178.939|1036.528 178.595|1044.099 178.250|1046.021 220.882|1068.754 219.848|1083.909 219.159
123 333 RIVERFRONT AV SE,1114.220 217.780|1114.227 218.536|1111.550 222.539|1069.544 237.572|977.689 270.453|976.333 270.764|974.935 270.753|973.586 270.419|972.341 269.786|971.286 268.874|970.468 267.751|969.930 266.461|969.706 265.082|967.847 224.440|970.272 224.329|977.808 223.996|985.421 223.640|992.963 223.306|991.055 180.685|998.633 180.340|1006.210 179.985|1013.788 179.640|1021.366 179.295|1028.950 178.939|1036.528 178.595|1044.099 178.250|1046.021 220.882|1068.754 219.848|1083.909 219.159
161 333 RIVERFRONT AV SE,1114.220 217.780|1114.227 218.536|1111.550 222.539|1069.544 237.572|977.689 270.453|976.333 270.764|974.935 270.753|973.586 270.419|972.341 269.786|971.286 268.874|970.468 267.751|969.930 266.461|969.706 265.082|967.847 224.440|970.272 224.329|977.808 223.996|985.421 223.640|992.963 223.306|991.055 180.685|998.633 180.340|1006.210 179.985|1013.788 179.640|1021.366 179.295|1028.950 178.939|1036.528 178.595|1044.099 178.250|1046.021 220.882|1068.754 219.848|1083.909 219.159
163 333 RIVERFRONT AV SE,1114.220 217.780|1114.227 218.536|1111.550 222.539|1069.544 237.572|977.689 270.453|976.333 270.764|974.935 270.753|973.586 270.419|972.341 269.786|971.286 268.874|970.468 267.751|969.930 266.461|969.706 265.082|967.847 224.440|970.272 224.329|977.808 223.996|985.421 223.640|992.963 223.306|991.055 180.685|998.633 180.340|1006.210 179.985|1013.788 179.640|1021.366 179.295|1028.950 178.939|1036.528 178.595|1044.099 178.250|1046.021 220.882|1068.754 219.848|1083.909 219.159
165 333 RIVERFRONT AV SE,1114.220 217.780|1114.227 218.536|1111.550 222.539|1069.544 237.572|977.689 270.453|976.333 270.764|974.935 270.753|973.586 270.419|972.341 269.786|971.286 268.874|970.468 267.751|969.930 266.461|969.706 265.082|967.847 224.440|970.272 224.329|977.808 223.996|985.421 223.640|992.963 223.306|991.055 180.685|998.633 180.340|1006.210 179.985|1013.788 179.640|1021.366 179.295|1028.950 178.939|1036.528 178.595|1044.099 178.250|1046.021 220.882|1068.754 219.848|1083.909 219.159
167 333 RIVERFRONT AV SE,1114.220 217.780|1114.227 218.536|1111.550 222.539|1069.544 237.572|977.689 270.453|976.333 270.764|974.935 270.753|973.586 270.419|972.341 269.786|971.286 268.874|970.468 267.751|969.930 266.461|969.706 265.082|967.847 224.440|970.272 224.329|977.808 223.996|985.421 223.640|992.963 223.306|991.055 180.685|998.633 180.340|1006.210 179.985|1013.788 179.640|1021.366 179.295|1028.950 178.939|1036.528 178.595|1044.099 178.250|1046.021 220.882|1068.754 219.848|1083.909 219.159
169 333 RIVERFRONT AV SE,1114.220 217.780|1114.227 218.536|1111.550 222.539|1069.544 237.572|977.689 270.453|976.333 270.764|974.935 270.753|973.586 270.419|972.341 269.786|971.286 268.874|970.468 267.751|969.930 266.461|969.706 265.082|967.847 224.440|970.272 224.329|977.808 223.996|985.421 223.640|992.963 223.306|991.055 180.685|998.633 180.340|1006.210 179.985|1013.788 179.640|1021.366 179.295|1028.950 178.939|1036.528 178.595|1044.099 178.250|1046.021 220.882|1068.754 219.848|1083.909 219.159
