ADDRESS,POINTS
124 355 TARALAKE WY NE,10314.010 7874.384|10263.839 7874.440|10263.825 7852.334|10263.818 7846.719|10232.955 7846.741|10230.487 7846.741|10230.473 7785.395|10230.473 7777.511|10230.466 7771.918|10230.466 7770.417|10230.466 7766.914|10314.065 7766.881|10314.003 7768.427|10314.010 7870.893
122 355 TARALAKE WY NE,10314.010 7874.384|10263.839 7874.440|10263.825 7852.334|10263.818 7846.719|10232.955 7846.741|10230.487 7846.741|10230.473 7785.395|10230.473 7777.511|10230.466 7771.918|10230.466 7770.417|10230.466 7766.914|10314.065 7766.881|10314.003 7768.427|10314.010 7870.893
120 355 TARALAKE WY NE,10314.010 7874.384|10263.839 7874.440|10263.825 7852.334|10263.818 7846.719|10232.955 7846.741|10230.487 7846.741|10230.473 7785.395|10230.473 7777.511|10230.466 7771.918|10230.466 7770.417|10230.466 7766.914|10314.065 7766.881|10314.003 7768.427|10314.010 7870.893
118 355 TARALAKE WY NE,10314.010 7874.384|10263.839 7874.440|10263.825 7852.334|10263.818 7846.719|10232.955 7846.741|10230.487 7846.741|10230.473 7785.395|10230.473 7777.511|10230.466 7771.918|10230.466 7770.417|10230.466 7766.914|10314.065 7766.881|10314.003 7768.427|10314.010 7870.893
116 355 TARALAKE WY NE,10314.010 7874.384|10263.839 7874.440|10263.825 7852.334|10263.818 7846.719|10232.955 7846.741|10230.487 7846.741|10230.473 7785.395|10230.473 7777.511|10230.466 7771.918|10230.466 7770.417|10230.466 7766.914|10314.065 7766.881|10314.003 7768.427|10314.010 7870.893
114 355 TARALAKE WY NE,10314.010 7874.384|10263.839 7874.440|10263.825 7852.334|10263.818 7846.719|10232.955 7846.741|10230.487 7846.741|10230.473 7785.395|10230.473 7777.511|10230.466 7771.918|10230.466 7770.417|10230.466 7766.914|10314.065 7766.881|10314.003 7768.427|10314.010 7870.893
110 355 TARALAKE WY NE,10314.010 7874.384|10263.839 7874.440|10263.825 7852.334|10263.818 7846.719|10232.955 7846.741|10230.487 7846.741|10230.473 7785.395|10230.473 7777.511|10230.466 7771.918|10230.466 7770.417|10230.466 7766.914|10314.065 7766.881|10314.003 7768.427|10314.010 7870.893
108 355 TARALAKE WY NE,10314.010 7874.384|10263.839 7874.440|10263.825 7852.334|10263.818 7846.719|10232.955 7846.741|10230.487 7846.741|10230.473 7785.395|10230.473 7777.511|10230.466 7771.918|10230.466 7770.417|10230.466 7766.914|10314.065 7766.881|10314.003 7768.427|10314.010 7870.893
106 355 TARALAKE WY NE,10314.010 7874.384|10263.839 7874.440|10263.825 7852.334|10263.818 7846.719|10232.955 7846.741|10230.487 7846.741|10230.473 7785.395|10230.473 7777.511|10230.466 7771.918|10230.466 7770.417|10230.466 7766.914|10314.065 7766.881|10314.003 7768.427|10314.010 7870.893
104 355 TARALAKE WY NE,10314.010 7874.384|10263.839 7874.440|10263.825 7852.334|10263.818 7846.719|10232.955 7846.741|10230.487 7846.741|10230.473 7785.395|10230.473 7777.511|10230.466 7771.918|10230.466 7770.417|10230.466 7766.914|10314.065 7766.881|10314.003 7768.427|10314.010 7870.893
102 355 TARALAKE WY NE,10314.010 7874.384|10263.839 7874.440|10263.825 7852.334|10263.818 7846.719|10232.955 7846.741|10230.487 7846.741|10230.473 7785.395|10230.473 7777.511|10230.466 7771.918|10230.466 7770.417|10230.466 7766.914|10314.065 7766.881|10314.003 7768.427|10314.010 7870.893
101 355 TARALAKE WY NE,10314.010 7874.384|10263.839 7874.440|10263.825 7852.334|10263.818 7846.719|10232.955 7846.741|10230.487 7846.741|10230.473 7785.395|10230.473 7777.511|10230.466 7771.918|10230.466 7770.417|10230.466 7766.914|10314.065 7766.881|10314.003 7768.427|10314.010 7870.893
103 355 TARALAKE WY NE,10314.010 7874.384|10263.839 7874.440|10263.825 7852.334|10263.818 7846.719|10232.955 7846.741|10230.487 7846.741|10230.473 7785.395|10230.473 7777.511|10230.466 7771.918|10230.466 7770.417|10230.466 7766.914|10314.065 7766.881|10314.003 7768.427|10314.010 7870.893
105 355 TARALAKE WY NE,10314.010 7874.384|10263.839 7874.440|10263.825 7852.334|10263.818 7846.719|10232.955 7846.741|10230.487 7846.741|10230.473 7785.395|10230.473 7777.511|10230.466 7771.918|10230.466 7770.417|10230.466 7766.914|10314.065 7766.881|10314.003 7768.427|10314.010 7870.893
107 355 TARALAKE WY NE,10314.010 7874.384|10263.839 7874.440|10263.825 7852.334|10263.818 7846.719|10232.955 7846.741|10230.487 7846.741|10230.473 7785.395|10230.473 7777.511|10230.466 7771.918|10230.466 7770.417|10230.466 7766.914|10314.065 7766.881|10314.003 7768.427|10314.010 7870.893
109 355 TARALAKE WY NE,10314.010 7874.384|10263.839 7874.440|10263.825 7852.334|10263.818 7846.719|10232.955 7846.741|10230.487 7846.741|10230.473 7785.395|10230.473 7777.511|10230.466 7771.918|10230.466 7770.417|10230.466 7766.914|10314.065 7766.881|10314.003 7768.427|10314.010 7870.893
211 355 TARALAKE WY NE,10314.010 7874.384|10263.839 7874.440|10263.825 7852.334|10263.818 7846.719|10232.955 7846.741|10230.487 7846.741|10230.473 7785.395|10230.473 7777.511|10230.466 7771.918|10230.466 7770.417|10230.466 7766.914|10314.065 7766.881|10314.003 7768.427|10314.010 7870.893
213 355 TARALAKE WY NE,10314.010 7874.384|10263.839 7874.440|10263.825 7852.334|10263.818 7846.719|10232.955 7846.741|10230.487 7846.741|10230.473 7785.395|10230.473 7777.511|10230.466 7771.918|10230.466 7770.417|10230.466 7766.914|10314.065 7766.881|10314.003 7768.427|10314.010 7870.893
215 355 TARALAKE WY NE,10314.010 7874.384|10263.839 7874.440|10263.825 7852.334|10263.818 7846.719|10232.955 7846.741|10230.487 7846.741|10230.473 7785.395|10230.473 7777.511|10230.466 7771.918|10230.466 7770.417|10230.466 7766.914|10314.065 7766.881|10314.003 7768.427|10314.010 7870.893
217 355 TARALAKE WY NE,10314.010 7874.384|10263.839 7874.440|10263.825 7852.334|10263.818 7846.719|10232.955 7846.741|10230.487 7846.741|10230.473 7785.395|10230.473 7777.511|10230.466 7771.918|10230.466 7770.417|10230.466 7766.914|10314.065 7766.881|10314.003 7768.427|10314.010 7870.893
219 355 TARALAKE WY NE,10314.010 7874.384|10263.839 7874.440|10263.825 7852.334|10263.818 7846.719|10232.955 7846.741|10230.487 7846.741|10230.473 7785.395|10230.473 7777.511|10230.466 7771.918|10230.466 7770.417|10230.466 7766.914|10314.065 7766.881|10314.003 7768.427|10314.010 7870.893
221 355 TARALAKE WY NE,10314.010 7874.384|10263.839 7874.440|10263.825 7852.334|10263.818 7846.719|10232.955 7846.741|10230.487 7846.741|10230.473 7785.395|10230.473 7777.511|10230.466 7771.918|10230.466 7770.417|10230.466 7766.914|10314.065 7766.881|10314.003 7768.427|10314.010 7870.893
223 355 TARALAKE WY NE,10314.010 7874.384|10263.839 7874.440|10263.825 7852.334|10263.818 7846.719|10232.955 7846.741|10230.487 7846.741|10230.473 7785.395|10230.473 7777.511|10230.466 7771.918|10230.466 7770.417|10230.466 7766.914|10314.065 7766.881|10314.003 7768.427|10314.010 7870.893
225 355 TARALAKE WY NE,10314.010 7874.384|10263.839 7874.440|10263.825 7852.334|10263.818 7846.719|10232.955 7846.741|10230.487 7846.741|10230.473 7785.395|10230.473 7777.511|10230.466 7771.918|10230.466 7770.417|10230.466 7766.914|10314.065 7766.881|10314.003 7768.427|10314.010 7870.893
227 355 TARALAKE WY NE,10314.010 7874.384|10263.839 7874.440|10263.825 7852.334|10263.818 7846.719|10232.955 7846.741|10230.487 7846.741|10230.473 7785.395|10230.473 7777.511|10230.466 7771.918|10230.466 7770.417|10230.466 7766.914|10314.065 7766.881|10314.003 7768.427|10314.010 7870.893
226 355 TARALAKE WY NE,10314.010 7874.384|10263.839 7874.440|10263.825 7852.334|10263.818 7846.719|10232.955 7846.741|10230.487 7846.741|10230.473 7785.395|10230.473 7777.511|10230.466 7771.918|10230.466 7770.417|10230.466 7766.914|10314.065 7766.881|10314.003 7768.427|10314.010 7870.893
224 355 TARALAKE WY NE,10314.010 7874.384|10263.839 7874.440|10263.825 7852.334|10263.818 7846.719|10232.955 7846.741|10230.487 7846.741|10230.473 7785.395|10230.473 7777.511|10230.466 7771.918|10230.466 7770.417|10230.466 7766.914|10314.065 7766.881|10314.003 7768.427|10314.010 7870.893
222 355 TARALAKE WY NE,10314.010 7874.384|10263.839 7874.440|10263.825 7852.334|10263.818 7846.719|10232.955 7846.741|10230.487 7846.741|10230.473 7785.395|10230.473 7777.511|10230.466 7771.918|10230.466 7770.417|10230.466 7766.914|10314.065 7766.881|10314.003 7768.427|10314.010 7870.893
220 355 TARALAKE WY NE,10314.010 7874.384|10263.839 7874.440|10263.825 7852.334|10263.818 7846.719|10232.955 7846.741|10230.487 7846.741|10230.473 7785.395|10230.473 7777.511|10230.466 7771.918|10230.466 7770.417|10230.466 7766.914|10314.065 7766.881|10314.003 7768.427|10314.010 7870.893
218 355 TARALAKE WY NE,10314.010 7874.384|10263.839 7874.440|10263.825 7852.334|10263.818 7846.719|10232.955 7846.741|10230.487 7846.741|10230.473 7785.395|10230.473 7777.511|10230.466 7771.918|10230.466 7770.417|10230.466 7766.914|10314.065 7766.881|10314.003 7768.427|10314.010 7870.893
216 355 TARALAKE WY NE,10314.010 7874.384|10263.839 7874.440|10263.825 7852.334|10263.818 7846.719|10232.955 7846.741|10230.487 7846.741|10230.473 7785.395|10230.473 7777.511|10230.466 7771.918|10230.466 7770.417|10230.466 7766.914|10314.065 7766.881|10314.003 7768.427|10314.010 7870.893
214 355 TARALAKE WY NE,10314.010 7874.384|10263.839 7874.440|10263.825 7852.334|10263.818 7846.719|10232.955 7846.741|10230.487 7846.741|10230.473 7785.395|10230.473 7777.511|10230.466 7771.918|10230.466 7770.417|10230.466 7766.914|10314.065 7766.881|10314.003 7768.427|10314.010 7870.893
212 355 TARALAKE WY NE,10314.010 7874.384|10263.839 7874.440|10263.825 7852.334|10263.818 7846.719|10232.955 7846.741|10230.487 7846.741|10230.473 7785.395|10230.473 7777.511|10230.466 7771.918|10230.466 7770.417|10230.466 7766.914|10314.065 7766.881|10314.003 7768.427|10314.010 7870.893
210 355 TARALAKE WY NE,10314.010 7874.384|10263.839 7874.440|10263.825 7852.334|10263.818 7846.719|10232.955 7846.741|10230.487 7846.741|10230.473 7785.395|10230.473 7777.511|10230.466 7771.918|10230.466 7770.417|10230.466 7766.914|10314.065 7766.881|10314.003 7768.427|10314.010 7870.893
208 355 TARALAKE WY NE,10314.010 7874.384|10263.839 7874.440|10263.825 7852.334|10263.818 7846.719|10232.955 7846.741|10230.487 7846.741|10230.473 7785.395|10230.473 7777.511|10230.466 7771.918|10230.466 7770.417|10230.466 7766.914|10314.065 7766.881|10314.003 7768.427|10314.010 7870.893
206 355 TARALAKE WY NE,10314.010 7874.384|10263.839 7874.440|10263.825 7852.334|10263.818 7846.719|10232.955 7846.741|10230.487 7846.741|10230.473 7785.395|10230.473 7777.511|10230.466 7771.918|10230.466 7770.417|10230.466 7766.914|10314.065 7766.881|10314.003 7768.427|10314.010 7870.893
204 355 TARALAKE WY NE,10314.010 7874.384|10263.839 7874.440|10263.825 7852.334|10263.818 7846.719|10232.955 7846.741|10230.487 7846.741|10230.473 7785.395|10230.473 7777.511|10230.466 7771.918|10230.466 7770.417|10230.466 7766.914|10314.065 7766.881|10314.003 7768.427|10314.010 7870.893
202 355 TARALAKE WY NE,10314.010 7874.384|10263.839 7874.440|10263.825 7852.334|10263.818 7846.719|10232.955 7846.741|10230.487 7846.741|10230.473 7785.395|10230.473 7777.511|10230.466 7771.918|10230.466 7770.417|10230.466 7766.914|10314.065 7766.881|10314.003 7768.427|10314.010 7870.893
201 355 TARALAKE WY NE,10314.010 7874.384|10263.839 7874.440|10263.825 7852.334|10263.818 7846.719|10232.955 7846.741|10230.487 7846.741|10230.473 7785.395|10230.473 7777.511|10230.466 7771.918|10230.466 7770.417|10230.466 7766.914|10314.065 7766.881|10314.003 7768.427|10314.010 7870.893
203 355 TARALAKE WY NE,10314.010 7874.384|10263.839 7874.440|10263.825 7852.334|10263.818 7846.719|10232.955 7846.741|10230.487 7846.741|10230.473 7785.395|10230.473 7777.511|10230.466 7771.918|10230.466 7770.417|10230.466 7766.914|10314.065 7766.881|10314.003 7768.427|10314.010 7870.893
205 355 TARALAKE WY NE,10314.010 7874.384|10263.839 7874.440|10263.825 7852.334|10263.818 7846.719|10232.955 7846.741|10230.487 7846.741|10230.473 7785.395|10230.473 7777.511|10230.466 7771.918|10230.466 7770.417|10230.466 7766.914|10314.065 7766.881|10314.003 7768.427|10314.010 7870.893
207 355 TARALAKE WY NE,10314.010 7874.384|10263.839 7874.440|10263.825 7852.334|10263.818 7846.719|10232.955 7846.741|10230.487 7846.741|10230.473 7785.395|10230.473 7777.511|10230.466 7771.918|10230.466 7770.417|10230.466 7766.914|10314.065 7766.881|10314.003 7768.427|10314.010 7870.893
209 355 TARALAKE WY NE,10314.010 7874.384|10263.839 7874.440|10263.825 7852.334|10263.818 7846.719|10232.955 7846.741|10230.487 7846.741|10230.473 7785.395|10230.473 7777.511|10230.466 7771.918|10230.466 7770.417|10230.466 7766.914|10314.065 7766.881|10314.003 7768.427|10314.010 7870.893
311 355 TARALAKE WY NE,10314.010 7874.384|10263.839 7874.440|10263.825 7852.334|10263.818 7846.719|10232.955 7846.741|10230.487 7846.741|10230.473 7785.395|10230.473 7777.511|10230.466 7771.918|10230.466 7770.417|10230.466 7766.914|10314.065 7766.881|10314.003 7768.427|10314.010 7870.893
313 355 TARALAKE WY NE,10314.010 7874.384|10263.839 7874.440|10263.825 7852.334|10263.818 7846.719|10232.955 7846.741|10230.487 7846.741|10230.473 7785.395|10230.473 7777.511|10230.466 7771.918|10230.466 7770.417|10230.466 7766.914|10314.065 7766.881|10314.003 7768.427|10314.010 7870.893
315 355 TARALAKE WY NE,10314.010 7874.384|10263.839 7874.440|10263.825 7852.334|10263.818 7846.719|10232.955 7846.741|10230.487 7846.741|10230.473 7785.395|10230.473 7777.511|10230.466 7771.918|10230.466 7770.417|10230.466 7766.914|10314.065 7766.881|10314.003 7768.427|10314.010 7870.893
317 355 TARALAKE WY NE,10314.010 7874.384|10263.839 7874.440|10263.825 7852.334|10263.818 7846.719|10232.955 7846.741|10230.487 7846.741|10230.473 7785.395|10230.473 7777.511|10230.466 7771.918|10230.466 7770.417|10230.466 7766.914|10314.065 7766.881|10314.003 7768.427|10314.010 7870.893
319 355 TARALAKE WY NE,10314.010 7874.384|10263.839 7874.440|10263.825 7852.334|10263.818 7846.719|10232.955 7846.741|10230.487 7846.741|10230.473 7785.395|10230.473 7777.511|10230.466 7771.918|10230.466 7770.417|10230.466 7766.914|10314.065 7766.881|10314.003 7768.427|10314.010 7870.893
321 355 TARALAKE WY NE,10314.010 7874.384|10263.839 7874.440|10263.825 7852.334|10263.818 7846.719|10232.955 7846.741|10230.487 7846.741|10230.473 7785.395|10230.473 7777.511|10230.466 7771.918|10230.466 7770.417|10230.466 7766.914|10314.065 7766.881|10314.003 7768.427|10314.010 7870.893
323 355 TARALAKE WY NE,10314.010 7874.384|10263.839 7874.440|10263.825 7852.334|10263.818 7846.719|10232.955 7846.741|10230.487 7846.741|10230.473 7785.395|10230.473 7777.511|10230.466 7771.918|10230.466 7770.417|10230.466 7766.914|10314.065 7766.881|10314.003 7768.427|10314.010 7870.893
325 355 TARALAKE WY NE,10314.010 7874.384|10263.839 7874.440|10263.825 7852.334|10263.818 7846.719|10232.955 7846.741|10230.487 7846.741|10230.473 7785.395|10230.473 7777.511|10230.466 7771.918|10230.466 7770.417|10230.466 7766.914|10314.065 7766.881|10314.003 7768.427|10314.010 7870.893
327 355 TARALAKE WY NE,10314.010 7874.384|10263.839 7874.440|10263.825 7852.334|10263.818 7846.719|10232.955 7846.741|10230.487 7846.741|10230.473 7785.395|10230.473 7777.511|10230.466 7771.918|10230.466 7770.417|10230.466 7766.914|10314.065 7766.881|10314.003 7768.427|10314.010 7870.893
326 355 TARALAKE WY NE,10314.010 7874.384|10263.839 7874.440|10263.825 7852.334|10263.818 7846.719|10232.955 7846.741|10230.487 7846.741|10230.473 7785.395|10230.473 7777.511|10230.466 7771.918|10230.466 7770.417|10230.466 7766.914|10314.065 7766.881|10314.003 7768.427|10314.010 7870.893
324 355 TARALAKE WY NE,10314.010 7874.384|10263.839 7874.440|10263.825 7852.334|10263.818 7846.719|10232.955 7846.741|10230.487 7846.741|10230.473 7785.395|10230.473 7777.511|10230.466 7771.918|10230.466 7770.417|10230.466 7766.914|10314.065 7766.881|10314.003 7768.427|10314.010 7870.893
322 355 TARALAKE WY NE,10314.010 7874.384|10263.839 7874.440|10263.825 7852.334|10263.818 7846.719|10232.955 7846.741|10230.487 7846.741|10230.473 7785.395|10230.473 7777.511|10230.466 7771.918|10230.466 7770.417|10230.466 7766.914|10314.065 7766.881|10314.003 7768.427|10314.010 7870.893
320 355 TARALAKE WY NE,10314.010 7874.384|10263.839 7874.440|10263.825 7852.334|10263.818 7846.719|10232.955 7846.741|10230.487 7846.741|10230.473 7785.395|10230.473 7777.511|10230.466 7771.918|10230.466 7770.417|10230.466 7766.914|10314.065 7766.881|10314.003 7768.427|10314.010 7870.893
318 355 TARALAKE WY NE,10314.010 7874.384|10263.839 7874.440|10263.825 7852.334|10263.818 7846.719|10232.955 7846.741|10230.487 7846.741|10230.473 7785.395|10230.473 7777.511|10230.466 7771.918|10230.466 7770.417|10230.466 7766.914|10314.065 7766.881|10314.003 7768.427|10314.010 7870.893
316 355 TARALAKE WY NE,10314.010 7874.384|10263.839 7874.440|10263.825 7852.334|10263.818 7846.719|10232.955 7846.741|10230.487 7846.741|10230.473 7785.395|10230.473 7777.511|10230.466 7771.918|10230.466 7770.417|10230.466 7766.914|10314.065 7766.881|10314.003 7768.427|10314.010 7870.893
314 355 TARALAKE WY NE,10314.010 7874.384|10263.839 7874.440|10263.825 7852.334|10263.818 7846.719|10232.955 7846.741|10230.487 7846.741|10230.473 7785.395|10230.473 7777.511|10230.466 7771.918|10230.466 7770.417|10230.466 7766.914|10314.065 7766.881|10314.003 7768.427|10314.010 7870.893
312 355 TARALAKE WY NE,10314.010 7874.384|10263.839 7874.440|10263.825 7852.334|10263.818 7846.719|10232.955 7846.741|10230.487 7846.741|10230.473 7785.395|10230.473 7777.511|10230.466 7771.918|10230.466 7770.417|10230.466 7766.914|10314.065 7766.881|10314.003 7768.427|10314.010 7870.893
310 355 TARALAKE WY NE,10314.010 7874.384|10263.839 7874.440|10263.825 7852.334|10263.818 7846.719|10232.955 7846.741|10230.487 7846.741|10230.473 7785.395|10230.473 7777.511|10230.466 7771.918|10230.466 7770.417|10230.466 7766.914|10314.065 7766.881|10314.003 7768.427|10314.010 7870.893
308 355 TARALAKE WY NE,10314.010 7874.384|10263.839 7874.440|10263.825 7852.334|10263.818 7846.719|10232.955 7846.741|10230.487 7846.741|10230.473 7785.395|10230.473 7777.511|10230.466 7771.918|10230.466 7770.417|10230.466 7766.914|10314.065 7766.881|10314.003 7768.427|10314.010 7870.893
306 355 TARALAKE WY NE,10314.010 7874.384|10263.839 7874.440|10263.825 7852.334|10263.818 7846.719|10232.955 7846.741|10230.487 7846.741|10230.473 7785.395|10230.473 7777.511|10230.466 7771.918|10230.466 7770.417|10230.466 7766.914|10314.065 7766.881|10314.003 7768.427|10314.010 7870.893
304 355 TARALAKE WY NE,10314.010 7874.384|10263.839 7874.440|10263.825 7852.334|10263.818 7846.719|10232.955 7846.741|10230.487 7846.741|10230.473 7785.395|10230.473 7777.511|10230.466 7771.918|10230.466 7770.417|10230.466 7766.914|10314.065 7766.881|10314.003 7768.427|10314.010 7870.893
302 355 TARALAKE WY NE,10314.010 7874.384|10263.839 7874.440|10263.825 7852.334|10263.818 7846.719|10232.955 7846.741|10230.487 7846.741|10230.473 7785.395|10230.473 7777.511|10230.466 7771.918|10230.466 7770.417|10230.466 7766.914|10314.065 7766.881|10314.003 7768.427|10314.010 7870.893
301 355 TARALAKE WY NE,10314.010 7874.384|10263.839 7874.440|10263.825 7852.334|10263.818 7846.719|10232.955 7846.741|10230.487 7846.741|10230.473 7785.395|10230.473 7777.511|10230.466 7771.918|10230.466 7770.417|10230.466 7766.914|10314.065 7766.881|10314.003 7768.427|10314.010 7870.893
303 355 TARALAKE WY NE,10314.010 7874.384|10263.839 7874.440|10263.825 7852.334|10263.818 7846.719|10232.955 7846.741|10230.487 7846.741|10230.473 7785.395|10230.473 7777.511|10230.466 7771.918|10230.466 7770.417|10230.466 7766.914|10314.065 7766.881|10314.003 7768.427|10314.010 7870.893
305 355 TARALAKE WY NE,10314.010 7874.384|10263.839 7874.440|10263.825 7852.334|10263.818 7846.719|10232.955 7846.741|10230.487 7846.741|10230.473 7785.395|10230.473 7777.511|10230.466 7771.918|10230.466 7770.417|10230.466 7766.914|10314.065 7766.881|10314.003 7768.427|10314.010 7870.893
307 355 TARALAKE WY NE,10314.010 7874.384|10263.839 7874.440|10263.825 7852.334|10263.818 7846.719|10232.955 7846.741|10230.487 7846.741|10230.473 7785.395|10230.473 7777.511|10230.466 7771.918|10230.466 7770.417|10230.466 7766.914|10314.065 7766.881|10314.003 7768.427|10314.010 7870.893
309 355 TARALAKE WY NE,10314.010 7874.384|10263.839 7874.440|10263.825 7852.334|10263.818 7846.719|10232.955 7846.741|10230.487 7846.741|10230.473 7785.395|10230.473 7777.511|10230.466 7771.918|10230.466 7770.417|10230.466 7766.914|10314.065 7766.881|10314.003 7768.427|10314.010 7870.893
411 355 TARALAKE WY NE,10314.010 7874.384|10263.839 7874.440|10263.825 7852.334|10263.818 7846.719|10232.955 7846.741|10230.487 7846.741|10230.473 7785.395|10230.473 7777.511|10230.466 7771.918|10230.466 7770.417|10230.466 7766.914|10314.065 7766.881|10314.003 7768.427|10314.010 7870.893
413 355 TARALAKE WY NE,10314.010 7874.384|10263.839 7874.440|10263.825 7852.334|10263.818 7846.719|10232.955 7846.741|10230.487 7846.741|10230.473 7785.395|10230.473 7777.511|10230.466 7771.918|10230.466 7770.417|10230.466 7766.914|10314.065 7766.881|10314.003 7768.427|10314.010 7870.893
415 355 TARALAKE WY NE,10314.010 7874.384|10263.839 7874.440|10263.825 7852.334|10263.818 7846.719|10232.955 7846.741|10230.487 7846.741|10230.473 7785.395|10230.473 7777.511|10230.466 7771.918|10230.466 7770.417|10230.466 7766.914|10314.065 7766.881|10314.003 7768.427|10314.010 7870.893
417 355 TARALAKE WY NE,10314.010 7874.384|10263.839 7874.440|10263.825 7852.334|10263.818 7846.719|10232.955 7846.741|10230.487 7846.741|10230.473 7785.395|10230.473 7777.511|10230.466 7771.918|10230.466 7770.417|10230.466 7766.914|10314.065 7766.881|10314.003 7768.427|10314.010 7870.893
419 355 TARALAKE WY NE,10314.010 7874.384|10263.839 7874.440|10263.825 7852.334|10263.818 7846.719|10232.955 7846.741|10230.487 7846.741|10230.473 7785.395|10230.473 7777.511|10230.466 7771.918|10230.466 7770.417|10230.466 7766.914|10314.065 7766.881|10314.003 7768.427|10314.010 7870.893
421 355 TARALAKE WY NE,10314.010 7874.384|10263.839 7874.440|10263.825 7852.334|10263.818 7846.719|10232.955 7846.741|10230.487 7846.741|10230.473 7785.395|10230.473 7777.511|10230.466 7771.918|10230.466 7770.417|10230.466 7766.914|10314.065 7766.881|10314.003 7768.427|10314.010 7870.893
423 355 TARALAKE WY NE,10314.010 7874.384|10263.839 7874.440|10263.825 7852.334|10263.818 7846.719|10232.955 7846.741|10230.487 7846.741|10230.473 7785.395|10230.473 7777.511|10230.466 7771.918|10230.466 7770.417|10230.466 7766.914|10314.065 7766.881|10314.003 7768.427|10314.010 7870.893
425 355 TARALAKE WY NE,10314.010 7874.384|10263.839 7874.440|10263.825 7852.334|10263.818 7846.719|10232.955 7846.741|10230.487 7846.741|10230.473 7785.395|10230.473 7777.511|10230.466 7771.918|10230.466 7770.417|10230.466 7766.914|10314.065 7766.881|10314.003 7768.427|10314.010 7870.893
427 355 TARALAKE WY NE,10314.010 7874.384|10263.839 7874.440|10263.825 7852.334|10263.818 7846.719|10232.955 7846.741|10230.487 7846.741|10230.473 7785.395|10230.473 7777.511|10230.466 7771.918|10230.466 7770.417|10230.466 7766.914|10314.065 7766.881|10314.003 7768.427|10314.010 7870.893
426 355 TARALAKE WY NE,10314.010 7874.384|10263.839 7874.440|10263.825 7852.334|10263.818 7846.719|10232.955 7846.741|10230.487 7846.741|10230.473 7785.395|10230.473 7777.511|10230.466 7771.918|10230.466 7770.417|10230.466 7766.914|10314.065 7766.881|10314.003 7768.427|10314.010 7870.893
