ADDRESS,POINTS
106 GLOUCESTER CR SW,-5077.092 -3181.549|-5091.010 -3151.093|-5099.286 -3154.907|-5085.375 -3185.363
4128 42 ST SW,-5268.959 -3233.044|-5275.293 -3219.200|-5302.884 -3231.909|-5296.551 -3245.753
41 GLENWAY DR SW,-5233.098 -3216.531|-5239.425 -3202.687|-5267.016 -3215.397|-5260.683 -3229.241
4335 45 ST SW,-5698.161 -3752.924|-5698.168 -3743.929|-5723.858 -3744.007|-5723.879 -3752.991
