ADDRESS,POINTS
2004 18 AV SW,-2449.567 -1185.044|-2479.941 -1185.055|-2479.892 -1220.960|-2449.518 -1220.905
2011 18 AV SW,-2479.801 -1276.991|-2479.857 -1241.064|-2499.905 -1241.098|-2499.850 -1277.014
