ADDRESS,POINTS
2601 CENTRE ST NW,609.557 3045.100|577.659 3045.122|577.666 3037.505|577.680 3028.365|609.578 3028.332|609.564 3037.483
2607 CENTRE ST NW,609.529 3060.345|577.638 3060.367|577.645 3052.750|577.659 3045.122|609.557 3045.100|609.543 3052.717
