ADDRESS,POINTS
1820 24 ST SW,-3090.482 -1303.978|-2989.379 -1224.630|-2989.449 -1145.103|-3240.330 -1145.303|-3240.127 -1333.067|-3202.169 -1333.034
1820 24 ST SW,-3090.482 -1303.978|-2989.379 -1224.630|-2989.449 -1145.103|-3240.330 -1145.303|-3240.127 -1333.067|-3202.169 -1333.034
