ADDRESS,POINTS
3211 17 AV SE,5738.162 -1164.696|5738.120 -1316.922|5817.099 -1316.788|5817.112 -1164.584
1919 31 ST SE,5639.142 -1202.836|5639.093 -1317.088|5718.071 -1316.955|5718.106 -1202.702
