ADDRESS,POINTS
1003 4555 VARSITY LN NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
1004 4555 VARSITY LN NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
1005 4555 VARSITY LN NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
301 4603 VARSITY DR NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
302 4603 VARSITY DR NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
303 4603 VARSITY DR NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
304 4603 VARSITY DR NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
305 4603 VARSITY DR NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
306 4603 VARSITY DR NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
307 4603 VARSITY DR NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
308 4603 VARSITY DR NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
401 4603 VARSITY DR NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
402 4603 VARSITY DR NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
403 4603 VARSITY DR NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
404 4603 VARSITY DR NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
405 4603 VARSITY DR NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
406 4603 VARSITY DR NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
407 4603 VARSITY DR NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
501 4603 VARSITY DR NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
502 4603 VARSITY DR NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
503 4603 VARSITY DR NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
504 4603 VARSITY DR NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
505 4603 VARSITY DR NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
506 4603 VARSITY DR NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
507 4603 VARSITY DR NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
601 4603 VARSITY DR NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
602 4603 VARSITY DR NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
603 4603 VARSITY DR NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
604 4603 VARSITY DR NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
605 4603 VARSITY DR NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
606 4603 VARSITY DR NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
607 4603 VARSITY DR NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
701 4603 VARSITY DR NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
702 4603 VARSITY DR NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
703 4603 VARSITY DR NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
704 4603 VARSITY DR NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
705 4603 VARSITY DR NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
706 4603 VARSITY DR NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
707 4603 VARSITY DR NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
801 4603 VARSITY DR NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
802 4603 VARSITY DR NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
803 4603 VARSITY DR NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
804 4603 VARSITY DR NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
805 4603 VARSITY DR NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
