ADDRESS,POINTS
56 2727 RUNDLESON RD NE,6294.527 3515.254|6294.555 3342.279|6294.702 3340.789|6295.135 3339.366|6295.834 3338.043|6296.785 3336.886|6297.938 3335.941|6299.253 3335.241|6300.686 3334.807|6302.175 3334.662|6337.113 3334.763|6434.735 3331.616|6439.279 3336.041|6439.188 3367.009|6441.229 3402.603|6441.131 3406.161|6440.845 3409.719|6440.376 3413.244|6439.719 3416.747|6438.887 3420.216|6437.874 3423.630|6436.685 3426.988|6435.329 3430.279|6433.798 3433.504|6432.100 3436.639|6430.247 3439.675|6428.234 3442.622|6426.074 3445.457|6423.767 3448.170|6421.320 3450.772|6418.748 3453.230|6415.595 3456.254|6412.596 3459.434|6409.772 3462.770|6407.130 3466.239|6404.662 3469.842|6402.390 3473.578|6400.321 3477.415|6398.448 3481.362|6396.784 3485.398|6395.337 3489.524|6394.099 3493.705|6393.086 3497.952|6392.296 3502.255|6391.723 3506.581|6391.387 3510.929|6391.268 3515.299
57 2727 RUNDLESON RD NE,6294.527 3515.254|6294.555 3342.279|6294.702 3340.789|6295.135 3339.366|6295.834 3338.043|6296.785 3336.886|6297.938 3335.941|6299.253 3335.241|6300.686 3334.807|6302.175 3334.662|6337.113 3334.763|6434.735 3331.616|6439.279 3336.041|6439.188 3367.009|6441.229 3402.603|6441.131 3406.161|6440.845 3409.719|6440.376 3413.244|6439.719 3416.747|6438.887 3420.216|6437.874 3423.630|6436.685 3426.988|6435.329 3430.279|6433.798 3433.504|6432.100 3436.639|6430.247 3439.675|6428.234 3442.622|6426.074 3445.457|6423.767 3448.170|6421.320 3450.772|6418.748 3453.230|6415.595 3456.254|6412.596 3459.434|6409.772 3462.770|6407.130 3466.239|6404.662 3469.842|6402.390 3473.578|6400.321 3477.415|6398.448 3481.362|6396.784 3485.398|6395.337 3489.524|6394.099 3493.705|6393.086 3497.952|6392.296 3502.255|6391.723 3506.581|6391.387 3510.929|6391.268 3515.299
58 2727 RUNDLESON RD NE,6294.527 3515.254|6294.555 3342.279|6294.702 3340.789|6295.135 3339.366|6295.834 3338.043|6296.785 3336.886|6297.938 3335.941|6299.253 3335.241|6300.686 3334.807|6302.175 3334.662|6337.113 3334.763|6434.735 3331.616|6439.279 3336.041|6439.188 3367.009|6441.229 3402.603|6441.131 3406.161|6440.845 3409.719|6440.376 3413.244|6439.719 3416.747|6438.887 3420.216|6437.874 3423.630|6436.685 3426.988|6435.329 3430.279|6433.798 3433.504|6432.100 3436.639|6430.247 3439.675|6428.234 3442.622|6426.074 3445.457|6423.767 3448.170|6421.320 3450.772|6418.748 3453.230|6415.595 3456.254|6412.596 3459.434|6409.772 3462.770|6407.130 3466.239|6404.662 3469.842|6402.390 3473.578|6400.321 3477.415|6398.448 3481.362|6396.784 3485.398|6395.337 3489.524|6394.099 3493.705|6393.086 3497.952|6392.296 3502.255|6391.723 3506.581|6391.387 3510.929|6391.268 3515.299
59 2727 RUNDLESON RD NE,6294.527 3515.254|6294.555 3342.279|6294.702 3340.789|6295.135 3339.366|6295.834 3338.043|6296.785 3336.886|6297.938 3335.941|6299.253 3335.241|6300.686 3334.807|6302.175 3334.662|6337.113 3334.763|6434.735 3331.616|6439.279 3336.041|6439.188 3367.009|6441.229 3402.603|6441.131 3406.161|6440.845 3409.719|6440.376 3413.244|6439.719 3416.747|6438.887 3420.216|6437.874 3423.630|6436.685 3426.988|6435.329 3430.279|6433.798 3433.504|6432.100 3436.639|6430.247 3439.675|6428.234 3442.622|6426.074 3445.457|6423.767 3448.170|6421.320 3450.772|6418.748 3453.230|6415.595 3456.254|6412.596 3459.434|6409.772 3462.770|6407.130 3466.239|6404.662 3469.842|6402.390 3473.578|6400.321 3477.415|6398.448 3481.362|6396.784 3485.398|6395.337 3489.524|6394.099 3493.705|6393.086 3497.952|6392.296 3502.255|6391.723 3506.581|6391.387 3510.929|6391.268 3515.299
60 2727 RUNDLESON RD NE,6294.527 3515.254|6294.555 3342.279|6294.702 3340.789|6295.135 3339.366|6295.834 3338.043|6296.785 3336.886|6297.938 3335.941|6299.253 3335.241|6300.686 3334.807|6302.175 3334.662|6337.113 3334.763|6434.735 3331.616|6439.279 3336.041|6439.188 3367.009|6441.229 3402.603|6441.131 3406.161|6440.845 3409.719|6440.376 3413.244|6439.719 3416.747|6438.887 3420.216|6437.874 3423.630|6436.685 3426.988|6435.329 3430.279|6433.798 3433.504|6432.100 3436.639|6430.247 3439.675|6428.234 3442.622|6426.074 3445.457|6423.767 3448.170|6421.320 3450.772|6418.748 3453.230|6415.595 3456.254|6412.596 3459.434|6409.772 3462.770|6407.130 3466.239|6404.662 3469.842|6402.390 3473.578|6400.321 3477.415|6398.448 3481.362|6396.784 3485.398|6395.337 3489.524|6394.099 3493.705|6393.086 3497.952|6392.296 3502.255|6391.723 3506.581|6391.387 3510.929|6391.268 3515.299
61 2727 RUNDLESON RD NE,6294.527 3515.254|6294.555 3342.279|6294.702 3340.789|6295.135 3339.366|6295.834 3338.043|6296.785 3336.886|6297.938 3335.941|6299.253 3335.241|6300.686 3334.807|6302.175 3334.662|6337.113 3334.763|6434.735 3331.616|6439.279 3336.041|6439.188 3367.009|6441.229 3402.603|6441.131 3406.161|6440.845 3409.719|6440.376 3413.244|6439.719 3416.747|6438.887 3420.216|6437.874 3423.630|6436.685 3426.988|6435.329 3430.279|6433.798 3433.504|6432.100 3436.639|6430.247 3439.675|6428.234 3442.622|6426.074 3445.457|6423.767 3448.170|6421.320 3450.772|6418.748 3453.230|6415.595 3456.254|6412.596 3459.434|6409.772 3462.770|6407.130 3466.239|6404.662 3469.842|6402.390 3473.578|6400.321 3477.415|6398.448 3481.362|6396.784 3485.398|6395.337 3489.524|6394.099 3493.705|6393.086 3497.952|6392.296 3502.255|6391.723 3506.581|6391.387 3510.929|6391.268 3515.299
62 2727 RUNDLESON RD NE,6294.527 3515.254|6294.555 3342.279|6294.702 3340.789|6295.135 3339.366|6295.834 3338.043|6296.785 3336.886|6297.938 3335.941|6299.253 3335.241|6300.686 3334.807|6302.175 3334.662|6337.113 3334.763|6434.735 3331.616|6439.279 3336.041|6439.188 3367.009|6441.229 3402.603|6441.131 3406.161|6440.845 3409.719|6440.376 3413.244|6439.719 3416.747|6438.887 3420.216|6437.874 3423.630|6436.685 3426.988|6435.329 3430.279|6433.798 3433.504|6432.100 3436.639|6430.247 3439.675|6428.234 3442.622|6426.074 3445.457|6423.767 3448.170|6421.320 3450.772|6418.748 3453.230|6415.595 3456.254|6412.596 3459.434|6409.772 3462.770|6407.130 3466.239|6404.662 3469.842|6402.390 3473.578|6400.321 3477.415|6398.448 3481.362|6396.784 3485.398|6395.337 3489.524|6394.099 3493.705|6393.086 3497.952|6392.296 3502.255|6391.723 3506.581|6391.387 3510.929|6391.268 3515.299
63 2727 RUNDLESON RD NE,6294.527 3515.254|6294.555 3342.279|6294.702 3340.789|6295.135 3339.366|6295.834 3338.043|6296.785 3336.886|6297.938 3335.941|6299.253 3335.241|6300.686 3334.807|6302.175 3334.662|6337.113 3334.763|6434.735 3331.616|6439.279 3336.041|6439.188 3367.009|6441.229 3402.603|6441.131 3406.161|6440.845 3409.719|6440.376 3413.244|6439.719 3416.747|6438.887 3420.216|6437.874 3423.630|6436.685 3426.988|6435.329 3430.279|6433.798 3433.504|6432.100 3436.639|6430.247 3439.675|6428.234 3442.622|6426.074 3445.457|6423.767 3448.170|6421.320 3450.772|6418.748 3453.230|6415.595 3456.254|6412.596 3459.434|6409.772 3462.770|6407.130 3466.239|6404.662 3469.842|6402.390 3473.578|6400.321 3477.415|6398.448 3481.362|6396.784 3485.398|6395.337 3489.524|6394.099 3493.705|6393.086 3497.952|6392.296 3502.255|6391.723 3506.581|6391.387 3510.929|6391.268 3515.299
64 2727 RUNDLESON RD NE,6294.527 3515.254|6294.555 3342.279|6294.702 3340.789|6295.135 3339.366|6295.834 3338.043|6296.785 3336.886|6297.938 3335.941|6299.253 3335.241|6300.686 3334.807|6302.175 3334.662|6337.113 3334.763|6434.735 3331.616|6439.279 3336.041|6439.188 3367.009|6441.229 3402.603|6441.131 3406.161|6440.845 3409.719|6440.376 3413.244|6439.719 3416.747|6438.887 3420.216|6437.874 3423.630|6436.685 3426.988|6435.329 3430.279|6433.798 3433.504|6432.100 3436.639|6430.247 3439.675|6428.234 3442.622|6426.074 3445.457|6423.767 3448.170|6421.320 3450.772|6418.748 3453.230|6415.595 3456.254|6412.596 3459.434|6409.772 3462.770|6407.130 3466.239|6404.662 3469.842|6402.390 3473.578|6400.321 3477.415|6398.448 3481.362|6396.784 3485.398|6395.337 3489.524|6394.099 3493.705|6393.086 3497.952|6392.296 3502.255|6391.723 3506.581|6391.387 3510.929|6391.268 3515.299
65 2727 RUNDLESON RD NE,6294.527 3515.254|6294.555 3342.279|6294.702 3340.789|6295.135 3339.366|6295.834 3338.043|6296.785 3336.886|6297.938 3335.941|6299.253 3335.241|6300.686 3334.807|6302.175 3334.662|6337.113 3334.763|6434.735 3331.616|6439.279 3336.041|6439.188 3367.009|6441.229 3402.603|6441.131 3406.161|6440.845 3409.719|6440.376 3413.244|6439.719 3416.747|6438.887 3420.216|6437.874 3423.630|6436.685 3426.988|6435.329 3430.279|6433.798 3433.504|6432.100 3436.639|6430.247 3439.675|6428.234 3442.622|6426.074 3445.457|6423.767 3448.170|6421.320 3450.772|6418.748 3453.230|6415.595 3456.254|6412.596 3459.434|6409.772 3462.770|6407.130 3466.239|6404.662 3469.842|6402.390 3473.578|6400.321 3477.415|6398.448 3481.362|6396.784 3485.398|6395.337 3489.524|6394.099 3493.705|6393.086 3497.952|6392.296 3502.255|6391.723 3506.581|6391.387 3510.929|6391.268 3515.299
66 2727 RUNDLESON RD NE,6294.527 3515.254|6294.555 3342.279|6294.702 3340.789|6295.135 3339.366|6295.834 3338.043|6296.785 3336.886|6297.938 3335.941|6299.253 3335.241|6300.686 3334.807|6302.175 3334.662|6337.113 3334.763|6434.735 3331.616|6439.279 3336.041|6439.188 3367.009|6441.229 3402.603|6441.131 3406.161|6440.845 3409.719|6440.376 3413.244|6439.719 3416.747|6438.887 3420.216|6437.874 3423.630|6436.685 3426.988|6435.329 3430.279|6433.798 3433.504|6432.100 3436.639|6430.247 3439.675|6428.234 3442.622|6426.074 3445.457|6423.767 3448.170|6421.320 3450.772|6418.748 3453.230|6415.595 3456.254|6412.596 3459.434|6409.772 3462.770|6407.130 3466.239|6404.662 3469.842|6402.390 3473.578|6400.321 3477.415|6398.448 3481.362|6396.784 3485.398|6395.337 3489.524|6394.099 3493.705|6393.086 3497.952|6392.296 3502.255|6391.723 3506.581|6391.387 3510.929|6391.268 3515.299
67 2727 RUNDLESON RD NE,6294.527 3515.254|6294.555 3342.279|6294.702 3340.789|6295.135 3339.366|6295.834 3338.043|6296.785 3336.886|6297.938 3335.941|6299.253 3335.241|6300.686 3334.807|6302.175 3334.662|6337.113 3334.763|6434.735 3331.616|6439.279 3336.041|6439.188 3367.009|6441.229 3402.603|6441.131 3406.161|6440.845 3409.719|6440.376 3413.244|6439.719 3416.747|6438.887 3420.216|6437.874 3423.630|6436.685 3426.988|6435.329 3430.279|6433.798 3433.504|6432.100 3436.639|6430.247 3439.675|6428.234 3442.622|6426.074 3445.457|6423.767 3448.170|6421.320 3450.772|6418.748 3453.230|6415.595 3456.254|6412.596 3459.434|6409.772 3462.770|6407.130 3466.239|6404.662 3469.842|6402.390 3473.578|6400.321 3477.415|6398.448 3481.362|6396.784 3485.398|6395.337 3489.524|6394.099 3493.705|6393.086 3497.952|6392.296 3502.255|6391.723 3506.581|6391.387 3510.929|6391.268 3515.299
68 2727 RUNDLESON RD NE,6294.527 3515.254|6294.555 3342.279|6294.702 3340.789|6295.135 3339.366|6295.834 3338.043|6296.785 3336.886|6297.938 3335.941|6299.253 3335.241|6300.686 3334.807|6302.175 3334.662|6337.113 3334.763|6434.735 3331.616|6439.279 3336.041|6439.188 3367.009|6441.229 3402.603|6441.131 3406.161|6440.845 3409.719|6440.376 3413.244|6439.719 3416.747|6438.887 3420.216|6437.874 3423.630|6436.685 3426.988|6435.329 3430.279|6433.798 3433.504|6432.100 3436.639|6430.247 3439.675|6428.234 3442.622|6426.074 3445.457|6423.767 3448.170|6421.320 3450.772|6418.748 3453.230|6415.595 3456.254|6412.596 3459.434|6409.772 3462.770|6407.130 3466.239|6404.662 3469.842|6402.390 3473.578|6400.321 3477.415|6398.448 3481.362|6396.784 3485.398|6395.337 3489.524|6394.099 3493.705|6393.086 3497.952|6392.296 3502.255|6391.723 3506.581|6391.387 3510.929|6391.268 3515.299
69 2727 RUNDLESON RD NE,6294.527 3515.254|6294.555 3342.279|6294.702 3340.789|6295.135 3339.366|6295.834 3338.043|6296.785 3336.886|6297.938 3335.941|6299.253 3335.241|6300.686 3334.807|6302.175 3334.662|6337.113 3334.763|6434.735 3331.616|6439.279 3336.041|6439.188 3367.009|6441.229 3402.603|6441.131 3406.161|6440.845 3409.719|6440.376 3413.244|6439.719 3416.747|6438.887 3420.216|6437.874 3423.630|6436.685 3426.988|6435.329 3430.279|6433.798 3433.504|6432.100 3436.639|6430.247 3439.675|6428.234 3442.622|6426.074 3445.457|6423.767 3448.170|6421.320 3450.772|6418.748 3453.230|6415.595 3456.254|6412.596 3459.434|6409.772 3462.770|6407.130 3466.239|6404.662 3469.842|6402.390 3473.578|6400.321 3477.415|6398.448 3481.362|6396.784 3485.398|6395.337 3489.524|6394.099 3493.705|6393.086 3497.952|6392.296 3502.255|6391.723 3506.581|6391.387 3510.929|6391.268 3515.299
70 2727 RUNDLESON RD NE,6294.527 3515.254|6294.555 3342.279|6294.702 3340.789|6295.135 3339.366|6295.834 3338.043|6296.785 3336.886|6297.938 3335.941|6299.253 3335.241|6300.686 3334.807|6302.175 3334.662|6337.113 3334.763|6434.735 3331.616|6439.279 3336.041|6439.188 3367.009|6441.229 3402.603|6441.131 3406.161|6440.845 3409.719|6440.376 3413.244|6439.719 3416.747|6438.887 3420.216|6437.874 3423.630|6436.685 3426.988|6435.329 3430.279|6433.798 3433.504|6432.100 3436.639|6430.247 3439.675|6428.234 3442.622|6426.074 3445.457|6423.767 3448.170|6421.320 3450.772|6418.748 3453.230|6415.595 3456.254|6412.596 3459.434|6409.772 3462.770|6407.130 3466.239|6404.662 3469.842|6402.390 3473.578|6400.321 3477.415|6398.448 3481.362|6396.784 3485.398|6395.337 3489.524|6394.099 3493.705|6393.086 3497.952|6392.296 3502.255|6391.723 3506.581|6391.387 3510.929|6391.268 3515.299
71 2727 RUNDLESON RD NE,6294.527 3515.254|6294.555 3342.279|6294.702 3340.789|6295.135 3339.366|6295.834 3338.043|6296.785 3336.886|6297.938 3335.941|6299.253 3335.241|6300.686 3334.807|6302.175 3334.662|6337.113 3334.763|6434.735 3331.616|6439.279 3336.041|6439.188 3367.009|6441.229 3402.603|6441.131 3406.161|6440.845 3409.719|6440.376 3413.244|6439.719 3416.747|6438.887 3420.216|6437.874 3423.630|6436.685 3426.988|6435.329 3430.279|6433.798 3433.504|6432.100 3436.639|6430.247 3439.675|6428.234 3442.622|6426.074 3445.457|6423.767 3448.170|6421.320 3450.772|6418.748 3453.230|6415.595 3456.254|6412.596 3459.434|6409.772 3462.770|6407.130 3466.239|6404.662 3469.842|6402.390 3473.578|6400.321 3477.415|6398.448 3481.362|6396.784 3485.398|6395.337 3489.524|6394.099 3493.705|6393.086 3497.952|6392.296 3502.255|6391.723 3506.581|6391.387 3510.929|6391.268 3515.299
72 2727 RUNDLESON RD NE,6294.527 3515.254|6294.555 3342.279|6294.702 3340.789|6295.135 3339.366|6295.834 3338.043|6296.785 3336.886|6297.938 3335.941|6299.253 3335.241|6300.686 3334.807|6302.175 3334.662|6337.113 3334.763|6434.735 3331.616|6439.279 3336.041|6439.188 3367.009|6441.229 3402.603|6441.131 3406.161|6440.845 3409.719|6440.376 3413.244|6439.719 3416.747|6438.887 3420.216|6437.874 3423.630|6436.685 3426.988|6435.329 3430.279|6433.798 3433.504|6432.100 3436.639|6430.247 3439.675|6428.234 3442.622|6426.074 3445.457|6423.767 3448.170|6421.320 3450.772|6418.748 3453.230|6415.595 3456.254|6412.596 3459.434|6409.772 3462.770|6407.130 3466.239|6404.662 3469.842|6402.390 3473.578|6400.321 3477.415|6398.448 3481.362|6396.784 3485.398|6395.337 3489.524|6394.099 3493.705|6393.086 3497.952|6392.296 3502.255|6391.723 3506.581|6391.387 3510.929|6391.268 3515.299
73 2727 RUNDLESON RD NE,6294.527 3515.254|6294.555 3342.279|6294.702 3340.789|6295.135 3339.366|6295.834 3338.043|6296.785 3336.886|6297.938 3335.941|6299.253 3335.241|6300.686 3334.807|6302.175 3334.662|6337.113 3334.763|6434.735 3331.616|6439.279 3336.041|6439.188 3367.009|6441.229 3402.603|6441.131 3406.161|6440.845 3409.719|6440.376 3413.244|6439.719 3416.747|6438.887 3420.216|6437.874 3423.630|6436.685 3426.988|6435.329 3430.279|6433.798 3433.504|6432.100 3436.639|6430.247 3439.675|6428.234 3442.622|6426.074 3445.457|6423.767 3448.170|6421.320 3450.772|6418.748 3453.230|6415.595 3456.254|6412.596 3459.434|6409.772 3462.770|6407.130 3466.239|6404.662 3469.842|6402.390 3473.578|6400.321 3477.415|6398.448 3481.362|6396.784 3485.398|6395.337 3489.524|6394.099 3493.705|6393.086 3497.952|6392.296 3502.255|6391.723 3506.581|6391.387 3510.929|6391.268 3515.299
74 2727 RUNDLESON RD NE,6294.527 3515.254|6294.555 3342.279|6294.702 3340.789|6295.135 3339.366|6295.834 3338.043|6296.785 3336.886|6297.938 3335.941|6299.253 3335.241|6300.686 3334.807|6302.175 3334.662|6337.113 3334.763|6434.735 3331.616|6439.279 3336.041|6439.188 3367.009|6441.229 3402.603|6441.131 3406.161|6440.845 3409.719|6440.376 3413.244|6439.719 3416.747|6438.887 3420.216|6437.874 3423.630|6436.685 3426.988|6435.329 3430.279|6433.798 3433.504|6432.100 3436.639|6430.247 3439.675|6428.234 3442.622|6426.074 3445.457|6423.767 3448.170|6421.320 3450.772|6418.748 3453.230|6415.595 3456.254|6412.596 3459.434|6409.772 3462.770|6407.130 3466.239|6404.662 3469.842|6402.390 3473.578|6400.321 3477.415|6398.448 3481.362|6396.784 3485.398|6395.337 3489.524|6394.099 3493.705|6393.086 3497.952|6392.296 3502.255|6391.723 3506.581|6391.387 3510.929|6391.268 3515.299
75 2727 RUNDLESON RD NE,6294.527 3515.254|6294.555 3342.279|6294.702 3340.789|6295.135 3339.366|6295.834 3338.043|6296.785 3336.886|6297.938 3335.941|6299.253 3335.241|6300.686 3334.807|6302.175 3334.662|6337.113 3334.763|6434.735 3331.616|6439.279 3336.041|6439.188 3367.009|6441.229 3402.603|6441.131 3406.161|6440.845 3409.719|6440.376 3413.244|6439.719 3416.747|6438.887 3420.216|6437.874 3423.630|6436.685 3426.988|6435.329 3430.279|6433.798 3433.504|6432.100 3436.639|6430.247 3439.675|6428.234 3442.622|6426.074 3445.457|6423.767 3448.170|6421.320 3450.772|6418.748 3453.230|6415.595 3456.254|6412.596 3459.434|6409.772 3462.770|6407.130 3466.239|6404.662 3469.842|6402.390 3473.578|6400.321 3477.415|6398.448 3481.362|6396.784 3485.398|6395.337 3489.524|6394.099 3493.705|6393.086 3497.952|6392.296 3502.255|6391.723 3506.581|6391.387 3510.929|6391.268 3515.299
76 2727 RUNDLESON RD NE,6294.527 3515.254|6294.555 3342.279|6294.702 3340.789|6295.135 3339.366|6295.834 3338.043|6296.785 3336.886|6297.938 3335.941|6299.253 3335.241|6300.686 3334.807|6302.175 3334.662|6337.113 3334.763|6434.735 3331.616|6439.279 3336.041|6439.188 3367.009|6441.229 3402.603|6441.131 3406.161|6440.845 3409.719|6440.376 3413.244|6439.719 3416.747|6438.887 3420.216|6437.874 3423.630|6436.685 3426.988|6435.329 3430.279|6433.798 3433.504|6432.100 3436.639|6430.247 3439.675|6428.234 3442.622|6426.074 3445.457|6423.767 3448.170|6421.320 3450.772|6418.748 3453.230|6415.595 3456.254|6412.596 3459.434|6409.772 3462.770|6407.130 3466.239|6404.662 3469.842|6402.390 3473.578|6400.321 3477.415|6398.448 3481.362|6396.784 3485.398|6395.337 3489.524|6394.099 3493.705|6393.086 3497.952|6392.296 3502.255|6391.723 3506.581|6391.387 3510.929|6391.268 3515.299
77 2727 RUNDLESON RD NE,6294.527 3515.254|6294.555 3342.279|6294.702 3340.789|6295.135 3339.366|6295.834 3338.043|6296.785 3336.886|6297.938 3335.941|6299.253 3335.241|6300.686 3334.807|6302.175 3334.662|6337.113 3334.763|6434.735 3331.616|6439.279 3336.041|6439.188 3367.009|6441.229 3402.603|6441.131 3406.161|6440.845 3409.719|6440.376 3413.244|6439.719 3416.747|6438.887 3420.216|6437.874 3423.630|6436.685 3426.988|6435.329 3430.279|6433.798 3433.504|6432.100 3436.639|6430.247 3439.675|6428.234 3442.622|6426.074 3445.457|6423.767 3448.170|6421.320 3450.772|6418.748 3453.230|6415.595 3456.254|6412.596 3459.434|6409.772 3462.770|6407.130 3466.239|6404.662 3469.842|6402.390 3473.578|6400.321 3477.415|6398.448 3481.362|6396.784 3485.398|6395.337 3489.524|6394.099 3493.705|6393.086 3497.952|6392.296 3502.255|6391.723 3506.581|6391.387 3510.929|6391.268 3515.299
78 2727 RUNDLESON RD NE,6294.527 3515.254|6294.555 3342.279|6294.702 3340.789|6295.135 3339.366|6295.834 3338.043|6296.785 3336.886|6297.938 3335.941|6299.253 3335.241|6300.686 3334.807|6302.175 3334.662|6337.113 3334.763|6434.735 3331.616|6439.279 3336.041|6439.188 3367.009|6441.229 3402.603|6441.131 3406.161|6440.845 3409.719|6440.376 3413.244|6439.719 3416.747|6438.887 3420.216|6437.874 3423.630|6436.685 3426.988|6435.329 3430.279|6433.798 3433.504|6432.100 3436.639|6430.247 3439.675|6428.234 3442.622|6426.074 3445.457|6423.767 3448.170|6421.320 3450.772|6418.748 3453.230|6415.595 3456.254|6412.596 3459.434|6409.772 3462.770|6407.130 3466.239|6404.662 3469.842|6402.390 3473.578|6400.321 3477.415|6398.448 3481.362|6396.784 3485.398|6395.337 3489.524|6394.099 3493.705|6393.086 3497.952|6392.296 3502.255|6391.723 3506.581|6391.387 3510.929|6391.268 3515.299
79 2727 RUNDLESON RD NE,6294.527 3515.254|6294.555 3342.279|6294.702 3340.789|6295.135 3339.366|6295.834 3338.043|6296.785 3336.886|6297.938 3335.941|6299.253 3335.241|6300.686 3334.807|6302.175 3334.662|6337.113 3334.763|6434.735 3331.616|6439.279 3336.041|6439.188 3367.009|6441.229 3402.603|6441.131 3406.161|6440.845 3409.719|6440.376 3413.244|6439.719 3416.747|6438.887 3420.216|6437.874 3423.630|6436.685 3426.988|6435.329 3430.279|6433.798 3433.504|6432.100 3436.639|6430.247 3439.675|6428.234 3442.622|6426.074 3445.457|6423.767 3448.170|6421.320 3450.772|6418.748 3453.230|6415.595 3456.254|6412.596 3459.434|6409.772 3462.770|6407.130 3466.239|6404.662 3469.842|6402.390 3473.578|6400.321 3477.415|6398.448 3481.362|6396.784 3485.398|6395.337 3489.524|6394.099 3493.705|6393.086 3497.952|6392.296 3502.255|6391.723 3506.581|6391.387 3510.929|6391.268 3515.299
80 2727 RUNDLESON RD NE,6294.527 3515.254|6294.555 3342.279|6294.702 3340.789|6295.135 3339.366|6295.834 3338.043|6296.785 3336.886|6297.938 3335.941|6299.253 3335.241|6300.686 3334.807|6302.175 3334.662|6337.113 3334.763|6434.735 3331.616|6439.279 3336.041|6439.188 3367.009|6441.229 3402.603|6441.131 3406.161|6440.845 3409.719|6440.376 3413.244|6439.719 3416.747|6438.887 3420.216|6437.874 3423.630|6436.685 3426.988|6435.329 3430.279|6433.798 3433.504|6432.100 3436.639|6430.247 3439.675|6428.234 3442.622|6426.074 3445.457|6423.767 3448.170|6421.320 3450.772|6418.748 3453.230|6415.595 3456.254|6412.596 3459.434|6409.772 3462.770|6407.130 3466.239|6404.662 3469.842|6402.390 3473.578|6400.321 3477.415|6398.448 3481.362|6396.784 3485.398|6395.337 3489.524|6394.099 3493.705|6393.086 3497.952|6392.296 3502.255|6391.723 3506.581|6391.387 3510.929|6391.268 3515.299
1 3032 RUNDLESON RD NE,6448.667 3437.685|6520.746 3471.176|6577.243 3459.134|6587.952 3509.605|6588.274 3511.118|6588.784 3513.542|6561.556 3524.995|6556.383 3527.330|6551.329 3529.921|6546.415 3532.767|6541.654 3535.847|6537.048 3539.161|6532.616 3542.708|6528.366 3546.467|6524.311 3550.436|6520.459 3554.595|6516.817 3558.954|6513.406 3563.479|6510.218 3568.172|6507.275 3573.031|6504.577 3578.013|6502.130 3583.139|6499.949 3588.365|6496.720 3590.044|6493.972 3591.467|6457.042 3581.482|6452.666 3580.125|6448.381 3578.480|6444.221 3576.556|6440.202 3574.365|6436.336 3571.897|6432.638 3569.184|6429.136 3566.226|6425.836 3563.046|6422.753 3559.654|6419.908 3556.063|6417.308 3552.293|6414.966 3548.346|6412.897 3544.265|6411.100 3540.051|6409.590 3535.725|6408.367 3531.311|6407.451 3526.818|6406.829 3522.282|6406.515 3517.712|6406.508 3513.130|6406.808 3508.549|6407.409 3504.012|6408.311 3499.520|6409.513 3495.095|6411.009 3490.769|6412.792 3486.544|6414.847 3482.452|6417.175 3478.504|6419.762 3474.724|6422.600 3471.121|6425.661 3467.718|6428.954 3464.516|6431.981 3461.625|6434.868 3458.589|6437.594 3455.409|6440.160 3452.095|6442.550 3448.648|6444.773 3445.101|6446.815 3441.443
2 3032 RUNDLESON RD NE,6448.667 3437.685|6520.746 3471.176|6577.243 3459.134|6587.952 3509.605|6588.274 3511.118|6588.784 3513.542|6561.556 3524.995|6556.383 3527.330|6551.329 3529.921|6546.415 3532.767|6541.654 3535.847|6537.048 3539.161|6532.616 3542.708|6528.366 3546.467|6524.311 3550.436|6520.459 3554.595|6516.817 3558.954|6513.406 3563.479|6510.218 3568.172|6507.275 3573.031|6504.577 3578.013|6502.130 3583.139|6499.949 3588.365|6496.720 3590.044|6493.972 3591.467|6457.042 3581.482|6452.666 3580.125|6448.381 3578.480|6444.221 3576.556|6440.202 3574.365|6436.336 3571.897|6432.638 3569.184|6429.136 3566.226|6425.836 3563.046|6422.753 3559.654|6419.908 3556.063|6417.308 3552.293|6414.966 3548.346|6412.897 3544.265|6411.100 3540.051|6409.590 3535.725|6408.367 3531.311|6407.451 3526.818|6406.829 3522.282|6406.515 3517.712|6406.508 3513.130|6406.808 3508.549|6407.409 3504.012|6408.311 3499.520|6409.513 3495.095|6411.009 3490.769|6412.792 3486.544|6414.847 3482.452|6417.175 3478.504|6419.762 3474.724|6422.600 3471.121|6425.661 3467.718|6428.954 3464.516|6431.981 3461.625|6434.868 3458.589|6437.594 3455.409|6440.160 3452.095|6442.550 3448.648|6444.773 3445.101|6446.815 3441.443
