ADDRESS,POINTS
900 QUEENSLAND DR SE,3863.917 -12712.533|3859.709 -12712.178|3855.522 -12711.633|3851.369 -12710.899|3847.245 -12709.987|3843.177 -12708.875|3839.150 -12707.596|3835.193 -12706.129|3831.300 -12704.494|3830.852 -12704.294|3826.854 -12702.648|3822.764 -12701.258|3818.598 -12700.124|3814.369 -12699.246|3740.584 -12686.314|3735.733 -12690.016|3735.209 -12698.212|3735.041 -12706.418|3735.244 -12714.624|3735.817 -12722.819|3736.754 -12730.970|3738.054 -12739.087|3739.710 -12747.126|3741.731 -12755.077|3827.679 -12729.457|3829.412 -12728.946|3863.393 -12718.827
221 QUEENSTON HT SE,3917.087 -12600.238|3911.942 -12511.504|3892.459 -12517.486|3888.104 -12518.743|3883.700 -12519.844|3879.268 -12520.789|3874.801 -12521.578|3870.307 -12522.212|3865.798 -12522.679|3861.268 -12522.991|3856.738 -12523.146|3852.201 -12523.135|3847.671 -12522.968|3843.142 -12522.635|3838.633 -12522.145|3834.145 -12521.501|3829.685 -12520.689|3825.253 -12519.733|3820.856 -12518.609|3819.975 -12518.365|3778.675 -12670.669|3808.895 -12675.961|3812.523 -12676.684|3816.123 -12677.552|3823.016 -12646.072|3824.093 -12641.914|3825.505 -12637.855|3827.224 -12633.930|3829.258 -12630.149|3831.586 -12626.546|3834.194 -12623.133|3837.060 -12619.941|3840.171 -12616.995|3843.505 -12614.293|3847.049 -12611.880|3850.768 -12609.745|3854.648 -12607.921|3858.660 -12606.420|3862.778 -12605.230|3866.972 -12604.385|3871.229 -12603.863
223 QUEENSTON HT SE,3917.087 -12600.238|3911.942 -12511.504|3892.459 -12517.486|3888.104 -12518.743|3883.700 -12519.844|3879.268 -12520.789|3874.801 -12521.578|3870.307 -12522.212|3865.798 -12522.679|3861.268 -12522.991|3856.738 -12523.146|3852.201 -12523.135|3847.671 -12522.968|3843.142 -12522.635|3838.633 -12522.145|3834.145 -12521.501|3829.685 -12520.689|3825.253 -12519.733|3820.856 -12518.609|3819.975 -12518.365|3778.675 -12670.669|3808.895 -12675.961|3812.523 -12676.684|3816.123 -12677.552|3823.016 -12646.072|3824.093 -12641.914|3825.505 -12637.855|3827.224 -12633.930|3829.258 -12630.149|3831.586 -12626.546|3834.194 -12623.133|3837.060 -12619.941|3840.171 -12616.995|3843.505 -12614.293|3847.049 -12611.880|3850.768 -12609.745|3854.648 -12607.921|3858.660 -12606.420|3862.778 -12605.230|3866.972 -12604.385|3871.229 -12603.863
521 QUEENSTON GD SE,3917.087 -12600.238|3911.942 -12511.504|3892.459 -12517.486|3888.104 -12518.743|3883.700 -12519.844|3879.268 -12520.789|3874.801 -12521.578|3870.307 -12522.212|3865.798 -12522.679|3861.268 -12522.991|3856.738 -12523.146|3852.201 -12523.135|3847.671 -12522.968|3843.142 -12522.635|3838.633 -12522.145|3834.145 -12521.501|3829.685 -12520.689|3825.253 -12519.733|3820.856 -12518.609|3819.975 -12518.365|3778.675 -12670.669|3808.895 -12675.961|3812.523 -12676.684|3816.123 -12677.552|3823.016 -12646.072|3824.093 -12641.914|3825.505 -12637.855|3827.224 -12633.930|3829.258 -12630.149|3831.586 -12626.546|3834.194 -12623.133|3837.060 -12619.941|3840.171 -12616.995|3843.505 -12614.293|3847.049 -12611.880|3850.768 -12609.745|3854.648 -12607.921|3858.660 -12606.420|3862.778 -12605.230|3866.972 -12604.385|3871.229 -12603.863
523 QUEENSTON GD SE,3917.087 -12600.238|3911.942 -12511.504|3892.459 -12517.486|3888.104 -12518.743|3883.700 -12519.844|3879.268 -12520.789|3874.801 -12521.578|3870.307 -12522.212|3865.798 -12522.679|3861.268 -12522.991|3856.738 -12523.146|3852.201 -12523.135|3847.671 -12522.968|3843.142 -12522.635|3838.633 -12522.145|3834.145 -12521.501|3829.685 -12520.689|3825.253 -12519.733|3820.856 -12518.609|3819.975 -12518.365|3778.675 -12670.669|3808.895 -12675.961|3812.523 -12676.684|3816.123 -12677.552|3823.016 -12646.072|3824.093 -12641.914|3825.505 -12637.855|3827.224 -12633.930|3829.258 -12630.149|3831.586 -12626.546|3834.194 -12623.133|3837.060 -12619.941|3840.171 -12616.995|3843.505 -12614.293|3847.049 -12611.880|3850.768 -12609.745|3854.648 -12607.921|3858.660 -12606.420|3862.778 -12605.230|3866.972 -12604.385|3871.229 -12603.863
525 QUEENSTON GD SE,3917.087 -12600.238|3911.942 -12511.504|3892.459 -12517.486|3888.104 -12518.743|3883.700 -12519.844|3879.268 -12520.789|3874.801 -12521.578|3870.307 -12522.212|3865.798 -12522.679|3861.268 -12522.991|3856.738 -12523.146|3852.201 -12523.135|3847.671 -12522.968|3843.142 -12522.635|3838.633 -12522.145|3834.145 -12521.501|3829.685 -12520.689|3825.253 -12519.733|3820.856 -12518.609|3819.975 -12518.365|3778.675 -12670.669|3808.895 -12675.961|3812.523 -12676.684|3816.123 -12677.552|3823.016 -12646.072|3824.093 -12641.914|3825.505 -12637.855|3827.224 -12633.930|3829.258 -12630.149|3831.586 -12626.546|3834.194 -12623.133|3837.060 -12619.941|3840.171 -12616.995|3843.505 -12614.293|3847.049 -12611.880|3850.768 -12609.745|3854.648 -12607.921|3858.660 -12606.420|3862.778 -12605.230|3866.972 -12604.385|3871.229 -12603.863
527 QUEENSTON GD SE,3917.087 -12600.238|3911.942 -12511.504|3892.459 -12517.486|3888.104 -12518.743|3883.700 -12519.844|3879.268 -12520.789|3874.801 -12521.578|3870.307 -12522.212|3865.798 -12522.679|3861.268 -12522.991|3856.738 -12523.146|3852.201 -12523.135|3847.671 -12522.968|3843.142 -12522.635|3838.633 -12522.145|3834.145 -12521.501|3829.685 -12520.689|3825.253 -12519.733|3820.856 -12518.609|3819.975 -12518.365|3778.675 -12670.669|3808.895 -12675.961|3812.523 -12676.684|3816.123 -12677.552|3823.016 -12646.072|3824.093 -12641.914|3825.505 -12637.855|3827.224 -12633.930|3829.258 -12630.149|3831.586 -12626.546|3834.194 -12623.133|3837.060 -12619.941|3840.171 -12616.995|3843.505 -12614.293|3847.049 -12611.880|3850.768 -12609.745|3854.648 -12607.921|3858.660 -12606.420|3862.778 -12605.230|3866.972 -12604.385|3871.229 -12603.863
529 QUEENSTON GD SE,3917.087 -12600.238|3911.942 -12511.504|3892.459 -12517.486|3888.104 -12518.743|3883.700 -12519.844|3879.268 -12520.789|3874.801 -12521.578|3870.307 -12522.212|3865.798 -12522.679|3861.268 -12522.991|3856.738 -12523.146|3852.201 -12523.135|3847.671 -12522.968|3843.142 -12522.635|3838.633 -12522.145|3834.145 -12521.501|3829.685 -12520.689|3825.253 -12519.733|3820.856 -12518.609|3819.975 -12518.365|3778.675 -12670.669|3808.895 -12675.961|3812.523 -12676.684|3816.123 -12677.552|3823.016 -12646.072|3824.093 -12641.914|3825.505 -12637.855|3827.224 -12633.930|3829.258 -12630.149|3831.586 -12626.546|3834.194 -12623.133|3837.060 -12619.941|3840.171 -12616.995|3843.505 -12614.293|3847.049 -12611.880|3850.768 -12609.745|3854.648 -12607.921|3858.660 -12606.420|3862.778 -12605.230|3866.972 -12604.385|3871.229 -12603.863
531 QUEENSTON GD SE,3917.087 -12600.238|3911.942 -12511.504|3892.459 -12517.486|3888.104 -12518.743|3883.700 -12519.844|3879.268 -12520.789|3874.801 -12521.578|3870.307 -12522.212|3865.798 -12522.679|3861.268 -12522.991|3856.738 -12523.146|3852.201 -12523.135|3847.671 -12522.968|3843.142 -12522.635|3838.633 -12522.145|3834.145 -12521.501|3829.685 -12520.689|3825.253 -12519.733|3820.856 -12518.609|3819.975 -12518.365|3778.675 -12670.669|3808.895 -12675.961|3812.523 -12676.684|3816.123 -12677.552|3823.016 -12646.072|3824.093 -12641.914|3825.505 -12637.855|3827.224 -12633.930|3829.258 -12630.149|3831.586 -12626.546|3834.194 -12623.133|3837.060 -12619.941|3840.171 -12616.995|3843.505 -12614.293|3847.049 -12611.880|3850.768 -12609.745|3854.648 -12607.921|3858.660 -12606.420|3862.778 -12605.230|3866.972 -12604.385|3871.229 -12603.863
533 QUEENSTON GD SE,3917.087 -12600.238|3911.942 -12511.504|3892.459 -12517.486|3888.104 -12518.743|3883.700 -12519.844|3879.268 -12520.789|3874.801 -12521.578|3870.307 -12522.212|3865.798 -12522.679|3861.268 -12522.991|3856.738 -12523.146|3852.201 -12523.135|3847.671 -12522.968|3843.142 -12522.635|3838.633 -12522.145|3834.145 -12521.501|3829.685 -12520.689|3825.253 -12519.733|3820.856 -12518.609|3819.975 -12518.365|3778.675 -12670.669|3808.895 -12675.961|3812.523 -12676.684|3816.123 -12677.552|3823.016 -12646.072|3824.093 -12641.914|3825.505 -12637.855|3827.224 -12633.930|3829.258 -12630.149|3831.586 -12626.546|3834.194 -12623.133|3837.060 -12619.941|3840.171 -12616.995|3843.505 -12614.293|3847.049 -12611.880|3850.768 -12609.745|3854.648 -12607.921|3858.660 -12606.420|3862.778 -12605.230|3866.972 -12604.385|3871.229 -12603.863
535 QUEENSTON GD SE,3917.087 -12600.238|3911.942 -12511.504|3892.459 -12517.486|3888.104 -12518.743|3883.700 -12519.844|3879.268 -12520.789|3874.801 -12521.578|3870.307 -12522.212|3865.798 -12522.679|3861.268 -12522.991|3856.738 -12523.146|3852.201 -12523.135|3847.671 -12522.968|3843.142 -12522.635|3838.633 -12522.145|3834.145 -12521.501|3829.685 -12520.689|3825.253 -12519.733|3820.856 -12518.609|3819.975 -12518.365|3778.675 -12670.669|3808.895 -12675.961|3812.523 -12676.684|3816.123 -12677.552|3823.016 -12646.072|3824.093 -12641.914|3825.505 -12637.855|3827.224 -12633.930|3829.258 -12630.149|3831.586 -12626.546|3834.194 -12623.133|3837.060 -12619.941|3840.171 -12616.995|3843.505 -12614.293|3847.049 -12611.880|3850.768 -12609.745|3854.648 -12607.921|3858.660 -12606.420|3862.778 -12605.230|3866.972 -12604.385|3871.229 -12603.863
537 QUEENSTON GD SE,3917.087 -12600.238|3911.942 -12511.504|3892.459 -12517.486|3888.104 -12518.743|3883.700 -12519.844|3879.268 -12520.789|3874.801 -12521.578|3870.307 -12522.212|3865.798 -12522.679|3861.268 -12522.991|3856.738 -12523.146|3852.201 -12523.135|3847.671 -12522.968|3843.142 -12522.635|3838.633 -12522.145|3834.145 -12521.501|3829.685 -12520.689|3825.253 -12519.733|3820.856 -12518.609|3819.975 -12518.365|3778.675 -12670.669|3808.895 -12675.961|3812.523 -12676.684|3816.123 -12677.552|3823.016 -12646.072|3824.093 -12641.914|3825.505 -12637.855|3827.224 -12633.930|3829.258 -12630.149|3831.586 -12626.546|3834.194 -12623.133|3837.060 -12619.941|3840.171 -12616.995|3843.505 -12614.293|3847.049 -12611.880|3850.768 -12609.745|3854.648 -12607.921|3858.660 -12606.420|3862.778 -12605.230|3866.972 -12604.385|3871.229 -12603.863
539 QUEENSTON GD SE,3917.087 -12600.238|3911.942 -12511.504|3892.459 -12517.486|3888.104 -12518.743|3883.700 -12519.844|3879.268 -12520.789|3874.801 -12521.578|3870.307 -12522.212|3865.798 -12522.679|3861.268 -12522.991|3856.738 -12523.146|3852.201 -12523.135|3847.671 -12522.968|3843.142 -12522.635|3838.633 -12522.145|3834.145 -12521.501|3829.685 -12520.689|3825.253 -12519.733|3820.856 -12518.609|3819.975 -12518.365|3778.675 -12670.669|3808.895 -12675.961|3812.523 -12676.684|3816.123 -12677.552|3823.016 -12646.072|3824.093 -12641.914|3825.505 -12637.855|3827.224 -12633.930|3829.258 -12630.149|3831.586 -12626.546|3834.194 -12623.133|3837.060 -12619.941|3840.171 -12616.995|3843.505 -12614.293|3847.049 -12611.880|3850.768 -12609.745|3854.648 -12607.921|3858.660 -12606.420|3862.778 -12605.230|3866.972 -12604.385|3871.229 -12603.863
541 QUEENSTON GD SE,3917.087 -12600.238|3911.942 -12511.504|3892.459 -12517.486|3888.104 -12518.743|3883.700 -12519.844|3879.268 -12520.789|3874.801 -12521.578|3870.307 -12522.212|3865.798 -12522.679|3861.268 -12522.991|3856.738 -12523.146|3852.201 -12523.135|3847.671 -12522.968|3843.142 -12522.635|3838.633 -12522.145|3834.145 -12521.501|3829.685 -12520.689|3825.253 -12519.733|3820.856 -12518.609|3819.975 -12518.365|3778.675 -12670.669|3808.895 -12675.961|3812.523 -12676.684|3816.123 -12677.552|3823.016 -12646.072|3824.093 -12641.914|3825.505 -12637.855|3827.224 -12633.930|3829.258 -12630.149|3831.586 -12626.546|3834.194 -12623.133|3837.060 -12619.941|3840.171 -12616.995|3843.505 -12614.293|3847.049 -12611.880|3850.768 -12609.745|3854.648 -12607.921|3858.660 -12606.420|3862.778 -12605.230|3866.972 -12604.385|3871.229 -12603.863
543 QUEENSTON GD SE,3917.087 -12600.238|3911.942 -12511.504|3892.459 -12517.486|3888.104 -12518.743|3883.700 -12519.844|3879.268 -12520.789|3874.801 -12521.578|3870.307 -12522.212|3865.798 -12522.679|3861.268 -12522.991|3856.738 -12523.146|3852.201 -12523.135|3847.671 -12522.968|3843.142 -12522.635|3838.633 -12522.145|3834.145 -12521.501|3829.685 -12520.689|3825.253 -12519.733|3820.856 -12518.609|3819.975 -12518.365|3778.675 -12670.669|3808.895 -12675.961|3812.523 -12676.684|3816.123 -12677.552|3823.016 -12646.072|3824.093 -12641.914|3825.505 -12637.855|3827.224 -12633.930|3829.258 -12630.149|3831.586 -12626.546|3834.194 -12623.133|3837.060 -12619.941|3840.171 -12616.995|3843.505 -12614.293|3847.049 -12611.880|3850.768 -12609.745|3854.648 -12607.921|3858.660 -12606.420|3862.778 -12605.230|3866.972 -12604.385|3871.229 -12603.863
545 QUEENSTON GD SE,3917.087 -12600.238|3911.942 -12511.504|3892.459 -12517.486|3888.104 -12518.743|3883.700 -12519.844|3879.268 -12520.789|3874.801 -12521.578|3870.307 -12522.212|3865.798 -12522.679|3861.268 -12522.991|3856.738 -12523.146|3852.201 -12523.135|3847.671 -12522.968|3843.142 -12522.635|3838.633 -12522.145|3834.145 -12521.501|3829.685 -12520.689|3825.253 -12519.733|3820.856 -12518.609|3819.975 -12518.365|3778.675 -12670.669|3808.895 -12675.961|3812.523 -12676.684|3816.123 -12677.552|3823.016 -12646.072|3824.093 -12641.914|3825.505 -12637.855|3827.224 -12633.930|3829.258 -12630.149|3831.586 -12626.546|3834.194 -12623.133|3837.060 -12619.941|3840.171 -12616.995|3843.505 -12614.293|3847.049 -12611.880|3850.768 -12609.745|3854.648 -12607.921|3858.660 -12606.420|3862.778 -12605.230|3866.972 -12604.385|3871.229 -12603.863
547 QUEENSTON GD SE,3917.087 -12600.238|3911.942 -12511.504|3892.459 -12517.486|3888.104 -12518.743|3883.700 -12519.844|3879.268 -12520.789|3874.801 -12521.578|3870.307 -12522.212|3865.798 -12522.679|3861.268 -12522.991|3856.738 -12523.146|3852.201 -12523.135|3847.671 -12522.968|3843.142 -12522.635|3838.633 -12522.145|3834.145 -12521.501|3829.685 -12520.689|3825.253 -12519.733|3820.856 -12518.609|3819.975 -12518.365|3778.675 -12670.669|3808.895 -12675.961|3812.523 -12676.684|3816.123 -12677.552|3823.016 -12646.072|3824.093 -12641.914|3825.505 -12637.855|3827.224 -12633.930|3829.258 -12630.149|3831.586 -12626.546|3834.194 -12623.133|3837.060 -12619.941|3840.171 -12616.995|3843.505 -12614.293|3847.049 -12611.880|3850.768 -12609.745|3854.648 -12607.921|3858.660 -12606.420|3862.778 -12605.230|3866.972 -12604.385|3871.229 -12603.863
549 QUEENSTON GD SE,3917.087 -12600.238|3911.942 -12511.504|3892.459 -12517.486|3888.104 -12518.743|3883.700 -12519.844|3879.268 -12520.789|3874.801 -12521.578|3870.307 -12522.212|3865.798 -12522.679|3861.268 -12522.991|3856.738 -12523.146|3852.201 -12523.135|3847.671 -12522.968|3843.142 -12522.635|3838.633 -12522.145|3834.145 -12521.501|3829.685 -12520.689|3825.253 -12519.733|3820.856 -12518.609|3819.975 -12518.365|3778.675 -12670.669|3808.895 -12675.961|3812.523 -12676.684|3816.123 -12677.552|3823.016 -12646.072|3824.093 -12641.914|3825.505 -12637.855|3827.224 -12633.930|3829.258 -12630.149|3831.586 -12626.546|3834.194 -12623.133|3837.060 -12619.941|3840.171 -12616.995|3843.505 -12614.293|3847.049 -12611.880|3850.768 -12609.745|3854.648 -12607.921|3858.660 -12606.420|3862.778 -12605.230|3866.972 -12604.385|3871.229 -12603.863
551 QUEENSTON GD SE,3917.087 -12600.238|3911.942 -12511.504|3892.459 -12517.486|3888.104 -12518.743|3883.700 -12519.844|3879.268 -12520.789|3874.801 -12521.578|3870.307 -12522.212|3865.798 -12522.679|3861.268 -12522.991|3856.738 -12523.146|3852.201 -12523.135|3847.671 -12522.968|3843.142 -12522.635|3838.633 -12522.145|3834.145 -12521.501|3829.685 -12520.689|3825.253 -12519.733|3820.856 -12518.609|3819.975 -12518.365|3778.675 -12670.669|3808.895 -12675.961|3812.523 -12676.684|3816.123 -12677.552|3823.016 -12646.072|3824.093 -12641.914|3825.505 -12637.855|3827.224 -12633.930|3829.258 -12630.149|3831.586 -12626.546|3834.194 -12623.133|3837.060 -12619.941|3840.171 -12616.995|3843.505 -12614.293|3847.049 -12611.880|3850.768 -12609.745|3854.648 -12607.921|3858.660 -12606.420|3862.778 -12605.230|3866.972 -12604.385|3871.229 -12603.863
553 QUEENSTON GD SE,3917.087 -12600.238|3911.942 -12511.504|3892.459 -12517.486|3888.104 -12518.743|3883.700 -12519.844|3879.268 -12520.789|3874.801 -12521.578|3870.307 -12522.212|3865.798 -12522.679|3861.268 -12522.991|3856.738 -12523.146|3852.201 -12523.135|3847.671 -12522.968|3843.142 -12522.635|3838.633 -12522.145|3834.145 -12521.501|3829.685 -12520.689|3825.253 -12519.733|3820.856 -12518.609|3819.975 -12518.365|3778.675 -12670.669|3808.895 -12675.961|3812.523 -12676.684|3816.123 -12677.552|3823.016 -12646.072|3824.093 -12641.914|3825.505 -12637.855|3827.224 -12633.930|3829.258 -12630.149|3831.586 -12626.546|3834.194 -12623.133|3837.060 -12619.941|3840.171 -12616.995|3843.505 -12614.293|3847.049 -12611.880|3850.768 -12609.745|3854.648 -12607.921|3858.660 -12606.420|3862.778 -12605.230|3866.972 -12604.385|3871.229 -12603.863
555 QUEENSTON GD SE,3917.087 -12600.238|3911.942 -12511.504|3892.459 -12517.486|3888.104 -12518.743|3883.700 -12519.844|3879.268 -12520.789|3874.801 -12521.578|3870.307 -12522.212|3865.798 -12522.679|3861.268 -12522.991|3856.738 -12523.146|3852.201 -12523.135|3847.671 -12522.968|3843.142 -12522.635|3838.633 -12522.145|3834.145 -12521.501|3829.685 -12520.689|3825.253 -12519.733|3820.856 -12518.609|3819.975 -12518.365|3778.675 -12670.669|3808.895 -12675.961|3812.523 -12676.684|3816.123 -12677.552|3823.016 -12646.072|3824.093 -12641.914|3825.505 -12637.855|3827.224 -12633.930|3829.258 -12630.149|3831.586 -12626.546|3834.194 -12623.133|3837.060 -12619.941|3840.171 -12616.995|3843.505 -12614.293|3847.049 -12611.880|3850.768 -12609.745|3854.648 -12607.921|3858.660 -12606.420|3862.778 -12605.230|3866.972 -12604.385|3871.229 -12603.863
557 QUEENSTON GD SE,3917.087 -12600.238|3911.942 -12511.504|3892.459 -12517.486|3888.104 -12518.743|3883.700 -12519.844|3879.268 -12520.789|3874.801 -12521.578|3870.307 -12522.212|3865.798 -12522.679|3861.268 -12522.991|3856.738 -12523.146|3852.201 -12523.135|3847.671 -12522.968|3843.142 -12522.635|3838.633 -12522.145|3834.145 -12521.501|3829.685 -12520.689|3825.253 -12519.733|3820.856 -12518.609|3819.975 -12518.365|3778.675 -12670.669|3808.895 -12675.961|3812.523 -12676.684|3816.123 -12677.552|3823.016 -12646.072|3824.093 -12641.914|3825.505 -12637.855|3827.224 -12633.930|3829.258 -12630.149|3831.586 -12626.546|3834.194 -12623.133|3837.060 -12619.941|3840.171 -12616.995|3843.505 -12614.293|3847.049 -12611.880|3850.768 -12609.745|3854.648 -12607.921|3858.660 -12606.420|3862.778 -12605.230|3866.972 -12604.385|3871.229 -12603.863
559 QUEENSTON GD SE,3917.087 -12600.238|3911.942 -12511.504|3892.459 -12517.486|3888.104 -12518.743|3883.700 -12519.844|3879.268 -12520.789|3874.801 -12521.578|3870.307 -12522.212|3865.798 -12522.679|3861.268 -12522.991|3856.738 -12523.146|3852.201 -12523.135|3847.671 -12522.968|3843.142 -12522.635|3838.633 -12522.145|3834.145 -12521.501|3829.685 -12520.689|3825.253 -12519.733|3820.856 -12518.609|3819.975 -12518.365|3778.675 -12670.669|3808.895 -12675.961|3812.523 -12676.684|3816.123 -12677.552|3823.016 -12646.072|3824.093 -12641.914|3825.505 -12637.855|3827.224 -12633.930|3829.258 -12630.149|3831.586 -12626.546|3834.194 -12623.133|3837.060 -12619.941|3840.171 -12616.995|3843.505 -12614.293|3847.049 -12611.880|3850.768 -12609.745|3854.648 -12607.921|3858.660 -12606.420|3862.778 -12605.230|3866.972 -12604.385|3871.229 -12603.863
561 QUEENSTON GD SE,3917.087 -12600.238|3911.942 -12511.504|3892.459 -12517.486|3888.104 -12518.743|3883.700 -12519.844|3879.268 -12520.789|3874.801 -12521.578|3870.307 -12522.212|3865.798 -12522.679|3861.268 -12522.991|3856.738 -12523.146|3852.201 -12523.135|3847.671 -12522.968|3843.142 -12522.635|3838.633 -12522.145|3834.145 -12521.501|3829.685 -12520.689|3825.253 -12519.733|3820.856 -12518.609|3819.975 -12518.365|3778.675 -12670.669|3808.895 -12675.961|3812.523 -12676.684|3816.123 -12677.552|3823.016 -12646.072|3824.093 -12641.914|3825.505 -12637.855|3827.224 -12633.930|3829.258 -12630.149|3831.586 -12626.546|3834.194 -12623.133|3837.060 -12619.941|3840.171 -12616.995|3843.505 -12614.293|3847.049 -12611.880|3850.768 -12609.745|3854.648 -12607.921|3858.660 -12606.420|3862.778 -12605.230|3866.972 -12604.385|3871.229 -12603.863
563 QUEENSTON GD SE,3917.087 -12600.238|3911.942 -12511.504|3892.459 -12517.486|3888.104 -12518.743|3883.700 -12519.844|3879.268 -12520.789|3874.801 -12521.578|3870.307 -12522.212|3865.798 -12522.679|3861.268 -12522.991|3856.738 -12523.146|3852.201 -12523.135|3847.671 -12522.968|3843.142 -12522.635|3838.633 -12522.145|3834.145 -12521.501|3829.685 -12520.689|3825.253 -12519.733|3820.856 -12518.609|3819.975 -12518.365|3778.675 -12670.669|3808.895 -12675.961|3812.523 -12676.684|3816.123 -12677.552|3823.016 -12646.072|3824.093 -12641.914|3825.505 -12637.855|3827.224 -12633.930|3829.258 -12630.149|3831.586 -12626.546|3834.194 -12623.133|3837.060 -12619.941|3840.171 -12616.995|3843.505 -12614.293|3847.049 -12611.880|3850.768 -12609.745|3854.648 -12607.921|3858.660 -12606.420|3862.778 -12605.230|3866.972 -12604.385|3871.229 -12603.863
565 QUEENSTON GD SE,3917.087 -12600.238|3911.942 -12511.504|3892.459 -12517.486|3888.104 -12518.743|3883.700 -12519.844|3879.268 -12520.789|3874.801 -12521.578|3870.307 -12522.212|3865.798 -12522.679|3861.268 -12522.991|3856.738 -12523.146|3852.201 -12523.135|3847.671 -12522.968|3843.142 -12522.635|3838.633 -12522.145|3834.145 -12521.501|3829.685 -12520.689|3825.253 -12519.733|3820.856 -12518.609|3819.975 -12518.365|3778.675 -12670.669|3808.895 -12675.961|3812.523 -12676.684|3816.123 -12677.552|3823.016 -12646.072|3824.093 -12641.914|3825.505 -12637.855|3827.224 -12633.930|3829.258 -12630.149|3831.586 -12626.546|3834.194 -12623.133|3837.060 -12619.941|3840.171 -12616.995|3843.505 -12614.293|3847.049 -12611.880|3850.768 -12609.745|3854.648 -12607.921|3858.660 -12606.420|3862.778 -12605.230|3866.972 -12604.385|3871.229 -12603.863
702 QUEENSTON TC SE,4003.300 -12486.396|3970.187 -12484.272|3969.914 -12488.598|3969.753 -12489.721|3969.432 -12490.800|3968.949 -12491.823|3968.320 -12492.768|3967.558 -12493.602|3966.677 -12494.302|3965.699 -12494.869|3964.650 -12495.292|3911.942 -12511.504|3917.087 -12600.238|3980.008 -12595.245|3983.559 -12584.281|4008.879 -12570.449|4012.772 -12560.130|4013.849 -12534.644|4007.215 -12530.051|4006.628 -12508.079
704 QUEENSTON TC SE,4003.300 -12486.396|3970.187 -12484.272|3969.914 -12488.598|3969.753 -12489.721|3969.432 -12490.800|3968.949 -12491.823|3968.320 -12492.768|3967.558 -12493.602|3966.677 -12494.302|3965.699 -12494.869|3964.650 -12495.292|3911.942 -12511.504|3917.087 -12600.238|3980.008 -12595.245|3983.559 -12584.281|4008.879 -12570.449|4012.772 -12560.130|4013.849 -12534.644|4007.215 -12530.051|4006.628 -12508.079
706 QUEENSTON TC SE,4003.300 -12486.396|3970.187 -12484.272|3969.914 -12488.598|3969.753 -12489.721|3969.432 -12490.800|3968.949 -12491.823|3968.320 -12492.768|3967.558 -12493.602|3966.677 -12494.302|3965.699 -12494.869|3964.650 -12495.292|3911.942 -12511.504|3917.087 -12600.238|3980.008 -12595.245|3983.559 -12584.281|4008.879 -12570.449|4012.772 -12560.130|4013.849 -12534.644|4007.215 -12530.051|4006.628 -12508.079
708 QUEENSTON TC SE,4003.300 -12486.396|3970.187 -12484.272|3969.914 -12488.598|3969.753 -12489.721|3969.432 -12490.800|3968.949 -12491.823|3968.320 -12492.768|3967.558 -12493.602|3966.677 -12494.302|3965.699 -12494.869|3964.650 -12495.292|3911.942 -12511.504|3917.087 -12600.238|3980.008 -12595.245|3983.559 -12584.281|4008.879 -12570.449|4012.772 -12560.130|4013.849 -12534.644|4007.215 -12530.051|4006.628 -12508.079
710 QUEENSTON TC SE,4003.300 -12486.396|3970.187 -12484.272|3969.914 -12488.598|3969.753 -12489.721|3969.432 -12490.800|3968.949 -12491.823|3968.320 -12492.768|3967.558 -12493.602|3966.677 -12494.302|3965.699 -12494.869|3964.650 -12495.292|3911.942 -12511.504|3917.087 -12600.238|3980.008 -12595.245|3983.559 -12584.281|4008.879 -12570.449|4012.772 -12560.130|4013.849 -12534.644|4007.215 -12530.051|4006.628 -12508.079
712 QUEENSTON TC SE,4003.300 -12486.396|3970.187 -12484.272|3969.914 -12488.598|3969.753 -12489.721|3969.432 -12490.800|3968.949 -12491.823|3968.320 -12492.768|3967.558 -12493.602|3966.677 -12494.302|3965.699 -12494.869|3964.650 -12495.292|3911.942 -12511.504|3917.087 -12600.238|3980.008 -12595.245|3983.559 -12584.281|4008.879 -12570.449|4012.772 -12560.130|4013.849 -12534.644|4007.215 -12530.051|4006.628 -12508.079
714 QUEENSTON TC SE,4003.300 -12486.396|3970.187 -12484.272|3969.914 -12488.598|3969.753 -12489.721|3969.432 -12490.800|3968.949 -12491.823|3968.320 -12492.768|3967.558 -12493.602|3966.677 -12494.302|3965.699 -12494.869|3964.650 -12495.292|3911.942 -12511.504|3917.087 -12600.238|3980.008 -12595.245|3983.559 -12584.281|4008.879 -12570.449|4012.772 -12560.130|4013.849 -12534.644|4007.215 -12530.051|4006.628 -12508.079
716 QUEENSTON TC SE,4003.300 -12486.396|3970.187 -12484.272|3969.914 -12488.598|3969.753 -12489.721|3969.432 -12490.800|3968.949 -12491.823|3968.320 -12492.768|3967.558 -12493.602|3966.677 -12494.302|3965.699 -12494.869|3964.650 -12495.292|3911.942 -12511.504|3917.087 -12600.238|3980.008 -12595.245|3983.559 -12584.281|4008.879 -12570.449|4012.772 -12560.130|4013.849 -12534.644|4007.215 -12530.051|4006.628 -12508.079
