ADDRESS,POINTS
3010 ROXBORO GLEN RD SW,536.569 -2157.755|536.583 -2143.100|536.597 -2128.733|533.088 -2131.625|530.208 -2135.194|529.537 -2136.139|527.013 -2139.097|523.525 -2142.855|519.876 -2146.614|516.143 -2149.605|512.200 -2152.740|508.279 -2154.620|504.399 -2157.199|501.533 -2159.490|498.031 -2160.658|494.773 -2161.981|490.844 -2164.316|487.216 -2166.651|484.001 -2168.575|480.904 -2169.453|477.709 -2170.320|473.753 -2170.821|470.362 -2171.177|466.762 -2171.777|463.162 -2172.233|460.527 -2172.555|457.542 -2172.611|453.858 -2171.999|450.628 -2171.543|446.937 -2171.132|443.561 -2170.532|439.926 -2169.564|436.738 -2170.020|433.753 -2169.976|432.691 -2170.065|429.195 -2170.065|425.658 -2169.809|422.981 -2169.564|419.143 -2169.153|415.305 -2168.641|411.523 -2168.085|408.175 -2168.486|404.840 -2168.241|404.379 -2167.930|404.267 -2167.930|404.155 -2205.525|403.764 -2427.125|403.673 -2481.499|354.831 -2522.497|356.935 -2527.023|371.230 -2525.855|373.334 -2530.392|343.534 -2544.313|341.430 -2539.788|348.756 -2532.593|348.756 -2527.601|333.405 -2540.477|328.728 -2544.269|323.919 -2547.872|318.983 -2551.308|313.922 -2554.554|308.749 -2557.623|303.465 -2560.492|298.082 -2563.172|292.608 -2565.652|287.044 -2567.931|281.396 -2569.999|275.684 -2571.867|269.903 -2573.524|264.066 -2574.970|258.187 -2576.204|252.259 -2577.227|246.296 -2578.028|240.320 -2578.606|234.315 -2578.973|228.303 -2579.117|222.291 -2579.040|216.286 -2578.750|210.295 -2578.239|204.333 -2577.505|198.391 -2576.560|192.498 -2575.392|186.640 -2574.014|180.845 -2572.423|175.105 -2570.633|169.443 -2568.621|163.851 -2566.408|158.342 -2563.995|152.932 -2561.382|105.257 -2537.275|85.222 -2527.145|80.238 -2524.621|64.929 -2524.888|88.451 -2569.177|164.501 -2610.630|292.867 -2629.778|340.081 -2696.461|344.541 -2702.755|372.943 -2742.863|377.256 -2748.957|380.164 -2753.060|403.317 -2753.048|403.317 -2748.945|403.317 -2742.841|403.345 -2711.028|398.794 -2706.458|388.902 -2706.458|388.909 -2700.209|372.992 -2700.209|373.153 -2598.888|380.157 -2590.837|383.429 -2587.068|507.013 -2445.005|527.244 -2445.016|527.321 -2330.708|536.429 -2330.719
