ADDRESS,POINTS
400 163 QUARRY PARK BV SE,4280.207 -9533.671|4290.462 -9526.387|4291.371 -9525.831|4292.357 -9525.409|4293.391 -9525.142|4294.454 -9525.009|4295.516 -9525.042|4296.572 -9525.231|4297.585 -9525.565|4298.543 -9526.032|4300.123 -9526.799|4301.808 -9527.288|4303.632 -9527.855|4304.807 -9528.400|4305.911 -9529.067|4306.771 -9529.757|4307.519 -9530.568|4308.141 -9531.480|4308.623 -9532.470|4310.182 -9536.150|4311.462 -9538.875|4311.986 -9539.931|4313.720 -9543.233|4315.901 -9546.958|4318.256 -9550.583|4320.780 -9554.086|4323.457 -9557.466|4326.295 -9560.724|4329.280 -9563.849|4332.405 -9566.829|4335.663 -9569.653|4338.599 -9571.988|4341.626 -9574.201|4344.743 -9576.292|4347.938 -9578.249|4351.720 -9580.339|4355.592 -9582.252|4359.542 -9583.975|4363.576 -9585.521|4369.357 -9587.367|4375.250 -9588.823|4381.220 -9589.902|4387.252 -9590.569|4390.237 -9590.758|4395.781 -9590.847|4426.168 -9590.847|4463.134 -9590.847|4468.111 -9590.847|4471.096 -9590.847|4474.542 -9590.892|4474.542 -9588.701|4474.549 -9584.742|4474.549 -9579.661|4474.598 -9450.197|4470.264 -9429.714|4469.677 -9427.769|4468.768 -9425.945|4467.573 -9424.310|4466.105 -9422.898|4464.427 -9421.753|4462.582 -9420.908|4460.610 -9420.396|4458.590 -9420.218|4412.831 -9420.207|4411.083 -9420.207|4316.425 -9420.196|4303.632 -9420.196|4291.434 -9420.196|4276.537 -9420.185|4267.394 -9423.888|4239.879 -9423.888|4239.865 -9431.338|4239.865 -9434.663|4243.794 -9442.580|4247.366 -9449.774|4262.430 -9480.097|4262.430 -9484.144|4262.430 -9488.770|4242.794 -9502.736|4241.571 -9503.604|4241.270 -9502.992|4231.092 -9482.510|4227.520 -9484.300|4221.886 -9487.113|4220.641 -9484.611|4218.859 -9485.501|4215.168 -9487.358|4215.077 -9487.402|4208.716 -9490.483|4208.583 -9490.549|4203.878 -9492.773|4193.295 -9497.844|4197.852 -9507.095|4202.753 -9516.180|4207.534 -9524.419|4212.525 -9532.525|4217.726 -9540.509|4223.116 -9548.359|4231.784 -9560.624|4232.714 -9561.936|4235.321 -9565.639|4240.466 -9561.936|4265.129 -9544.401|4271.930 -9539.564|4276.803 -9536.095|4277.774 -9535.405
