ADDRESS,POINTS
11950 COUNTRY VILLAGE LI NE,591.228 12414.028|577.498 12480.312|575.981 12487.651|570.676 12513.270|551.906 12508.533|533.053 12504.152|514.116 12500.127|495.108 12496.468|478.730 12493.577|468.866 12491.987|461.785 12490.942|443.484 12488.396|425.141 12486.183|406.756 12484.293|388.343 12482.747|369.909 12481.524|351.447 12480.645|332.978 12480.100|314.503 12479.889|284.828 12479.823|282.234 12479.589|279.725 12478.922|277.369 12477.821|275.237 12476.331|273.399 12474.496|271.903 12472.372|270.798 12470.026|270.120 12467.524|266.261 12446.308|266.024 12399.751|264.744 12341.941|264.584 12313.464|432.334 12312.552|487.139 12328.019|494.053 12329.910|501.001 12331.666|507.978 12333.301|514.982 12334.813|522.015 12336.192|529.075 12337.449|536.150 12338.583|543.245 12339.583|547.236 12340.006|551.249 12340.206|555.262 12340.195|559.274 12339.973|563.259 12339.539|567.222 12338.883|571.144 12338.016|575.010 12336.948|578.819 12335.669|582.545 12334.191|586.194 12332.511|589.746 12330.643|593.185 12328.586|596.519 12326.351|599.721 12323.938|602.790 12321.359|601.070 12366.493
