ADDRESS,POINTS
1111 8500 19 AV SE,11160.780 -1188.480|11160.773 -1201.657|11160.773 -1203.158|11160.773 -1205.126|11160.773 -1208.162|11160.773 -1210.130|11160.766 -1225.097|11160.766 -1230.000|11162.262 -1230.000|11182.772 -1229.956|11185.163 -1229.945|11185.771 -1229.945|11185.771 -1225.075|11185.778 -1223.874|11245.763 -1223.951|11248.357 -1223.951|11250.943 -1223.963|11253.537 -1223.963|11256.130 -1223.963|11258.717 -1223.963|11258.731 -1218.581|11258.731 -1217.469|11246.099 -1217.469|11246.134 -1180.930|11168.246 -1180.986|11166.855 -1181.119|11165.520 -1181.508|11164.275 -1182.142|11163.171 -1182.987|11162.367 -1183.866|11161.710 -1184.855|11161.220 -1185.945|11160.906 -1187.090
1109 8500 19 AV SE,11160.780 -1188.480|11160.773 -1201.657|11160.773 -1203.158|11160.773 -1205.126|11160.773 -1208.162|11160.773 -1210.130|11160.766 -1225.097|11160.766 -1230.000|11162.262 -1230.000|11182.772 -1229.956|11185.163 -1229.945|11185.771 -1229.945|11185.771 -1225.075|11185.778 -1223.874|11245.763 -1223.951|11248.357 -1223.951|11250.943 -1223.963|11253.537 -1223.963|11256.130 -1223.963|11258.717 -1223.963|11258.731 -1218.581|11258.731 -1217.469|11246.099 -1217.469|11246.134 -1180.930|11168.246 -1180.986|11166.855 -1181.119|11165.520 -1181.508|11164.275 -1182.142|11163.171 -1182.987|11162.367 -1183.866|11161.710 -1184.855|11161.220 -1185.945|11160.906 -1187.090
1107 8500 19 AV SE,11160.780 -1188.480|11160.773 -1201.657|11160.773 -1203.158|11160.773 -1205.126|11160.773 -1208.162|11160.773 -1210.130|11160.766 -1225.097|11160.766 -1230.000|11162.262 -1230.000|11182.772 -1229.956|11185.163 -1229.945|11185.771 -1229.945|11185.771 -1225.075|11185.778 -1223.874|11245.763 -1223.951|11248.357 -1223.951|11250.943 -1223.963|11253.537 -1223.963|11256.130 -1223.963|11258.717 -1223.963|11258.731 -1218.581|11258.731 -1217.469|11246.099 -1217.469|11246.134 -1180.930|11168.246 -1180.986|11166.855 -1181.119|11165.520 -1181.508|11164.275 -1182.142|11163.171 -1182.987|11162.367 -1183.866|11161.710 -1184.855|11161.220 -1185.945|11160.906 -1187.090
1201 8500 19 AV SE,11160.780 -1188.480|11160.773 -1201.657|11160.773 -1203.158|11160.773 -1205.126|11160.773 -1208.162|11160.773 -1210.130|11160.766 -1225.097|11160.766 -1230.000|11162.262 -1230.000|11182.772 -1229.956|11185.163 -1229.945|11185.771 -1229.945|11185.771 -1225.075|11185.778 -1223.874|11245.763 -1223.951|11248.357 -1223.951|11250.943 -1223.963|11253.537 -1223.963|11256.130 -1223.963|11258.717 -1223.963|11258.731 -1218.581|11258.731 -1217.469|11246.099 -1217.469|11246.134 -1180.930|11168.246 -1180.986|11166.855 -1181.119|11165.520 -1181.508|11164.275 -1182.142|11163.171 -1182.987|11162.367 -1183.866|11161.710 -1184.855|11161.220 -1185.945|11160.906 -1187.090
1203 8500 19 AV SE,11160.780 -1188.480|11160.773 -1201.657|11160.773 -1203.158|11160.773 -1205.126|11160.773 -1208.162|11160.773 -1210.130|11160.766 -1225.097|11160.766 -1230.000|11162.262 -1230.000|11182.772 -1229.956|11185.163 -1229.945|11185.771 -1229.945|11185.771 -1225.075|11185.778 -1223.874|11245.763 -1223.951|11248.357 -1223.951|11250.943 -1223.963|11253.537 -1223.963|11256.130 -1223.963|11258.717 -1223.963|11258.731 -1218.581|11258.731 -1217.469|11246.099 -1217.469|11246.134 -1180.930|11168.246 -1180.986|11166.855 -1181.119|11165.520 -1181.508|11164.275 -1182.142|11163.171 -1182.987|11162.367 -1183.866|11161.710 -1184.855|11161.220 -1185.945|11160.906 -1187.090
1205 8500 19 AV SE,11160.780 -1188.480|11160.773 -1201.657|11160.773 -1203.158|11160.773 -1205.126|11160.773 -1208.162|11160.773 -1210.130|11160.766 -1225.097|11160.766 -1230.000|11162.262 -1230.000|11182.772 -1229.956|11185.163 -1229.945|11185.771 -1229.945|11185.771 -1225.075|11185.778 -1223.874|11245.763 -1223.951|11248.357 -1223.951|11250.943 -1223.963|11253.537 -1223.963|11256.130 -1223.963|11258.717 -1223.963|11258.731 -1218.581|11258.731 -1217.469|11246.099 -1217.469|11246.134 -1180.930|11168.246 -1180.986|11166.855 -1181.119|11165.520 -1181.508|11164.275 -1182.142|11163.171 -1182.987|11162.367 -1183.866|11161.710 -1184.855|11161.220 -1185.945|11160.906 -1187.090
1206 8500 19 AV SE,11160.780 -1188.480|11160.773 -1201.657|11160.773 -1203.158|11160.773 -1205.126|11160.773 -1208.162|11160.773 -1210.130|11160.766 -1225.097|11160.766 -1230.000|11162.262 -1230.000|11182.772 -1229.956|11185.163 -1229.945|11185.771 -1229.945|11185.771 -1225.075|11185.778 -1223.874|11245.763 -1223.951|11248.357 -1223.951|11250.943 -1223.963|11253.537 -1223.963|11256.130 -1223.963|11258.717 -1223.963|11258.731 -1218.581|11258.731 -1217.469|11246.099 -1217.469|11246.134 -1180.930|11168.246 -1180.986|11166.855 -1181.119|11165.520 -1181.508|11164.275 -1182.142|11163.171 -1182.987|11162.367 -1183.866|11161.710 -1184.855|11161.220 -1185.945|11160.906 -1187.090
1207 8500 19 AV SE,11160.780 -1188.480|11160.773 -1201.657|11160.773 -1203.158|11160.773 -1205.126|11160.773 -1208.162|11160.773 -1210.130|11160.766 -1225.097|11160.766 -1230.000|11162.262 -1230.000|11182.772 -1229.956|11185.163 -1229.945|11185.771 -1229.945|11185.771 -1225.075|11185.778 -1223.874|11245.763 -1223.951|11248.357 -1223.951|11250.943 -1223.963|11253.537 -1223.963|11256.130 -1223.963|11258.717 -1223.963|11258.731 -1218.581|11258.731 -1217.469|11246.099 -1217.469|11246.134 -1180.930|11168.246 -1180.986|11166.855 -1181.119|11165.520 -1181.508|11164.275 -1182.142|11163.171 -1182.987|11162.367 -1183.866|11161.710 -1184.855|11161.220 -1185.945|11160.906 -1187.090
1208 8500 19 AV SE,11160.780 -1188.480|11160.773 -1201.657|11160.773 -1203.158|11160.773 -1205.126|11160.773 -1208.162|11160.773 -1210.130|11160.766 -1225.097|11160.766 -1230.000|11162.262 -1230.000|11182.772 -1229.956|11185.163 -1229.945|11185.771 -1229.945|11185.771 -1225.075|11185.778 -1223.874|11245.763 -1223.951|11248.357 -1223.951|11250.943 -1223.963|11253.537 -1223.963|11256.130 -1223.963|11258.717 -1223.963|11258.731 -1218.581|11258.731 -1217.469|11246.099 -1217.469|11246.134 -1180.930|11168.246 -1180.986|11166.855 -1181.119|11165.520 -1181.508|11164.275 -1182.142|11163.171 -1182.987|11162.367 -1183.866|11161.710 -1184.855|11161.220 -1185.945|11160.906 -1187.090
1210 8500 19 AV SE,11160.780 -1188.480|11160.773 -1201.657|11160.773 -1203.158|11160.773 -1205.126|11160.773 -1208.162|11160.773 -1210.130|11160.766 -1225.097|11160.766 -1230.000|11162.262 -1230.000|11182.772 -1229.956|11185.163 -1229.945|11185.771 -1229.945|11185.771 -1225.075|11185.778 -1223.874|11245.763 -1223.951|11248.357 -1223.951|11250.943 -1223.963|11253.537 -1223.963|11256.130 -1223.963|11258.717 -1223.963|11258.731 -1218.581|11258.731 -1217.469|11246.099 -1217.469|11246.134 -1180.930|11168.246 -1180.986|11166.855 -1181.119|11165.520 -1181.508|11164.275 -1182.142|11163.171 -1182.987|11162.367 -1183.866|11161.710 -1184.855|11161.220 -1185.945|11160.906 -1187.090
1212 8500 19 AV SE,11160.780 -1188.480|11160.773 -1201.657|11160.773 -1203.158|11160.773 -1205.126|11160.773 -1208.162|11160.773 -1210.130|11160.766 -1225.097|11160.766 -1230.000|11162.262 -1230.000|11182.772 -1229.956|11185.163 -1229.945|11185.771 -1229.945|11185.771 -1225.075|11185.778 -1223.874|11245.763 -1223.951|11248.357 -1223.951|11250.943 -1223.963|11253.537 -1223.963|11256.130 -1223.963|11258.717 -1223.963|11258.731 -1218.581|11258.731 -1217.469|11246.099 -1217.469|11246.134 -1180.930|11168.246 -1180.986|11166.855 -1181.119|11165.520 -1181.508|11164.275 -1182.142|11163.171 -1182.987|11162.367 -1183.866|11161.710 -1184.855|11161.220 -1185.945|11160.906 -1187.090
1214 8500 19 AV SE,11160.780 -1188.480|11160.773 -1201.657|11160.773 -1203.158|11160.773 -1205.126|11160.773 -1208.162|11160.773 -1210.130|11160.766 -1225.097|11160.766 -1230.000|11162.262 -1230.000|11182.772 -1229.956|11185.163 -1229.945|11185.771 -1229.945|11185.771 -1225.075|11185.778 -1223.874|11245.763 -1223.951|11248.357 -1223.951|11250.943 -1223.963|11253.537 -1223.963|11256.130 -1223.963|11258.717 -1223.963|11258.731 -1218.581|11258.731 -1217.469|11246.099 -1217.469|11246.134 -1180.930|11168.246 -1180.986|11166.855 -1181.119|11165.520 -1181.508|11164.275 -1182.142|11163.171 -1182.987|11162.367 -1183.866|11161.710 -1184.855|11161.220 -1185.945|11160.906 -1187.090
1216 8500 19 AV SE,11160.780 -1188.480|11160.773 -1201.657|11160.773 -1203.158|11160.773 -1205.126|11160.773 -1208.162|11160.773 -1210.130|11160.766 -1225.097|11160.766 -1230.000|11162.262 -1230.000|11182.772 -1229.956|11185.163 -1229.945|11185.771 -1229.945|11185.771 -1225.075|11185.778 -1223.874|11245.763 -1223.951|11248.357 -1223.951|11250.943 -1223.963|11253.537 -1223.963|11256.130 -1223.963|11258.717 -1223.963|11258.731 -1218.581|11258.731 -1217.469|11246.099 -1217.469|11246.134 -1180.930|11168.246 -1180.986|11166.855 -1181.119|11165.520 -1181.508|11164.275 -1182.142|11163.171 -1182.987|11162.367 -1183.866|11161.710 -1184.855|11161.220 -1185.945|11160.906 -1187.090
1215 8500 19 AV SE,11160.780 -1188.480|11160.773 -1201.657|11160.773 -1203.158|11160.773 -1205.126|11160.773 -1208.162|11160.773 -1210.130|11160.766 -1225.097|11160.766 -1230.000|11162.262 -1230.000|11182.772 -1229.956|11185.163 -1229.945|11185.771 -1229.945|11185.771 -1225.075|11185.778 -1223.874|11245.763 -1223.951|11248.357 -1223.951|11250.943 -1223.963|11253.537 -1223.963|11256.130 -1223.963|11258.717 -1223.963|11258.731 -1218.581|11258.731 -1217.469|11246.099 -1217.469|11246.134 -1180.930|11168.246 -1180.986|11166.855 -1181.119|11165.520 -1181.508|11164.275 -1182.142|11163.171 -1182.987|11162.367 -1183.866|11161.710 -1184.855|11161.220 -1185.945|11160.906 -1187.090
1213 8500 19 AV SE,11160.780 -1188.480|11160.773 -1201.657|11160.773 -1203.158|11160.773 -1205.126|11160.773 -1208.162|11160.773 -1210.130|11160.766 -1225.097|11160.766 -1230.000|11162.262 -1230.000|11182.772 -1229.956|11185.163 -1229.945|11185.771 -1229.945|11185.771 -1225.075|11185.778 -1223.874|11245.763 -1223.951|11248.357 -1223.951|11250.943 -1223.963|11253.537 -1223.963|11256.130 -1223.963|11258.717 -1223.963|11258.731 -1218.581|11258.731 -1217.469|11246.099 -1217.469|11246.134 -1180.930|11168.246 -1180.986|11166.855 -1181.119|11165.520 -1181.508|11164.275 -1182.142|11163.171 -1182.987|11162.367 -1183.866|11161.710 -1184.855|11161.220 -1185.945|11160.906 -1187.090
1211 8500 19 AV SE,11160.780 -1188.480|11160.773 -1201.657|11160.773 -1203.158|11160.773 -1205.126|11160.773 -1208.162|11160.773 -1210.130|11160.766 -1225.097|11160.766 -1230.000|11162.262 -1230.000|11182.772 -1229.956|11185.163 -1229.945|11185.771 -1229.945|11185.771 -1225.075|11185.778 -1223.874|11245.763 -1223.951|11248.357 -1223.951|11250.943 -1223.963|11253.537 -1223.963|11256.130 -1223.963|11258.717 -1223.963|11258.731 -1218.581|11258.731 -1217.469|11246.099 -1217.469|11246.134 -1180.930|11168.246 -1180.986|11166.855 -1181.119|11165.520 -1181.508|11164.275 -1182.142|11163.171 -1182.987|11162.367 -1183.866|11161.710 -1184.855|11161.220 -1185.945|11160.906 -1187.090
1209 8500 19 AV SE,11160.780 -1188.480|11160.773 -1201.657|11160.773 -1203.158|11160.773 -1205.126|11160.773 -1208.162|11160.773 -1210.130|11160.766 -1225.097|11160.766 -1230.000|11162.262 -1230.000|11182.772 -1229.956|11185.163 -1229.945|11185.771 -1229.945|11185.771 -1225.075|11185.778 -1223.874|11245.763 -1223.951|11248.357 -1223.951|11250.943 -1223.963|11253.537 -1223.963|11256.130 -1223.963|11258.717 -1223.963|11258.731 -1218.581|11258.731 -1217.469|11246.099 -1217.469|11246.134 -1180.930|11168.246 -1180.986|11166.855 -1181.119|11165.520 -1181.508|11164.275 -1182.142|11163.171 -1182.987|11162.367 -1183.866|11161.710 -1184.855|11161.220 -1185.945|11160.906 -1187.090
1204 8500 19 AV SE,11160.780 -1188.480|11160.773 -1201.657|11160.773 -1203.158|11160.773 -1205.126|11160.773 -1208.162|11160.773 -1210.130|11160.766 -1225.097|11160.766 -1230.000|11162.262 -1230.000|11182.772 -1229.956|11185.163 -1229.945|11185.771 -1229.945|11185.771 -1225.075|11185.778 -1223.874|11245.763 -1223.951|11248.357 -1223.951|11250.943 -1223.963|11253.537 -1223.963|11256.130 -1223.963|11258.717 -1223.963|11258.731 -1218.581|11258.731 -1217.469|11246.099 -1217.469|11246.134 -1180.930|11168.246 -1180.986|11166.855 -1181.119|11165.520 -1181.508|11164.275 -1182.142|11163.171 -1182.987|11162.367 -1183.866|11161.710 -1184.855|11161.220 -1185.945|11160.906 -1187.090
1202 8500 19 AV SE,11160.780 -1188.480|11160.773 -1201.657|11160.773 -1203.158|11160.773 -1205.126|11160.773 -1208.162|11160.773 -1210.130|11160.766 -1225.097|11160.766 -1230.000|11162.262 -1230.000|11182.772 -1229.956|11185.163 -1229.945|11185.771 -1229.945|11185.771 -1225.075|11185.778 -1223.874|11245.763 -1223.951|11248.357 -1223.951|11250.943 -1223.963|11253.537 -1223.963|11256.130 -1223.963|11258.717 -1223.963|11258.731 -1218.581|11258.731 -1217.469|11246.099 -1217.469|11246.134 -1180.930|11168.246 -1180.986|11166.855 -1181.119|11165.520 -1181.508|11164.275 -1182.142|11163.171 -1182.987|11162.367 -1183.866|11161.710 -1184.855|11161.220 -1185.945|11160.906 -1187.090
1301 8500 19 AV SE,11160.780 -1188.480|11160.773 -1201.657|11160.773 -1203.158|11160.773 -1205.126|11160.773 -1208.162|11160.773 -1210.130|11160.766 -1225.097|11160.766 -1230.000|11162.262 -1230.000|11182.772 -1229.956|11185.163 -1229.945|11185.771 -1229.945|11185.771 -1225.075|11185.778 -1223.874|11245.763 -1223.951|11248.357 -1223.951|11250.943 -1223.963|11253.537 -1223.963|11256.130 -1223.963|11258.717 -1223.963|11258.731 -1218.581|11258.731 -1217.469|11246.099 -1217.469|11246.134 -1180.930|11168.246 -1180.986|11166.855 -1181.119|11165.520 -1181.508|11164.275 -1182.142|11163.171 -1182.987|11162.367 -1183.866|11161.710 -1184.855|11161.220 -1185.945|11160.906 -1187.090
1303 8500 19 AV SE,11160.780 -1188.480|11160.773 -1201.657|11160.773 -1203.158|11160.773 -1205.126|11160.773 -1208.162|11160.773 -1210.130|11160.766 -1225.097|11160.766 -1230.000|11162.262 -1230.000|11182.772 -1229.956|11185.163 -1229.945|11185.771 -1229.945|11185.771 -1225.075|11185.778 -1223.874|11245.763 -1223.951|11248.357 -1223.951|11250.943 -1223.963|11253.537 -1223.963|11256.130 -1223.963|11258.717 -1223.963|11258.731 -1218.581|11258.731 -1217.469|11246.099 -1217.469|11246.134 -1180.930|11168.246 -1180.986|11166.855 -1181.119|11165.520 -1181.508|11164.275 -1182.142|11163.171 -1182.987|11162.367 -1183.866|11161.710 -1184.855|11161.220 -1185.945|11160.906 -1187.090
1305 8500 19 AV SE,11160.780 -1188.480|11160.773 -1201.657|11160.773 -1203.158|11160.773 -1205.126|11160.773 -1208.162|11160.773 -1210.130|11160.766 -1225.097|11160.766 -1230.000|11162.262 -1230.000|11182.772 -1229.956|11185.163 -1229.945|11185.771 -1229.945|11185.771 -1225.075|11185.778 -1223.874|11245.763 -1223.951|11248.357 -1223.951|11250.943 -1223.963|11253.537 -1223.963|11256.130 -1223.963|11258.717 -1223.963|11258.731 -1218.581|11258.731 -1217.469|11246.099 -1217.469|11246.134 -1180.930|11168.246 -1180.986|11166.855 -1181.119|11165.520 -1181.508|11164.275 -1182.142|11163.171 -1182.987|11162.367 -1183.866|11161.710 -1184.855|11161.220 -1185.945|11160.906 -1187.090
1306 8500 19 AV SE,11160.780 -1188.480|11160.773 -1201.657|11160.773 -1203.158|11160.773 -1205.126|11160.773 -1208.162|11160.773 -1210.130|11160.766 -1225.097|11160.766 -1230.000|11162.262 -1230.000|11182.772 -1229.956|11185.163 -1229.945|11185.771 -1229.945|11185.771 -1225.075|11185.778 -1223.874|11245.763 -1223.951|11248.357 -1223.951|11250.943 -1223.963|11253.537 -1223.963|11256.130 -1223.963|11258.717 -1223.963|11258.731 -1218.581|11258.731 -1217.469|11246.099 -1217.469|11246.134 -1180.930|11168.246 -1180.986|11166.855 -1181.119|11165.520 -1181.508|11164.275 -1182.142|11163.171 -1182.987|11162.367 -1183.866|11161.710 -1184.855|11161.220 -1185.945|11160.906 -1187.090
1307 8500 19 AV SE,11160.780 -1188.480|11160.773 -1201.657|11160.773 -1203.158|11160.773 -1205.126|11160.773 -1208.162|11160.773 -1210.130|11160.766 -1225.097|11160.766 -1230.000|11162.262 -1230.000|11182.772 -1229.956|11185.163 -1229.945|11185.771 -1229.945|11185.771 -1225.075|11185.778 -1223.874|11245.763 -1223.951|11248.357 -1223.951|11250.943 -1223.963|11253.537 -1223.963|11256.130 -1223.963|11258.717 -1223.963|11258.731 -1218.581|11258.731 -1217.469|11246.099 -1217.469|11246.134 -1180.930|11168.246 -1180.986|11166.855 -1181.119|11165.520 -1181.508|11164.275 -1182.142|11163.171 -1182.987|11162.367 -1183.866|11161.710 -1184.855|11161.220 -1185.945|11160.906 -1187.090
1308 8500 19 AV SE,11160.780 -1188.480|11160.773 -1201.657|11160.773 -1203.158|11160.773 -1205.126|11160.773 -1208.162|11160.773 -1210.130|11160.766 -1225.097|11160.766 -1230.000|11162.262 -1230.000|11182.772 -1229.956|11185.163 -1229.945|11185.771 -1229.945|11185.771 -1225.075|11185.778 -1223.874|11245.763 -1223.951|11248.357 -1223.951|11250.943 -1223.963|11253.537 -1223.963|11256.130 -1223.963|11258.717 -1223.963|11258.731 -1218.581|11258.731 -1217.469|11246.099 -1217.469|11246.134 -1180.930|11168.246 -1180.986|11166.855 -1181.119|11165.520 -1181.508|11164.275 -1182.142|11163.171 -1182.987|11162.367 -1183.866|11161.710 -1184.855|11161.220 -1185.945|11160.906 -1187.090
1310 8500 19 AV SE,11160.780 -1188.480|11160.773 -1201.657|11160.773 -1203.158|11160.773 -1205.126|11160.773 -1208.162|11160.773 -1210.130|11160.766 -1225.097|11160.766 -1230.000|11162.262 -1230.000|11182.772 -1229.956|11185.163 -1229.945|11185.771 -1229.945|11185.771 -1225.075|11185.778 -1223.874|11245.763 -1223.951|11248.357 -1223.951|11250.943 -1223.963|11253.537 -1223.963|11256.130 -1223.963|11258.717 -1223.963|11258.731 -1218.581|11258.731 -1217.469|11246.099 -1217.469|11246.134 -1180.930|11168.246 -1180.986|11166.855 -1181.119|11165.520 -1181.508|11164.275 -1182.142|11163.171 -1182.987|11162.367 -1183.866|11161.710 -1184.855|11161.220 -1185.945|11160.906 -1187.090
