ADDRESS,POINTS
25 VALLEY WOODS WY NW,-13711.925 5659.493|-13670.031 5640.667|-13634.743 5653.744|-13617.232 5614.370|-13618.665 5608.788|-13619.937 5603.161|-13621.041 5597.501|-13621.978 5591.808|-13622.747 5586.093|-13623.341 5580.366|-13623.768 5574.606|-13624.019 5568.847|-13623.957 5564.677|-13623.481 5560.518|-13622.607 5556.437|-13621.342 5552.456|-13619.692 5548.620|-13617.679 5544.962|-13615.316 5541.515|-13612.632 5538.312|-13609.654 5535.388|-13606.396 5532.764|-13602.901 5530.462|-13599.203 5528.516|-13595.331 5526.948|-13591.325 5525.759|-13587.222 5524.958|-13583.055 5524.558|-13575.582 5524.035|-13568.145 5523.112|-13560.770 5521.789|-13553.479 5520.065|-13546.285 5517.964|-13539.218 5515.473|-13532.297 5512.604|-13525.538 5509.379|-13520.379 5506.844|-13515.136 5504.487|-13509.823 5502.308|-13504.440 5500.306|-13498.988 5498.494|-13493.486 5496.848|-13487.929 5495.391|-13482.322 5494.124|-13478.226 5493.434|-13474.088 5493.045|-13469.935 5492.945|-13465.783 5493.167|-13461.666 5493.679|-13457.590 5494.490|-13453.585 5495.602|-13449.670 5497.004|-13445.874 5498.683|-13442.211 5500.640|-13438.695 5502.863|-13435.353 5505.321|-13432.201 5508.034|-13429.258 5510.958|-13426.531 5514.094|-13424.050 5517.419|-13420.904 5522.089|-13417.905 5526.848|-13415.053 5531.696|-13412.341 5536.633|-13409.789 5541.648|-13407.385 5546.730|-13405.134 5551.889|-13403.043 5557.115|-13401.114 5562.397|-13399.339 5567.735|-13397.731 5573.128|-13396.284 5578.565|-13395.004 5584.047|-13393.886 5589.562|-13392.942 5595.100|-13392.166 5600.671|-13383.218 5601.093|-13377.444 5601.571|-13376.969 5596.000|-13376.235 5590.463|-13375.235 5584.970|-13373.984 5579.521|-13372.481 5574.139|-13370.726 5568.835|-13368.720 5563.620|-13366.476 5558.505|-13365.889 5558.572|-13353.796 5560.273|-13341.779 5562.475|-13329.860 5565.166|-13318.067 5568.335|-13306.414 5571.993|-13294.915 5576.119|-13283.597 5580.711|-13272.475 5585.759|-13266.883 5581.089|-13261.088 5576.686|-13255.090 5572.538|-13248.917 5568.680|-13242.570 5565.110|-13236.062 5561.819|-13229.414 5558.839|-13222.640 5556.170|-13215.748 5553.802|-13208.750 5551.756|-13201.676 5550.032|-13194.518 5548.631|-13187.310 5547.564|-13180.061 5546.819|-13172.791 5546.419|-13165.500 5546.341|-13175.496 5555.848|-13182.109 5556.493|-13188.282 5557.227|-13194.413 5558.216|-13200.501 5559.462|-13206.534 5560.952|-13212.497 5562.686|-13218.383 5564.677|-13224.178 5566.901|-13229.882 5569.369|-13235.475 5572.071|-13240.955 5574.996|-13246.303 5578.154|-13251.518 5581.523|-13256.593 5585.103|-13261.514 5588.895|-13266.268 5592.887|-13270.861 5597.068|-13271.315 5597.513|-13292.391 5586.682|-13303.261 5581.100|-13317.606 5573.728|-13332.782 5572.227|-13347.749 5570.748|-13359.926 5569.547|-13360.185 5571.326|-13366.246 5612.991|-13372.544 5612.157|-13378.500 5611.523|-13384.470 5611.034|-13385.686 5610.945|-13388.958 5610.778|-13388.832 5607.287|-13388.657 5602.294|-13393.648 5602.116|-13393.823 5607.220|-13393.949 5610.723|-13398.751 5610.878|-13403.540 5611.256|-13425.049 5570.848|-13425.937 5569.180|-13438.555 5571.493|-13451.173 5573.806|-13463.798 5576.130|-13476.416 5578.443|-13489.033 5580.756|-13500.645 5582.890|-13501.518 5583.313|-13512.500 5588.706|-13523.482 5594.110|-13534.464 5599.503|-13545.439 5604.896|-13556.422 5610.289|-13567.404 5615.682|-13581.888 5622.798|-13594.645 5629.070|-13596.687 5631.449|-13611.786 5649.074|-13624.047 5663.384|-13648.500 5661.049|-13665.445 5659.426|-13673.030 5660.571|-13682.236 5661.972|-13695.749 5668.844|-13697.552 5669.756|-13708.045 5676.038|-13713.567 5684.478|-13717.762 5690.894|-13717.727 5693.518|-13751.763 5682.832|-13790.728 5686.891|-13816.516 5704.215|-13816.509 5692.128|-13794.266 5677.206|-13750.771 5672.680|-13722.858 5681.431
