ADDRESS,POINTS
1 3355 SPRUCE DR SW,-4520.377 -292.116|-4482.573 -292.071|-4481.957 -284.466|-4481.202 -276.882|-4517.336 -276.882|-4520.377 -279.940
2 3355 SPRUCE DR SW,-4520.377 -292.116|-4482.573 -292.071|-4481.957 -284.466|-4481.202 -276.882|-4517.336 -276.882|-4520.377 -279.940
3 3355 SPRUCE DR SW,-4520.377 -292.116|-4482.573 -292.071|-4481.957 -284.466|-4481.202 -276.882|-4517.336 -276.882|-4520.377 -279.940
4 3355 SPRUCE DR SW,-4520.377 -292.116|-4482.573 -292.071|-4481.957 -284.466|-4481.202 -276.882|-4517.336 -276.882|-4520.377 -279.940
