ADDRESS,POINTS
21900 SHERIFF KING ST SW,444.644 -21377.821|442.260 -21377.821|441.387 -21377.821|441.268 -21377.821|163.837 -21377.821|93.862 -21377.832|61.140 -21377.832|53.199 -21377.832|45.313 -21377.832|45.104 -21478.385|444.421 -21478.374
