ADDRESS,POINTS
370 CANYON MEADOWS DR SE,418.486 -12928.874|410.691 -12927.395|402.869 -12926.061|395.012 -12924.905|387.141 -12923.904|379.248 -12923.070|371.342 -12922.392|363.422 -12921.891|355.495 -12921.547|347.561 -12921.358|339.619 -12921.346|331.685 -12921.491|323.758 -12921.802|315.831 -12922.280|307.924 -12922.925|300.025 -12923.726|292.147 -12924.693|286.750 -12920.690|255.181 -12926.561|256.468 -12931.254|257.873 -12935.902|259.404 -12940.505|261.060 -12945.075|262.843 -12949.590|264.737 -12954.060|266.758 -12958.474|268.897 -12962.844|271.155 -12967.136|273.524 -12971.373|276.006 -12975.554|278.599 -12979.657|281.305 -12983.682|284.115 -12987.641|287.037 -12991.522|290.057 -12995.324|293.175 -12999.038|296.397 -13002.674|299.718 -13006.210|303.129 -13009.657|306.631 -13013.015|310.224 -13016.273|313.908 -13019.443|317.669 -13022.500|321.514 -13025.458|325.436 -13028.316|329.434 -13031.062|333.510 -13033.698|337.648 -13036.222|341.856 -13038.635|346.127 -13040.925|350.455 -13043.105|352.999 -13044.072|355.669 -13044.550|358.389 -13044.528|361.052 -13044.028|363.583 -13043.038|365.897 -13041.604|367.910 -13039.780|369.560 -13037.612|382.674 -13016.752
