ADDRESS,POINTS
542 BELMONT AV SW,212.889 -20218.825|208.128 -20218.825|183.592 -20218.803|88.277 -20218.747|54.485 -20218.725|54.401 -20258.232|55.806 -20265.593|57.162 -20272.098|58.742 -20278.559|60.539 -20284.952|62.552 -20291.279|63.090 -20292.558|63.824 -20293.737|64.726 -20294.782|65.781 -20295.672|75.163 -20295.683|212.721 -20295.772|217.195 -20291.279|217.272 -20256.987|217.349 -20223.328
18V 550 BELMONT ST SW,845.758 -19917.131|843.968 -19917.120|841.298 -19917.120|730.289 -19917.053|726.892 -19917.053|726.885 -19918.854|726.822 -19944.318|726.647 -20020.564|726.640 -20021.020|726.633 -20025.201|726.535 -20067.311|726.528 -20069.145|729.996 -20069.156|841.025 -20069.212|845.485 -20069.223|845.541 -20038.900|845.597 -20009.400|845.646 -19981.646|845.709 -19944.440
19V 550 BELMONT ST SW,845.758 -19917.131|843.968 -19917.120|841.298 -19917.120|730.289 -19917.053|726.892 -19917.053|726.885 -19918.854|726.822 -19944.318|726.647 -20020.564|726.640 -20021.020|726.633 -20025.201|726.535 -20067.311|726.528 -20069.145|729.996 -20069.156|841.025 -20069.212|845.485 -20069.223|845.541 -20038.900|845.597 -20009.400|845.646 -19981.646|845.709 -19944.440
20V 550 BELMONT ST SW,845.758 -19917.131|843.968 -19917.120|841.298 -19917.120|730.289 -19917.053|726.892 -19917.053|726.885 -19918.854|726.822 -19944.318|726.647 -20020.564|726.640 -20021.020|726.633 -20025.201|726.535 -20067.311|726.528 -20069.145|729.996 -20069.156|841.025 -20069.212|845.485 -20069.223|845.541 -20038.900|845.597 -20009.400|845.646 -19981.646|845.709 -19944.440
21V 550 BELMONT ST SW,845.758 -19917.131|843.968 -19917.120|841.298 -19917.120|730.289 -19917.053|726.892 -19917.053|726.885 -19918.854|726.822 -19944.318|726.647 -20020.564|726.640 -20021.020|726.633 -20025.201|726.535 -20067.311|726.528 -20069.145|729.996 -20069.156|841.025 -20069.212|845.485 -20069.223|845.541 -20038.900|845.597 -20009.400|845.646 -19981.646|845.709 -19944.440
22V 550 BELMONT ST SW,845.758 -19917.131|843.968 -19917.120|841.298 -19917.120|730.289 -19917.053|726.892 -19917.053|726.885 -19918.854|726.822 -19944.318|726.647 -20020.564|726.640 -20021.020|726.633 -20025.201|726.535 -20067.311|726.528 -20069.145|729.996 -20069.156|841.025 -20069.212|845.485 -20069.223|845.541 -20038.900|845.597 -20009.400|845.646 -19981.646|845.709 -19944.440
23V 550 BELMONT ST SW,845.758 -19917.131|843.968 -19917.120|841.298 -19917.120|730.289 -19917.053|726.892 -19917.053|726.885 -19918.854|726.822 -19944.318|726.647 -20020.564|726.640 -20021.020|726.633 -20025.201|726.535 -20067.311|726.528 -20069.145|729.996 -20069.156|841.025 -20069.212|845.485 -20069.223|845.541 -20038.900|845.597 -20009.400|845.646 -19981.646|845.709 -19944.440
24V 550 BELMONT ST SW,845.758 -19917.131|843.968 -19917.120|841.298 -19917.120|730.289 -19917.053|726.892 -19917.053|726.885 -19918.854|726.822 -19944.318|726.647 -20020.564|726.640 -20021.020|726.633 -20025.201|726.535 -20067.311|726.528 -20069.145|729.996 -20069.156|841.025 -20069.212|845.485 -20069.223|845.541 -20038.900|845.597 -20009.400|845.646 -19981.646|845.709 -19944.440
25V 550 BELMONT ST SW,845.758 -19917.131|843.968 -19917.120|841.298 -19917.120|730.289 -19917.053|726.892 -19917.053|726.885 -19918.854|726.822 -19944.318|726.647 -20020.564|726.640 -20021.020|726.633 -20025.201|726.535 -20067.311|726.528 -20069.145|729.996 -20069.156|841.025 -20069.212|845.485 -20069.223|845.541 -20038.900|845.597 -20009.400|845.646 -19981.646|845.709 -19944.440
26V 550 BELMONT ST SW,845.758 -19917.131|843.968 -19917.120|841.298 -19917.120|730.289 -19917.053|726.892 -19917.053|726.885 -19918.854|726.822 -19944.318|726.647 -20020.564|726.640 -20021.020|726.633 -20025.201|726.535 -20067.311|726.528 -20069.145|729.996 -20069.156|841.025 -20069.212|845.485 -20069.223|845.541 -20038.900|845.597 -20009.400|845.646 -19981.646|845.709 -19944.440
27V 550 BELMONT ST SW,845.758 -19917.131|843.968 -19917.120|841.298 -19917.120|730.289 -19917.053|726.892 -19917.053|726.885 -19918.854|726.822 -19944.318|726.647 -20020.564|726.640 -20021.020|726.633 -20025.201|726.535 -20067.311|726.528 -20069.145|729.996 -20069.156|841.025 -20069.212|845.485 -20069.223|845.541 -20038.900|845.597 -20009.400|845.646 -19981.646|845.709 -19944.440
28V 550 BELMONT ST SW,845.758 -19917.131|843.968 -19917.120|841.298 -19917.120|730.289 -19917.053|726.892 -19917.053|726.885 -19918.854|726.822 -19944.318|726.647 -20020.564|726.640 -20021.020|726.633 -20025.201|726.535 -20067.311|726.528 -20069.145|729.996 -20069.156|841.025 -20069.212|845.485 -20069.223|845.541 -20038.900|845.597 -20009.400|845.646 -19981.646|845.709 -19944.440
29V 550 BELMONT ST SW,845.758 -19917.131|843.968 -19917.120|841.298 -19917.120|730.289 -19917.053|726.892 -19917.053|726.885 -19918.854|726.822 -19944.318|726.647 -20020.564|726.640 -20021.020|726.633 -20025.201|726.535 -20067.311|726.528 -20069.145|729.996 -20069.156|841.025 -20069.212|845.485 -20069.223|845.541 -20038.900|845.597 -20009.400|845.646 -19981.646|845.709 -19944.440
30V 550 BELMONT ST SW,845.758 -19917.131|843.968 -19917.120|841.298 -19917.120|730.289 -19917.053|726.892 -19917.053|726.885 -19918.854|726.822 -19944.318|726.647 -20020.564|726.640 -20021.020|726.633 -20025.201|726.535 -20067.311|726.528 -20069.145|729.996 -20069.156|841.025 -20069.212|845.485 -20069.223|845.541 -20038.900|845.597 -20009.400|845.646 -19981.646|845.709 -19944.440
31V 550 BELMONT ST SW,845.758 -19917.131|843.968 -19917.120|841.298 -19917.120|730.289 -19917.053|726.892 -19917.053|726.885 -19918.854|726.822 -19944.318|726.647 -20020.564|726.640 -20021.020|726.633 -20025.201|726.535 -20067.311|726.528 -20069.145|729.996 -20069.156|841.025 -20069.212|845.485 -20069.223|845.541 -20038.900|845.597 -20009.400|845.646 -19981.646|845.709 -19944.440
32V 550 BELMONT ST SW,845.758 -19917.131|843.968 -19917.120|841.298 -19917.120|730.289 -19917.053|726.892 -19917.053|726.885 -19918.854|726.822 -19944.318|726.647 -20020.564|726.640 -20021.020|726.633 -20025.201|726.535 -20067.311|726.528 -20069.145|729.996 -20069.156|841.025 -20069.212|845.485 -20069.223|845.541 -20038.900|845.597 -20009.400|845.646 -19981.646|845.709 -19944.440
33V 550 BELMONT ST SW,845.758 -19917.131|843.968 -19917.120|841.298 -19917.120|730.289 -19917.053|726.892 -19917.053|726.885 -19918.854|726.822 -19944.318|726.647 -20020.564|726.640 -20021.020|726.633 -20025.201|726.535 -20067.311|726.528 -20069.145|729.996 -20069.156|841.025 -20069.212|845.485 -20069.223|845.541 -20038.900|845.597 -20009.400|845.646 -19981.646|845.709 -19944.440
34V 550 BELMONT ST SW,845.758 -19917.131|843.968 -19917.120|841.298 -19917.120|730.289 -19917.053|726.892 -19917.053|726.885 -19918.854|726.822 -19944.318|726.647 -20020.564|726.640 -20021.020|726.633 -20025.201|726.535 -20067.311|726.528 -20069.145|729.996 -20069.156|841.025 -20069.212|845.485 -20069.223|845.541 -20038.900|845.597 -20009.400|845.646 -19981.646|845.709 -19944.440
35V 550 BELMONT ST SW,845.758 -19917.131|843.968 -19917.120|841.298 -19917.120|730.289 -19917.053|726.892 -19917.053|726.885 -19918.854|726.822 -19944.318|726.647 -20020.564|726.640 -20021.020|726.633 -20025.201|726.535 -20067.311|726.528 -20069.145|729.996 -20069.156|841.025 -20069.212|845.485 -20069.223|845.541 -20038.900|845.597 -20009.400|845.646 -19981.646|845.709 -19944.440
36V 550 BELMONT ST SW,845.758 -19917.131|843.968 -19917.120|841.298 -19917.120|730.289 -19917.053|726.892 -19917.053|726.885 -19918.854|726.822 -19944.318|726.647 -20020.564|726.640 -20021.020|726.633 -20025.201|726.535 -20067.311|726.528 -20069.145|729.996 -20069.156|841.025 -20069.212|845.485 -20069.223|845.541 -20038.900|845.597 -20009.400|845.646 -19981.646|845.709 -19944.440
37V 550 BELMONT ST SW,845.758 -19917.131|843.968 -19917.120|841.298 -19917.120|730.289 -19917.053|726.892 -19917.053|726.885 -19918.854|726.822 -19944.318|726.647 -20020.564|726.640 -20021.020|726.633 -20025.201|726.535 -20067.311|726.528 -20069.145|729.996 -20069.156|841.025 -20069.212|845.485 -20069.223|845.541 -20038.900|845.597 -20009.400|845.646 -19981.646|845.709 -19944.440
38V 550 BELMONT ST SW,845.758 -19917.131|843.968 -19917.120|841.298 -19917.120|730.289 -19917.053|726.892 -19917.053|726.885 -19918.854|726.822 -19944.318|726.647 -20020.564|726.640 -20021.020|726.633 -20025.201|726.535 -20067.311|726.528 -20069.145|729.996 -20069.156|841.025 -20069.212|845.485 -20069.223|845.541 -20038.900|845.597 -20009.400|845.646 -19981.646|845.709 -19944.440
39V 550 BELMONT ST SW,845.758 -19917.131|843.968 -19917.120|841.298 -19917.120|730.289 -19917.053|726.892 -19917.053|726.885 -19918.854|726.822 -19944.318|726.647 -20020.564|726.640 -20021.020|726.633 -20025.201|726.535 -20067.311|726.528 -20069.145|729.996 -20069.156|841.025 -20069.212|845.485 -20069.223|845.541 -20038.900|845.597 -20009.400|845.646 -19981.646|845.709 -19944.440
40V 550 BELMONT ST SW,845.758 -19917.131|843.968 -19917.120|841.298 -19917.120|730.289 -19917.053|726.892 -19917.053|726.885 -19918.854|726.822 -19944.318|726.647 -20020.564|726.640 -20021.020|726.633 -20025.201|726.535 -20067.311|726.528 -20069.145|729.996 -20069.156|841.025 -20069.212|845.485 -20069.223|845.541 -20038.900|845.597 -20009.400|845.646 -19981.646|845.709 -19944.440
41V 550 BELMONT ST SW,845.758 -19917.131|843.968 -19917.120|841.298 -19917.120|730.289 -19917.053|726.892 -19917.053|726.885 -19918.854|726.822 -19944.318|726.647 -20020.564|726.640 -20021.020|726.633 -20025.201|726.535 -20067.311|726.528 -20069.145|729.996 -20069.156|841.025 -20069.212|845.485 -20069.223|845.541 -20038.900|845.597 -20009.400|845.646 -19981.646|845.709 -19944.440
42V 550 BELMONT ST SW,845.758 -19917.131|843.968 -19917.120|841.298 -19917.120|730.289 -19917.053|726.892 -19917.053|726.885 -19918.854|726.822 -19944.318|726.647 -20020.564|726.640 -20021.020|726.633 -20025.201|726.535 -20067.311|726.528 -20069.145|729.996 -20069.156|841.025 -20069.212|845.485 -20069.223|845.541 -20038.900|845.597 -20009.400|845.646 -19981.646|845.709 -19944.440
43V 550 BELMONT ST SW,845.758 -19917.131|843.968 -19917.120|841.298 -19917.120|730.289 -19917.053|726.892 -19917.053|726.885 -19918.854|726.822 -19944.318|726.647 -20020.564|726.640 -20021.020|726.633 -20025.201|726.535 -20067.311|726.528 -20069.145|729.996 -20069.156|841.025 -20069.212|845.485 -20069.223|845.541 -20038.900|845.597 -20009.400|845.646 -19981.646|845.709 -19944.440
44V 550 BELMONT ST SW,845.758 -19917.131|843.968 -19917.120|841.298 -19917.120|730.289 -19917.053|726.892 -19917.053|726.885 -19918.854|726.822 -19944.318|726.647 -20020.564|726.640 -20021.020|726.633 -20025.201|726.535 -20067.311|726.528 -20069.145|729.996 -20069.156|841.025 -20069.212|845.485 -20069.223|845.541 -20038.900|845.597 -20009.400|845.646 -19981.646|845.709 -19944.440
45V 550 BELMONT ST SW,845.758 -19917.131|843.968 -19917.120|841.298 -19917.120|730.289 -19917.053|726.892 -19917.053|726.885 -19918.854|726.822 -19944.318|726.647 -20020.564|726.640 -20021.020|726.633 -20025.201|726.535 -20067.311|726.528 -20069.145|729.996 -20069.156|841.025 -20069.212|845.485 -20069.223|845.541 -20038.900|845.597 -20009.400|845.646 -19981.646|845.709 -19944.440
46V 550 BELMONT ST SW,845.758 -19917.131|843.968 -19917.120|841.298 -19917.120|730.289 -19917.053|726.892 -19917.053|726.885 -19918.854|726.822 -19944.318|726.647 -20020.564|726.640 -20021.020|726.633 -20025.201|726.535 -20067.311|726.528 -20069.145|729.996 -20069.156|841.025 -20069.212|845.485 -20069.223|845.541 -20038.900|845.597 -20009.400|845.646 -19981.646|845.709 -19944.440
47V 550 BELMONT ST SW,845.758 -19917.131|843.968 -19917.120|841.298 -19917.120|730.289 -19917.053|726.892 -19917.053|726.885 -19918.854|726.822 -19944.318|726.647 -20020.564|726.640 -20021.020|726.633 -20025.201|726.535 -20067.311|726.528 -20069.145|729.996 -20069.156|841.025 -20069.212|845.485 -20069.223|845.541 -20038.900|845.597 -20009.400|845.646 -19981.646|845.709 -19944.440
48V 550 BELMONT ST SW,845.758 -19917.131|843.968 -19917.120|841.298 -19917.120|730.289 -19917.053|726.892 -19917.053|726.885 -19918.854|726.822 -19944.318|726.647 -20020.564|726.640 -20021.020|726.633 -20025.201|726.535 -20067.311|726.528 -20069.145|729.996 -20069.156|841.025 -20069.212|845.485 -20069.223|845.541 -20038.900|845.597 -20009.400|845.646 -19981.646|845.709 -19944.440
49V 550 BELMONT ST SW,845.758 -19917.131|843.968 -19917.120|841.298 -19917.120|730.289 -19917.053|726.892 -19917.053|726.885 -19918.854|726.822 -19944.318|726.647 -20020.564|726.640 -20021.020|726.633 -20025.201|726.535 -20067.311|726.528 -20069.145|729.996 -20069.156|841.025 -20069.212|845.485 -20069.223|845.541 -20038.900|845.597 -20009.400|845.646 -19981.646|845.709 -19944.440
50V 550 BELMONT ST SW,845.758 -19917.131|843.968 -19917.120|841.298 -19917.120|730.289 -19917.053|726.892 -19917.053|726.885 -19918.854|726.822 -19944.318|726.647 -20020.564|726.640 -20021.020|726.633 -20025.201|726.535 -20067.311|726.528 -20069.145|729.996 -20069.156|841.025 -20069.212|845.485 -20069.223|845.541 -20038.900|845.597 -20009.400|845.646 -19981.646|845.709 -19944.440
51V 550 BELMONT ST SW,845.758 -19917.131|843.968 -19917.120|841.298 -19917.120|730.289 -19917.053|726.892 -19917.053|726.885 -19918.854|726.822 -19944.318|726.647 -20020.564|726.640 -20021.020|726.633 -20025.201|726.535 -20067.311|726.528 -20069.145|729.996 -20069.156|841.025 -20069.212|845.485 -20069.223|845.541 -20038.900|845.597 -20009.400|845.646 -19981.646|845.709 -19944.440
52V 550 BELMONT ST SW,845.758 -19917.131|843.968 -19917.120|841.298 -19917.120|730.289 -19917.053|726.892 -19917.053|726.885 -19918.854|726.822 -19944.318|726.647 -20020.564|726.640 -20021.020|726.633 -20025.201|726.535 -20067.311|726.528 -20069.145|729.996 -20069.156|841.025 -20069.212|845.485 -20069.223|845.541 -20038.900|845.597 -20009.400|845.646 -19981.646|845.709 -19944.440
53V 550 BELMONT ST SW,845.758 -19917.131|843.968 -19917.120|841.298 -19917.120|730.289 -19917.053|726.892 -19917.053|726.885 -19918.854|726.822 -19944.318|726.647 -20020.564|726.640 -20021.020|726.633 -20025.201|726.535 -20067.311|726.528 -20069.145|729.996 -20069.156|841.025 -20069.212|845.485 -20069.223|845.541 -20038.900|845.597 -20009.400|845.646 -19981.646|845.709 -19944.440
54V 550 BELMONT ST SW,845.758 -19917.131|843.968 -19917.120|841.298 -19917.120|730.289 -19917.053|726.892 -19917.053|726.885 -19918.854|726.822 -19944.318|726.647 -20020.564|726.640 -20021.020|726.633 -20025.201|726.535 -20067.311|726.528 -20069.145|729.996 -20069.156|841.025 -20069.212|845.485 -20069.223|845.541 -20038.900|845.597 -20009.400|845.646 -19981.646|845.709 -19944.440
55V 550 BELMONT ST SW,845.758 -19917.131|843.968 -19917.120|841.298 -19917.120|730.289 -19917.053|726.892 -19917.053|726.885 -19918.854|726.822 -19944.318|726.647 -20020.564|726.640 -20021.020|726.633 -20025.201|726.535 -20067.311|726.528 -20069.145|729.996 -20069.156|841.025 -20069.212|845.485 -20069.223|845.541 -20038.900|845.597 -20009.400|845.646 -19981.646|845.709 -19944.440
56V 550 BELMONT ST SW,845.758 -19917.131|843.968 -19917.120|841.298 -19917.120|730.289 -19917.053|726.892 -19917.053|726.885 -19918.854|726.822 -19944.318|726.647 -20020.564|726.640 -20021.020|726.633 -20025.201|726.535 -20067.311|726.528 -20069.145|729.996 -20069.156|841.025 -20069.212|845.485 -20069.223|845.541 -20038.900|845.597 -20009.400|845.646 -19981.646|845.709 -19944.440
57V 550 BELMONT ST SW,845.758 -19917.131|843.968 -19917.120|841.298 -19917.120|730.289 -19917.053|726.892 -19917.053|726.885 -19918.854|726.822 -19944.318|726.647 -20020.564|726.640 -20021.020|726.633 -20025.201|726.535 -20067.311|726.528 -20069.145|729.996 -20069.156|841.025 -20069.212|845.485 -20069.223|845.541 -20038.900|845.597 -20009.400|845.646 -19981.646|845.709 -19944.440
58V 550 BELMONT ST SW,845.758 -19917.131|843.968 -19917.120|841.298 -19917.120|730.289 -19917.053|726.892 -19917.053|726.885 -19918.854|726.822 -19944.318|726.647 -20020.564|726.640 -20021.020|726.633 -20025.201|726.535 -20067.311|726.528 -20069.145|729.996 -20069.156|841.025 -20069.212|845.485 -20069.223|845.541 -20038.900|845.597 -20009.400|845.646 -19981.646|845.709 -19944.440
59V 550 BELMONT ST SW,845.758 -19917.131|843.968 -19917.120|841.298 -19917.120|730.289 -19917.053|726.892 -19917.053|726.885 -19918.854|726.822 -19944.318|726.647 -20020.564|726.640 -20021.020|726.633 -20025.201|726.535 -20067.311|726.528 -20069.145|729.996 -20069.156|841.025 -20069.212|845.485 -20069.223|845.541 -20038.900|845.597 -20009.400|845.646 -19981.646|845.709 -19944.440
60V 550 BELMONT ST SW,845.758 -19917.131|843.968 -19917.120|841.298 -19917.120|730.289 -19917.053|726.892 -19917.053|726.885 -19918.854|726.822 -19944.318|726.647 -20020.564|726.640 -20021.020|726.633 -20025.201|726.535 -20067.311|726.528 -20069.145|729.996 -20069.156|841.025 -20069.212|845.485 -20069.223|845.541 -20038.900|845.597 -20009.400|845.646 -19981.646|845.709 -19944.440
61V 550 BELMONT ST SW,845.758 -19917.131|843.968 -19917.120|841.298 -19917.120|730.289 -19917.053|726.892 -19917.053|726.885 -19918.854|726.822 -19944.318|726.647 -20020.564|726.640 -20021.020|726.633 -20025.201|726.535 -20067.311|726.528 -20069.145|729.996 -20069.156|841.025 -20069.212|845.485 -20069.223|845.541 -20038.900|845.597 -20009.400|845.646 -19981.646|845.709 -19944.440
62V 550 BELMONT ST SW,845.758 -19917.131|843.968 -19917.120|841.298 -19917.120|730.289 -19917.053|726.892 -19917.053|726.885 -19918.854|726.822 -19944.318|726.647 -20020.564|726.640 -20021.020|726.633 -20025.201|726.535 -20067.311|726.528 -20069.145|729.996 -20069.156|841.025 -20069.212|845.485 -20069.223|845.541 -20038.900|845.597 -20009.400|845.646 -19981.646|845.709 -19944.440
63V 550 BELMONT ST SW,845.758 -19917.131|843.968 -19917.120|841.298 -19917.120|730.289 -19917.053|726.892 -19917.053|726.885 -19918.854|726.822 -19944.318|726.647 -20020.564|726.640 -20021.020|726.633 -20025.201|726.535 -20067.311|726.528 -20069.145|729.996 -20069.156|841.025 -20069.212|845.485 -20069.223|845.541 -20038.900|845.597 -20009.400|845.646 -19981.646|845.709 -19944.440
64V 550 BELMONT ST SW,845.758 -19917.131|843.968 -19917.120|841.298 -19917.120|730.289 -19917.053|726.892 -19917.053|726.885 -19918.854|726.822 -19944.318|726.647 -20020.564|726.640 -20021.020|726.633 -20025.201|726.535 -20067.311|726.528 -20069.145|729.996 -20069.156|841.025 -20069.212|845.485 -20069.223|845.541 -20038.900|845.597 -20009.400|845.646 -19981.646|845.709 -19944.440
65V 550 BELMONT ST SW,845.758 -19917.131|843.968 -19917.120|841.298 -19917.120|730.289 -19917.053|726.892 -19917.053|726.885 -19918.854|726.822 -19944.318|726.647 -20020.564|726.640 -20021.020|726.633 -20025.201|726.535 -20067.311|726.528 -20069.145|729.996 -20069.156|841.025 -20069.212|845.485 -20069.223|845.541 -20038.900|845.597 -20009.400|845.646 -19981.646|845.709 -19944.440
66V 550 BELMONT ST SW,845.758 -19917.131|843.968 -19917.120|841.298 -19917.120|730.289 -19917.053|726.892 -19917.053|726.885 -19918.854|726.822 -19944.318|726.647 -20020.564|726.640 -20021.020|726.633 -20025.201|726.535 -20067.311|726.528 -20069.145|729.996 -20069.156|841.025 -20069.212|845.485 -20069.223|845.541 -20038.900|845.597 -20009.400|845.646 -19981.646|845.709 -19944.440
