ADDRESS,POINTS
214V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
215V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
216V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
217V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
218V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
219V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
220V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
221V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
222V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
223V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
224V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
225V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
226V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
227V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
228V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
229V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
230V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
231V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
232V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
233V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
234V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
235V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
236V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
237V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
238V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
239V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
240V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
241V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
242V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
220 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
228 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
230 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
232 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
234 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
236 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
237 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
235 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
233 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
231 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
229 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
227 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
225 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
223 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
221 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
217 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
215 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
213 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
211 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
209 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
207 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
205 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
203 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
201 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
202 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
204 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
206 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
208 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
210 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
216 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
320 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
328 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
330 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
332 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
334 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
336 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
337 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
335 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
333 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
331 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
327 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
325 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
323 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
321 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
317 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
315 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
313 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
311 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
309 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
307 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
305 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
303 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
301 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
302 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
304 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
306 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
308 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
310 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
316 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
318 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
420 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
428 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
430 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
432 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
434 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
436 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
437 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
435 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
433 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
431 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
429 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
427 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
425 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
423 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
421 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
198V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
243V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
329 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
