ADDRESS,POINTS
5300 19 ST SW,-1875.195 -4626.872|-1875.195 -4608.236|-1875.181 -4563.124|-1875.195 -4545.188|-1875.153 -4411.454|-1875.195 -4406.628|-1875.195 -4395.242|-1875.195 -4386.157|-1875.201 -4380.976|-2440.326 -4381.165|-2440.319 -4411.610|-2440.361 -4783.323|-2440.382 -4937.061|-2440.389 -4990.235|-2440.389 -5041.751|-2440.396 -5046.777|-2440.410 -5182.658|-2440.410 -5186.972|-2303.585 -5186.738|-1920.395 -5185.604|-1639.692 -5185.682|-1639.643 -5092.412|-1640.391 -5091.411|-1643.894 -5088.275|-1647.696 -5084.784|-1651.555 -5081.704|-1655.253 -5080.547|-1658.951 -5078.068|-1661.496 -5074.209|-1663.684 -5070.462|-1666.326 -5066.659|-1669.325 -5063.067|-1672.827 -5059.220|-1675.323 -5056.029|-1678.168 -5052.170|-1679.797 -5048.568|-1681.223 -5045.065|-1683.613 -5041.273|-1686.969 -5038.126|-1689.611 -5034.735|-1692.149 -5031.544|-1695.399 -5027.997|-1696.210 -5027.085|-1700.118 -5023.137|-1703.823 -5019.390|-1706.011 -5016.199|-1709.262 -5012.351|-1711.499 -5008.649|-1713.484 -5005.146|-1715.322 -5001.755|-1716.846 -4998.552|-1718.629 -4995.205|-1720.565 -4991.858|-1723.564 -4987.955|-1726.304 -4984.008|-1727.584 -4980.405|-1731.337 -4977.214|-1734.385 -4973.622|-1735.965 -4970.275|-1738.510 -4966.372|-1740.593 -4963.581|-1744.102 -4959.634|-1747.800 -4956.598|-1751.554 -4953.963|-1754.602 -4951.539|-1758.509 -4947.692|-1761.355 -4944.145|-1764.906 -4940.497|-1767.751 -4937.818|-1771.302 -4934.526|-1774.504 -4930.679|-1778.160 -4927.287|-1780.194 -4924.141|-1782.123 -4921.350|-1785.779 -4917.758|-1787.254 -4914.467|-1789.191 -4911.220|-1790.771 -4907.517|-1792.553 -4904.270|-1794.084 -4900.968|-1795.664 -4897.832|-1797.293 -4894.374|-1798.565 -4891.338|-1799.949 -4887.580|-1801.270 -4884.177|-1802.193 -4880.830|-1803.018 -4877.072|-1803.990 -4873.825|-1805.066 -4869.966|-1806.289 -4866.519|-1807.974 -4863.473|-1809.554 -4860.181|-1810.777 -4856.623|-1812.057 -4853.532|-1812.825 -4850.085|-1812.735 -4846.927|-1813.608 -4843.524|-1814.321 -4841.189|-1815.195 -4837.286|-1816.474 -4833.428|-1818.103 -4829.925|-1819.942 -4826.078|-1820.557 -4822.620|-1822.647 -4818.661|-1822.402 -4815.158|-1821.151 -4811.856|-1819.851 -4808.186|-1819.054 -4804.228|-1819.369 -4800.514|-1819.788 -4797.011|-1820.103 -4794.165|-1820.061 -4790.506|-1819.921 -4786.804|-1819.788 -4782.890|-1819.445 -4779.176|-1818.949 -4775.362|-1818.607 -4771.859|-1817.915 -4768.145|-1816.461 -4764.431|-1815.461 -4760.829|-1812.993 -4757.104|-1811.686 -4753.290|-1810.840 -4749.887|-1809.792 -4746.629|-1808.233 -4743.115|-1806.576 -4739.757|-1805.066 -4736.555|-1804.164 -4734.264|-1802.759 -4731.062|-1800.851 -4727.848|-1799.138 -4724.390|-1797.279 -4721.132|-1794.259 -4717.162|-1792.854 -4713.393|-1791.700 -4709.935|-1790.952 -4706.221|-1790.358 -4703.018|-1789.407 -4699.660|-1788.261 -4696.058|-1785.591 -4692.132|-1782.773 -4688.363|-1780.711 -4684.905|-1777.482 -4681.335|-1774.713 -4677.666|-1773.259 -4673.696|-1772.155 -4671.205|-1769.841 -4667.892|-1766.059 -4664.067|-1762.830 -4660.197|-1761.124 -4656.739|-1759.621 -4653.025|-1757.251 -4649.912|-1754.224 -4646.298|-1750.296 -4642.317|-1747.625 -4638.803|-1745.766 -4635.445|-1743.047 -4631.631|-1740.327 -4627.650|-1736.489 -4624.748|-1733.470 -4621.690|-1729.988 -4618.477|-1727.017 -4614.752|-1723.739 -4611.294|-1720.006 -4608.580|-1716.574 -4605.167|-1712.939 -4601.909|-1709.555 -4601.030|-1706.270 -4600.152|-1702.984 -4599.329|-1699.195 -4597.239|-1696.469 -4596.204|-1693.079 -4595.026|-1689.444 -4594.403|-1686.207 -4593.169|-1682.467 -4591.990|-1678.923 -4591.879|-1675.330 -4592.424|-1671.485 -4592.813|-1667.843 -4593.058|-1664.599 -4593.102|-1661.566 -4594.303|-1660.146 -4594.859|-1656.448 -4595.715|-1652.855 -4596.060|-1649.060 -4596.649|-1645.411 -4597.550|-1642.069 -4598.150|-1639.217 -4598.751|-1639.231 -4540.373|-1650.045 -4540.663|-1661.468 -4540.974|-1709.695 -4542.264|-1719.614 -4542.531|-1723.655 -4542.642|-1732.757 -4548.502|-1760.711 -4566.527|-1806.926 -4626.850
5300 19 ST SW,-1875.195 -4626.872|-1875.195 -4608.236|-1875.181 -4563.124|-1875.195 -4545.188|-1875.153 -4411.454|-1875.195 -4406.628|-1875.195 -4395.242|-1875.195 -4386.157|-1875.201 -4380.976|-2440.326 -4381.165|-2440.319 -4411.610|-2440.361 -4783.323|-2440.382 -4937.061|-2440.389 -4990.235|-2440.389 -5041.751|-2440.396 -5046.777|-2440.410 -5182.658|-2440.410 -5186.972|-2303.585 -5186.738|-1920.395 -5185.604|-1639.692 -5185.682|-1639.643 -5092.412|-1640.391 -5091.411|-1643.894 -5088.275|-1647.696 -5084.784|-1651.555 -5081.704|-1655.253 -5080.547|-1658.951 -5078.068|-1661.496 -5074.209|-1663.684 -5070.462|-1666.326 -5066.659|-1669.325 -5063.067|-1672.827 -5059.220|-1675.323 -5056.029|-1678.168 -5052.170|-1679.797 -5048.568|-1681.223 -5045.065|-1683.613 -5041.273|-1686.969 -5038.126|-1689.611 -5034.735|-1692.149 -5031.544|-1695.399 -5027.997|-1696.210 -5027.085|-1700.118 -5023.137|-1703.823 -5019.390|-1706.011 -5016.199|-1709.262 -5012.351|-1711.499 -5008.649|-1713.484 -5005.146|-1715.322 -5001.755|-1716.846 -4998.552|-1718.629 -4995.205|-1720.565 -4991.858|-1723.564 -4987.955|-1726.304 -4984.008|-1727.584 -4980.405|-1731.337 -4977.214|-1734.385 -4973.622|-1735.965 -4970.275|-1738.510 -4966.372|-1740.593 -4963.581|-1744.102 -4959.634|-1747.800 -4956.598|-1751.554 -4953.963|-1754.602 -4951.539|-1758.509 -4947.692|-1761.355 -4944.145|-1764.906 -4940.497|-1767.751 -4937.818|-1771.302 -4934.526|-1774.504 -4930.679|-1778.160 -4927.287|-1780.194 -4924.141|-1782.123 -4921.350|-1785.779 -4917.758|-1787.254 -4914.467|-1789.191 -4911.220|-1790.771 -4907.517|-1792.553 -4904.270|-1794.084 -4900.968|-1795.664 -4897.832|-1797.293 -4894.374|-1798.565 -4891.338|-1799.949 -4887.580|-1801.270 -4884.177|-1802.193 -4880.830|-1803.018 -4877.072|-1803.990 -4873.825|-1805.066 -4869.966|-1806.289 -4866.519|-1807.974 -4863.473|-1809.554 -4860.181|-1810.777 -4856.623|-1812.057 -4853.532|-1812.825 -4850.085|-1812.735 -4846.927|-1813.608 -4843.524|-1814.321 -4841.189|-1815.195 -4837.286|-1816.474 -4833.428|-1818.103 -4829.925|-1819.942 -4826.078|-1820.557 -4822.620|-1822.647 -4818.661|-1822.402 -4815.158|-1821.151 -4811.856|-1819.851 -4808.186|-1819.054 -4804.228|-1819.369 -4800.514|-1819.788 -4797.011|-1820.103 -4794.165|-1820.061 -4790.506|-1819.921 -4786.804|-1819.788 -4782.890|-1819.445 -4779.176|-1818.949 -4775.362|-1818.607 -4771.859|-1817.915 -4768.145|-1816.461 -4764.431|-1815.461 -4760.829|-1812.993 -4757.104|-1811.686 -4753.290|-1810.840 -4749.887|-1809.792 -4746.629|-1808.233 -4743.115|-1806.576 -4739.757|-1805.066 -4736.555|-1804.164 -4734.264|-1802.759 -4731.062|-1800.851 -4727.848|-1799.138 -4724.390|-1797.279 -4721.132|-1794.259 -4717.162|-1792.854 -4713.393|-1791.700 -4709.935|-1790.952 -4706.221|-1790.358 -4703.018|-1789.407 -4699.660|-1788.261 -4696.058|-1785.591 -4692.132|-1782.773 -4688.363|-1780.711 -4684.905|-1777.482 -4681.335|-1774.713 -4677.666|-1773.259 -4673.696|-1772.155 -4671.205|-1769.841 -4667.892|-1766.059 -4664.067|-1762.830 -4660.197|-1761.124 -4656.739|-1759.621 -4653.025|-1757.251 -4649.912|-1754.224 -4646.298|-1750.296 -4642.317|-1747.625 -4638.803|-1745.766 -4635.445|-1743.047 -4631.631|-1740.327 -4627.650|-1736.489 -4624.748|-1733.470 -4621.690|-1729.988 -4618.477|-1727.017 -4614.752|-1723.739 -4611.294|-1720.006 -4608.580|-1716.574 -4605.167|-1712.939 -4601.909|-1709.555 -4601.030|-1706.270 -4600.152|-1702.984 -4599.329|-1699.195 -4597.239|-1696.469 -4596.204|-1693.079 -4595.026|-1689.444 -4594.403|-1686.207 -4593.169|-1682.467 -4591.990|-1678.923 -4591.879|-1675.330 -4592.424|-1671.485 -4592.813|-1667.843 -4593.058|-1664.599 -4593.102|-1661.566 -4594.303|-1660.146 -4594.859|-1656.448 -4595.715|-1652.855 -4596.060|-1649.060 -4596.649|-1645.411 -4597.550|-1642.069 -4598.150|-1639.217 -4598.751|-1639.231 -4540.373|-1650.045 -4540.663|-1661.468 -4540.974|-1709.695 -4542.264|-1719.614 -4542.531|-1723.655 -4542.642|-1732.757 -4548.502|-1760.711 -4566.527|-1806.926 -4626.850
5300R 19 ST SW,-1875.195 -4626.872|-1875.195 -4608.236|-1875.181 -4563.124|-1875.195 -4545.188|-1875.153 -4411.454|-1875.195 -4406.628|-1875.195 -4395.242|-1875.195 -4386.157|-1875.201 -4380.976|-2440.326 -4381.165|-2440.319 -4411.610|-2440.361 -4783.323|-2440.382 -4937.061|-2440.389 -4990.235|-2440.389 -5041.751|-2440.396 -5046.777|-2440.410 -5182.658|-2440.410 -5186.972|-2303.585 -5186.738|-1920.395 -5185.604|-1639.692 -5185.682|-1639.643 -5092.412|-1640.391 -5091.411|-1643.894 -5088.275|-1647.696 -5084.784|-1651.555 -5081.704|-1655.253 -5080.547|-1658.951 -5078.068|-1661.496 -5074.209|-1663.684 -5070.462|-1666.326 -5066.659|-1669.325 -5063.067|-1672.827 -5059.220|-1675.323 -5056.029|-1678.168 -5052.170|-1679.797 -5048.568|-1681.223 -5045.065|-1683.613 -5041.273|-1686.969 -5038.126|-1689.611 -5034.735|-1692.149 -5031.544|-1695.399 -5027.997|-1696.210 -5027.085|-1700.118 -5023.137|-1703.823 -5019.390|-1706.011 -5016.199|-1709.262 -5012.351|-1711.499 -5008.649|-1713.484 -5005.146|-1715.322 -5001.755|-1716.846 -4998.552|-1718.629 -4995.205|-1720.565 -4991.858|-1723.564 -4987.955|-1726.304 -4984.008|-1727.584 -4980.405|-1731.337 -4977.214|-1734.385 -4973.622|-1735.965 -4970.275|-1738.510 -4966.372|-1740.593 -4963.581|-1744.102 -4959.634|-1747.800 -4956.598|-1751.554 -4953.963|-1754.602 -4951.539|-1758.509 -4947.692|-1761.355 -4944.145|-1764.906 -4940.497|-1767.751 -4937.818|-1771.302 -4934.526|-1774.504 -4930.679|-1778.160 -4927.287|-1780.194 -4924.141|-1782.123 -4921.350|-1785.779 -4917.758|-1787.254 -4914.467|-1789.191 -4911.220|-1790.771 -4907.517|-1792.553 -4904.270|-1794.084 -4900.968|-1795.664 -4897.832|-1797.293 -4894.374|-1798.565 -4891.338|-1799.949 -4887.580|-1801.270 -4884.177|-1802.193 -4880.830|-1803.018 -4877.072|-1803.990 -4873.825|-1805.066 -4869.966|-1806.289 -4866.519|-1807.974 -4863.473|-1809.554 -4860.181|-1810.777 -4856.623|-1812.057 -4853.532|-1812.825 -4850.085|-1812.735 -4846.927|-1813.608 -4843.524|-1814.321 -4841.189|-1815.195 -4837.286|-1816.474 -4833.428|-1818.103 -4829.925|-1819.942 -4826.078|-1820.557 -4822.620|-1822.647 -4818.661|-1822.402 -4815.158|-1821.151 -4811.856|-1819.851 -4808.186|-1819.054 -4804.228|-1819.369 -4800.514|-1819.788 -4797.011|-1820.103 -4794.165|-1820.061 -4790.506|-1819.921 -4786.804|-1819.788 -4782.890|-1819.445 -4779.176|-1818.949 -4775.362|-1818.607 -4771.859|-1817.915 -4768.145|-1816.461 -4764.431|-1815.461 -4760.829|-1812.993 -4757.104|-1811.686 -4753.290|-1810.840 -4749.887|-1809.792 -4746.629|-1808.233 -4743.115|-1806.576 -4739.757|-1805.066 -4736.555|-1804.164 -4734.264|-1802.759 -4731.062|-1800.851 -4727.848|-1799.138 -4724.390|-1797.279 -4721.132|-1794.259 -4717.162|-1792.854 -4713.393|-1791.700 -4709.935|-1790.952 -4706.221|-1790.358 -4703.018|-1789.407 -4699.660|-1788.261 -4696.058|-1785.591 -4692.132|-1782.773 -4688.363|-1780.711 -4684.905|-1777.482 -4681.335|-1774.713 -4677.666|-1773.259 -4673.696|-1772.155 -4671.205|-1769.841 -4667.892|-1766.059 -4664.067|-1762.830 -4660.197|-1761.124 -4656.739|-1759.621 -4653.025|-1757.251 -4649.912|-1754.224 -4646.298|-1750.296 -4642.317|-1747.625 -4638.803|-1745.766 -4635.445|-1743.047 -4631.631|-1740.327 -4627.650|-1736.489 -4624.748|-1733.470 -4621.690|-1729.988 -4618.477|-1727.017 -4614.752|-1723.739 -4611.294|-1720.006 -4608.580|-1716.574 -4605.167|-1712.939 -4601.909|-1709.555 -4601.030|-1706.270 -4600.152|-1702.984 -4599.329|-1699.195 -4597.239|-1696.469 -4596.204|-1693.079 -4595.026|-1689.444 -4594.403|-1686.207 -4593.169|-1682.467 -4591.990|-1678.923 -4591.879|-1675.330 -4592.424|-1671.485 -4592.813|-1667.843 -4593.058|-1664.599 -4593.102|-1661.566 -4594.303|-1660.146 -4594.859|-1656.448 -4595.715|-1652.855 -4596.060|-1649.060 -4596.649|-1645.411 -4597.550|-1642.069 -4598.150|-1639.217 -4598.751|-1639.231 -4540.373|-1650.045 -4540.663|-1661.468 -4540.974|-1709.695 -4542.264|-1719.614 -4542.531|-1723.655 -4542.642|-1732.757 -4548.502|-1760.711 -4566.527|-1806.926 -4626.850
5300 19 ST SW,-1875.195 -4626.872|-1875.195 -4608.236|-1875.181 -4563.124|-1875.195 -4545.188|-1875.153 -4411.454|-1875.195 -4406.628|-1875.195 -4395.242|-1875.195 -4386.157|-1875.201 -4380.976|-2440.326 -4381.165|-2440.319 -4411.610|-2440.361 -4783.323|-2440.382 -4937.061|-2440.389 -4990.235|-2440.389 -5041.751|-2440.396 -5046.777|-2440.410 -5182.658|-2440.410 -5186.972|-2303.585 -5186.738|-1920.395 -5185.604|-1639.692 -5185.682|-1639.643 -5092.412|-1640.391 -5091.411|-1643.894 -5088.275|-1647.696 -5084.784|-1651.555 -5081.704|-1655.253 -5080.547|-1658.951 -5078.068|-1661.496 -5074.209|-1663.684 -5070.462|-1666.326 -5066.659|-1669.325 -5063.067|-1672.827 -5059.220|-1675.323 -5056.029|-1678.168 -5052.170|-1679.797 -5048.568|-1681.223 -5045.065|-1683.613 -5041.273|-1686.969 -5038.126|-1689.611 -5034.735|-1692.149 -5031.544|-1695.399 -5027.997|-1696.210 -5027.085|-1700.118 -5023.137|-1703.823 -5019.390|-1706.011 -5016.199|-1709.262 -5012.351|-1711.499 -5008.649|-1713.484 -5005.146|-1715.322 -5001.755|-1716.846 -4998.552|-1718.629 -4995.205|-1720.565 -4991.858|-1723.564 -4987.955|-1726.304 -4984.008|-1727.584 -4980.405|-1731.337 -4977.214|-1734.385 -4973.622|-1735.965 -4970.275|-1738.510 -4966.372|-1740.593 -4963.581|-1744.102 -4959.634|-1747.800 -4956.598|-1751.554 -4953.963|-1754.602 -4951.539|-1758.509 -4947.692|-1761.355 -4944.145|-1764.906 -4940.497|-1767.751 -4937.818|-1771.302 -4934.526|-1774.504 -4930.679|-1778.160 -4927.287|-1780.194 -4924.141|-1782.123 -4921.350|-1785.779 -4917.758|-1787.254 -4914.467|-1789.191 -4911.220|-1790.771 -4907.517|-1792.553 -4904.270|-1794.084 -4900.968|-1795.664 -4897.832|-1797.293 -4894.374|-1798.565 -4891.338|-1799.949 -4887.580|-1801.270 -4884.177|-1802.193 -4880.830|-1803.018 -4877.072|-1803.990 -4873.825|-1805.066 -4869.966|-1806.289 -4866.519|-1807.974 -4863.473|-1809.554 -4860.181|-1810.777 -4856.623|-1812.057 -4853.532|-1812.825 -4850.085|-1812.735 -4846.927|-1813.608 -4843.524|-1814.321 -4841.189|-1815.195 -4837.286|-1816.474 -4833.428|-1818.103 -4829.925|-1819.942 -4826.078|-1820.557 -4822.620|-1822.647 -4818.661|-1822.402 -4815.158|-1821.151 -4811.856|-1819.851 -4808.186|-1819.054 -4804.228|-1819.369 -4800.514|-1819.788 -4797.011|-1820.103 -4794.165|-1820.061 -4790.506|-1819.921 -4786.804|-1819.788 -4782.890|-1819.445 -4779.176|-1818.949 -4775.362|-1818.607 -4771.859|-1817.915 -4768.145|-1816.461 -4764.431|-1815.461 -4760.829|-1812.993 -4757.104|-1811.686 -4753.290|-1810.840 -4749.887|-1809.792 -4746.629|-1808.233 -4743.115|-1806.576 -4739.757|-1805.066 -4736.555|-1804.164 -4734.264|-1802.759 -4731.062|-1800.851 -4727.848|-1799.138 -4724.390|-1797.279 -4721.132|-1794.259 -4717.162|-1792.854 -4713.393|-1791.700 -4709.935|-1790.952 -4706.221|-1790.358 -4703.018|-1789.407 -4699.660|-1788.261 -4696.058|-1785.591 -4692.132|-1782.773 -4688.363|-1780.711 -4684.905|-1777.482 -4681.335|-1774.713 -4677.666|-1773.259 -4673.696|-1772.155 -4671.205|-1769.841 -4667.892|-1766.059 -4664.067|-1762.830 -4660.197|-1761.124 -4656.739|-1759.621 -4653.025|-1757.251 -4649.912|-1754.224 -4646.298|-1750.296 -4642.317|-1747.625 -4638.803|-1745.766 -4635.445|-1743.047 -4631.631|-1740.327 -4627.650|-1736.489 -4624.748|-1733.470 -4621.690|-1729.988 -4618.477|-1727.017 -4614.752|-1723.739 -4611.294|-1720.006 -4608.580|-1716.574 -4605.167|-1712.939 -4601.909|-1709.555 -4601.030|-1706.270 -4600.152|-1702.984 -4599.329|-1699.195 -4597.239|-1696.469 -4596.204|-1693.079 -4595.026|-1689.444 -4594.403|-1686.207 -4593.169|-1682.467 -4591.990|-1678.923 -4591.879|-1675.330 -4592.424|-1671.485 -4592.813|-1667.843 -4593.058|-1664.599 -4593.102|-1661.566 -4594.303|-1660.146 -4594.859|-1656.448 -4595.715|-1652.855 -4596.060|-1649.060 -4596.649|-1645.411 -4597.550|-1642.069 -4598.150|-1639.217 -4598.751|-1639.231 -4540.373|-1650.045 -4540.663|-1661.468 -4540.974|-1709.695 -4542.264|-1719.614 -4542.531|-1723.655 -4542.642|-1732.757 -4548.502|-1760.711 -4566.527|-1806.926 -4626.850
