ADDRESS,POINTS
8800 CANADA OLYMPIC DR SW,-9940.388 3970.175|-9952.376 3983.307|-9964.945 3995.060|-9973.627 4003.311|-9983.770 4010.750|-9994.137 4017.588|-10007.405 4022.525|-10087.530 4050.747|-10140.846 4070.840|-10176.540 4084.316|-10384.653 4160.718|-10399.242 4165.489|-10410.469 4168.524|-10427.393 4172.083|-10550.950 4195.267|-10568.300 4198.336|-10599.799 4212.035|-10607.419 4215.360|-10675.709 4245.049|-10675.695 4054.828|-10675.688 4041.518|-10675.674 3963.681|-10675.674 3963.581|-10668.103 3959.433|-10666.460 3959.945|-10664.769 3960.267|-10663.049 3960.401|-10661.525 3960.345|-10661.329 3960.334|-10661.183 3960.312|-10659.778 3960.101|-10659.631 3960.078|-10657.967 3959.634|-10657.862 3959.589|-10657.485 3959.445|-10656.366 3959.000|-10654.842 3958.199|-10653.423 3957.221|-10652.116 3956.098|-10650.949 3954.830|-10649.928 3953.440|-10649.075 3951.939|-10648.390 3950.360|-10647.894 3948.703|-10647.579 3947.013|-10647.460 3945.289|-10647.530 3943.566|-10647.796 3941.865|-10648.250 3940.197|-10648.893 3938.595|-10649.704 3937.083|-10650.690 3935.660|-10651.822 3934.359|-10653.095 3933.203|-10654.486 3932.191|-10655.989 3931.334|-10657.569 3930.667|-10659.218 3930.167|-10660.917 3929.867|-10662.637 3929.755|-10664.356 3929.844|-10666.055 3930.122|-10667.712 3930.589|-10669.306 3931.234|-10670.815 3932.057|-10672.228 3933.058|-10673.514 3934.192|-10674.667 3935.482|-10675.443 3936.561|-10675.667 3936.883|-10675.233 3734.664|-10675.213 3724.701|-10568.035 3724.623|-10567.867 3322.876|-10567.867 3322.587|-10567.790 3156.617|-10567.790 3155.994|-10567.804 3122.825|-10567.783 3122.825|-10567.678 3122.825|-10566.692 3122.825|-10566.615 3122.825|-10537.493 3122.947|-10537.451 3122.947|-10520.849 3123.014|-10520.821 3123.014|-10506.658 3123.070|-10506.637 3123.070|-10496.284 3123.114|-10496.263 3123.114|-10485.316 3123.159|-10485.295 3123.159|-10474.942 3123.192|-10474.928 3123.192|-10469.182 3123.225|-10463.974 3123.236|-10463.960 3123.236|-10454.167 3123.281|-10453.391 3123.281|-10438.438 3123.337|-10438.431 3123.337|-10427.847 3123.414|-10410.378 3123.537|-10410.071 3123.926|-10412.643 3124.560|-10415.055 3125.549|-10417.131 3126.750|-10419.165 3128.240|-10420.500 3129.519|-10421.829 3130.887|-10422.870 3132.343|-10423.856 3133.989|-10424.814 3136.013|-10425.548 3138.170|-10426.079 3140.683|-10426.289 3143.196|-10426.149 3145.898|-10425.715 3148.311|-10425.121 3150.312|-10423.926 3152.992|-10422.702 3154.994|-10421.039 3157.073|-10418.984 3159.019|-10416.383 3160.831|-10413.335 3162.277|-10409.295 3163.322|-10405.855 3163.533|-10402.095 3163.089|-10399.270 3162.244|-10396.474 3160.920|-10393.685 3159.008|-10391.364 3156.751|-10389.449 3154.171|-10388.121 3152.269|-10386.310 3150.179|-10384.360 3148.378|-10381.221 3146.187|-10378.334 3144.753|-10374.944 3143.641|-10370.239 3142.951|-10184.656 3134.667|-10158.365 3132.521|-10132.297 3128.451|-9773.084 3059.199|-9769.491 3062.168|-9766.059 3062.157|-9765.507 3164.657|-9745.500 3164.657|-9745.486 3164.657|-9745.409 3232.163|-9745.409 3232.285|-9745.325 3441.432|-9745.325 3441.465|-9745.311 3469.375|-9745.311 3469.542|-9745.213 3693.978|-9745.220 3694.067|-9746.059 3705.664|-9759.090 3707.332|-9775.461 3710.613|-9792.812 3714.805|-9811.078 3719.219|-9826.380 3722.922|-9842.745 3727.158|-9855.418 3732.151|-9861.717 3735.398|-9869.581 3740.257|-9875.271 3744.438|-9880.619 3748.986|-9882.779 3750.898|-9886.344 3754.479|-9888.721 3757.048|-9892.300 3761.284|-9895.159 3765.031|-9898.151 3769.368|-9900.563 3773.226|-9903.128 3777.819|-9905.218 3782.022|-9906.847 3785.647|-9908.455 3789.661|-9909.958 3793.920|-9911.412 3798.735|-9912.663 3803.761|-9913.761 3809.398|-9916.627 3835.618|-9918.116 3849.284|-9919.745 3860.459|-9921.737 3873.346|-9924.981 3887.957|-9931.146 3908.250|-9939.346 3928.410|-9917.773 3938.907|-9924.519 3949.170|-9932.628 3959.367
8800 CANADA OLYMPIC DR SW,-9940.388 3970.175|-9952.376 3983.307|-9964.945 3995.060|-9973.627 4003.311|-9983.770 4010.750|-9994.137 4017.588|-10007.405 4022.525|-10087.530 4050.747|-10140.846 4070.840|-10176.540 4084.316|-10384.653 4160.718|-10399.242 4165.489|-10410.469 4168.524|-10427.393 4172.083|-10550.950 4195.267|-10568.300 4198.336|-10599.799 4212.035|-10607.419 4215.360|-10675.709 4245.049|-10675.695 4054.828|-10675.688 4041.518|-10675.674 3963.681|-10675.674 3963.581|-10668.103 3959.433|-10666.460 3959.945|-10664.769 3960.267|-10663.049 3960.401|-10661.525 3960.345|-10661.329 3960.334|-10661.183 3960.312|-10659.778 3960.101|-10659.631 3960.078|-10657.967 3959.634|-10657.862 3959.589|-10657.485 3959.445|-10656.366 3959.000|-10654.842 3958.199|-10653.423 3957.221|-10652.116 3956.098|-10650.949 3954.830|-10649.928 3953.440|-10649.075 3951.939|-10648.390 3950.360|-10647.894 3948.703|-10647.579 3947.013|-10647.460 3945.289|-10647.530 3943.566|-10647.796 3941.865|-10648.250 3940.197|-10648.893 3938.595|-10649.704 3937.083|-10650.690 3935.660|-10651.822 3934.359|-10653.095 3933.203|-10654.486 3932.191|-10655.989 3931.334|-10657.569 3930.667|-10659.218 3930.167|-10660.917 3929.867|-10662.637 3929.755|-10664.356 3929.844|-10666.055 3930.122|-10667.712 3930.589|-10669.306 3931.234|-10670.815 3932.057|-10672.228 3933.058|-10673.514 3934.192|-10674.667 3935.482|-10675.443 3936.561|-10675.667 3936.883|-10675.233 3734.664|-10675.213 3724.701|-10568.035 3724.623|-10567.867 3322.876|-10567.867 3322.587|-10567.790 3156.617|-10567.790 3155.994|-10567.804 3122.825|-10567.783 3122.825|-10567.678 3122.825|-10566.692 3122.825|-10566.615 3122.825|-10537.493 3122.947|-10537.451 3122.947|-10520.849 3123.014|-10520.821 3123.014|-10506.658 3123.070|-10506.637 3123.070|-10496.284 3123.114|-10496.263 3123.114|-10485.316 3123.159|-10485.295 3123.159|-10474.942 3123.192|-10474.928 3123.192|-10469.182 3123.225|-10463.974 3123.236|-10463.960 3123.236|-10454.167 3123.281|-10453.391 3123.281|-10438.438 3123.337|-10438.431 3123.337|-10427.847 3123.414|-10410.378 3123.537|-10410.071 3123.926|-10412.643 3124.560|-10415.055 3125.549|-10417.131 3126.750|-10419.165 3128.240|-10420.500 3129.519|-10421.829 3130.887|-10422.870 3132.343|-10423.856 3133.989|-10424.814 3136.013|-10425.548 3138.170|-10426.079 3140.683|-10426.289 3143.196|-10426.149 3145.898|-10425.715 3148.311|-10425.121 3150.312|-10423.926 3152.992|-10422.702 3154.994|-10421.039 3157.073|-10418.984 3159.019|-10416.383 3160.831|-10413.335 3162.277|-10409.295 3163.322|-10405.855 3163.533|-10402.095 3163.089|-10399.270 3162.244|-10396.474 3160.920|-10393.685 3159.008|-10391.364 3156.751|-10389.449 3154.171|-10388.121 3152.269|-10386.310 3150.179|-10384.360 3148.378|-10381.221 3146.187|-10378.334 3144.753|-10374.944 3143.641|-10370.239 3142.951|-10184.656 3134.667|-10158.365 3132.521|-10132.297 3128.451|-9773.084 3059.199|-9769.491 3062.168|-9766.059 3062.157|-9765.507 3164.657|-9745.500 3164.657|-9745.486 3164.657|-9745.409 3232.163|-9745.409 3232.285|-9745.325 3441.432|-9745.325 3441.465|-9745.311 3469.375|-9745.311 3469.542|-9745.213 3693.978|-9745.220 3694.067|-9746.059 3705.664|-9759.090 3707.332|-9775.461 3710.613|-9792.812 3714.805|-9811.078 3719.219|-9826.380 3722.922|-9842.745 3727.158|-9855.418 3732.151|-9861.717 3735.398|-9869.581 3740.257|-9875.271 3744.438|-9880.619 3748.986|-9882.779 3750.898|-9886.344 3754.479|-9888.721 3757.048|-9892.300 3761.284|-9895.159 3765.031|-9898.151 3769.368|-9900.563 3773.226|-9903.128 3777.819|-9905.218 3782.022|-9906.847 3785.647|-9908.455 3789.661|-9909.958 3793.920|-9911.412 3798.735|-9912.663 3803.761|-9913.761 3809.398|-9916.627 3835.618|-9918.116 3849.284|-9919.745 3860.459|-9921.737 3873.346|-9924.981 3887.957|-9931.146 3908.250|-9939.346 3928.410|-9917.773 3938.907|-9924.519 3949.170|-9932.628 3959.367
