ADDRESS,POINTS
2404 EDMONTON TR NE,1091.816 2864.953|1084.217 2864.964|1076.618 2864.986|1067.055 2865.008|1062.288 2826.869|1076.374 2826.835|1083.979 2826.813|1091.592 2826.802
402 20 AV NE,1099.582 2561.157|1091.997 2561.157|1084.399 2561.157|1075.479 2561.157|1077.429 2523.062|1084.413 2523.062|1092.011 2523.062|1099.610 2523.062
