ADDRESS,POINTS
2213 14 ST SW,-1643.285 -1381.637|-1673.792 -1381.615|-1673.792 -1389.132|-1643.278 -1389.254
2215 14 ST SW,-1643.278 -1389.254|-1673.792 -1389.132|-1673.792 -1396.837|-1643.243 -1396.871
