ADDRESS,POINTS
1600 EDMONTON TR NE,1092.074 2044.256|1084.476 2044.323|1074.277 2044.401|1073.270 2014.056|1076.108 2007.951|1084.497 2007.873|1092.102 2007.818
406 15 AV NE,1099.673 2044.201|1092.074 2044.256|1092.102 2007.818|1099.701 2007.751
408 15 AV NE,1107.279 2044.145|1099.673 2044.201|1099.701 2007.751|1107.300 2007.684
