ADDRESS,POINTS
531 ERIN WOODS TC SE,7591.296 -2548.016|7493.009 -2480.087|7489.871 -2478.019|7486.641 -2476.118|7483.321 -2474.361|7479.916 -2472.771|7476.449 -2471.336|7472.912 -2470.080|7469.319 -2468.990|7465.677 -2468.067|7461.993 -2467.322|7458.281 -2466.755|7454.548 -2466.377|7450.801 -2466.166|7447.047 -2466.132|7443.293 -2466.288|7439.553 -2466.610|7435.834 -2467.122|7432.136 -2467.800|7428.487 -2468.667|7424.873 -2469.702|7421.315 -2470.902|7417.827 -2472.270|7414.402 -2473.816|7411.053 -2475.517|7407.789 -2477.374|7404.615 -2479.387|7401.546 -2481.544|7398.582 -2483.846|7395.730 -2486.292|7392.997 -2488.872|7390.396 -2491.574|7387.922 -2494.409|7385.587 -2497.345|7382.315 -2502.015|7379.393 -2506.896|7376.828 -2511.978|7374.633 -2517.226|7373.710 -2520.162|7369.725 -2532.182|7373.612 -2533.494|7495.295 -2574.114|7534.058 -2587.057|7572.806 -2599.989
529 ERIN WOODS TC SE,7591.296 -2548.016|7493.009 -2480.087|7489.871 -2478.019|7486.641 -2476.118|7483.321 -2474.361|7479.916 -2472.771|7476.449 -2471.336|7472.912 -2470.080|7469.319 -2468.990|7465.677 -2468.067|7461.993 -2467.322|7458.281 -2466.755|7454.548 -2466.377|7450.801 -2466.166|7447.047 -2466.132|7443.293 -2466.288|7439.553 -2466.610|7435.834 -2467.122|7432.136 -2467.800|7428.487 -2468.667|7424.873 -2469.702|7421.315 -2470.902|7417.827 -2472.270|7414.402 -2473.816|7411.053 -2475.517|7407.789 -2477.374|7404.615 -2479.387|7401.546 -2481.544|7398.582 -2483.846|7395.730 -2486.292|7392.997 -2488.872|7390.396 -2491.574|7387.922 -2494.409|7385.587 -2497.345|7382.315 -2502.015|7379.393 -2506.896|7376.828 -2511.978|7374.633 -2517.226|7373.710 -2520.162|7369.725 -2532.182|7373.612 -2533.494|7495.295 -2574.114|7534.058 -2587.057|7572.806 -2599.989
527 ERIN WOODS TC SE,7591.296 -2548.016|7493.009 -2480.087|7489.871 -2478.019|7486.641 -2476.118|7483.321 -2474.361|7479.916 -2472.771|7476.449 -2471.336|7472.912 -2470.080|7469.319 -2468.990|7465.677 -2468.067|7461.993 -2467.322|7458.281 -2466.755|7454.548 -2466.377|7450.801 -2466.166|7447.047 -2466.132|7443.293 -2466.288|7439.553 -2466.610|7435.834 -2467.122|7432.136 -2467.800|7428.487 -2468.667|7424.873 -2469.702|7421.315 -2470.902|7417.827 -2472.270|7414.402 -2473.816|7411.053 -2475.517|7407.789 -2477.374|7404.615 -2479.387|7401.546 -2481.544|7398.582 -2483.846|7395.730 -2486.292|7392.997 -2488.872|7390.396 -2491.574|7387.922 -2494.409|7385.587 -2497.345|7382.315 -2502.015|7379.393 -2506.896|7376.828 -2511.978|7374.633 -2517.226|7373.710 -2520.162|7369.725 -2532.182|7373.612 -2533.494|7495.295 -2574.114|7534.058 -2587.057|7572.806 -2599.989
525 ERIN WOODS TC SE,7591.296 -2548.016|7493.009 -2480.087|7489.871 -2478.019|7486.641 -2476.118|7483.321 -2474.361|7479.916 -2472.771|7476.449 -2471.336|7472.912 -2470.080|7469.319 -2468.990|7465.677 -2468.067|7461.993 -2467.322|7458.281 -2466.755|7454.548 -2466.377|7450.801 -2466.166|7447.047 -2466.132|7443.293 -2466.288|7439.553 -2466.610|7435.834 -2467.122|7432.136 -2467.800|7428.487 -2468.667|7424.873 -2469.702|7421.315 -2470.902|7417.827 -2472.270|7414.402 -2473.816|7411.053 -2475.517|7407.789 -2477.374|7404.615 -2479.387|7401.546 -2481.544|7398.582 -2483.846|7395.730 -2486.292|7392.997 -2488.872|7390.396 -2491.574|7387.922 -2494.409|7385.587 -2497.345|7382.315 -2502.015|7379.393 -2506.896|7376.828 -2511.978|7374.633 -2517.226|7373.710 -2520.162|7369.725 -2532.182|7373.612 -2533.494|7495.295 -2574.114|7534.058 -2587.057|7572.806 -2599.989
523 ERIN WOODS TC SE,7591.296 -2548.016|7493.009 -2480.087|7489.871 -2478.019|7486.641 -2476.118|7483.321 -2474.361|7479.916 -2472.771|7476.449 -2471.336|7472.912 -2470.080|7469.319 -2468.990|7465.677 -2468.067|7461.993 -2467.322|7458.281 -2466.755|7454.548 -2466.377|7450.801 -2466.166|7447.047 -2466.132|7443.293 -2466.288|7439.553 -2466.610|7435.834 -2467.122|7432.136 -2467.800|7428.487 -2468.667|7424.873 -2469.702|7421.315 -2470.902|7417.827 -2472.270|7414.402 -2473.816|7411.053 -2475.517|7407.789 -2477.374|7404.615 -2479.387|7401.546 -2481.544|7398.582 -2483.846|7395.730 -2486.292|7392.997 -2488.872|7390.396 -2491.574|7387.922 -2494.409|7385.587 -2497.345|7382.315 -2502.015|7379.393 -2506.896|7376.828 -2511.978|7374.633 -2517.226|7373.710 -2520.162|7369.725 -2532.182|7373.612 -2533.494|7495.295 -2574.114|7534.058 -2587.057|7572.806 -2599.989
521 ERIN WOODS TC SE,7591.296 -2548.016|7493.009 -2480.087|7489.871 -2478.019|7486.641 -2476.118|7483.321 -2474.361|7479.916 -2472.771|7476.449 -2471.336|7472.912 -2470.080|7469.319 -2468.990|7465.677 -2468.067|7461.993 -2467.322|7458.281 -2466.755|7454.548 -2466.377|7450.801 -2466.166|7447.047 -2466.132|7443.293 -2466.288|7439.553 -2466.610|7435.834 -2467.122|7432.136 -2467.800|7428.487 -2468.667|7424.873 -2469.702|7421.315 -2470.902|7417.827 -2472.270|7414.402 -2473.816|7411.053 -2475.517|7407.789 -2477.374|7404.615 -2479.387|7401.546 -2481.544|7398.582 -2483.846|7395.730 -2486.292|7392.997 -2488.872|7390.396 -2491.574|7387.922 -2494.409|7385.587 -2497.345|7382.315 -2502.015|7379.393 -2506.896|7376.828 -2511.978|7374.633 -2517.226|7373.710 -2520.162|7369.725 -2532.182|7373.612 -2533.494|7495.295 -2574.114|7534.058 -2587.057|7572.806 -2599.989
519 ERIN WOODS TC SE,7591.296 -2548.016|7493.009 -2480.087|7489.871 -2478.019|7486.641 -2476.118|7483.321 -2474.361|7479.916 -2472.771|7476.449 -2471.336|7472.912 -2470.080|7469.319 -2468.990|7465.677 -2468.067|7461.993 -2467.322|7458.281 -2466.755|7454.548 -2466.377|7450.801 -2466.166|7447.047 -2466.132|7443.293 -2466.288|7439.553 -2466.610|7435.834 -2467.122|7432.136 -2467.800|7428.487 -2468.667|7424.873 -2469.702|7421.315 -2470.902|7417.827 -2472.270|7414.402 -2473.816|7411.053 -2475.517|7407.789 -2477.374|7404.615 -2479.387|7401.546 -2481.544|7398.582 -2483.846|7395.730 -2486.292|7392.997 -2488.872|7390.396 -2491.574|7387.922 -2494.409|7385.587 -2497.345|7382.315 -2502.015|7379.393 -2506.896|7376.828 -2511.978|7374.633 -2517.226|7373.710 -2520.162|7369.725 -2532.182|7373.612 -2533.494|7495.295 -2574.114|7534.058 -2587.057|7572.806 -2599.989
517 ERIN WOODS TC SE,7591.296 -2548.016|7493.009 -2480.087|7489.871 -2478.019|7486.641 -2476.118|7483.321 -2474.361|7479.916 -2472.771|7476.449 -2471.336|7472.912 -2470.080|7469.319 -2468.990|7465.677 -2468.067|7461.993 -2467.322|7458.281 -2466.755|7454.548 -2466.377|7450.801 -2466.166|7447.047 -2466.132|7443.293 -2466.288|7439.553 -2466.610|7435.834 -2467.122|7432.136 -2467.800|7428.487 -2468.667|7424.873 -2469.702|7421.315 -2470.902|7417.827 -2472.270|7414.402 -2473.816|7411.053 -2475.517|7407.789 -2477.374|7404.615 -2479.387|7401.546 -2481.544|7398.582 -2483.846|7395.730 -2486.292|7392.997 -2488.872|7390.396 -2491.574|7387.922 -2494.409|7385.587 -2497.345|7382.315 -2502.015|7379.393 -2506.896|7376.828 -2511.978|7374.633 -2517.226|7373.710 -2520.162|7369.725 -2532.182|7373.612 -2533.494|7495.295 -2574.114|7534.058 -2587.057|7572.806 -2599.989
515 ERIN WOODS TC SE,7591.296 -2548.016|7493.009 -2480.087|7489.871 -2478.019|7486.641 -2476.118|7483.321 -2474.361|7479.916 -2472.771|7476.449 -2471.336|7472.912 -2470.080|7469.319 -2468.990|7465.677 -2468.067|7461.993 -2467.322|7458.281 -2466.755|7454.548 -2466.377|7450.801 -2466.166|7447.047 -2466.132|7443.293 -2466.288|7439.553 -2466.610|7435.834 -2467.122|7432.136 -2467.800|7428.487 -2468.667|7424.873 -2469.702|7421.315 -2470.902|7417.827 -2472.270|7414.402 -2473.816|7411.053 -2475.517|7407.789 -2477.374|7404.615 -2479.387|7401.546 -2481.544|7398.582 -2483.846|7395.730 -2486.292|7392.997 -2488.872|7390.396 -2491.574|7387.922 -2494.409|7385.587 -2497.345|7382.315 -2502.015|7379.393 -2506.896|7376.828 -2511.978|7374.633 -2517.226|7373.710 -2520.162|7369.725 -2532.182|7373.612 -2533.494|7495.295 -2574.114|7534.058 -2587.057|7572.806 -2599.989
513 ERIN WOODS TC SE,7591.296 -2548.016|7493.009 -2480.087|7489.871 -2478.019|7486.641 -2476.118|7483.321 -2474.361|7479.916 -2472.771|7476.449 -2471.336|7472.912 -2470.080|7469.319 -2468.990|7465.677 -2468.067|7461.993 -2467.322|7458.281 -2466.755|7454.548 -2466.377|7450.801 -2466.166|7447.047 -2466.132|7443.293 -2466.288|7439.553 -2466.610|7435.834 -2467.122|7432.136 -2467.800|7428.487 -2468.667|7424.873 -2469.702|7421.315 -2470.902|7417.827 -2472.270|7414.402 -2473.816|7411.053 -2475.517|7407.789 -2477.374|7404.615 -2479.387|7401.546 -2481.544|7398.582 -2483.846|7395.730 -2486.292|7392.997 -2488.872|7390.396 -2491.574|7387.922 -2494.409|7385.587 -2497.345|7382.315 -2502.015|7379.393 -2506.896|7376.828 -2511.978|7374.633 -2517.226|7373.710 -2520.162|7369.725 -2532.182|7373.612 -2533.494|7495.295 -2574.114|7534.058 -2587.057|7572.806 -2599.989
511 ERIN WOODS TC SE,7591.296 -2548.016|7493.009 -2480.087|7489.871 -2478.019|7486.641 -2476.118|7483.321 -2474.361|7479.916 -2472.771|7476.449 -2471.336|7472.912 -2470.080|7469.319 -2468.990|7465.677 -2468.067|7461.993 -2467.322|7458.281 -2466.755|7454.548 -2466.377|7450.801 -2466.166|7447.047 -2466.132|7443.293 -2466.288|7439.553 -2466.610|7435.834 -2467.122|7432.136 -2467.800|7428.487 -2468.667|7424.873 -2469.702|7421.315 -2470.902|7417.827 -2472.270|7414.402 -2473.816|7411.053 -2475.517|7407.789 -2477.374|7404.615 -2479.387|7401.546 -2481.544|7398.582 -2483.846|7395.730 -2486.292|7392.997 -2488.872|7390.396 -2491.574|7387.922 -2494.409|7385.587 -2497.345|7382.315 -2502.015|7379.393 -2506.896|7376.828 -2511.978|7374.633 -2517.226|7373.710 -2520.162|7369.725 -2532.182|7373.612 -2533.494|7495.295 -2574.114|7534.058 -2587.057|7572.806 -2599.989
509 ERIN WOODS TC SE,7591.296 -2548.016|7493.009 -2480.087|7489.871 -2478.019|7486.641 -2476.118|7483.321 -2474.361|7479.916 -2472.771|7476.449 -2471.336|7472.912 -2470.080|7469.319 -2468.990|7465.677 -2468.067|7461.993 -2467.322|7458.281 -2466.755|7454.548 -2466.377|7450.801 -2466.166|7447.047 -2466.132|7443.293 -2466.288|7439.553 -2466.610|7435.834 -2467.122|7432.136 -2467.800|7428.487 -2468.667|7424.873 -2469.702|7421.315 -2470.902|7417.827 -2472.270|7414.402 -2473.816|7411.053 -2475.517|7407.789 -2477.374|7404.615 -2479.387|7401.546 -2481.544|7398.582 -2483.846|7395.730 -2486.292|7392.997 -2488.872|7390.396 -2491.574|7387.922 -2494.409|7385.587 -2497.345|7382.315 -2502.015|7379.393 -2506.896|7376.828 -2511.978|7374.633 -2517.226|7373.710 -2520.162|7369.725 -2532.182|7373.612 -2533.494|7495.295 -2574.114|7534.058 -2587.057|7572.806 -2599.989
507 ERIN WOODS TC SE,7591.296 -2548.016|7493.009 -2480.087|7489.871 -2478.019|7486.641 -2476.118|7483.321 -2474.361|7479.916 -2472.771|7476.449 -2471.336|7472.912 -2470.080|7469.319 -2468.990|7465.677 -2468.067|7461.993 -2467.322|7458.281 -2466.755|7454.548 -2466.377|7450.801 -2466.166|7447.047 -2466.132|7443.293 -2466.288|7439.553 -2466.610|7435.834 -2467.122|7432.136 -2467.800|7428.487 -2468.667|7424.873 -2469.702|7421.315 -2470.902|7417.827 -2472.270|7414.402 -2473.816|7411.053 -2475.517|7407.789 -2477.374|7404.615 -2479.387|7401.546 -2481.544|7398.582 -2483.846|7395.730 -2486.292|7392.997 -2488.872|7390.396 -2491.574|7387.922 -2494.409|7385.587 -2497.345|7382.315 -2502.015|7379.393 -2506.896|7376.828 -2511.978|7374.633 -2517.226|7373.710 -2520.162|7369.725 -2532.182|7373.612 -2533.494|7495.295 -2574.114|7534.058 -2587.057|7572.806 -2599.989
505 ERIN WOODS TC SE,7591.296 -2548.016|7493.009 -2480.087|7489.871 -2478.019|7486.641 -2476.118|7483.321 -2474.361|7479.916 -2472.771|7476.449 -2471.336|7472.912 -2470.080|7469.319 -2468.990|7465.677 -2468.067|7461.993 -2467.322|7458.281 -2466.755|7454.548 -2466.377|7450.801 -2466.166|7447.047 -2466.132|7443.293 -2466.288|7439.553 -2466.610|7435.834 -2467.122|7432.136 -2467.800|7428.487 -2468.667|7424.873 -2469.702|7421.315 -2470.902|7417.827 -2472.270|7414.402 -2473.816|7411.053 -2475.517|7407.789 -2477.374|7404.615 -2479.387|7401.546 -2481.544|7398.582 -2483.846|7395.730 -2486.292|7392.997 -2488.872|7390.396 -2491.574|7387.922 -2494.409|7385.587 -2497.345|7382.315 -2502.015|7379.393 -2506.896|7376.828 -2511.978|7374.633 -2517.226|7373.710 -2520.162|7369.725 -2532.182|7373.612 -2533.494|7495.295 -2574.114|7534.058 -2587.057|7572.806 -2599.989
503 ERIN WOODS TC SE,7591.296 -2548.016|7493.009 -2480.087|7489.871 -2478.019|7486.641 -2476.118|7483.321 -2474.361|7479.916 -2472.771|7476.449 -2471.336|7472.912 -2470.080|7469.319 -2468.990|7465.677 -2468.067|7461.993 -2467.322|7458.281 -2466.755|7454.548 -2466.377|7450.801 -2466.166|7447.047 -2466.132|7443.293 -2466.288|7439.553 -2466.610|7435.834 -2467.122|7432.136 -2467.800|7428.487 -2468.667|7424.873 -2469.702|7421.315 -2470.902|7417.827 -2472.270|7414.402 -2473.816|7411.053 -2475.517|7407.789 -2477.374|7404.615 -2479.387|7401.546 -2481.544|7398.582 -2483.846|7395.730 -2486.292|7392.997 -2488.872|7390.396 -2491.574|7387.922 -2494.409|7385.587 -2497.345|7382.315 -2502.015|7379.393 -2506.896|7376.828 -2511.978|7374.633 -2517.226|7373.710 -2520.162|7369.725 -2532.182|7373.612 -2533.494|7495.295 -2574.114|7534.058 -2587.057|7572.806 -2599.989
501 ERIN WOODS TC SE,7591.296 -2548.016|7493.009 -2480.087|7489.871 -2478.019|7486.641 -2476.118|7483.321 -2474.361|7479.916 -2472.771|7476.449 -2471.336|7472.912 -2470.080|7469.319 -2468.990|7465.677 -2468.067|7461.993 -2467.322|7458.281 -2466.755|7454.548 -2466.377|7450.801 -2466.166|7447.047 -2466.132|7443.293 -2466.288|7439.553 -2466.610|7435.834 -2467.122|7432.136 -2467.800|7428.487 -2468.667|7424.873 -2469.702|7421.315 -2470.902|7417.827 -2472.270|7414.402 -2473.816|7411.053 -2475.517|7407.789 -2477.374|7404.615 -2479.387|7401.546 -2481.544|7398.582 -2483.846|7395.730 -2486.292|7392.997 -2488.872|7390.396 -2491.574|7387.922 -2494.409|7385.587 -2497.345|7382.315 -2502.015|7379.393 -2506.896|7376.828 -2511.978|7374.633 -2517.226|7373.710 -2520.162|7369.725 -2532.182|7373.612 -2533.494|7495.295 -2574.114|7534.058 -2587.057|7572.806 -2599.989
1 220 ERIN MOUNT CR SE,6975.449 -2654.874|6880.742 -2749.846|6879.644 -2751.392|6879.043 -2751.558|6979.650 -2752.648|6981.789 -2752.504|6983.886 -2752.059|6985.913 -2751.347|6987.822 -2750.369|6989.954 -2749.301|6992.226 -2748.590|6994.588 -2748.256|6996.972 -2748.300|6999.314 -2748.712|7001.565 -2749.501|7003.655 -2750.647|7005.543 -2752.103|7036.433 -2752.003|7039.425 -2751.992|7039.348 -2716.688|7036.357 -2716.699|7034.015 -2716.710|7033.882 -2676.090|7033.875 -2674.734|7028.898 -2674.745|7022.732 -2674.545|7016.601 -2673.900|7010.534 -2672.832|7004.557 -2671.320|6998.699 -2669.397|6993.002 -2667.061|6987.479 -2664.315|6982.166 -2661.190|6978.720 -2658.121
2 220 ERIN MOUNT CR SE,6975.449 -2654.874|6880.742 -2749.846|6879.644 -2751.392|6879.043 -2751.558|6979.650 -2752.648|6981.789 -2752.504|6983.886 -2752.059|6985.913 -2751.347|6987.822 -2750.369|6989.954 -2749.301|6992.226 -2748.590|6994.588 -2748.256|6996.972 -2748.300|6999.314 -2748.712|7001.565 -2749.501|7003.655 -2750.647|7005.543 -2752.103|7036.433 -2752.003|7039.425 -2751.992|7039.348 -2716.688|7036.357 -2716.699|7034.015 -2716.710|7033.882 -2676.090|7033.875 -2674.734|7028.898 -2674.745|7022.732 -2674.545|7016.601 -2673.900|7010.534 -2672.832|7004.557 -2671.320|6998.699 -2669.397|6993.002 -2667.061|6987.479 -2664.315|6982.166 -2661.190|6978.720 -2658.121
3 220 ERIN MOUNT CR SE,6975.449 -2654.874|6880.742 -2749.846|6879.644 -2751.392|6879.043 -2751.558|6979.650 -2752.648|6981.789 -2752.504|6983.886 -2752.059|6985.913 -2751.347|6987.822 -2750.369|6989.954 -2749.301|6992.226 -2748.590|6994.588 -2748.256|6996.972 -2748.300|6999.314 -2748.712|7001.565 -2749.501|7003.655 -2750.647|7005.543 -2752.103|7036.433 -2752.003|7039.425 -2751.992|7039.348 -2716.688|7036.357 -2716.699|7034.015 -2716.710|7033.882 -2676.090|7033.875 -2674.734|7028.898 -2674.745|7022.732 -2674.545|7016.601 -2673.900|7010.534 -2672.832|7004.557 -2671.320|6998.699 -2669.397|6993.002 -2667.061|6987.479 -2664.315|6982.166 -2661.190|6978.720 -2658.121
4 220 ERIN MOUNT CR SE,6975.449 -2654.874|6880.742 -2749.846|6879.644 -2751.392|6879.043 -2751.558|6979.650 -2752.648|6981.789 -2752.504|6983.886 -2752.059|6985.913 -2751.347|6987.822 -2750.369|6989.954 -2749.301|6992.226 -2748.590|6994.588 -2748.256|6996.972 -2748.300|6999.314 -2748.712|7001.565 -2749.501|7003.655 -2750.647|7005.543 -2752.103|7036.433 -2752.003|7039.425 -2751.992|7039.348 -2716.688|7036.357 -2716.699|7034.015 -2716.710|7033.882 -2676.090|7033.875 -2674.734|7028.898 -2674.745|7022.732 -2674.545|7016.601 -2673.900|7010.534 -2672.832|7004.557 -2671.320|6998.699 -2669.397|6993.002 -2667.061|6987.479 -2664.315|6982.166 -2661.190|6978.720 -2658.121
5 220 ERIN MOUNT CR SE,6975.449 -2654.874|6880.742 -2749.846|6879.644 -2751.392|6879.043 -2751.558|6979.650 -2752.648|6981.789 -2752.504|6983.886 -2752.059|6985.913 -2751.347|6987.822 -2750.369|6989.954 -2749.301|6992.226 -2748.590|6994.588 -2748.256|6996.972 -2748.300|6999.314 -2748.712|7001.565 -2749.501|7003.655 -2750.647|7005.543 -2752.103|7036.433 -2752.003|7039.425 -2751.992|7039.348 -2716.688|7036.357 -2716.699|7034.015 -2716.710|7033.882 -2676.090|7033.875 -2674.734|7028.898 -2674.745|7022.732 -2674.545|7016.601 -2673.900|7010.534 -2672.832|7004.557 -2671.320|6998.699 -2669.397|6993.002 -2667.061|6987.479 -2664.315|6982.166 -2661.190|6978.720 -2658.121
6 220 ERIN MOUNT CR SE,6975.449 -2654.874|6880.742 -2749.846|6879.644 -2751.392|6879.043 -2751.558|6979.650 -2752.648|6981.789 -2752.504|6983.886 -2752.059|6985.913 -2751.347|6987.822 -2750.369|6989.954 -2749.301|6992.226 -2748.590|6994.588 -2748.256|6996.972 -2748.300|6999.314 -2748.712|7001.565 -2749.501|7003.655 -2750.647|7005.543 -2752.103|7036.433 -2752.003|7039.425 -2751.992|7039.348 -2716.688|7036.357 -2716.699|7034.015 -2716.710|7033.882 -2676.090|7033.875 -2674.734|7028.898 -2674.745|7022.732 -2674.545|7016.601 -2673.900|7010.534 -2672.832|7004.557 -2671.320|6998.699 -2669.397|6993.002 -2667.061|6987.479 -2664.315|6982.166 -2661.190|6978.720 -2658.121
7 220 ERIN MOUNT CR SE,6975.449 -2654.874|6880.742 -2749.846|6879.644 -2751.392|6879.043 -2751.558|6979.650 -2752.648|6981.789 -2752.504|6983.886 -2752.059|6985.913 -2751.347|6987.822 -2750.369|6989.954 -2749.301|6992.226 -2748.590|6994.588 -2748.256|6996.972 -2748.300|6999.314 -2748.712|7001.565 -2749.501|7003.655 -2750.647|7005.543 -2752.103|7036.433 -2752.003|7039.425 -2751.992|7039.348 -2716.688|7036.357 -2716.699|7034.015 -2716.710|7033.882 -2676.090|7033.875 -2674.734|7028.898 -2674.745|7022.732 -2674.545|7016.601 -2673.900|7010.534 -2672.832|7004.557 -2671.320|6998.699 -2669.397|6993.002 -2667.061|6987.479 -2664.315|6982.166 -2661.190|6978.720 -2658.121
8 220 ERIN MOUNT CR SE,6975.449 -2654.874|6880.742 -2749.846|6879.644 -2751.392|6879.043 -2751.558|6979.650 -2752.648|6981.789 -2752.504|6983.886 -2752.059|6985.913 -2751.347|6987.822 -2750.369|6989.954 -2749.301|6992.226 -2748.590|6994.588 -2748.256|6996.972 -2748.300|6999.314 -2748.712|7001.565 -2749.501|7003.655 -2750.647|7005.543 -2752.103|7036.433 -2752.003|7039.425 -2751.992|7039.348 -2716.688|7036.357 -2716.699|7034.015 -2716.710|7033.882 -2676.090|7033.875 -2674.734|7028.898 -2674.745|7022.732 -2674.545|7016.601 -2673.900|7010.534 -2672.832|7004.557 -2671.320|6998.699 -2669.397|6993.002 -2667.061|6987.479 -2664.315|6982.166 -2661.190|6978.720 -2658.121
9 220 ERIN MOUNT CR SE,6975.449 -2654.874|6880.742 -2749.846|6879.644 -2751.392|6879.043 -2751.558|6979.650 -2752.648|6981.789 -2752.504|6983.886 -2752.059|6985.913 -2751.347|6987.822 -2750.369|6989.954 -2749.301|6992.226 -2748.590|6994.588 -2748.256|6996.972 -2748.300|6999.314 -2748.712|7001.565 -2749.501|7003.655 -2750.647|7005.543 -2752.103|7036.433 -2752.003|7039.425 -2751.992|7039.348 -2716.688|7036.357 -2716.699|7034.015 -2716.710|7033.882 -2676.090|7033.875 -2674.734|7028.898 -2674.745|7022.732 -2674.545|7016.601 -2673.900|7010.534 -2672.832|7004.557 -2671.320|6998.699 -2669.397|6993.002 -2667.061|6987.479 -2664.315|6982.166 -2661.190|6978.720 -2658.121
10 220 ERIN MOUNT CR SE,6975.449 -2654.874|6880.742 -2749.846|6879.644 -2751.392|6879.043 -2751.558|6979.650 -2752.648|6981.789 -2752.504|6983.886 -2752.059|6985.913 -2751.347|6987.822 -2750.369|6989.954 -2749.301|6992.226 -2748.590|6994.588 -2748.256|6996.972 -2748.300|6999.314 -2748.712|7001.565 -2749.501|7003.655 -2750.647|7005.543 -2752.103|7036.433 -2752.003|7039.425 -2751.992|7039.348 -2716.688|7036.357 -2716.699|7034.015 -2716.710|7033.882 -2676.090|7033.875 -2674.734|7028.898 -2674.745|7022.732 -2674.545|7016.601 -2673.900|7010.534 -2672.832|7004.557 -2671.320|6998.699 -2669.397|6993.002 -2667.061|6987.479 -2664.315|6982.166 -2661.190|6978.720 -2658.121
11 220 ERIN MOUNT CR SE,6975.449 -2654.874|6880.742 -2749.846|6879.644 -2751.392|6879.043 -2751.558|6979.650 -2752.648|6981.789 -2752.504|6983.886 -2752.059|6985.913 -2751.347|6987.822 -2750.369|6989.954 -2749.301|6992.226 -2748.590|6994.588 -2748.256|6996.972 -2748.300|6999.314 -2748.712|7001.565 -2749.501|7003.655 -2750.647|7005.543 -2752.103|7036.433 -2752.003|7039.425 -2751.992|7039.348 -2716.688|7036.357 -2716.699|7034.015 -2716.710|7033.882 -2676.090|7033.875 -2674.734|7028.898 -2674.745|7022.732 -2674.545|7016.601 -2673.900|7010.534 -2672.832|7004.557 -2671.320|6998.699 -2669.397|6993.002 -2667.061|6987.479 -2664.315|6982.166 -2661.190|6978.720 -2658.121
12 220 ERIN MOUNT CR SE,6975.449 -2654.874|6880.742 -2749.846|6879.644 -2751.392|6879.043 -2751.558|6979.650 -2752.648|6981.789 -2752.504|6983.886 -2752.059|6985.913 -2751.347|6987.822 -2750.369|6989.954 -2749.301|6992.226 -2748.590|6994.588 -2748.256|6996.972 -2748.300|6999.314 -2748.712|7001.565 -2749.501|7003.655 -2750.647|7005.543 -2752.103|7036.433 -2752.003|7039.425 -2751.992|7039.348 -2716.688|7036.357 -2716.699|7034.015 -2716.710|7033.882 -2676.090|7033.875 -2674.734|7028.898 -2674.745|7022.732 -2674.545|7016.601 -2673.900|7010.534 -2672.832|7004.557 -2671.320|6998.699 -2669.397|6993.002 -2667.061|6987.479 -2664.315|6982.166 -2661.190|6978.720 -2658.121
13 220 ERIN MOUNT CR SE,6975.449 -2654.874|6880.742 -2749.846|6879.644 -2751.392|6879.043 -2751.558|6979.650 -2752.648|6981.789 -2752.504|6983.886 -2752.059|6985.913 -2751.347|6987.822 -2750.369|6989.954 -2749.301|6992.226 -2748.590|6994.588 -2748.256|6996.972 -2748.300|6999.314 -2748.712|7001.565 -2749.501|7003.655 -2750.647|7005.543 -2752.103|7036.433 -2752.003|7039.425 -2751.992|7039.348 -2716.688|7036.357 -2716.699|7034.015 -2716.710|7033.882 -2676.090|7033.875 -2674.734|7028.898 -2674.745|7022.732 -2674.545|7016.601 -2673.900|7010.534 -2672.832|7004.557 -2671.320|6998.699 -2669.397|6993.002 -2667.061|6987.479 -2664.315|6982.166 -2661.190|6978.720 -2658.121
14 220 ERIN MOUNT CR SE,6975.449 -2654.874|6880.742 -2749.846|6879.644 -2751.392|6879.043 -2751.558|6979.650 -2752.648|6981.789 -2752.504|6983.886 -2752.059|6985.913 -2751.347|6987.822 -2750.369|6989.954 -2749.301|6992.226 -2748.590|6994.588 -2748.256|6996.972 -2748.300|6999.314 -2748.712|7001.565 -2749.501|7003.655 -2750.647|7005.543 -2752.103|7036.433 -2752.003|7039.425 -2751.992|7039.348 -2716.688|7036.357 -2716.699|7034.015 -2716.710|7033.882 -2676.090|7033.875 -2674.734|7028.898 -2674.745|7022.732 -2674.545|7016.601 -2673.900|7010.534 -2672.832|7004.557 -2671.320|6998.699 -2669.397|6993.002 -2667.061|6987.479 -2664.315|6982.166 -2661.190|6978.720 -2658.121
15 220 ERIN MOUNT CR SE,6975.449 -2654.874|6880.742 -2749.846|6879.644 -2751.392|6879.043 -2751.558|6979.650 -2752.648|6981.789 -2752.504|6983.886 -2752.059|6985.913 -2751.347|6987.822 -2750.369|6989.954 -2749.301|6992.226 -2748.590|6994.588 -2748.256|6996.972 -2748.300|6999.314 -2748.712|7001.565 -2749.501|7003.655 -2750.647|7005.543 -2752.103|7036.433 -2752.003|7039.425 -2751.992|7039.348 -2716.688|7036.357 -2716.699|7034.015 -2716.710|7033.882 -2676.090|7033.875 -2674.734|7028.898 -2674.745|7022.732 -2674.545|7016.601 -2673.900|7010.534 -2672.832|7004.557 -2671.320|6998.699 -2669.397|6993.002 -2667.061|6987.479 -2664.315|6982.166 -2661.190|6978.720 -2658.121
