ADDRESS,POINTS
11V 611 EDMONTON TR NE,1185.132 1083.032|1147.103 1083.354|1147.082 1076.816|1147.082 1075.738|1147.054 1068.121|1147.033 1060.515|1147.005 1052.898|1146.984 1045.281|1146.963 1037.676|1146.936 1030.059|1146.915 1022.442|1146.887 1014.836|1163.706 1014.680|1182.853 1014.514|1182.867 1022.130|1182.888 1029.736|1182.888 1029.747|1182.902 1037.364|1185.027 1037.342|1185.048 1044.959|1185.062 1052.576|1185.083 1060.192|1185.097 1067.809|1185.111 1075.426
12V 611 EDMONTON TR NE,1185.132 1083.032|1147.103 1083.354|1147.082 1076.816|1147.082 1075.738|1147.054 1068.121|1147.033 1060.515|1147.005 1052.898|1146.984 1045.281|1146.963 1037.676|1146.936 1030.059|1146.915 1022.442|1146.887 1014.836|1163.706 1014.680|1182.853 1014.514|1182.867 1022.130|1182.888 1029.736|1182.888 1029.747|1182.902 1037.364|1185.027 1037.342|1185.048 1044.959|1185.062 1052.576|1185.083 1060.192|1185.097 1067.809|1185.111 1075.426
13V 611 EDMONTON TR NE,1185.132 1083.032|1147.103 1083.354|1147.082 1076.816|1147.082 1075.738|1147.054 1068.121|1147.033 1060.515|1147.005 1052.898|1146.984 1045.281|1146.963 1037.676|1146.936 1030.059|1146.915 1022.442|1146.887 1014.836|1163.706 1014.680|1182.853 1014.514|1182.867 1022.130|1182.888 1029.736|1182.888 1029.747|1182.902 1037.364|1185.027 1037.342|1185.048 1044.959|1185.062 1052.576|1185.083 1060.192|1185.097 1067.809|1185.111 1075.426
14V 611 EDMONTON TR NE,1185.132 1083.032|1147.103 1083.354|1147.082 1076.816|1147.082 1075.738|1147.054 1068.121|1147.033 1060.515|1147.005 1052.898|1146.984 1045.281|1146.963 1037.676|1146.936 1030.059|1146.915 1022.442|1146.887 1014.836|1163.706 1014.680|1182.853 1014.514|1182.867 1022.130|1182.888 1029.736|1182.888 1029.747|1182.902 1037.364|1185.027 1037.342|1185.048 1044.959|1185.062 1052.576|1185.083 1060.192|1185.097 1067.809|1185.111 1075.426
15V 611 EDMONTON TR NE,1185.132 1083.032|1147.103 1083.354|1147.082 1076.816|1147.082 1075.738|1147.054 1068.121|1147.033 1060.515|1147.005 1052.898|1146.984 1045.281|1146.963 1037.676|1146.936 1030.059|1146.915 1022.442|1146.887 1014.836|1163.706 1014.680|1182.853 1014.514|1182.867 1022.130|1182.888 1029.736|1182.888 1029.747|1182.902 1037.364|1185.027 1037.342|1185.048 1044.959|1185.062 1052.576|1185.083 1060.192|1185.097 1067.809|1185.111 1075.426
16V 611 EDMONTON TR NE,1185.132 1083.032|1147.103 1083.354|1147.082 1076.816|1147.082 1075.738|1147.054 1068.121|1147.033 1060.515|1147.005 1052.898|1146.984 1045.281|1146.963 1037.676|1146.936 1030.059|1146.915 1022.442|1146.887 1014.836|1163.706 1014.680|1182.853 1014.514|1182.867 1022.130|1182.888 1029.736|1182.888 1029.747|1182.902 1037.364|1185.027 1037.342|1185.048 1044.959|1185.062 1052.576|1185.083 1060.192|1185.097 1067.809|1185.111 1075.426
17V 611 EDMONTON TR NE,1185.132 1083.032|1147.103 1083.354|1147.082 1076.816|1147.082 1075.738|1147.054 1068.121|1147.033 1060.515|1147.005 1052.898|1146.984 1045.281|1146.963 1037.676|1146.936 1030.059|1146.915 1022.442|1146.887 1014.836|1163.706 1014.680|1182.853 1014.514|1182.867 1022.130|1182.888 1029.736|1182.888 1029.747|1182.902 1037.364|1185.027 1037.342|1185.048 1044.959|1185.062 1052.576|1185.083 1060.192|1185.097 1067.809|1185.111 1075.426
18V 611 EDMONTON TR NE,1185.132 1083.032|1147.103 1083.354|1147.082 1076.816|1147.082 1075.738|1147.054 1068.121|1147.033 1060.515|1147.005 1052.898|1146.984 1045.281|1146.963 1037.676|1146.936 1030.059|1146.915 1022.442|1146.887 1014.836|1163.706 1014.680|1182.853 1014.514|1182.867 1022.130|1182.888 1029.736|1182.888 1029.747|1182.902 1037.364|1185.027 1037.342|1185.048 1044.959|1185.062 1052.576|1185.083 1060.192|1185.097 1067.809|1185.111 1075.426
19V 611 EDMONTON TR NE,1185.132 1083.032|1147.103 1083.354|1147.082 1076.816|1147.082 1075.738|1147.054 1068.121|1147.033 1060.515|1147.005 1052.898|1146.984 1045.281|1146.963 1037.676|1146.936 1030.059|1146.915 1022.442|1146.887 1014.836|1163.706 1014.680|1182.853 1014.514|1182.867 1022.130|1182.888 1029.736|1182.888 1029.747|1182.902 1037.364|1185.027 1037.342|1185.048 1044.959|1185.062 1052.576|1185.083 1060.192|1185.097 1067.809|1185.111 1075.426
20V 611 EDMONTON TR NE,1185.132 1083.032|1147.103 1083.354|1147.082 1076.816|1147.082 1075.738|1147.054 1068.121|1147.033 1060.515|1147.005 1052.898|1146.984 1045.281|1146.963 1037.676|1146.936 1030.059|1146.915 1022.442|1146.887 1014.836|1163.706 1014.680|1182.853 1014.514|1182.867 1022.130|1182.888 1029.736|1182.888 1029.747|1182.902 1037.364|1185.027 1037.342|1185.048 1044.959|1185.062 1052.576|1185.083 1060.192|1185.097 1067.809|1185.111 1075.426
21V 611 EDMONTON TR NE,1185.132 1083.032|1147.103 1083.354|1147.082 1076.816|1147.082 1075.738|1147.054 1068.121|1147.033 1060.515|1147.005 1052.898|1146.984 1045.281|1146.963 1037.676|1146.936 1030.059|1146.915 1022.442|1146.887 1014.836|1163.706 1014.680|1182.853 1014.514|1182.867 1022.130|1182.888 1029.736|1182.888 1029.747|1182.902 1037.364|1185.027 1037.342|1185.048 1044.959|1185.062 1052.576|1185.083 1060.192|1185.097 1067.809|1185.111 1075.426
22V 611 EDMONTON TR NE,1185.132 1083.032|1147.103 1083.354|1147.082 1076.816|1147.082 1075.738|1147.054 1068.121|1147.033 1060.515|1147.005 1052.898|1146.984 1045.281|1146.963 1037.676|1146.936 1030.059|1146.915 1022.442|1146.887 1014.836|1163.706 1014.680|1182.853 1014.514|1182.867 1022.130|1182.888 1029.736|1182.888 1029.747|1182.902 1037.364|1185.027 1037.342|1185.048 1044.959|1185.062 1052.576|1185.083 1060.192|1185.097 1067.809|1185.111 1075.426
23V 611 EDMONTON TR NE,1185.132 1083.032|1147.103 1083.354|1147.082 1076.816|1147.082 1075.738|1147.054 1068.121|1147.033 1060.515|1147.005 1052.898|1146.984 1045.281|1146.963 1037.676|1146.936 1030.059|1146.915 1022.442|1146.887 1014.836|1163.706 1014.680|1182.853 1014.514|1182.867 1022.130|1182.888 1029.736|1182.888 1029.747|1182.902 1037.364|1185.027 1037.342|1185.048 1044.959|1185.062 1052.576|1185.083 1060.192|1185.097 1067.809|1185.111 1075.426
24V 611 EDMONTON TR NE,1185.132 1083.032|1147.103 1083.354|1147.082 1076.816|1147.082 1075.738|1147.054 1068.121|1147.033 1060.515|1147.005 1052.898|1146.984 1045.281|1146.963 1037.676|1146.936 1030.059|1146.915 1022.442|1146.887 1014.836|1163.706 1014.680|1182.853 1014.514|1182.867 1022.130|1182.888 1029.736|1182.888 1029.747|1182.902 1037.364|1185.027 1037.342|1185.048 1044.959|1185.062 1052.576|1185.083 1060.192|1185.097 1067.809|1185.111 1075.426
25V 611 EDMONTON TR NE,1185.132 1083.032|1147.103 1083.354|1147.082 1076.816|1147.082 1075.738|1147.054 1068.121|1147.033 1060.515|1147.005 1052.898|1146.984 1045.281|1146.963 1037.676|1146.936 1030.059|1146.915 1022.442|1146.887 1014.836|1163.706 1014.680|1182.853 1014.514|1182.867 1022.130|1182.888 1029.736|1182.888 1029.747|1182.902 1037.364|1185.027 1037.342|1185.048 1044.959|1185.062 1052.576|1185.083 1060.192|1185.097 1067.809|1185.111 1075.426
26V 611 EDMONTON TR NE,1185.132 1083.032|1147.103 1083.354|1147.082 1076.816|1147.082 1075.738|1147.054 1068.121|1147.033 1060.515|1147.005 1052.898|1146.984 1045.281|1146.963 1037.676|1146.936 1030.059|1146.915 1022.442|1146.887 1014.836|1163.706 1014.680|1182.853 1014.514|1182.867 1022.130|1182.888 1029.736|1182.888 1029.747|1182.902 1037.364|1185.027 1037.342|1185.048 1044.959|1185.062 1052.576|1185.083 1060.192|1185.097 1067.809|1185.111 1075.426
27V 611 EDMONTON TR NE,1185.132 1083.032|1147.103 1083.354|1147.082 1076.816|1147.082 1075.738|1147.054 1068.121|1147.033 1060.515|1147.005 1052.898|1146.984 1045.281|1146.963 1037.676|1146.936 1030.059|1146.915 1022.442|1146.887 1014.836|1163.706 1014.680|1182.853 1014.514|1182.867 1022.130|1182.888 1029.736|1182.888 1029.747|1182.902 1037.364|1185.027 1037.342|1185.048 1044.959|1185.062 1052.576|1185.083 1060.192|1185.097 1067.809|1185.111 1075.426
28V 611 EDMONTON TR NE,1185.132 1083.032|1147.103 1083.354|1147.082 1076.816|1147.082 1075.738|1147.054 1068.121|1147.033 1060.515|1147.005 1052.898|1146.984 1045.281|1146.963 1037.676|1146.936 1030.059|1146.915 1022.442|1146.887 1014.836|1163.706 1014.680|1182.853 1014.514|1182.867 1022.130|1182.888 1029.736|1182.888 1029.747|1182.902 1037.364|1185.027 1037.342|1185.048 1044.959|1185.062 1052.576|1185.083 1060.192|1185.097 1067.809|1185.111 1075.426
29V 611 EDMONTON TR NE,1185.132 1083.032|1147.103 1083.354|1147.082 1076.816|1147.082 1075.738|1147.054 1068.121|1147.033 1060.515|1147.005 1052.898|1146.984 1045.281|1146.963 1037.676|1146.936 1030.059|1146.915 1022.442|1146.887 1014.836|1163.706 1014.680|1182.853 1014.514|1182.867 1022.130|1182.888 1029.736|1182.888 1029.747|1182.902 1037.364|1185.027 1037.342|1185.048 1044.959|1185.062 1052.576|1185.083 1060.192|1185.097 1067.809|1185.111 1075.426
30V 611 EDMONTON TR NE,1185.132 1083.032|1147.103 1083.354|1147.082 1076.816|1147.082 1075.738|1147.054 1068.121|1147.033 1060.515|1147.005 1052.898|1146.984 1045.281|1146.963 1037.676|1146.936 1030.059|1146.915 1022.442|1146.887 1014.836|1163.706 1014.680|1182.853 1014.514|1182.867 1022.130|1182.888 1029.736|1182.888 1029.747|1182.902 1037.364|1185.027 1037.342|1185.048 1044.959|1185.062 1052.576|1185.083 1060.192|1185.097 1067.809|1185.111 1075.426
31V 611 EDMONTON TR NE,1185.132 1083.032|1147.103 1083.354|1147.082 1076.816|1147.082 1075.738|1147.054 1068.121|1147.033 1060.515|1147.005 1052.898|1146.984 1045.281|1146.963 1037.676|1146.936 1030.059|1146.915 1022.442|1146.887 1014.836|1163.706 1014.680|1182.853 1014.514|1182.867 1022.130|1182.888 1029.736|1182.888 1029.747|1182.902 1037.364|1185.027 1037.342|1185.048 1044.959|1185.062 1052.576|1185.083 1060.192|1185.097 1067.809|1185.111 1075.426
32V 611 EDMONTON TR NE,1185.132 1083.032|1147.103 1083.354|1147.082 1076.816|1147.082 1075.738|1147.054 1068.121|1147.033 1060.515|1147.005 1052.898|1146.984 1045.281|1146.963 1037.676|1146.936 1030.059|1146.915 1022.442|1146.887 1014.836|1163.706 1014.680|1182.853 1014.514|1182.867 1022.130|1182.888 1029.736|1182.888 1029.747|1182.902 1037.364|1185.027 1037.342|1185.048 1044.959|1185.062 1052.576|1185.083 1060.192|1185.097 1067.809|1185.111 1075.426
33V 611 EDMONTON TR NE,1185.132 1083.032|1147.103 1083.354|1147.082 1076.816|1147.082 1075.738|1147.054 1068.121|1147.033 1060.515|1147.005 1052.898|1146.984 1045.281|1146.963 1037.676|1146.936 1030.059|1146.915 1022.442|1146.887 1014.836|1163.706 1014.680|1182.853 1014.514|1182.867 1022.130|1182.888 1029.736|1182.888 1029.747|1182.902 1037.364|1185.027 1037.342|1185.048 1044.959|1185.062 1052.576|1185.083 1060.192|1185.097 1067.809|1185.111 1075.426
34V 611 EDMONTON TR NE,1185.132 1083.032|1147.103 1083.354|1147.082 1076.816|1147.082 1075.738|1147.054 1068.121|1147.033 1060.515|1147.005 1052.898|1146.984 1045.281|1146.963 1037.676|1146.936 1030.059|1146.915 1022.442|1146.887 1014.836|1163.706 1014.680|1182.853 1014.514|1182.867 1022.130|1182.888 1029.736|1182.888 1029.747|1182.902 1037.364|1185.027 1037.342|1185.048 1044.959|1185.062 1052.576|1185.083 1060.192|1185.097 1067.809|1185.111 1075.426
35V 611 EDMONTON TR NE,1185.132 1083.032|1147.103 1083.354|1147.082 1076.816|1147.082 1075.738|1147.054 1068.121|1147.033 1060.515|1147.005 1052.898|1146.984 1045.281|1146.963 1037.676|1146.936 1030.059|1146.915 1022.442|1146.887 1014.836|1163.706 1014.680|1182.853 1014.514|1182.867 1022.130|1182.888 1029.736|1182.888 1029.747|1182.902 1037.364|1185.027 1037.342|1185.048 1044.959|1185.062 1052.576|1185.083 1060.192|1185.097 1067.809|1185.111 1075.426
36V 611 EDMONTON TR NE,1185.132 1083.032|1147.103 1083.354|1147.082 1076.816|1147.082 1075.738|1147.054 1068.121|1147.033 1060.515|1147.005 1052.898|1146.984 1045.281|1146.963 1037.676|1146.936 1030.059|1146.915 1022.442|1146.887 1014.836|1163.706 1014.680|1182.853 1014.514|1182.867 1022.130|1182.888 1029.736|1182.888 1029.747|1182.902 1037.364|1185.027 1037.342|1185.048 1044.959|1185.062 1052.576|1185.083 1060.192|1185.097 1067.809|1185.111 1075.426
106 611 EDMONTON TR NE,1185.132 1083.032|1147.103 1083.354|1147.082 1076.816|1147.082 1075.738|1147.054 1068.121|1147.033 1060.515|1147.005 1052.898|1146.984 1045.281|1146.963 1037.676|1146.936 1030.059|1146.915 1022.442|1146.887 1014.836|1163.706 1014.680|1182.853 1014.514|1182.867 1022.130|1182.888 1029.736|1182.888 1029.747|1182.902 1037.364|1185.027 1037.342|1185.048 1044.959|1185.062 1052.576|1185.083 1060.192|1185.097 1067.809|1185.111 1075.426
107 611 EDMONTON TR NE,1185.132 1083.032|1147.103 1083.354|1147.082 1076.816|1147.082 1075.738|1147.054 1068.121|1147.033 1060.515|1147.005 1052.898|1146.984 1045.281|1146.963 1037.676|1146.936 1030.059|1146.915 1022.442|1146.887 1014.836|1163.706 1014.680|1182.853 1014.514|1182.867 1022.130|1182.888 1029.736|1182.888 1029.747|1182.902 1037.364|1185.027 1037.342|1185.048 1044.959|1185.062 1052.576|1185.083 1060.192|1185.097 1067.809|1185.111 1075.426
108 611 EDMONTON TR NE,1185.132 1083.032|1147.103 1083.354|1147.082 1076.816|1147.082 1075.738|1147.054 1068.121|1147.033 1060.515|1147.005 1052.898|1146.984 1045.281|1146.963 1037.676|1146.936 1030.059|1146.915 1022.442|1146.887 1014.836|1163.706 1014.680|1182.853 1014.514|1182.867 1022.130|1182.888 1029.736|1182.888 1029.747|1182.902 1037.364|1185.027 1037.342|1185.048 1044.959|1185.062 1052.576|1185.083 1060.192|1185.097 1067.809|1185.111 1075.426
109 611 EDMONTON TR NE,1185.132 1083.032|1147.103 1083.354|1147.082 1076.816|1147.082 1075.738|1147.054 1068.121|1147.033 1060.515|1147.005 1052.898|1146.984 1045.281|1146.963 1037.676|1146.936 1030.059|1146.915 1022.442|1146.887 1014.836|1163.706 1014.680|1182.853 1014.514|1182.867 1022.130|1182.888 1029.736|1182.888 1029.747|1182.902 1037.364|1185.027 1037.342|1185.048 1044.959|1185.062 1052.576|1185.083 1060.192|1185.097 1067.809|1185.111 1075.426
110 611 EDMONTON TR NE,1185.132 1083.032|1147.103 1083.354|1147.082 1076.816|1147.082 1075.738|1147.054 1068.121|1147.033 1060.515|1147.005 1052.898|1146.984 1045.281|1146.963 1037.676|1146.936 1030.059|1146.915 1022.442|1146.887 1014.836|1163.706 1014.680|1182.853 1014.514|1182.867 1022.130|1182.888 1029.736|1182.888 1029.747|1182.902 1037.364|1185.027 1037.342|1185.048 1044.959|1185.062 1052.576|1185.083 1060.192|1185.097 1067.809|1185.111 1075.426
101 611 EDMONTON TR NE,1185.132 1083.032|1147.103 1083.354|1147.082 1076.816|1147.082 1075.738|1147.054 1068.121|1147.033 1060.515|1147.005 1052.898|1146.984 1045.281|1146.963 1037.676|1146.936 1030.059|1146.915 1022.442|1146.887 1014.836|1163.706 1014.680|1182.853 1014.514|1182.867 1022.130|1182.888 1029.736|1182.888 1029.747|1182.902 1037.364|1185.027 1037.342|1185.048 1044.959|1185.062 1052.576|1185.083 1060.192|1185.097 1067.809|1185.111 1075.426
102 611 EDMONTON TR NE,1185.132 1083.032|1147.103 1083.354|1147.082 1076.816|1147.082 1075.738|1147.054 1068.121|1147.033 1060.515|1147.005 1052.898|1146.984 1045.281|1146.963 1037.676|1146.936 1030.059|1146.915 1022.442|1146.887 1014.836|1163.706 1014.680|1182.853 1014.514|1182.867 1022.130|1182.888 1029.736|1182.888 1029.747|1182.902 1037.364|1185.027 1037.342|1185.048 1044.959|1185.062 1052.576|1185.083 1060.192|1185.097 1067.809|1185.111 1075.426
103 611 EDMONTON TR NE,1185.132 1083.032|1147.103 1083.354|1147.082 1076.816|1147.082 1075.738|1147.054 1068.121|1147.033 1060.515|1147.005 1052.898|1146.984 1045.281|1146.963 1037.676|1146.936 1030.059|1146.915 1022.442|1146.887 1014.836|1163.706 1014.680|1182.853 1014.514|1182.867 1022.130|1182.888 1029.736|1182.888 1029.747|1182.902 1037.364|1185.027 1037.342|1185.048 1044.959|1185.062 1052.576|1185.083 1060.192|1185.097 1067.809|1185.111 1075.426
104 611 EDMONTON TR NE,1185.132 1083.032|1147.103 1083.354|1147.082 1076.816|1147.082 1075.738|1147.054 1068.121|1147.033 1060.515|1147.005 1052.898|1146.984 1045.281|1146.963 1037.676|1146.936 1030.059|1146.915 1022.442|1146.887 1014.836|1163.706 1014.680|1182.853 1014.514|1182.867 1022.130|1182.888 1029.736|1182.888 1029.747|1182.902 1037.364|1185.027 1037.342|1185.048 1044.959|1185.062 1052.576|1185.083 1060.192|1185.097 1067.809|1185.111 1075.426
105 611 EDMONTON TR NE,1185.132 1083.032|1147.103 1083.354|1147.082 1076.816|1147.082 1075.738|1147.054 1068.121|1147.033 1060.515|1147.005 1052.898|1146.984 1045.281|1146.963 1037.676|1146.936 1030.059|1146.915 1022.442|1146.887 1014.836|1163.706 1014.680|1182.853 1014.514|1182.867 1022.130|1182.888 1029.736|1182.888 1029.747|1182.902 1037.364|1185.027 1037.342|1185.048 1044.959|1185.062 1052.576|1185.083 1060.192|1185.097 1067.809|1185.111 1075.426
206 611 EDMONTON TR NE,1185.132 1083.032|1147.103 1083.354|1147.082 1076.816|1147.082 1075.738|1147.054 1068.121|1147.033 1060.515|1147.005 1052.898|1146.984 1045.281|1146.963 1037.676|1146.936 1030.059|1146.915 1022.442|1146.887 1014.836|1163.706 1014.680|1182.853 1014.514|1182.867 1022.130|1182.888 1029.736|1182.888 1029.747|1182.902 1037.364|1185.027 1037.342|1185.048 1044.959|1185.062 1052.576|1185.083 1060.192|1185.097 1067.809|1185.111 1075.426
207 611 EDMONTON TR NE,1185.132 1083.032|1147.103 1083.354|1147.082 1076.816|1147.082 1075.738|1147.054 1068.121|1147.033 1060.515|1147.005 1052.898|1146.984 1045.281|1146.963 1037.676|1146.936 1030.059|1146.915 1022.442|1146.887 1014.836|1163.706 1014.680|1182.853 1014.514|1182.867 1022.130|1182.888 1029.736|1182.888 1029.747|1182.902 1037.364|1185.027 1037.342|1185.048 1044.959|1185.062 1052.576|1185.083 1060.192|1185.097 1067.809|1185.111 1075.426
208 611 EDMONTON TR NE,1185.132 1083.032|1147.103 1083.354|1147.082 1076.816|1147.082 1075.738|1147.054 1068.121|1147.033 1060.515|1147.005 1052.898|1146.984 1045.281|1146.963 1037.676|1146.936 1030.059|1146.915 1022.442|1146.887 1014.836|1163.706 1014.680|1182.853 1014.514|1182.867 1022.130|1182.888 1029.736|1182.888 1029.747|1182.902 1037.364|1185.027 1037.342|1185.048 1044.959|1185.062 1052.576|1185.083 1060.192|1185.097 1067.809|1185.111 1075.426
209 611 EDMONTON TR NE,1185.132 1083.032|1147.103 1083.354|1147.082 1076.816|1147.082 1075.738|1147.054 1068.121|1147.033 1060.515|1147.005 1052.898|1146.984 1045.281|1146.963 1037.676|1146.936 1030.059|1146.915 1022.442|1146.887 1014.836|1163.706 1014.680|1182.853 1014.514|1182.867 1022.130|1182.888 1029.736|1182.888 1029.747|1182.902 1037.364|1185.027 1037.342|1185.048 1044.959|1185.062 1052.576|1185.083 1060.192|1185.097 1067.809|1185.111 1075.426
210 611 EDMONTON TR NE,1185.132 1083.032|1147.103 1083.354|1147.082 1076.816|1147.082 1075.738|1147.054 1068.121|1147.033 1060.515|1147.005 1052.898|1146.984 1045.281|1146.963 1037.676|1146.936 1030.059|1146.915 1022.442|1146.887 1014.836|1163.706 1014.680|1182.853 1014.514|1182.867 1022.130|1182.888 1029.736|1182.888 1029.747|1182.902 1037.364|1185.027 1037.342|1185.048 1044.959|1185.062 1052.576|1185.083 1060.192|1185.097 1067.809|1185.111 1075.426
201 611 EDMONTON TR NE,1185.132 1083.032|1147.103 1083.354|1147.082 1076.816|1147.082 1075.738|1147.054 1068.121|1147.033 1060.515|1147.005 1052.898|1146.984 1045.281|1146.963 1037.676|1146.936 1030.059|1146.915 1022.442|1146.887 1014.836|1163.706 1014.680|1182.853 1014.514|1182.867 1022.130|1182.888 1029.736|1182.888 1029.747|1182.902 1037.364|1185.027 1037.342|1185.048 1044.959|1185.062 1052.576|1185.083 1060.192|1185.097 1067.809|1185.111 1075.426
202 611 EDMONTON TR NE,1185.132 1083.032|1147.103 1083.354|1147.082 1076.816|1147.082 1075.738|1147.054 1068.121|1147.033 1060.515|1147.005 1052.898|1146.984 1045.281|1146.963 1037.676|1146.936 1030.059|1146.915 1022.442|1146.887 1014.836|1163.706 1014.680|1182.853 1014.514|1182.867 1022.130|1182.888 1029.736|1182.888 1029.747|1182.902 1037.364|1185.027 1037.342|1185.048 1044.959|1185.062 1052.576|1185.083 1060.192|1185.097 1067.809|1185.111 1075.426
203 611 EDMONTON TR NE,1185.132 1083.032|1147.103 1083.354|1147.082 1076.816|1147.082 1075.738|1147.054 1068.121|1147.033 1060.515|1147.005 1052.898|1146.984 1045.281|1146.963 1037.676|1146.936 1030.059|1146.915 1022.442|1146.887 1014.836|1163.706 1014.680|1182.853 1014.514|1182.867 1022.130|1182.888 1029.736|1182.888 1029.747|1182.902 1037.364|1185.027 1037.342|1185.048 1044.959|1185.062 1052.576|1185.083 1060.192|1185.097 1067.809|1185.111 1075.426
