ADDRESS,POINTS
8756 COUNTRY HILLS BV NW,-9836.523 11228.846|-9830.022 11228.868|-9823.577 11228.880|-9819.690 11228.891|-9772.392 11229.057|-9764.780 11229.091|-9717.559 11229.235|-9715.839 11229.235|-9713.742 11229.247|-9711.526 11229.258|-9702.592 11229.280|-9708.346 11234.840|-9753.763 11278.728|-9755.923 11280.808|-9757.363 11282.198|-9764.808 11293.662|-9772.413 11305.382|-9773.280 11306.727|-9816.600 11373.422|-9817.754 11372.510|-9822.780 11368.652|-9824.548 11367.328|-9833.818 11360.590|-9840.850 11355.675|-9847.973 11350.894|-9854.139 11346.913|-9864.380 11340.619|-9870.658 11336.939|-9878.242 11332.647|-9879.731 11331.579|-9881.045 11330.300|-9881.961 11329.122|-9882.723 11327.832|-9883.317 11326.464|-9883.737 11325.030|-9883.981 11323.562|-9884.030 11322.072|-9883.904 11320.582|-9883.590 11319.125|-9877.858 11298.810|-9872.629 11288.336|-9866.904 11277.650|-9862.339 11269.577|-9857.599 11261.615|-9857.641 11260.681|-9845.750 11242.768|-9838.984 11232.460
