ADDRESS,POINTS
820 JAMES MCKEVITT RD SW,-1084.704 -13460.119|-1068.836 -13461.398|-1049.507 -13462.955|-1030.172 -13464.500|-1010.836 -13466.057|-991.500 -13467.603|-972.165 -13469.159|-952.836 -13470.716|-955.255 -13501.094|-955.534 -13504.586|-946.475 -13505.309|-943.783 -13471.439|-933.871 -13472.239|-928.621 -13470.772|-914.032 -13466.713|-898.939 -13462.521|-881.694 -13457.728|-864.441 -13452.925|-847.196 -13448.132|-829.950 -13443.340|-827.685 -13442.706|-827.741 -13422.924|-827.692 -13407.669|-827.644 -13392.401|-827.546 -13376.134|-827.581 -13373.087|-827.518 -13353.995|-827.476 -13340.373|-827.455 -13332.045|-870.258 -13280.851|-888.901 -13282.674|-909.705 -13279.272|-921.484 -13271.966|-930.019 -13271.966|-948.041 -13271.944|-978.924 -13282.252|-1047.613 -13305.113|-1079.392 -13318.179|-1112.177 -13305.981|-1165.158 -13286.288|-1186.346 -13275.736|-1193.826 -13271.777|-1226.723 -13271.755|-1226.716 -13267.252|-1299.361 -13260.758|-1300.605 -13260.824|-1340.262 -13262.926|-1343.757 -13263.115|-1344.701 -13271.666|-1344.995 -13273.445|-1346.791 -13285.621|-1348.001 -13297.864|-1348.609 -13310.162|-1348.616 -13322.471|-1348.036 -13334.769|-1346.854 -13347.012|-1345.079 -13359.199|-1341.465 -13370.952|-1337.291 -13382.516|-1333.978 -13388.332|-1330.196 -13393.858|-1325.974 -13399.040|-1321.332 -13403.843|-1316.306 -13408.247|-1310.937 -13412.216|-1304.995 -13415.852|-1298.767 -13418.966|-1185.144 -13469.582|-1183.731 -13466.379|-1178.237 -13453.926|-1147.199 -13455.960|-1131.324 -13457.006|-1116.448 -13457.984|-1100.573 -13459.029|-1088.172 -13459.841
