ADDRESS,POINTS
224 18 AV SW,285.898 -1203.669|287.254 -1173.636|272.049 -1173.247|270.707 -1202.980
228 18 AV SW,272.049 -1173.247|256.838 -1172.957|255.517 -1202.291|270.707 -1202.980
