ADDRESS,POINTS
7520 16 AV NW,-8671.078 3787.493|-8682.241 3789.416|-8693.440 3791.173|-8704.660 3792.752|-8715.901 3794.153|-8727.162 3795.376|-8738.445 3796.422|-8749.742 3797.300|-8761.052 3797.990|-8761.045 3796.466|-8749.742 3795.766|-8738.438 3794.898|-8727.162 3793.853|-8715.894 3792.619|-8704.653 3791.218|-8693.433 3789.639|-8682.241 3787.871|-8671.071 3785.936
7783R BOWCLIFFE CR NW,-8761.052 3797.990|-8775.669 3798.623|-8790.293 3798.946|-8975.800 3801.659|-9004.356 3802.070|-9005.754 3800.558|-8790.314 3797.434|-8775.676 3797.100|-8761.045 3796.466
