ADDRESS,POINTS
61V 8300 9 AV SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
62V 8300 9 AV SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
63V 8300 9 AV SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
64V 8300 9 AV SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
65V 8300 9 AV SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
66V 8300 9 AV SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
67V 8300 9 AV SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
68V 8300 9 AV SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
69V 8300 9 AV SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
70V 8300 9 AV SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
71V 8300 9 AV SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
72V 8300 9 AV SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
73V 8300 9 AV SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
74V 8300 9 AV SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
75V 8300 9 AV SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
76V 8300 9 AV SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
77V 8300 9 AV SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
78V 8300 9 AV SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
79V 8300 9 AV SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
80V 8300 9 AV SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
81V 8300 9 AV SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
82V 8300 9 AV SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
83V 8300 9 AV SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
84V 8300 9 AV SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
85V 8300 9 AV SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
86V 8300 9 AV SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
87V 8300 9 AV SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
88V 8300 9 AV SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
89V 8300 9 AV SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
90V 8300 9 AV SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
91V 8300 9 AV SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
92V 8300 9 AV SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
93V 8300 9 AV SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
94V 8300 9 AV SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
95V 8300 9 AV SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
96V 8300 9 AV SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
97V 8300 9 AV SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
98V 8300 9 AV SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
99V 8300 9 AV SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
100V 8300 9 AV SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
101V 8300 9 AV SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
102V 8300 9 AV SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
103V 8300 9 AV SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
104V 8300 9 AV SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
214 10 WESTPARK LI SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
216 10 WESTPARK LI SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
218 10 WESTPARK LI SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
220 10 WESTPARK LI SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
222 10 WESTPARK LI SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
224 10 WESTPARK LI SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
