ADDRESS,POINTS
424 10 ST NW,-1003.230 921.321|-968.914 921.566|-968.928 921.177|-968.725 921.177|-962.853 921.199|-963.210 967.300|-969.292 967.256|-1005.761 967.000|-1005.369 921.310
