ADDRESS,POINTS
241 ELGIN MEADOWS WY SE,7944.825 -15973.358|7911.285 -16001.613|7913.109 -16001.112|8306.358 -15893.031|8306.324 -15873.994|8311.329 -15843.538|8311.210 -15728.073|8311.161 -15697.583|8331.168 -15697.539|8474.577 -15697.550|8497.646 -15554.387|8498.457 -15549.361|8499.421 -15543.467|8452.690 -15518.471|8447.503 -15513.712|8445.853 -15513.489|8444.232 -15513.122|8442.652 -15512.600|8441.121 -15511.932|8439.751 -15511.332|8438.339 -15510.843|8436.885 -15510.476|8435.410 -15510.231|8387.798 -15504.393|8385.966 -15504.271|8384.135 -15504.327|8382.310 -15504.582|8380.527 -15505.016|8378.563 -15505.483|8376.557 -15505.728|8374.544 -15505.739|8372.537 -15505.528|8370.566 -15505.094|8368.658 -15504.438|8366.833 -15503.559|8365.120 -15502.492|8330.706 -15502.114|8322.772 -15502.092|8322.562 -15506.484|8321.164 -15510.665|8318.081 -15520.150|8316.942 -15523.630|8317.138 -15625.718|8311.105 -15626.441|8231.022 -15636.126|8229.994 -15636.938|8230.113 -15641.942|8229.974 -15646.945|8229.582 -15651.938|8228.932 -15656.908|8222.550 -15697.828|8213.036 -15758.763|8212.840 -15760.598|8212.840 -15762.443|8213.022 -15764.278|8213.399 -15766.091|8213.581 -15766.869|8213.881 -15768.704|8213.986 -15770.561|8213.902 -15772.418|8213.630 -15774.252|8243.360 -15808.189|8229.897 -15820.109|8226.094 -15823.478|8219.537 -15827.292|8201.082 -15828.427|8191.051 -15827.037|8123.166 -15831.195|8058.469 -15835.154|8042.293 -15861.340|8018.162 -15894.643|7995.800 -15921.786|7995.226 -15922.475|7970.760 -15948.684
