ADDRESS,POINTS
257V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
258V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
259V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
260V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
261V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
262V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
263V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
264V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
265V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
266V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
267V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
2104 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
2106 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
2109 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
2111 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
2113 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
2115 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
2114 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
2112 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
2110 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
2108 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
2107 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
2105 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
2103 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
2202 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
2204 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
2206 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
2209 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
2211 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
2213 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
2215 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
2214 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
2212 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
2210 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
1304 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
1306 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
148V 2280 68 ST NE,9644.049 2632.467|9584.588 2632.433|9584.595 2629.075|9580.604 2629.075|9580.611 2625.016|9564.295 2625.005|9564.337 2557.988|9588.824 2557.999|9588.796 2603.500|9618.918 2603.522|9618.939 2575.501|9644.084 2575.512
149V 2280 68 ST NE,9644.049 2632.467|9584.588 2632.433|9584.595 2629.075|9580.604 2629.075|9580.611 2625.016|9564.295 2625.005|9564.337 2557.988|9588.824 2557.999|9588.796 2603.500|9618.918 2603.522|9618.939 2575.501|9644.084 2575.512
150V 2280 68 ST NE,9644.049 2632.467|9584.588 2632.433|9584.595 2629.075|9580.604 2629.075|9580.611 2625.016|9564.295 2625.005|9564.337 2557.988|9588.824 2557.999|9588.796 2603.500|9618.918 2603.522|9618.939 2575.501|9644.084 2575.512
151V 2280 68 ST NE,9644.049 2632.467|9584.588 2632.433|9584.595 2629.075|9580.604 2629.075|9580.611 2625.016|9564.295 2625.005|9564.337 2557.988|9588.824 2557.999|9588.796 2603.500|9618.918 2603.522|9618.939 2575.501|9644.084 2575.512
152V 2280 68 ST NE,9644.049 2632.467|9584.588 2632.433|9584.595 2629.075|9580.604 2629.075|9580.611 2625.016|9564.295 2625.005|9564.337 2557.988|9588.824 2557.999|9588.796 2603.500|9618.918 2603.522|9618.939 2575.501|9644.084 2575.512
153V 2280 68 ST NE,9644.049 2632.467|9584.588 2632.433|9584.595 2629.075|9580.604 2629.075|9580.611 2625.016|9564.295 2625.005|9564.337 2557.988|9588.824 2557.999|9588.796 2603.500|9618.918 2603.522|9618.939 2575.501|9644.084 2575.512
154V 2280 68 ST NE,9644.049 2632.467|9584.588 2632.433|9584.595 2629.075|9580.604 2629.075|9580.611 2625.016|9564.295 2625.005|9564.337 2557.988|9588.824 2557.999|9588.796 2603.500|9618.918 2603.522|9618.939 2575.501|9644.084 2575.512
155V 2280 68 ST NE,9644.049 2632.467|9584.588 2632.433|9584.595 2629.075|9580.604 2629.075|9580.611 2625.016|9564.295 2625.005|9564.337 2557.988|9588.824 2557.999|9588.796 2603.500|9618.918 2603.522|9618.939 2575.501|9644.084 2575.512
106V 2280 68 ST NE,9644.049 2632.467|9584.588 2632.433|9584.595 2629.075|9580.604 2629.075|9580.611 2625.016|9564.295 2625.005|9564.337 2557.988|9588.824 2557.999|9588.796 2603.500|9618.918 2603.522|9618.939 2575.501|9644.084 2575.512
105V 2280 68 ST NE,9644.049 2632.467|9584.588 2632.433|9584.595 2629.075|9580.604 2629.075|9580.611 2625.016|9564.295 2625.005|9564.337 2557.988|9588.824 2557.999|9588.796 2603.500|9618.918 2603.522|9618.939 2575.501|9644.084 2575.512
104V 2280 68 ST NE,9644.049 2632.467|9584.588 2632.433|9584.595 2629.075|9580.604 2629.075|9580.611 2625.016|9564.295 2625.005|9564.337 2557.988|9588.824 2557.999|9588.796 2603.500|9618.918 2603.522|9618.939 2575.501|9644.084 2575.512
103V 2280 68 ST NE,9644.049 2632.467|9584.588 2632.433|9584.595 2629.075|9580.604 2629.075|9580.611 2625.016|9564.295 2625.005|9564.337 2557.988|9588.824 2557.999|9588.796 2603.500|9618.918 2603.522|9618.939 2575.501|9644.084 2575.512
102V 2280 68 ST NE,9644.049 2632.467|9584.588 2632.433|9584.595 2629.075|9580.604 2629.075|9580.611 2625.016|9564.295 2625.005|9564.337 2557.988|9588.824 2557.999|9588.796 2603.500|9618.918 2603.522|9618.939 2575.501|9644.084 2575.512
101V 2280 68 ST NE,9644.049 2632.467|9584.588 2632.433|9584.595 2629.075|9580.604 2629.075|9580.611 2625.016|9564.295 2625.005|9564.337 2557.988|9588.824 2557.999|9588.796 2603.500|9618.918 2603.522|9618.939 2575.501|9644.084 2575.512
100V 2280 68 ST NE,9644.049 2632.467|9584.588 2632.433|9584.595 2629.075|9580.604 2629.075|9580.611 2625.016|9564.295 2625.005|9564.337 2557.988|9588.824 2557.999|9588.796 2603.500|9618.918 2603.522|9618.939 2575.501|9644.084 2575.512
99V 2280 68 ST NE,9644.049 2632.467|9584.588 2632.433|9584.595 2629.075|9580.604 2629.075|9580.611 2625.016|9564.295 2625.005|9564.337 2557.988|9588.824 2557.999|9588.796 2603.500|9618.918 2603.522|9618.939 2575.501|9644.084 2575.512
98V 2280 68 ST NE,9644.049 2632.467|9584.588 2632.433|9584.595 2629.075|9580.604 2629.075|9580.611 2625.016|9564.295 2625.005|9564.337 2557.988|9588.824 2557.999|9588.796 2603.500|9618.918 2603.522|9618.939 2575.501|9644.084 2575.512
3317 2280 68 ST NE,9644.049 2632.467|9584.588 2632.433|9584.595 2629.075|9580.604 2629.075|9580.611 2625.016|9564.295 2625.005|9564.337 2557.988|9588.824 2557.999|9588.796 2603.500|9618.918 2603.522|9618.939 2575.501|9644.084 2575.512
3315 2280 68 ST NE,9644.049 2632.467|9584.588 2632.433|9584.595 2629.075|9580.604 2629.075|9580.611 2625.016|9564.295 2625.005|9564.337 2557.988|9588.824 2557.999|9588.796 2603.500|9618.918 2603.522|9618.939 2575.501|9644.084 2575.512
3313 2280 68 ST NE,9644.049 2632.467|9584.588 2632.433|9584.595 2629.075|9580.604 2629.075|9580.611 2625.016|9564.295 2625.005|9564.337 2557.988|9588.824 2557.999|9588.796 2603.500|9618.918 2603.522|9618.939 2575.501|9644.084 2575.512
3311 2280 68 ST NE,9644.049 2632.467|9584.588 2632.433|9584.595 2629.075|9580.604 2629.075|9580.611 2625.016|9564.295 2625.005|9564.337 2557.988|9588.824 2557.999|9588.796 2603.500|9618.918 2603.522|9618.939 2575.501|9644.084 2575.512
3309 2280 68 ST NE,9644.049 2632.467|9584.588 2632.433|9584.595 2629.075|9580.604 2629.075|9580.611 2625.016|9564.295 2625.005|9564.337 2557.988|9588.824 2557.999|9588.796 2603.500|9618.918 2603.522|9618.939 2575.501|9644.084 2575.512
3307 2280 68 ST NE,9644.049 2632.467|9584.588 2632.433|9584.595 2629.075|9580.604 2629.075|9580.611 2625.016|9564.295 2625.005|9564.337 2557.988|9588.824 2557.999|9588.796 2603.500|9618.918 2603.522|9618.939 2575.501|9644.084 2575.512
3305 2280 68 ST NE,9644.049 2632.467|9584.588 2632.433|9584.595 2629.075|9580.604 2629.075|9580.611 2625.016|9564.295 2625.005|9564.337 2557.988|9588.824 2557.999|9588.796 2603.500|9618.918 2603.522|9618.939 2575.501|9644.084 2575.512
3303 2280 68 ST NE,9644.049 2632.467|9584.588 2632.433|9584.595 2629.075|9580.604 2629.075|9580.611 2625.016|9564.295 2625.005|9564.337 2557.988|9588.824 2557.999|9588.796 2603.500|9618.918 2603.522|9618.939 2575.501|9644.084 2575.512
3301 2280 68 ST NE,9644.049 2632.467|9584.588 2632.433|9584.595 2629.075|9580.604 2629.075|9580.611 2625.016|9564.295 2625.005|9564.337 2557.988|9588.824 2557.999|9588.796 2603.500|9618.918 2603.522|9618.939 2575.501|9644.084 2575.512
132V 2280 68 ST NE,9644.049 2632.467|9584.588 2632.433|9584.595 2629.075|9580.604 2629.075|9580.611 2625.016|9564.295 2625.005|9564.337 2557.988|9588.824 2557.999|9588.796 2603.500|9618.918 2603.522|9618.939 2575.501|9644.084 2575.512
131V 2280 68 ST NE,9644.049 2632.467|9584.588 2632.433|9584.595 2629.075|9580.604 2629.075|9580.611 2625.016|9564.295 2625.005|9564.337 2557.988|9588.824 2557.999|9588.796 2603.500|9618.918 2603.522|9618.939 2575.501|9644.084 2575.512
4102 2280 68 ST NE,9644.049 2632.467|9584.588 2632.433|9584.595 2629.075|9580.604 2629.075|9580.611 2625.016|9564.295 2625.005|9564.337 2557.988|9588.824 2557.999|9588.796 2603.500|9618.918 2603.522|9618.939 2575.501|9644.084 2575.512
4104 2280 68 ST NE,9644.049 2632.467|9584.588 2632.433|9584.595 2629.075|9580.604 2629.075|9580.611 2625.016|9564.295 2625.005|9564.337 2557.988|9588.824 2557.999|9588.796 2603.500|9618.918 2603.522|9618.939 2575.501|9644.084 2575.512
4106 2280 68 ST NE,9644.049 2632.467|9584.588 2632.433|9584.595 2629.075|9580.604 2629.075|9580.611 2625.016|9564.295 2625.005|9564.337 2557.988|9588.824 2557.999|9588.796 2603.500|9618.918 2603.522|9618.939 2575.501|9644.084 2575.512
4108 2280 68 ST NE,9644.049 2632.467|9584.588 2632.433|9584.595 2629.075|9580.604 2629.075|9580.611 2625.016|9564.295 2625.005|9564.337 2557.988|9588.824 2557.999|9588.796 2603.500|9618.918 2603.522|9618.939 2575.501|9644.084 2575.512
4107 2280 68 ST NE,9644.049 2632.467|9584.588 2632.433|9584.595 2629.075|9580.604 2629.075|9580.611 2625.016|9564.295 2625.005|9564.337 2557.988|9588.824 2557.999|9588.796 2603.500|9618.918 2603.522|9618.939 2575.501|9644.084 2575.512
4105 2280 68 ST NE,9644.049 2632.467|9584.588 2632.433|9584.595 2629.075|9580.604 2629.075|9580.611 2625.016|9564.295 2625.005|9564.337 2557.988|9588.824 2557.999|9588.796 2603.500|9618.918 2603.522|9618.939 2575.501|9644.084 2575.512
4103 2280 68 ST NE,9644.049 2632.467|9584.588 2632.433|9584.595 2629.075|9580.604 2629.075|9580.611 2625.016|9564.295 2625.005|9564.337 2557.988|9588.824 2557.999|9588.796 2603.500|9618.918 2603.522|9618.939 2575.501|9644.084 2575.512
4306 2280 68 ST NE,9644.049 2632.467|9584.588 2632.433|9584.595 2629.075|9580.604 2629.075|9580.611 2625.016|9564.295 2625.005|9564.337 2557.988|9588.824 2557.999|9588.796 2603.500|9618.918 2603.522|9618.939 2575.501|9644.084 2575.512
4308 2280 68 ST NE,9644.049 2632.467|9584.588 2632.433|9584.595 2629.075|9580.604 2629.075|9580.611 2625.016|9564.295 2625.005|9564.337 2557.988|9588.824 2557.999|9588.796 2603.500|9618.918 2603.522|9618.939 2575.501|9644.084 2575.512
4307 2280 68 ST NE,9644.049 2632.467|9584.588 2632.433|9584.595 2629.075|9580.604 2629.075|9580.611 2625.016|9564.295 2625.005|9564.337 2557.988|9588.824 2557.999|9588.796 2603.500|9618.918 2603.522|9618.939 2575.501|9644.084 2575.512
146V 2280 68 ST NE,9644.049 2632.467|9584.588 2632.433|9584.595 2629.075|9580.604 2629.075|9580.611 2625.016|9564.295 2625.005|9564.337 2557.988|9588.824 2557.999|9588.796 2603.500|9618.918 2603.522|9618.939 2575.501|9644.084 2575.512
145V 2280 68 ST NE,9644.049 2632.467|9584.588 2632.433|9584.595 2629.075|9580.604 2629.075|9580.611 2625.016|9564.295 2625.005|9564.337 2557.988|9588.824 2557.999|9588.796 2603.500|9618.918 2603.522|9618.939 2575.501|9644.084 2575.512
144V 2280 68 ST NE,9644.049 2632.467|9584.588 2632.433|9584.595 2629.075|9580.604 2629.075|9580.611 2625.016|9564.295 2625.005|9564.337 2557.988|9588.824 2557.999|9588.796 2603.500|9618.918 2603.522|9618.939 2575.501|9644.084 2575.512
143V 2280 68 ST NE,9644.049 2632.467|9584.588 2632.433|9584.595 2629.075|9580.604 2629.075|9580.611 2625.016|9564.295 2625.005|9564.337 2557.988|9588.824 2557.999|9588.796 2603.500|9618.918 2603.522|9618.939 2575.501|9644.084 2575.512
142V 2280 68 ST NE,9644.049 2632.467|9584.588 2632.433|9584.595 2629.075|9580.604 2629.075|9580.611 2625.016|9564.295 2625.005|9564.337 2557.988|9588.824 2557.999|9588.796 2603.500|9618.918 2603.522|9618.939 2575.501|9644.084 2575.512
141V 2280 68 ST NE,9644.049 2632.467|9584.588 2632.433|9584.595 2629.075|9580.604 2629.075|9580.611 2625.016|9564.295 2625.005|9564.337 2557.988|9588.824 2557.999|9588.796 2603.500|9618.918 2603.522|9618.939 2575.501|9644.084 2575.512
91V 2280 68 ST NE,9644.049 2632.467|9584.588 2632.433|9584.595 2629.075|9580.604 2629.075|9580.611 2625.016|9564.295 2625.005|9564.337 2557.988|9588.824 2557.999|9588.796 2603.500|9618.918 2603.522|9618.939 2575.501|9644.084 2575.512
90V 2280 68 ST NE,9644.049 2632.467|9584.588 2632.433|9584.595 2629.075|9580.604 2629.075|9580.611 2625.016|9564.295 2625.005|9564.337 2557.988|9588.824 2557.999|9588.796 2603.500|9618.918 2603.522|9618.939 2575.501|9644.084 2575.512
89V 2280 68 ST NE,9644.049 2632.467|9584.588 2632.433|9584.595 2629.075|9580.604 2629.075|9580.611 2625.016|9564.295 2625.005|9564.337 2557.988|9588.824 2557.999|9588.796 2603.500|9618.918 2603.522|9618.939 2575.501|9644.084 2575.512
88V 2280 68 ST NE,9644.049 2632.467|9584.588 2632.433|9584.595 2629.075|9580.604 2629.075|9580.611 2625.016|9564.295 2625.005|9564.337 2557.988|9588.824 2557.999|9588.796 2603.500|9618.918 2603.522|9618.939 2575.501|9644.084 2575.512
87V 2280 68 ST NE,9644.049 2632.467|9584.588 2632.433|9584.595 2629.075|9580.604 2629.075|9580.611 2625.016|9564.295 2625.005|9564.337 2557.988|9588.824 2557.999|9588.796 2603.500|9618.918 2603.522|9618.939 2575.501|9644.084 2575.512
86V 2280 68 ST NE,9644.049 2632.467|9584.588 2632.433|9584.595 2629.075|9580.604 2629.075|9580.611 2625.016|9564.295 2625.005|9564.337 2557.988|9588.824 2557.999|9588.796 2603.500|9618.918 2603.522|9618.939 2575.501|9644.084 2575.512
85V 2280 68 ST NE,9644.049 2632.467|9584.588 2632.433|9584.595 2629.075|9580.604 2629.075|9580.611 2625.016|9564.295 2625.005|9564.337 2557.988|9588.824 2557.999|9588.796 2603.500|9618.918 2603.522|9618.939 2575.501|9644.084 2575.512
84V 2280 68 ST NE,9644.049 2632.467|9584.588 2632.433|9584.595 2629.075|9580.604 2629.075|9580.611 2625.016|9564.295 2625.005|9564.337 2557.988|9588.824 2557.999|9588.796 2603.500|9618.918 2603.522|9618.939 2575.501|9644.084 2575.512
83V 2280 68 ST NE,9644.049 2632.467|9584.588 2632.433|9584.595 2629.075|9580.604 2629.075|9580.611 2625.016|9564.295 2625.005|9564.337 2557.988|9588.824 2557.999|9588.796 2603.500|9618.918 2603.522|9618.939 2575.501|9644.084 2575.512
3210 2280 68 ST NE,9644.049 2632.467|9584.588 2632.433|9584.595 2629.075|9580.604 2629.075|9580.611 2625.016|9564.295 2625.005|9564.337 2557.988|9588.824 2557.999|9588.796 2603.500|9618.918 2603.522|9618.939 2575.501|9644.084 2575.512
3212 2280 68 ST NE,9644.049 2632.467|9584.588 2632.433|9584.595 2629.075|9580.604 2629.075|9580.611 2625.016|9564.295 2625.005|9564.337 2557.988|9588.824 2557.999|9588.796 2603.500|9618.918 2603.522|9618.939 2575.501|9644.084 2575.512
3214 2280 68 ST NE,9644.049 2632.467|9584.588 2632.433|9584.595 2629.075|9580.604 2629.075|9580.611 2625.016|9564.295 2625.005|9564.337 2557.988|9588.824 2557.999|9588.796 2603.500|9618.918 2603.522|9618.939 2575.501|9644.084 2575.512
3216 2280 68 ST NE,9644.049 2632.467|9584.588 2632.433|9584.595 2629.075|9580.604 2629.075|9580.611 2625.016|9564.295 2625.005|9564.337 2557.988|9588.824 2557.999|9588.796 2603.500|9618.918 2603.522|9618.939 2575.501|9644.084 2575.512
3217 2280 68 ST NE,9644.049 2632.467|9584.588 2632.433|9584.595 2629.075|9580.604 2629.075|9580.611 2625.016|9564.295 2625.005|9564.337 2557.988|9588.824 2557.999|9588.796 2603.500|9618.918 2603.522|9618.939 2575.501|9644.084 2575.512
3215 2280 68 ST NE,9644.049 2632.467|9584.588 2632.433|9584.595 2629.075|9580.604 2629.075|9580.611 2625.016|9564.295 2625.005|9564.337 2557.988|9588.824 2557.999|9588.796 2603.500|9618.918 2603.522|9618.939 2575.501|9644.084 2575.512
3213 2280 68 ST NE,9644.049 2632.467|9584.588 2632.433|9584.595 2629.075|9580.604 2629.075|9580.611 2625.016|9564.295 2625.005|9564.337 2557.988|9588.824 2557.999|9588.796 2603.500|9618.918 2603.522|9618.939 2575.501|9644.084 2575.512
3211 2280 68 ST NE,9644.049 2632.467|9584.588 2632.433|9584.595 2629.075|9580.604 2629.075|9580.611 2625.016|9564.295 2625.005|9564.337 2557.988|9588.824 2557.999|9588.796 2603.500|9618.918 2603.522|9618.939 2575.501|9644.084 2575.512
3209 2280 68 ST NE,9644.049 2632.467|9584.588 2632.433|9584.595 2629.075|9580.604 2629.075|9580.611 2625.016|9564.295 2625.005|9564.337 2557.988|9588.824 2557.999|9588.796 2603.500|9618.918 2603.522|9618.939 2575.501|9644.084 2575.512
3207 2280 68 ST NE,9644.049 2632.467|9584.588 2632.433|9584.595 2629.075|9580.604 2629.075|9580.611 2625.016|9564.295 2625.005|9564.337 2557.988|9588.824 2557.999|9588.796 2603.500|9618.918 2603.522|9618.939 2575.501|9644.084 2575.512
3205 2280 68 ST NE,9644.049 2632.467|9584.588 2632.433|9584.595 2629.075|9580.604 2629.075|9580.611 2625.016|9564.295 2625.005|9564.337 2557.988|9588.824 2557.999|9588.796 2603.500|9618.918 2603.522|9618.939 2575.501|9644.084 2575.512
3203 2280 68 ST NE,9644.049 2632.467|9584.588 2632.433|9584.595 2629.075|9580.604 2629.075|9580.611 2625.016|9564.295 2625.005|9564.337 2557.988|9588.824 2557.999|9588.796 2603.500|9618.918 2603.522|9618.939 2575.501|9644.084 2575.512
3201 2280 68 ST NE,9644.049 2632.467|9584.588 2632.433|9584.595 2629.075|9580.604 2629.075|9580.611 2625.016|9564.295 2625.005|9564.337 2557.988|9588.824 2557.999|9588.796 2603.500|9618.918 2603.522|9618.939 2575.501|9644.084 2575.512
3102 2280 68 ST NE,9644.049 2632.467|9584.588 2632.433|9584.595 2629.075|9580.604 2629.075|9580.611 2625.016|9564.295 2625.005|9564.337 2557.988|9588.824 2557.999|9588.796 2603.500|9618.918 2603.522|9618.939 2575.501|9644.084 2575.512
3104 2280 68 ST NE,9644.049 2632.467|9584.588 2632.433|9584.595 2629.075|9580.604 2629.075|9580.611 2625.016|9564.295 2625.005|9564.337 2557.988|9588.824 2557.999|9588.796 2603.500|9618.918 2603.522|9618.939 2575.501|9644.084 2575.512
3106 2280 68 ST NE,9644.049 2632.467|9584.588 2632.433|9584.595 2629.075|9580.604 2629.075|9580.611 2625.016|9564.295 2625.005|9564.337 2557.988|9588.824 2557.999|9588.796 2603.500|9618.918 2603.522|9618.939 2575.501|9644.084 2575.512
3108 2280 68 ST NE,9644.049 2632.467|9584.588 2632.433|9584.595 2629.075|9580.604 2629.075|9580.611 2625.016|9564.295 2625.005|9564.337 2557.988|9588.824 2557.999|9588.796 2603.500|9618.918 2603.522|9618.939 2575.501|9644.084 2575.512
3110 2280 68 ST NE,9644.049 2632.467|9584.588 2632.433|9584.595 2629.075|9580.604 2629.075|9580.611 2625.016|9564.295 2625.005|9564.337 2557.988|9588.824 2557.999|9588.796 2603.500|9618.918 2603.522|9618.939 2575.501|9644.084 2575.512
3112 2280 68 ST NE,9644.049 2632.467|9584.588 2632.433|9584.595 2629.075|9580.604 2629.075|9580.611 2625.016|9564.295 2625.005|9564.337 2557.988|9588.824 2557.999|9588.796 2603.500|9618.918 2603.522|9618.939 2575.501|9644.084 2575.512
3114 2280 68 ST NE,9644.049 2632.467|9584.588 2632.433|9584.595 2629.075|9580.604 2629.075|9580.611 2625.016|9564.295 2625.005|9564.337 2557.988|9588.824 2557.999|9588.796 2603.500|9618.918 2603.522|9618.939 2575.501|9644.084 2575.512
3116 2280 68 ST NE,9644.049 2632.467|9584.588 2632.433|9584.595 2629.075|9580.604 2629.075|9580.611 2625.016|9564.295 2625.005|9564.337 2557.988|9588.824 2557.999|9588.796 2603.500|9618.918 2603.522|9618.939 2575.501|9644.084 2575.512
3117 2280 68 ST NE,9644.049 2632.467|9584.588 2632.433|9584.595 2629.075|9580.604 2629.075|9580.611 2625.016|9564.295 2625.005|9564.337 2557.988|9588.824 2557.999|9588.796 2603.500|9618.918 2603.522|9618.939 2575.501|9644.084 2575.512
3115 2280 68 ST NE,9644.049 2632.467|9584.588 2632.433|9584.595 2629.075|9580.604 2629.075|9580.611 2625.016|9564.295 2625.005|9564.337 2557.988|9588.824 2557.999|9588.796 2603.500|9618.918 2603.522|9618.939 2575.501|9644.084 2575.512
3113 2280 68 ST NE,9644.049 2632.467|9584.588 2632.433|9584.595 2629.075|9580.604 2629.075|9580.611 2625.016|9564.295 2625.005|9564.337 2557.988|9588.824 2557.999|9588.796 2603.500|9618.918 2603.522|9618.939 2575.501|9644.084 2575.512
3111 2280 68 ST NE,9644.049 2632.467|9584.588 2632.433|9584.595 2629.075|9580.604 2629.075|9580.611 2625.016|9564.295 2625.005|9564.337 2557.988|9588.824 2557.999|9588.796 2603.500|9618.918 2603.522|9618.939 2575.501|9644.084 2575.512
3109 2280 68 ST NE,9644.049 2632.467|9584.588 2632.433|9584.595 2629.075|9580.604 2629.075|9580.611 2625.016|9564.295 2625.005|9564.337 2557.988|9588.824 2557.999|9588.796 2603.500|9618.918 2603.522|9618.939 2575.501|9644.084 2575.512
3107 2280 68 ST NE,9644.049 2632.467|9584.588 2632.433|9584.595 2629.075|9580.604 2629.075|9580.611 2625.016|9564.295 2625.005|9564.337 2557.988|9588.824 2557.999|9588.796 2603.500|9618.918 2603.522|9618.939 2575.501|9644.084 2575.512
