ADDRESS,POINTS
1008 510 6 AV SE,1368.743 -90.175|1369.107 -82.124|1372.819 -0.262|1350.268 6.065|1347.961 2.262|1344.605 -3.431|1341.620 -9.325|1339.027 -15.396|1336.832 -21.634|1335.035 -27.994|1333.658 -34.455|1332.693 -40.993|1332.155 -47.576|1330.785 -77.454|1330.897 -79.600|1331.428 -81.679|1332.351 -83.625|1333.637 -85.349|1335.231 -86.794|1337.077 -87.895|1339.104 -88.607|1341.236 -88.918
1001 510 6 AV SE,1368.743 -90.175|1369.107 -82.124|1372.819 -0.262|1350.268 6.065|1347.961 2.262|1344.605 -3.431|1341.620 -9.325|1339.027 -15.396|1336.832 -21.634|1335.035 -27.994|1333.658 -34.455|1332.693 -40.993|1332.155 -47.576|1330.785 -77.454|1330.897 -79.600|1331.428 -81.679|1332.351 -83.625|1333.637 -85.349|1335.231 -86.794|1337.077 -87.895|1339.104 -88.607|1341.236 -88.918
1002 510 6 AV SE,1368.743 -90.175|1369.107 -82.124|1372.819 -0.262|1350.268 6.065|1347.961 2.262|1344.605 -3.431|1341.620 -9.325|1339.027 -15.396|1336.832 -21.634|1335.035 -27.994|1333.658 -34.455|1332.693 -40.993|1332.155 -47.576|1330.785 -77.454|1330.897 -79.600|1331.428 -81.679|1332.351 -83.625|1333.637 -85.349|1335.231 -86.794|1337.077 -87.895|1339.104 -88.607|1341.236 -88.918
1003 510 6 AV SE,1368.743 -90.175|1369.107 -82.124|1372.819 -0.262|1350.268 6.065|1347.961 2.262|1344.605 -3.431|1341.620 -9.325|1339.027 -15.396|1336.832 -21.634|1335.035 -27.994|1333.658 -34.455|1332.693 -40.993|1332.155 -47.576|1330.785 -77.454|1330.897 -79.600|1331.428 -81.679|1332.351 -83.625|1333.637 -85.349|1335.231 -86.794|1337.077 -87.895|1339.104 -88.607|1341.236 -88.918
1004 510 6 AV SE,1368.743 -90.175|1369.107 -82.124|1372.819 -0.262|1350.268 6.065|1347.961 2.262|1344.605 -3.431|1341.620 -9.325|1339.027 -15.396|1336.832 -21.634|1335.035 -27.994|1333.658 -34.455|1332.693 -40.993|1332.155 -47.576|1330.785 -77.454|1330.897 -79.600|1331.428 -81.679|1332.351 -83.625|1333.637 -85.349|1335.231 -86.794|1337.077 -87.895|1339.104 -88.607|1341.236 -88.918
1105 510 6 AV SE,1368.743 -90.175|1369.107 -82.124|1372.819 -0.262|1350.268 6.065|1347.961 2.262|1344.605 -3.431|1341.620 -9.325|1339.027 -15.396|1336.832 -21.634|1335.035 -27.994|1333.658 -34.455|1332.693 -40.993|1332.155 -47.576|1330.785 -77.454|1330.897 -79.600|1331.428 -81.679|1332.351 -83.625|1333.637 -85.349|1335.231 -86.794|1337.077 -87.895|1339.104 -88.607|1341.236 -88.918
1106 510 6 AV SE,1368.743 -90.175|1369.107 -82.124|1372.819 -0.262|1350.268 6.065|1347.961 2.262|1344.605 -3.431|1341.620 -9.325|1339.027 -15.396|1336.832 -21.634|1335.035 -27.994|1333.658 -34.455|1332.693 -40.993|1332.155 -47.576|1330.785 -77.454|1330.897 -79.600|1331.428 -81.679|1332.351 -83.625|1333.637 -85.349|1335.231 -86.794|1337.077 -87.895|1339.104 -88.607|1341.236 -88.918
1107 510 6 AV SE,1368.743 -90.175|1369.107 -82.124|1372.819 -0.262|1350.268 6.065|1347.961 2.262|1344.605 -3.431|1341.620 -9.325|1339.027 -15.396|1336.832 -21.634|1335.035 -27.994|1333.658 -34.455|1332.693 -40.993|1332.155 -47.576|1330.785 -77.454|1330.897 -79.600|1331.428 -81.679|1332.351 -83.625|1333.637 -85.349|1335.231 -86.794|1337.077 -87.895|1339.104 -88.607|1341.236 -88.918
1108 510 6 AV SE,1368.743 -90.175|1369.107 -82.124|1372.819 -0.262|1350.268 6.065|1347.961 2.262|1344.605 -3.431|1341.620 -9.325|1339.027 -15.396|1336.832 -21.634|1335.035 -27.994|1333.658 -34.455|1332.693 -40.993|1332.155 -47.576|1330.785 -77.454|1330.897 -79.600|1331.428 -81.679|1332.351 -83.625|1333.637 -85.349|1335.231 -86.794|1337.077 -87.895|1339.104 -88.607|1341.236 -88.918
1101 510 6 AV SE,1368.743 -90.175|1369.107 -82.124|1372.819 -0.262|1350.268 6.065|1347.961 2.262|1344.605 -3.431|1341.620 -9.325|1339.027 -15.396|1336.832 -21.634|1335.035 -27.994|1333.658 -34.455|1332.693 -40.993|1332.155 -47.576|1330.785 -77.454|1330.897 -79.600|1331.428 -81.679|1332.351 -83.625|1333.637 -85.349|1335.231 -86.794|1337.077 -87.895|1339.104 -88.607|1341.236 -88.918
1102 510 6 AV SE,1368.743 -90.175|1369.107 -82.124|1372.819 -0.262|1350.268 6.065|1347.961 2.262|1344.605 -3.431|1341.620 -9.325|1339.027 -15.396|1336.832 -21.634|1335.035 -27.994|1333.658 -34.455|1332.693 -40.993|1332.155 -47.576|1330.785 -77.454|1330.897 -79.600|1331.428 -81.679|1332.351 -83.625|1333.637 -85.349|1335.231 -86.794|1337.077 -87.895|1339.104 -88.607|1341.236 -88.918
1103 510 6 AV SE,1368.743 -90.175|1369.107 -82.124|1372.819 -0.262|1350.268 6.065|1347.961 2.262|1344.605 -3.431|1341.620 -9.325|1339.027 -15.396|1336.832 -21.634|1335.035 -27.994|1333.658 -34.455|1332.693 -40.993|1332.155 -47.576|1330.785 -77.454|1330.897 -79.600|1331.428 -81.679|1332.351 -83.625|1333.637 -85.349|1335.231 -86.794|1337.077 -87.895|1339.104 -88.607|1341.236 -88.918
1104 510 6 AV SE,1368.743 -90.175|1369.107 -82.124|1372.819 -0.262|1350.268 6.065|1347.961 2.262|1344.605 -3.431|1341.620 -9.325|1339.027 -15.396|1336.832 -21.634|1335.035 -27.994|1333.658 -34.455|1332.693 -40.993|1332.155 -47.576|1330.785 -77.454|1330.897 -79.600|1331.428 -81.679|1332.351 -83.625|1333.637 -85.349|1335.231 -86.794|1337.077 -87.895|1339.104 -88.607|1341.236 -88.918
1205 510 6 AV SE,1368.743 -90.175|1369.107 -82.124|1372.819 -0.262|1350.268 6.065|1347.961 2.262|1344.605 -3.431|1341.620 -9.325|1339.027 -15.396|1336.832 -21.634|1335.035 -27.994|1333.658 -34.455|1332.693 -40.993|1332.155 -47.576|1330.785 -77.454|1330.897 -79.600|1331.428 -81.679|1332.351 -83.625|1333.637 -85.349|1335.231 -86.794|1337.077 -87.895|1339.104 -88.607|1341.236 -88.918
1206 510 6 AV SE,1368.743 -90.175|1369.107 -82.124|1372.819 -0.262|1350.268 6.065|1347.961 2.262|1344.605 -3.431|1341.620 -9.325|1339.027 -15.396|1336.832 -21.634|1335.035 -27.994|1333.658 -34.455|1332.693 -40.993|1332.155 -47.576|1330.785 -77.454|1330.897 -79.600|1331.428 -81.679|1332.351 -83.625|1333.637 -85.349|1335.231 -86.794|1337.077 -87.895|1339.104 -88.607|1341.236 -88.918
1207 510 6 AV SE,1368.743 -90.175|1369.107 -82.124|1372.819 -0.262|1350.268 6.065|1347.961 2.262|1344.605 -3.431|1341.620 -9.325|1339.027 -15.396|1336.832 -21.634|1335.035 -27.994|1333.658 -34.455|1332.693 -40.993|1332.155 -47.576|1330.785 -77.454|1330.897 -79.600|1331.428 -81.679|1332.351 -83.625|1333.637 -85.349|1335.231 -86.794|1337.077 -87.895|1339.104 -88.607|1341.236 -88.918
1208 510 6 AV SE,1368.743 -90.175|1369.107 -82.124|1372.819 -0.262|1350.268 6.065|1347.961 2.262|1344.605 -3.431|1341.620 -9.325|1339.027 -15.396|1336.832 -21.634|1335.035 -27.994|1333.658 -34.455|1332.693 -40.993|1332.155 -47.576|1330.785 -77.454|1330.897 -79.600|1331.428 -81.679|1332.351 -83.625|1333.637 -85.349|1335.231 -86.794|1337.077 -87.895|1339.104 -88.607|1341.236 -88.918
1201 510 6 AV SE,1368.743 -90.175|1369.107 -82.124|1372.819 -0.262|1350.268 6.065|1347.961 2.262|1344.605 -3.431|1341.620 -9.325|1339.027 -15.396|1336.832 -21.634|1335.035 -27.994|1333.658 -34.455|1332.693 -40.993|1332.155 -47.576|1330.785 -77.454|1330.897 -79.600|1331.428 -81.679|1332.351 -83.625|1333.637 -85.349|1335.231 -86.794|1337.077 -87.895|1339.104 -88.607|1341.236 -88.918
1202 510 6 AV SE,1368.743 -90.175|1369.107 -82.124|1372.819 -0.262|1350.268 6.065|1347.961 2.262|1344.605 -3.431|1341.620 -9.325|1339.027 -15.396|1336.832 -21.634|1335.035 -27.994|1333.658 -34.455|1332.693 -40.993|1332.155 -47.576|1330.785 -77.454|1330.897 -79.600|1331.428 -81.679|1332.351 -83.625|1333.637 -85.349|1335.231 -86.794|1337.077 -87.895|1339.104 -88.607|1341.236 -88.918
1203 510 6 AV SE,1368.743 -90.175|1369.107 -82.124|1372.819 -0.262|1350.268 6.065|1347.961 2.262|1344.605 -3.431|1341.620 -9.325|1339.027 -15.396|1336.832 -21.634|1335.035 -27.994|1333.658 -34.455|1332.693 -40.993|1332.155 -47.576|1330.785 -77.454|1330.897 -79.600|1331.428 -81.679|1332.351 -83.625|1333.637 -85.349|1335.231 -86.794|1337.077 -87.895|1339.104 -88.607|1341.236 -88.918
1204 510 6 AV SE,1368.743 -90.175|1369.107 -82.124|1372.819 -0.262|1350.268 6.065|1347.961 2.262|1344.605 -3.431|1341.620 -9.325|1339.027 -15.396|1336.832 -21.634|1335.035 -27.994|1333.658 -34.455|1332.693 -40.993|1332.155 -47.576|1330.785 -77.454|1330.897 -79.600|1331.428 -81.679|1332.351 -83.625|1333.637 -85.349|1335.231 -86.794|1337.077 -87.895|1339.104 -88.607|1341.236 -88.918
1305 510 6 AV SE,1368.743 -90.175|1369.107 -82.124|1372.819 -0.262|1350.268 6.065|1347.961 2.262|1344.605 -3.431|1341.620 -9.325|1339.027 -15.396|1336.832 -21.634|1335.035 -27.994|1333.658 -34.455|1332.693 -40.993|1332.155 -47.576|1330.785 -77.454|1330.897 -79.600|1331.428 -81.679|1332.351 -83.625|1333.637 -85.349|1335.231 -86.794|1337.077 -87.895|1339.104 -88.607|1341.236 -88.918
1306 510 6 AV SE,1368.743 -90.175|1369.107 -82.124|1372.819 -0.262|1350.268 6.065|1347.961 2.262|1344.605 -3.431|1341.620 -9.325|1339.027 -15.396|1336.832 -21.634|1335.035 -27.994|1333.658 -34.455|1332.693 -40.993|1332.155 -47.576|1330.785 -77.454|1330.897 -79.600|1331.428 -81.679|1332.351 -83.625|1333.637 -85.349|1335.231 -86.794|1337.077 -87.895|1339.104 -88.607|1341.236 -88.918
1307 510 6 AV SE,1368.743 -90.175|1369.107 -82.124|1372.819 -0.262|1350.268 6.065|1347.961 2.262|1344.605 -3.431|1341.620 -9.325|1339.027 -15.396|1336.832 -21.634|1335.035 -27.994|1333.658 -34.455|1332.693 -40.993|1332.155 -47.576|1330.785 -77.454|1330.897 -79.600|1331.428 -81.679|1332.351 -83.625|1333.637 -85.349|1335.231 -86.794|1337.077 -87.895|1339.104 -88.607|1341.236 -88.918
1308 510 6 AV SE,1368.743 -90.175|1369.107 -82.124|1372.819 -0.262|1350.268 6.065|1347.961 2.262|1344.605 -3.431|1341.620 -9.325|1339.027 -15.396|1336.832 -21.634|1335.035 -27.994|1333.658 -34.455|1332.693 -40.993|1332.155 -47.576|1330.785 -77.454|1330.897 -79.600|1331.428 -81.679|1332.351 -83.625|1333.637 -85.349|1335.231 -86.794|1337.077 -87.895|1339.104 -88.607|1341.236 -88.918
1302 510 6 AV SE,1368.743 -90.175|1369.107 -82.124|1372.819 -0.262|1350.268 6.065|1347.961 2.262|1344.605 -3.431|1341.620 -9.325|1339.027 -15.396|1336.832 -21.634|1335.035 -27.994|1333.658 -34.455|1332.693 -40.993|1332.155 -47.576|1330.785 -77.454|1330.897 -79.600|1331.428 -81.679|1332.351 -83.625|1333.637 -85.349|1335.231 -86.794|1337.077 -87.895|1339.104 -88.607|1341.236 -88.918
1303 510 6 AV SE,1368.743 -90.175|1369.107 -82.124|1372.819 -0.262|1350.268 6.065|1347.961 2.262|1344.605 -3.431|1341.620 -9.325|1339.027 -15.396|1336.832 -21.634|1335.035 -27.994|1333.658 -34.455|1332.693 -40.993|1332.155 -47.576|1330.785 -77.454|1330.897 -79.600|1331.428 -81.679|1332.351 -83.625|1333.637 -85.349|1335.231 -86.794|1337.077 -87.895|1339.104 -88.607|1341.236 -88.918
1304 510 6 AV SE,1368.743 -90.175|1369.107 -82.124|1372.819 -0.262|1350.268 6.065|1347.961 2.262|1344.605 -3.431|1341.620 -9.325|1339.027 -15.396|1336.832 -21.634|1335.035 -27.994|1333.658 -34.455|1332.693 -40.993|1332.155 -47.576|1330.785 -77.454|1330.897 -79.600|1331.428 -81.679|1332.351 -83.625|1333.637 -85.349|1335.231 -86.794|1337.077 -87.895|1339.104 -88.607|1341.236 -88.918
1405 510 6 AV SE,1368.743 -90.175|1369.107 -82.124|1372.819 -0.262|1350.268 6.065|1347.961 2.262|1344.605 -3.431|1341.620 -9.325|1339.027 -15.396|1336.832 -21.634|1335.035 -27.994|1333.658 -34.455|1332.693 -40.993|1332.155 -47.576|1330.785 -77.454|1330.897 -79.600|1331.428 -81.679|1332.351 -83.625|1333.637 -85.349|1335.231 -86.794|1337.077 -87.895|1339.104 -88.607|1341.236 -88.918
1406 510 6 AV SE,1368.743 -90.175|1369.107 -82.124|1372.819 -0.262|1350.268 6.065|1347.961 2.262|1344.605 -3.431|1341.620 -9.325|1339.027 -15.396|1336.832 -21.634|1335.035 -27.994|1333.658 -34.455|1332.693 -40.993|1332.155 -47.576|1330.785 -77.454|1330.897 -79.600|1331.428 -81.679|1332.351 -83.625|1333.637 -85.349|1335.231 -86.794|1337.077 -87.895|1339.104 -88.607|1341.236 -88.918
1407 510 6 AV SE,1368.743 -90.175|1369.107 -82.124|1372.819 -0.262|1350.268 6.065|1347.961 2.262|1344.605 -3.431|1341.620 -9.325|1339.027 -15.396|1336.832 -21.634|1335.035 -27.994|1333.658 -34.455|1332.693 -40.993|1332.155 -47.576|1330.785 -77.454|1330.897 -79.600|1331.428 -81.679|1332.351 -83.625|1333.637 -85.349|1335.231 -86.794|1337.077 -87.895|1339.104 -88.607|1341.236 -88.918
1408 510 6 AV SE,1368.743 -90.175|1369.107 -82.124|1372.819 -0.262|1350.268 6.065|1347.961 2.262|1344.605 -3.431|1341.620 -9.325|1339.027 -15.396|1336.832 -21.634|1335.035 -27.994|1333.658 -34.455|1332.693 -40.993|1332.155 -47.576|1330.785 -77.454|1330.897 -79.600|1331.428 -81.679|1332.351 -83.625|1333.637 -85.349|1335.231 -86.794|1337.077 -87.895|1339.104 -88.607|1341.236 -88.918
1401 510 6 AV SE,1368.743 -90.175|1369.107 -82.124|1372.819 -0.262|1350.268 6.065|1347.961 2.262|1344.605 -3.431|1341.620 -9.325|1339.027 -15.396|1336.832 -21.634|1335.035 -27.994|1333.658 -34.455|1332.693 -40.993|1332.155 -47.576|1330.785 -77.454|1330.897 -79.600|1331.428 -81.679|1332.351 -83.625|1333.637 -85.349|1335.231 -86.794|1337.077 -87.895|1339.104 -88.607|1341.236 -88.918
1402 510 6 AV SE,1368.743 -90.175|1369.107 -82.124|1372.819 -0.262|1350.268 6.065|1347.961 2.262|1344.605 -3.431|1341.620 -9.325|1339.027 -15.396|1336.832 -21.634|1335.035 -27.994|1333.658 -34.455|1332.693 -40.993|1332.155 -47.576|1330.785 -77.454|1330.897 -79.600|1331.428 -81.679|1332.351 -83.625|1333.637 -85.349|1335.231 -86.794|1337.077 -87.895|1339.104 -88.607|1341.236 -88.918
1403 510 6 AV SE,1368.743 -90.175|1369.107 -82.124|1372.819 -0.262|1350.268 6.065|1347.961 2.262|1344.605 -3.431|1341.620 -9.325|1339.027 -15.396|1336.832 -21.634|1335.035 -27.994|1333.658 -34.455|1332.693 -40.993|1332.155 -47.576|1330.785 -77.454|1330.897 -79.600|1331.428 -81.679|1332.351 -83.625|1333.637 -85.349|1335.231 -86.794|1337.077 -87.895|1339.104 -88.607|1341.236 -88.918
1404 510 6 AV SE,1368.743 -90.175|1369.107 -82.124|1372.819 -0.262|1350.268 6.065|1347.961 2.262|1344.605 -3.431|1341.620 -9.325|1339.027 -15.396|1336.832 -21.634|1335.035 -27.994|1333.658 -34.455|1332.693 -40.993|1332.155 -47.576|1330.785 -77.454|1330.897 -79.600|1331.428 -81.679|1332.351 -83.625|1333.637 -85.349|1335.231 -86.794|1337.077 -87.895|1339.104 -88.607|1341.236 -88.918
1505 510 6 AV SE,1368.743 -90.175|1369.107 -82.124|1372.819 -0.262|1350.268 6.065|1347.961 2.262|1344.605 -3.431|1341.620 -9.325|1339.027 -15.396|1336.832 -21.634|1335.035 -27.994|1333.658 -34.455|1332.693 -40.993|1332.155 -47.576|1330.785 -77.454|1330.897 -79.600|1331.428 -81.679|1332.351 -83.625|1333.637 -85.349|1335.231 -86.794|1337.077 -87.895|1339.104 -88.607|1341.236 -88.918
1506 510 6 AV SE,1368.743 -90.175|1369.107 -82.124|1372.819 -0.262|1350.268 6.065|1347.961 2.262|1344.605 -3.431|1341.620 -9.325|1339.027 -15.396|1336.832 -21.634|1335.035 -27.994|1333.658 -34.455|1332.693 -40.993|1332.155 -47.576|1330.785 -77.454|1330.897 -79.600|1331.428 -81.679|1332.351 -83.625|1333.637 -85.349|1335.231 -86.794|1337.077 -87.895|1339.104 -88.607|1341.236 -88.918
1507 510 6 AV SE,1368.743 -90.175|1369.107 -82.124|1372.819 -0.262|1350.268 6.065|1347.961 2.262|1344.605 -3.431|1341.620 -9.325|1339.027 -15.396|1336.832 -21.634|1335.035 -27.994|1333.658 -34.455|1332.693 -40.993|1332.155 -47.576|1330.785 -77.454|1330.897 -79.600|1331.428 -81.679|1332.351 -83.625|1333.637 -85.349|1335.231 -86.794|1337.077 -87.895|1339.104 -88.607|1341.236 -88.918
1508 510 6 AV SE,1368.743 -90.175|1369.107 -82.124|1372.819 -0.262|1350.268 6.065|1347.961 2.262|1344.605 -3.431|1341.620 -9.325|1339.027 -15.396|1336.832 -21.634|1335.035 -27.994|1333.658 -34.455|1332.693 -40.993|1332.155 -47.576|1330.785 -77.454|1330.897 -79.600|1331.428 -81.679|1332.351 -83.625|1333.637 -85.349|1335.231 -86.794|1337.077 -87.895|1339.104 -88.607|1341.236 -88.918
1501 510 6 AV SE,1368.743 -90.175|1369.107 -82.124|1372.819 -0.262|1350.268 6.065|1347.961 2.262|1344.605 -3.431|1341.620 -9.325|1339.027 -15.396|1336.832 -21.634|1335.035 -27.994|1333.658 -34.455|1332.693 -40.993|1332.155 -47.576|1330.785 -77.454|1330.897 -79.600|1331.428 -81.679|1332.351 -83.625|1333.637 -85.349|1335.231 -86.794|1337.077 -87.895|1339.104 -88.607|1341.236 -88.918
1502 510 6 AV SE,1368.743 -90.175|1369.107 -82.124|1372.819 -0.262|1350.268 6.065|1347.961 2.262|1344.605 -3.431|1341.620 -9.325|1339.027 -15.396|1336.832 -21.634|1335.035 -27.994|1333.658 -34.455|1332.693 -40.993|1332.155 -47.576|1330.785 -77.454|1330.897 -79.600|1331.428 -81.679|1332.351 -83.625|1333.637 -85.349|1335.231 -86.794|1337.077 -87.895|1339.104 -88.607|1341.236 -88.918
1503 510 6 AV SE,1368.743 -90.175|1369.107 -82.124|1372.819 -0.262|1350.268 6.065|1347.961 2.262|1344.605 -3.431|1341.620 -9.325|1339.027 -15.396|1336.832 -21.634|1335.035 -27.994|1333.658 -34.455|1332.693 -40.993|1332.155 -47.576|1330.785 -77.454|1330.897 -79.600|1331.428 -81.679|1332.351 -83.625|1333.637 -85.349|1335.231 -86.794|1337.077 -87.895|1339.104 -88.607|1341.236 -88.918
1504 510 6 AV SE,1368.743 -90.175|1369.107 -82.124|1372.819 -0.262|1350.268 6.065|1347.961 2.262|1344.605 -3.431|1341.620 -9.325|1339.027 -15.396|1336.832 -21.634|1335.035 -27.994|1333.658 -34.455|1332.693 -40.993|1332.155 -47.576|1330.785 -77.454|1330.897 -79.600|1331.428 -81.679|1332.351 -83.625|1333.637 -85.349|1335.231 -86.794|1337.077 -87.895|1339.104 -88.607|1341.236 -88.918
1605 510 6 AV SE,1368.743 -90.175|1369.107 -82.124|1372.819 -0.262|1350.268 6.065|1347.961 2.262|1344.605 -3.431|1341.620 -9.325|1339.027 -15.396|1336.832 -21.634|1335.035 -27.994|1333.658 -34.455|1332.693 -40.993|1332.155 -47.576|1330.785 -77.454|1330.897 -79.600|1331.428 -81.679|1332.351 -83.625|1333.637 -85.349|1335.231 -86.794|1337.077 -87.895|1339.104 -88.607|1341.236 -88.918
1606 510 6 AV SE,1368.743 -90.175|1369.107 -82.124|1372.819 -0.262|1350.268 6.065|1347.961 2.262|1344.605 -3.431|1341.620 -9.325|1339.027 -15.396|1336.832 -21.634|1335.035 -27.994|1333.658 -34.455|1332.693 -40.993|1332.155 -47.576|1330.785 -77.454|1330.897 -79.600|1331.428 -81.679|1332.351 -83.625|1333.637 -85.349|1335.231 -86.794|1337.077 -87.895|1339.104 -88.607|1341.236 -88.918
1608 510 6 AV SE,1368.743 -90.175|1369.107 -82.124|1372.819 -0.262|1350.268 6.065|1347.961 2.262|1344.605 -3.431|1341.620 -9.325|1339.027 -15.396|1336.832 -21.634|1335.035 -27.994|1333.658 -34.455|1332.693 -40.993|1332.155 -47.576|1330.785 -77.454|1330.897 -79.600|1331.428 -81.679|1332.351 -83.625|1333.637 -85.349|1335.231 -86.794|1337.077 -87.895|1339.104 -88.607|1341.236 -88.918
1601 510 6 AV SE,1368.743 -90.175|1369.107 -82.124|1372.819 -0.262|1350.268 6.065|1347.961 2.262|1344.605 -3.431|1341.620 -9.325|1339.027 -15.396|1336.832 -21.634|1335.035 -27.994|1333.658 -34.455|1332.693 -40.993|1332.155 -47.576|1330.785 -77.454|1330.897 -79.600|1331.428 -81.679|1332.351 -83.625|1333.637 -85.349|1335.231 -86.794|1337.077 -87.895|1339.104 -88.607|1341.236 -88.918
1602 510 6 AV SE,1368.743 -90.175|1369.107 -82.124|1372.819 -0.262|1350.268 6.065|1347.961 2.262|1344.605 -3.431|1341.620 -9.325|1339.027 -15.396|1336.832 -21.634|1335.035 -27.994|1333.658 -34.455|1332.693 -40.993|1332.155 -47.576|1330.785 -77.454|1330.897 -79.600|1331.428 -81.679|1332.351 -83.625|1333.637 -85.349|1335.231 -86.794|1337.077 -87.895|1339.104 -88.607|1341.236 -88.918
1603 510 6 AV SE,1368.743 -90.175|1369.107 -82.124|1372.819 -0.262|1350.268 6.065|1347.961 2.262|1344.605 -3.431|1341.620 -9.325|1339.027 -15.396|1336.832 -21.634|1335.035 -27.994|1333.658 -34.455|1332.693 -40.993|1332.155 -47.576|1330.785 -77.454|1330.897 -79.600|1331.428 -81.679|1332.351 -83.625|1333.637 -85.349|1335.231 -86.794|1337.077 -87.895|1339.104 -88.607|1341.236 -88.918
1604 510 6 AV SE,1368.743 -90.175|1369.107 -82.124|1372.819 -0.262|1350.268 6.065|1347.961 2.262|1344.605 -3.431|1341.620 -9.325|1339.027 -15.396|1336.832 -21.634|1335.035 -27.994|1333.658 -34.455|1332.693 -40.993|1332.155 -47.576|1330.785 -77.454|1330.897 -79.600|1331.428 -81.679|1332.351 -83.625|1333.637 -85.349|1335.231 -86.794|1337.077 -87.895|1339.104 -88.607|1341.236 -88.918
1705 510 6 AV SE,1368.743 -90.175|1369.107 -82.124|1372.819 -0.262|1350.268 6.065|1347.961 2.262|1344.605 -3.431|1341.620 -9.325|1339.027 -15.396|1336.832 -21.634|1335.035 -27.994|1333.658 -34.455|1332.693 -40.993|1332.155 -47.576|1330.785 -77.454|1330.897 -79.600|1331.428 -81.679|1332.351 -83.625|1333.637 -85.349|1335.231 -86.794|1337.077 -87.895|1339.104 -88.607|1341.236 -88.918
1706 510 6 AV SE,1368.743 -90.175|1369.107 -82.124|1372.819 -0.262|1350.268 6.065|1347.961 2.262|1344.605 -3.431|1341.620 -9.325|1339.027 -15.396|1336.832 -21.634|1335.035 -27.994|1333.658 -34.455|1332.693 -40.993|1332.155 -47.576|1330.785 -77.454|1330.897 -79.600|1331.428 -81.679|1332.351 -83.625|1333.637 -85.349|1335.231 -86.794|1337.077 -87.895|1339.104 -88.607|1341.236 -88.918
1707 510 6 AV SE,1368.743 -90.175|1369.107 -82.124|1372.819 -0.262|1350.268 6.065|1347.961 2.262|1344.605 -3.431|1341.620 -9.325|1339.027 -15.396|1336.832 -21.634|1335.035 -27.994|1333.658 -34.455|1332.693 -40.993|1332.155 -47.576|1330.785 -77.454|1330.897 -79.600|1331.428 -81.679|1332.351 -83.625|1333.637 -85.349|1335.231 -86.794|1337.077 -87.895|1339.104 -88.607|1341.236 -88.918
1708 510 6 AV SE,1368.743 -90.175|1369.107 -82.124|1372.819 -0.262|1350.268 6.065|1347.961 2.262|1344.605 -3.431|1341.620 -9.325|1339.027 -15.396|1336.832 -21.634|1335.035 -27.994|1333.658 -34.455|1332.693 -40.993|1332.155 -47.576|1330.785 -77.454|1330.897 -79.600|1331.428 -81.679|1332.351 -83.625|1333.637 -85.349|1335.231 -86.794|1337.077 -87.895|1339.104 -88.607|1341.236 -88.918
1701 510 6 AV SE,1368.743 -90.175|1369.107 -82.124|1372.819 -0.262|1350.268 6.065|1347.961 2.262|1344.605 -3.431|1341.620 -9.325|1339.027 -15.396|1336.832 -21.634|1335.035 -27.994|1333.658 -34.455|1332.693 -40.993|1332.155 -47.576|1330.785 -77.454|1330.897 -79.600|1331.428 -81.679|1332.351 -83.625|1333.637 -85.349|1335.231 -86.794|1337.077 -87.895|1339.104 -88.607|1341.236 -88.918
1702 510 6 AV SE,1368.743 -90.175|1369.107 -82.124|1372.819 -0.262|1350.268 6.065|1347.961 2.262|1344.605 -3.431|1341.620 -9.325|1339.027 -15.396|1336.832 -21.634|1335.035 -27.994|1333.658 -34.455|1332.693 -40.993|1332.155 -47.576|1330.785 -77.454|1330.897 -79.600|1331.428 -81.679|1332.351 -83.625|1333.637 -85.349|1335.231 -86.794|1337.077 -87.895|1339.104 -88.607|1341.236 -88.918
1703 510 6 AV SE,1368.743 -90.175|1369.107 -82.124|1372.819 -0.262|1350.268 6.065|1347.961 2.262|1344.605 -3.431|1341.620 -9.325|1339.027 -15.396|1336.832 -21.634|1335.035 -27.994|1333.658 -34.455|1332.693 -40.993|1332.155 -47.576|1330.785 -77.454|1330.897 -79.600|1331.428 -81.679|1332.351 -83.625|1333.637 -85.349|1335.231 -86.794|1337.077 -87.895|1339.104 -88.607|1341.236 -88.918
1704 510 6 AV SE,1368.743 -90.175|1369.107 -82.124|1372.819 -0.262|1350.268 6.065|1347.961 2.262|1344.605 -3.431|1341.620 -9.325|1339.027 -15.396|1336.832 -21.634|1335.035 -27.994|1333.658 -34.455|1332.693 -40.993|1332.155 -47.576|1330.785 -77.454|1330.897 -79.600|1331.428 -81.679|1332.351 -83.625|1333.637 -85.349|1335.231 -86.794|1337.077 -87.895|1339.104 -88.607|1341.236 -88.918
1805 510 6 AV SE,1368.743 -90.175|1369.107 -82.124|1372.819 -0.262|1350.268 6.065|1347.961 2.262|1344.605 -3.431|1341.620 -9.325|1339.027 -15.396|1336.832 -21.634|1335.035 -27.994|1333.658 -34.455|1332.693 -40.993|1332.155 -47.576|1330.785 -77.454|1330.897 -79.600|1331.428 -81.679|1332.351 -83.625|1333.637 -85.349|1335.231 -86.794|1337.077 -87.895|1339.104 -88.607|1341.236 -88.918
