ADDRESS,POINTS
7460 SPRINGBANK BV SW,-8474.477 -3296.547|-8474.785 -3297.236|-8485.536 -3321.877|-8477.784 -3326.036|-8468.046 -3331.440|-8447.872 -3342.626|-8429.123 -3353.023|-8420.490 -3357.804|-8418.162 -3358.850|-8415.688 -3359.483|-8413.150 -3359.684|-8410.606 -3359.450|-8408.145 -3358.783|-8405.831 -3357.715|-8403.734 -3356.259|-8401.916 -3354.468|-8387.998 -3338.245|-8368.698 -3304.631|-8382.539 -3310.702|-8400.966 -3318.797|-8419.973 -3310.302|-8430.319 -3305.676|-8439.553 -3301.540|-8448.871 -3297.381|-8452.674 -3295.680|-8459.015 -3292.088|-8470.947 -3285.350|-8473.681 -3293.889
