ADDRESS,POINTS
151 1717 60 ST SE,8712.449 -1009.290|8712.463 -911.905|8547.076 -1077.864|8546.922 -1078.030|8647.564 -1091.196|8693.009 -1097.145|8693.218 -1092.830|8693.771 -1088.549|8694.672 -1084.324|8695.917 -1080.199|8697.035 -1076.451|8697.846 -1072.626|8698.328 -1068.746|8698.496 -1064.832|8698.503 -1009.279
142 1717 60 ST SE,8712.449 -1009.290|8712.463 -911.905|8547.076 -1077.864|8546.922 -1078.030|8647.564 -1091.196|8693.009 -1097.145|8693.218 -1092.830|8693.771 -1088.549|8694.672 -1084.324|8695.917 -1080.199|8697.035 -1076.451|8697.846 -1072.626|8698.328 -1068.746|8698.496 -1064.832|8698.503 -1009.279
140 1717 60 ST SE,8712.449 -1009.290|8712.463 -911.905|8547.076 -1077.864|8546.922 -1078.030|8647.564 -1091.196|8693.009 -1097.145|8693.218 -1092.830|8693.771 -1088.549|8694.672 -1084.324|8695.917 -1080.199|8697.035 -1076.451|8697.846 -1072.626|8698.328 -1068.746|8698.496 -1064.832|8698.503 -1009.279
111 1717 60 ST SE,8712.449 -1009.290|8712.463 -911.905|8547.076 -1077.864|8546.922 -1078.030|8647.564 -1091.196|8693.009 -1097.145|8693.218 -1092.830|8693.771 -1088.549|8694.672 -1084.324|8695.917 -1080.199|8697.035 -1076.451|8697.846 -1072.626|8698.328 -1068.746|8698.496 -1064.832|8698.503 -1009.279
247 1717 60 ST SE,8712.449 -1009.290|8712.463 -911.905|8547.076 -1077.864|8546.922 -1078.030|8647.564 -1091.196|8693.009 -1097.145|8693.218 -1092.830|8693.771 -1088.549|8694.672 -1084.324|8695.917 -1080.199|8697.035 -1076.451|8697.846 -1072.626|8698.328 -1068.746|8698.496 -1064.832|8698.503 -1009.279
249 1717 60 ST SE,8712.449 -1009.290|8712.463 -911.905|8547.076 -1077.864|8546.922 -1078.030|8647.564 -1091.196|8693.009 -1097.145|8693.218 -1092.830|8693.771 -1088.549|8694.672 -1084.324|8695.917 -1080.199|8697.035 -1076.451|8697.846 -1072.626|8698.328 -1068.746|8698.496 -1064.832|8698.503 -1009.279
251 1717 60 ST SE,8712.449 -1009.290|8712.463 -911.905|8547.076 -1077.864|8546.922 -1078.030|8647.564 -1091.196|8693.009 -1097.145|8693.218 -1092.830|8693.771 -1088.549|8694.672 -1084.324|8695.917 -1080.199|8697.035 -1076.451|8697.846 -1072.626|8698.328 -1068.746|8698.496 -1064.832|8698.503 -1009.279
252 1717 60 ST SE,8712.449 -1009.290|8712.463 -911.905|8547.076 -1077.864|8546.922 -1078.030|8647.564 -1091.196|8693.009 -1097.145|8693.218 -1092.830|8693.771 -1088.549|8694.672 -1084.324|8695.917 -1080.199|8697.035 -1076.451|8697.846 -1072.626|8698.328 -1068.746|8698.496 -1064.832|8698.503 -1009.279
250 1717 60 ST SE,8712.449 -1009.290|8712.463 -911.905|8547.076 -1077.864|8546.922 -1078.030|8647.564 -1091.196|8693.009 -1097.145|8693.218 -1092.830|8693.771 -1088.549|8694.672 -1084.324|8695.917 -1080.199|8697.035 -1076.451|8697.846 -1072.626|8698.328 -1068.746|8698.496 -1064.832|8698.503 -1009.279
248 1717 60 ST SE,8712.449 -1009.290|8712.463 -911.905|8547.076 -1077.864|8546.922 -1078.030|8647.564 -1091.196|8693.009 -1097.145|8693.218 -1092.830|8693.771 -1088.549|8694.672 -1084.324|8695.917 -1080.199|8697.035 -1076.451|8697.846 -1072.626|8698.328 -1068.746|8698.496 -1064.832|8698.503 -1009.279
244 1717 60 ST SE,8712.449 -1009.290|8712.463 -911.905|8547.076 -1077.864|8546.922 -1078.030|8647.564 -1091.196|8693.009 -1097.145|8693.218 -1092.830|8693.771 -1088.549|8694.672 -1084.324|8695.917 -1080.199|8697.035 -1076.451|8697.846 -1072.626|8698.328 -1068.746|8698.496 -1064.832|8698.503 -1009.279
242 1717 60 ST SE,8712.449 -1009.290|8712.463 -911.905|8547.076 -1077.864|8546.922 -1078.030|8647.564 -1091.196|8693.009 -1097.145|8693.218 -1092.830|8693.771 -1088.549|8694.672 -1084.324|8695.917 -1080.199|8697.035 -1076.451|8697.846 -1072.626|8698.328 -1068.746|8698.496 -1064.832|8698.503 -1009.279
240 1717 60 ST SE,8712.449 -1009.290|8712.463 -911.905|8547.076 -1077.864|8546.922 -1078.030|8647.564 -1091.196|8693.009 -1097.145|8693.218 -1092.830|8693.771 -1088.549|8694.672 -1084.324|8695.917 -1080.199|8697.035 -1076.451|8697.846 -1072.626|8698.328 -1068.746|8698.496 -1064.832|8698.503 -1009.279
238 1717 60 ST SE,8712.449 -1009.290|8712.463 -911.905|8547.076 -1077.864|8546.922 -1078.030|8647.564 -1091.196|8693.009 -1097.145|8693.218 -1092.830|8693.771 -1088.549|8694.672 -1084.324|8695.917 -1080.199|8697.035 -1076.451|8697.846 -1072.626|8698.328 -1068.746|8698.496 -1064.832|8698.503 -1009.279
211 1717 60 ST SE,8712.449 -1009.290|8712.463 -911.905|8547.076 -1077.864|8546.922 -1078.030|8647.564 -1091.196|8693.009 -1097.145|8693.218 -1092.830|8693.771 -1088.549|8694.672 -1084.324|8695.917 -1080.199|8697.035 -1076.451|8697.846 -1072.626|8698.328 -1068.746|8698.496 -1064.832|8698.503 -1009.279
108 1717 60 ST SE,8712.449 -1009.290|8712.463 -911.905|8547.076 -1077.864|8546.922 -1078.030|8647.564 -1091.196|8693.009 -1097.145|8693.218 -1092.830|8693.771 -1088.549|8694.672 -1084.324|8695.917 -1080.199|8697.035 -1076.451|8697.846 -1072.626|8698.328 -1068.746|8698.496 -1064.832|8698.503 -1009.279
128 1717 60 ST SE,8712.449 -1009.290|8712.463 -911.905|8547.076 -1077.864|8546.922 -1078.030|8647.564 -1091.196|8693.009 -1097.145|8693.218 -1092.830|8693.771 -1088.549|8694.672 -1084.324|8695.917 -1080.199|8697.035 -1076.451|8697.846 -1072.626|8698.328 -1068.746|8698.496 -1064.832|8698.503 -1009.279
135 1717 60 ST SE,8712.449 -1009.290|8712.463 -911.905|8547.076 -1077.864|8546.922 -1078.030|8647.564 -1091.196|8693.009 -1097.145|8693.218 -1092.830|8693.771 -1088.549|8694.672 -1084.324|8695.917 -1080.199|8697.035 -1076.451|8697.846 -1072.626|8698.328 -1068.746|8698.496 -1064.832|8698.503 -1009.279
127 1717 60 ST SE,8712.449 -1009.290|8712.463 -911.905|8547.076 -1077.864|8546.922 -1078.030|8647.564 -1091.196|8693.009 -1097.145|8693.218 -1092.830|8693.771 -1088.549|8694.672 -1084.324|8695.917 -1080.199|8697.035 -1076.451|8697.846 -1072.626|8698.328 -1068.746|8698.496 -1064.832|8698.503 -1009.279
336 1717 60 ST SE,8712.449 -1009.290|8712.463 -911.905|8547.076 -1077.864|8546.922 -1078.030|8647.564 -1091.196|8693.009 -1097.145|8693.218 -1092.830|8693.771 -1088.549|8694.672 -1084.324|8695.917 -1080.199|8697.035 -1076.451|8697.846 -1072.626|8698.328 -1068.746|8698.496 -1064.832|8698.503 -1009.279
313 1717 60 ST SE,8712.449 -1009.290|8712.463 -911.905|8547.076 -1077.864|8546.922 -1078.030|8647.564 -1091.196|8693.009 -1097.145|8693.218 -1092.830|8693.771 -1088.549|8694.672 -1084.324|8695.917 -1080.199|8697.035 -1076.451|8697.846 -1072.626|8698.328 -1068.746|8698.496 -1064.832|8698.503 -1009.279
309 1717 60 ST SE,8712.449 -1009.290|8712.463 -911.905|8547.076 -1077.864|8546.922 -1078.030|8647.564 -1091.196|8693.009 -1097.145|8693.218 -1092.830|8693.771 -1088.549|8694.672 -1084.324|8695.917 -1080.199|8697.035 -1076.451|8697.846 -1072.626|8698.328 -1068.746|8698.496 -1064.832|8698.503 -1009.279
305 1717 60 ST SE,8712.449 -1009.290|8712.463 -911.905|8547.076 -1077.864|8546.922 -1078.030|8647.564 -1091.196|8693.009 -1097.145|8693.218 -1092.830|8693.771 -1088.549|8694.672 -1084.324|8695.917 -1080.199|8697.035 -1076.451|8697.846 -1072.626|8698.328 -1068.746|8698.496 -1064.832|8698.503 -1009.279
433 1717 60 ST SE,8712.449 -1009.290|8712.463 -911.905|8547.076 -1077.864|8546.922 -1078.030|8647.564 -1091.196|8693.009 -1097.145|8693.218 -1092.830|8693.771 -1088.549|8694.672 -1084.324|8695.917 -1080.199|8697.035 -1076.451|8697.846 -1072.626|8698.328 -1068.746|8698.496 -1064.832|8698.503 -1009.279
431 1717 60 ST SE,8712.449 -1009.290|8712.463 -911.905|8547.076 -1077.864|8546.922 -1078.030|8647.564 -1091.196|8693.009 -1097.145|8693.218 -1092.830|8693.771 -1088.549|8694.672 -1084.324|8695.917 -1080.199|8697.035 -1076.451|8697.846 -1072.626|8698.328 -1068.746|8698.496 -1064.832|8698.503 -1009.279
437 1717 60 ST SE,8712.449 -1009.290|8712.463 -911.905|8547.076 -1077.864|8546.922 -1078.030|8647.564 -1091.196|8693.009 -1097.145|8693.218 -1092.830|8693.771 -1088.549|8694.672 -1084.324|8695.917 -1080.199|8697.035 -1076.451|8697.846 -1072.626|8698.328 -1068.746|8698.496 -1064.832|8698.503 -1009.279
439 1717 60 ST SE,8712.449 -1009.290|8712.463 -911.905|8547.076 -1077.864|8546.922 -1078.030|8647.564 -1091.196|8693.009 -1097.145|8693.218 -1092.830|8693.771 -1088.549|8694.672 -1084.324|8695.917 -1080.199|8697.035 -1076.451|8697.846 -1072.626|8698.328 -1068.746|8698.496 -1064.832|8698.503 -1009.279
441 1717 60 ST SE,8712.449 -1009.290|8712.463 -911.905|8547.076 -1077.864|8546.922 -1078.030|8647.564 -1091.196|8693.009 -1097.145|8693.218 -1092.830|8693.771 -1088.549|8694.672 -1084.324|8695.917 -1080.199|8697.035 -1076.451|8697.846 -1072.626|8698.328 -1068.746|8698.496 -1064.832|8698.503 -1009.279
443 1717 60 ST SE,8712.449 -1009.290|8712.463 -911.905|8547.076 -1077.864|8546.922 -1078.030|8647.564 -1091.196|8693.009 -1097.145|8693.218 -1092.830|8693.771 -1088.549|8694.672 -1084.324|8695.917 -1080.199|8697.035 -1076.451|8697.846 -1072.626|8698.328 -1068.746|8698.496 -1064.832|8698.503 -1009.279
445 1717 60 ST SE,8712.449 -1009.290|8712.463 -911.905|8547.076 -1077.864|8546.922 -1078.030|8647.564 -1091.196|8693.009 -1097.145|8693.218 -1092.830|8693.771 -1088.549|8694.672 -1084.324|8695.917 -1080.199|8697.035 -1076.451|8697.846 -1072.626|8698.328 -1068.746|8698.496 -1064.832|8698.503 -1009.279
447 1717 60 ST SE,8712.449 -1009.290|8712.463 -911.905|8547.076 -1077.864|8546.922 -1078.030|8647.564 -1091.196|8693.009 -1097.145|8693.218 -1092.830|8693.771 -1088.549|8694.672 -1084.324|8695.917 -1080.199|8697.035 -1076.451|8697.846 -1072.626|8698.328 -1068.746|8698.496 -1064.832|8698.503 -1009.279
451 1717 60 ST SE,8712.449 -1009.290|8712.463 -911.905|8547.076 -1077.864|8546.922 -1078.030|8647.564 -1091.196|8693.009 -1097.145|8693.218 -1092.830|8693.771 -1088.549|8694.672 -1084.324|8695.917 -1080.199|8697.035 -1076.451|8697.846 -1072.626|8698.328 -1068.746|8698.496 -1064.832|8698.503 -1009.279
452 1717 60 ST SE,8712.449 -1009.290|8712.463 -911.905|8547.076 -1077.864|8546.922 -1078.030|8647.564 -1091.196|8693.009 -1097.145|8693.218 -1092.830|8693.771 -1088.549|8694.672 -1084.324|8695.917 -1080.199|8697.035 -1076.451|8697.846 -1072.626|8698.328 -1068.746|8698.496 -1064.832|8698.503 -1009.279
450 1717 60 ST SE,8712.449 -1009.290|8712.463 -911.905|8547.076 -1077.864|8546.922 -1078.030|8647.564 -1091.196|8693.009 -1097.145|8693.218 -1092.830|8693.771 -1088.549|8694.672 -1084.324|8695.917 -1080.199|8697.035 -1076.451|8697.846 -1072.626|8698.328 -1068.746|8698.496 -1064.832|8698.503 -1009.279
448 1717 60 ST SE,8712.449 -1009.290|8712.463 -911.905|8547.076 -1077.864|8546.922 -1078.030|8647.564 -1091.196|8693.009 -1097.145|8693.218 -1092.830|8693.771 -1088.549|8694.672 -1084.324|8695.917 -1080.199|8697.035 -1076.451|8697.846 -1072.626|8698.328 -1068.746|8698.496 -1064.832|8698.503 -1009.279
446 1717 60 ST SE,8712.449 -1009.290|8712.463 -911.905|8547.076 -1077.864|8546.922 -1078.030|8647.564 -1091.196|8693.009 -1097.145|8693.218 -1092.830|8693.771 -1088.549|8694.672 -1084.324|8695.917 -1080.199|8697.035 -1076.451|8697.846 -1072.626|8698.328 -1068.746|8698.496 -1064.832|8698.503 -1009.279
442 1717 60 ST SE,8712.449 -1009.290|8712.463 -911.905|8547.076 -1077.864|8546.922 -1078.030|8647.564 -1091.196|8693.009 -1097.145|8693.218 -1092.830|8693.771 -1088.549|8694.672 -1084.324|8695.917 -1080.199|8697.035 -1076.451|8697.846 -1072.626|8698.328 -1068.746|8698.496 -1064.832|8698.503 -1009.279
440 1717 60 ST SE,8712.449 -1009.290|8712.463 -911.905|8547.076 -1077.864|8546.922 -1078.030|8647.564 -1091.196|8693.009 -1097.145|8693.218 -1092.830|8693.771 -1088.549|8694.672 -1084.324|8695.917 -1080.199|8697.035 -1076.451|8697.846 -1072.626|8698.328 -1068.746|8698.496 -1064.832|8698.503 -1009.279
413 1717 60 ST SE,8712.449 -1009.290|8712.463 -911.905|8547.076 -1077.864|8546.922 -1078.030|8647.564 -1091.196|8693.009 -1097.145|8693.218 -1092.830|8693.771 -1088.549|8694.672 -1084.324|8695.917 -1080.199|8697.035 -1076.451|8697.846 -1072.626|8698.328 -1068.746|8698.496 -1064.832|8698.503 -1009.279
302 1717 60 ST SE,8712.449 -1009.290|8712.463 -911.905|8547.076 -1077.864|8546.922 -1078.030|8647.564 -1091.196|8693.009 -1097.145|8693.218 -1092.830|8693.771 -1088.549|8694.672 -1084.324|8695.917 -1080.199|8697.035 -1076.451|8697.846 -1072.626|8698.328 -1068.746|8698.496 -1064.832|8698.503 -1009.279
429 1717 60 ST SE,8712.449 -1009.290|8712.463 -911.905|8547.076 -1077.864|8546.922 -1078.030|8647.564 -1091.196|8693.009 -1097.145|8693.218 -1092.830|8693.771 -1088.549|8694.672 -1084.324|8695.917 -1080.199|8697.035 -1076.451|8697.846 -1072.626|8698.328 -1068.746|8698.496 -1064.832|8698.503 -1009.279
427 1717 60 ST SE,8712.449 -1009.290|8712.463 -911.905|8547.076 -1077.864|8546.922 -1078.030|8647.564 -1091.196|8693.009 -1097.145|8693.218 -1092.830|8693.771 -1088.549|8694.672 -1084.324|8695.917 -1080.199|8697.035 -1076.451|8697.846 -1072.626|8698.328 -1068.746|8698.496 -1064.832|8698.503 -1009.279
425 1717 60 ST SE,8712.449 -1009.290|8712.463 -911.905|8547.076 -1077.864|8546.922 -1078.030|8647.564 -1091.196|8693.009 -1097.145|8693.218 -1092.830|8693.771 -1088.549|8694.672 -1084.324|8695.917 -1080.199|8697.035 -1076.451|8697.846 -1072.626|8698.328 -1068.746|8698.496 -1064.832|8698.503 -1009.279
1717 60 ST SE,8712.449 -1009.290|8712.463 -911.905|8547.076 -1077.864|8546.922 -1078.030|8647.564 -1091.196|8693.009 -1097.145|8693.218 -1092.830|8693.771 -1088.549|8694.672 -1084.324|8695.917 -1080.199|8697.035 -1076.451|8697.846 -1072.626|8698.328 -1068.746|8698.496 -1064.832|8698.503 -1009.279
421 1717 60 ST SE,8712.449 -1009.290|8712.463 -911.905|8547.076 -1077.864|8546.922 -1078.030|8647.564 -1091.196|8693.009 -1097.145|8693.218 -1092.830|8693.771 -1088.549|8694.672 -1084.324|8695.917 -1080.199|8697.035 -1076.451|8697.846 -1072.626|8698.328 -1068.746|8698.496 -1064.832|8698.503 -1009.279
417 1717 60 ST SE,8712.449 -1009.290|8712.463 -911.905|8547.076 -1077.864|8546.922 -1078.030|8647.564 -1091.196|8693.009 -1097.145|8693.218 -1092.830|8693.771 -1088.549|8694.672 -1084.324|8695.917 -1080.199|8697.035 -1076.451|8697.846 -1072.626|8698.328 -1068.746|8698.496 -1064.832|8698.503 -1009.279
303 1717 60 ST SE,8712.449 -1009.290|8712.463 -911.905|8547.076 -1077.864|8546.922 -1078.030|8647.564 -1091.196|8693.009 -1097.145|8693.218 -1092.830|8693.771 -1088.549|8694.672 -1084.324|8695.917 -1080.199|8697.035 -1076.451|8697.846 -1072.626|8698.328 -1068.746|8698.496 -1064.832|8698.503 -1009.279
208 1717 60 ST SE,8712.449 -1009.290|8712.463 -911.905|8547.076 -1077.864|8546.922 -1078.030|8647.564 -1091.196|8693.009 -1097.145|8693.218 -1092.830|8693.771 -1088.549|8694.672 -1084.324|8695.917 -1080.199|8697.035 -1076.451|8697.846 -1072.626|8698.328 -1068.746|8698.496 -1064.832|8698.503 -1009.279
218 1717 60 ST SE,8712.449 -1009.290|8712.463 -911.905|8547.076 -1077.864|8546.922 -1078.030|8647.564 -1091.196|8693.009 -1097.145|8693.218 -1092.830|8693.771 -1088.549|8694.672 -1084.324|8695.917 -1080.199|8697.035 -1076.451|8697.846 -1072.626|8698.328 -1068.746|8698.496 -1064.832|8698.503 -1009.279
222 1717 60 ST SE,8712.449 -1009.290|8712.463 -911.905|8547.076 -1077.864|8546.922 -1078.030|8647.564 -1091.196|8693.009 -1097.145|8693.218 -1092.830|8693.771 -1088.549|8694.672 -1084.324|8695.917 -1080.199|8697.035 -1076.451|8697.846 -1072.626|8698.328 -1068.746|8698.496 -1064.832|8698.503 -1009.279
226 1717 60 ST SE,8712.449 -1009.290|8712.463 -911.905|8547.076 -1077.864|8546.922 -1078.030|8647.564 -1091.196|8693.009 -1097.145|8693.218 -1092.830|8693.771 -1088.549|8694.672 -1084.324|8695.917 -1080.199|8697.035 -1076.451|8697.846 -1072.626|8698.328 -1068.746|8698.496 -1064.832|8698.503 -1009.279
235 1717 60 ST SE,8712.449 -1009.290|8712.463 -911.905|8547.076 -1077.864|8546.922 -1078.030|8647.564 -1091.196|8693.009 -1097.145|8693.218 -1092.830|8693.771 -1088.549|8694.672 -1084.324|8695.917 -1080.199|8697.035 -1076.451|8697.846 -1072.626|8698.328 -1068.746|8698.496 -1064.832|8698.503 -1009.279
231 1717 60 ST SE,8712.449 -1009.290|8712.463 -911.905|8547.076 -1077.864|8546.922 -1078.030|8647.564 -1091.196|8693.009 -1097.145|8693.218 -1092.830|8693.771 -1088.549|8694.672 -1084.324|8695.917 -1080.199|8697.035 -1076.451|8697.846 -1072.626|8698.328 -1068.746|8698.496 -1064.832|8698.503 -1009.279
219 1717 60 ST SE,8712.449 -1009.290|8712.463 -911.905|8547.076 -1077.864|8546.922 -1078.030|8647.564 -1091.196|8693.009 -1097.145|8693.218 -1092.830|8693.771 -1088.549|8694.672 -1084.324|8695.917 -1080.199|8697.035 -1076.451|8697.846 -1072.626|8698.328 -1068.746|8698.496 -1064.832|8698.503 -1009.279
237 1717 60 ST SE,8712.449 -1009.290|8712.463 -911.905|8547.076 -1077.864|8546.922 -1078.030|8647.564 -1091.196|8693.009 -1097.145|8693.218 -1092.830|8693.771 -1088.549|8694.672 -1084.324|8695.917 -1080.199|8697.035 -1076.451|8697.846 -1072.626|8698.328 -1068.746|8698.496 -1064.832|8698.503 -1009.279
239 1717 60 ST SE,8712.449 -1009.290|8712.463 -911.905|8547.076 -1077.864|8546.922 -1078.030|8647.564 -1091.196|8693.009 -1097.145|8693.218 -1092.830|8693.771 -1088.549|8694.672 -1084.324|8695.917 -1080.199|8697.035 -1076.451|8697.846 -1072.626|8698.328 -1068.746|8698.496 -1064.832|8698.503 -1009.279
241 1717 60 ST SE,8712.449 -1009.290|8712.463 -911.905|8547.076 -1077.864|8546.922 -1078.030|8647.564 -1091.196|8693.009 -1097.145|8693.218 -1092.830|8693.771 -1088.549|8694.672 -1084.324|8695.917 -1080.199|8697.035 -1076.451|8697.846 -1072.626|8698.328 -1068.746|8698.496 -1064.832|8698.503 -1009.279
304 1717 60 ST SE,8712.449 -1009.290|8712.463 -911.905|8547.076 -1077.864|8546.922 -1078.030|8647.564 -1091.196|8693.009 -1097.145|8693.218 -1092.830|8693.771 -1088.549|8694.672 -1084.324|8695.917 -1080.199|8697.035 -1076.451|8697.846 -1072.626|8698.328 -1068.746|8698.496 -1064.832|8698.503 -1009.279
310 1717 60 ST SE,8712.449 -1009.290|8712.463 -911.905|8547.076 -1077.864|8546.922 -1078.030|8647.564 -1091.196|8693.009 -1097.145|8693.218 -1092.830|8693.771 -1088.549|8694.672 -1084.324|8695.917 -1080.199|8697.035 -1076.451|8697.846 -1072.626|8698.328 -1068.746|8698.496 -1064.832|8698.503 -1009.279
318 1717 60 ST SE,8712.449 -1009.290|8712.463 -911.905|8547.076 -1077.864|8546.922 -1078.030|8647.564 -1091.196|8693.009 -1097.145|8693.218 -1092.830|8693.771 -1088.549|8694.672 -1084.324|8695.917 -1080.199|8697.035 -1076.451|8697.846 -1072.626|8698.328 -1068.746|8698.496 -1064.832|8698.503 -1009.279
338 1717 60 ST SE,8712.449 -1009.290|8712.463 -911.905|8547.076 -1077.864|8546.922 -1078.030|8647.564 -1091.196|8693.009 -1097.145|8693.218 -1092.830|8693.771 -1088.549|8694.672 -1084.324|8695.917 -1080.199|8697.035 -1076.451|8697.846 -1072.626|8698.328 -1068.746|8698.496 -1064.832|8698.503 -1009.279
320 1717 60 ST SE,8712.449 -1009.290|8712.463 -911.905|8547.076 -1077.864|8546.922 -1078.030|8647.564 -1091.196|8693.009 -1097.145|8693.218 -1092.830|8693.771 -1088.549|8694.672 -1084.324|8695.917 -1080.199|8697.035 -1076.451|8697.846 -1072.626|8698.328 -1068.746|8698.496 -1064.832|8698.503 -1009.279
324 1717 60 ST SE,8712.449 -1009.290|8712.463 -911.905|8547.076 -1077.864|8546.922 -1078.030|8647.564 -1091.196|8693.009 -1097.145|8693.218 -1092.830|8693.771 -1088.549|8694.672 -1084.324|8695.917 -1080.199|8697.035 -1076.451|8697.846 -1072.626|8698.328 -1068.746|8698.496 -1064.832|8698.503 -1009.279
326 1717 60 ST SE,8712.449 -1009.290|8712.463 -911.905|8547.076 -1077.864|8546.922 -1078.030|8647.564 -1091.196|8693.009 -1097.145|8693.218 -1092.830|8693.771 -1088.549|8694.672 -1084.324|8695.917 -1080.199|8697.035 -1076.451|8697.846 -1072.626|8698.328 -1068.746|8698.496 -1064.832|8698.503 -1009.279
328 1717 60 ST SE,8712.449 -1009.290|8712.463 -911.905|8547.076 -1077.864|8546.922 -1078.030|8647.564 -1091.196|8693.009 -1097.145|8693.218 -1092.830|8693.771 -1088.549|8694.672 -1084.324|8695.917 -1080.199|8697.035 -1076.451|8697.846 -1072.626|8698.328 -1068.746|8698.496 -1064.832|8698.503 -1009.279
335 1717 60 ST SE,8712.449 -1009.290|8712.463 -911.905|8547.076 -1077.864|8546.922 -1078.030|8647.564 -1091.196|8693.009 -1097.145|8693.218 -1092.830|8693.771 -1088.549|8694.672 -1084.324|8695.917 -1080.199|8697.035 -1076.451|8697.846 -1072.626|8698.328 -1068.746|8698.496 -1064.832|8698.503 -1009.279
333 1717 60 ST SE,8712.449 -1009.290|8712.463 -911.905|8547.076 -1077.864|8546.922 -1078.030|8647.564 -1091.196|8693.009 -1097.145|8693.218 -1092.830|8693.771 -1088.549|8694.672 -1084.324|8695.917 -1080.199|8697.035 -1076.451|8697.846 -1072.626|8698.328 -1068.746|8698.496 -1064.832|8698.503 -1009.279
331 1717 60 ST SE,8712.449 -1009.290|8712.463 -911.905|8547.076 -1077.864|8546.922 -1078.030|8647.564 -1091.196|8693.009 -1097.145|8693.218 -1092.830|8693.771 -1088.549|8694.672 -1084.324|8695.917 -1080.199|8697.035 -1076.451|8697.846 -1072.626|8698.328 -1068.746|8698.496 -1064.832|8698.503 -1009.279
329 1717 60 ST SE,8712.449 -1009.290|8712.463 -911.905|8547.076 -1077.864|8546.922 -1078.030|8647.564 -1091.196|8693.009 -1097.145|8693.218 -1092.830|8693.771 -1088.549|8694.672 -1084.324|8695.917 -1080.199|8697.035 -1076.451|8697.846 -1072.626|8698.328 -1068.746|8698.496 -1064.832|8698.503 -1009.279
327 1717 60 ST SE,8712.449 -1009.290|8712.463 -911.905|8547.076 -1077.864|8546.922 -1078.030|8647.564 -1091.196|8693.009 -1097.145|8693.218 -1092.830|8693.771 -1088.549|8694.672 -1084.324|8695.917 -1080.199|8697.035 -1076.451|8697.846 -1072.626|8698.328 -1068.746|8698.496 -1064.832|8698.503 -1009.279
325 1717 60 ST SE,8712.449 -1009.290|8712.463 -911.905|8547.076 -1077.864|8546.922 -1078.030|8647.564 -1091.196|8693.009 -1097.145|8693.218 -1092.830|8693.771 -1088.549|8694.672 -1084.324|8695.917 -1080.199|8697.035 -1076.451|8697.846 -1072.626|8698.328 -1068.746|8698.496 -1064.832|8698.503 -1009.279
323 1717 60 ST SE,8712.449 -1009.290|8712.463 -911.905|8547.076 -1077.864|8546.922 -1078.030|8647.564 -1091.196|8693.009 -1097.145|8693.218 -1092.830|8693.771 -1088.549|8694.672 -1084.324|8695.917 -1080.199|8697.035 -1076.451|8697.846 -1072.626|8698.328 -1068.746|8698.496 -1064.832|8698.503 -1009.279
321 1717 60 ST SE,8712.449 -1009.290|8712.463 -911.905|8547.076 -1077.864|8546.922 -1078.030|8647.564 -1091.196|8693.009 -1097.145|8693.218 -1092.830|8693.771 -1088.549|8694.672 -1084.324|8695.917 -1080.199|8697.035 -1076.451|8697.846 -1072.626|8698.328 -1068.746|8698.496 -1064.832|8698.503 -1009.279
319 1717 60 ST SE,8712.449 -1009.290|8712.463 -911.905|8547.076 -1077.864|8546.922 -1078.030|8647.564 -1091.196|8693.009 -1097.145|8693.218 -1092.830|8693.771 -1088.549|8694.672 -1084.324|8695.917 -1080.199|8697.035 -1076.451|8697.846 -1072.626|8698.328 -1068.746|8698.496 -1064.832|8698.503 -1009.279
337 1717 60 ST SE,8712.449 -1009.290|8712.463 -911.905|8547.076 -1077.864|8546.922 -1078.030|8647.564 -1091.196|8693.009 -1097.145|8693.218 -1092.830|8693.771 -1088.549|8694.672 -1084.324|8695.917 -1080.199|8697.035 -1076.451|8697.846 -1072.626|8698.328 -1068.746|8698.496 -1064.832|8698.503 -1009.279
341 1717 60 ST SE,8712.449 -1009.290|8712.463 -911.905|8547.076 -1077.864|8546.922 -1078.030|8647.564 -1091.196|8693.009 -1097.145|8693.218 -1092.830|8693.771 -1088.549|8694.672 -1084.324|8695.917 -1080.199|8697.035 -1076.451|8697.846 -1072.626|8698.328 -1068.746|8698.496 -1064.832|8698.503 -1009.279
345 1717 60 ST SE,8712.449 -1009.290|8712.463 -911.905|8547.076 -1077.864|8546.922 -1078.030|8647.564 -1091.196|8693.009 -1097.145|8693.218 -1092.830|8693.771 -1088.549|8694.672 -1084.324|8695.917 -1080.199|8697.035 -1076.451|8697.846 -1072.626|8698.328 -1068.746|8698.496 -1064.832|8698.503 -1009.279
347 1717 60 ST SE,8712.449 -1009.290|8712.463 -911.905|8547.076 -1077.864|8546.922 -1078.030|8647.564 -1091.196|8693.009 -1097.145|8693.218 -1092.830|8693.771 -1088.549|8694.672 -1084.324|8695.917 -1080.199|8697.035 -1076.451|8697.846 -1072.626|8698.328 -1068.746|8698.496 -1064.832|8698.503 -1009.279
351 1717 60 ST SE,8712.449 -1009.290|8712.463 -911.905|8547.076 -1077.864|8546.922 -1078.030|8647.564 -1091.196|8693.009 -1097.145|8693.218 -1092.830|8693.771 -1088.549|8694.672 -1084.324|8695.917 -1080.199|8697.035 -1076.451|8697.846 -1072.626|8698.328 -1068.746|8698.496 -1064.832|8698.503 -1009.279
