ADDRESS,POINTS
1415 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
1421 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
1423 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
1425 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
1424 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
1422 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
1420 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
1418 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
1419 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
1417 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
1416 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
1414 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
1412 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
1410 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
1408 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
1407 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
1406 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
1404 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
1402 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
1400 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
1401 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
1403 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
1405 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
1409 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
1411 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2109 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2105 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2103 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2101 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2100 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2102 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2104 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2106 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2107 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2108 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2110 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2112 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2114 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2116 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2117 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2119 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2118 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2120 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2122 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2124 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2126 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2127 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2125 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2123 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2121 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2115 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2113 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2209 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2205 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2203 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2201 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2200 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2202 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2204 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2206 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2207 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2208 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2210 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2212 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2214 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2216 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2217 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2219 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2218 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2220 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2222 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2224 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2226 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2227 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2225 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2223 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2221 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2215 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
