ADDRESS,POINTS
4611 14 ST NW,-1644.963 5166.666|-1726.808 5166.710|-1726.822 5139.701|-1746.318 5123.755|-1753.707 5123.755|-1753.728 5099.193|-1819.306 5047.820|-1863.388 5006.167|-1863.381 4997.349|-1903.534 4997.349|-1903.534 4959.031|-1878.585 4939.250|-1863.381 4939.239|-1674.120 4939.072|-1661.922 4939.050|-1647.151 4939.038|-1644.914 4939.038|-1644.956 5123.689
4611 14 ST NW,-1644.963 5166.666|-1726.808 5166.710|-1726.822 5139.701|-1746.318 5123.755|-1753.707 5123.755|-1753.728 5099.193|-1819.306 5047.820|-1863.388 5006.167|-1863.381 4997.349|-1903.534 4997.349|-1903.534 4959.031|-1878.585 4939.250|-1863.381 4939.239|-1674.120 4939.072|-1661.922 4939.050|-1647.151 4939.038|-1644.914 4939.038|-1644.956 5123.689
