ADDRESS,POINTS
114 333 GARRY CR NE,1115.660 5393.003|1059.576 5392.981|979.143 5420.690|977.542 5421.068|975.893 5421.135|974.264 5420.879|972.719 5420.323|971.307 5419.478|970.083 5418.366|969.098 5417.054|968.385 5415.564|967.140 5412.829|965.512 5410.305|963.533 5408.048|961.241 5406.102|953.859 5400.742|952.412 5399.775|950.888 5398.918|949.308 5398.185|947.672 5397.584|945.994 5397.106|944.289 5396.772|942.555 5396.561|940.814 5396.494|937.773 5396.494|933.209 5391.935|933.209 5364.070|937.773 5359.500|1115.667 5359.489
115 333 GARRY CR NE,1115.660 5393.003|1059.576 5392.981|979.143 5420.690|977.542 5421.068|975.893 5421.135|974.264 5420.879|972.719 5420.323|971.307 5419.478|970.083 5418.366|969.098 5417.054|968.385 5415.564|967.140 5412.829|965.512 5410.305|963.533 5408.048|961.241 5406.102|953.859 5400.742|952.412 5399.775|950.888 5398.918|949.308 5398.185|947.672 5397.584|945.994 5397.106|944.289 5396.772|942.555 5396.561|940.814 5396.494|937.773 5396.494|933.209 5391.935|933.209 5364.070|937.773 5359.500|1115.667 5359.489
116 333 GARRY CR NE,1115.660 5393.003|1059.576 5392.981|979.143 5420.690|977.542 5421.068|975.893 5421.135|974.264 5420.879|972.719 5420.323|971.307 5419.478|970.083 5418.366|969.098 5417.054|968.385 5415.564|967.140 5412.829|965.512 5410.305|963.533 5408.048|961.241 5406.102|953.859 5400.742|952.412 5399.775|950.888 5398.918|949.308 5398.185|947.672 5397.584|945.994 5397.106|944.289 5396.772|942.555 5396.561|940.814 5396.494|937.773 5396.494|933.209 5391.935|933.209 5364.070|937.773 5359.500|1115.667 5359.489
117 333 GARRY CR NE,1115.660 5393.003|1059.576 5392.981|979.143 5420.690|977.542 5421.068|975.893 5421.135|974.264 5420.879|972.719 5420.323|971.307 5419.478|970.083 5418.366|969.098 5417.054|968.385 5415.564|967.140 5412.829|965.512 5410.305|963.533 5408.048|961.241 5406.102|953.859 5400.742|952.412 5399.775|950.888 5398.918|949.308 5398.185|947.672 5397.584|945.994 5397.106|944.289 5396.772|942.555 5396.561|940.814 5396.494|937.773 5396.494|933.209 5391.935|933.209 5364.070|937.773 5359.500|1115.667 5359.489
118 333 GARRY CR NE,1115.660 5393.003|1059.576 5392.981|979.143 5420.690|977.542 5421.068|975.893 5421.135|974.264 5420.879|972.719 5420.323|971.307 5419.478|970.083 5418.366|969.098 5417.054|968.385 5415.564|967.140 5412.829|965.512 5410.305|963.533 5408.048|961.241 5406.102|953.859 5400.742|952.412 5399.775|950.888 5398.918|949.308 5398.185|947.672 5397.584|945.994 5397.106|944.289 5396.772|942.555 5396.561|940.814 5396.494|937.773 5396.494|933.209 5391.935|933.209 5364.070|937.773 5359.500|1115.667 5359.489
119 333 GARRY CR NE,1115.660 5393.003|1059.576 5392.981|979.143 5420.690|977.542 5421.068|975.893 5421.135|974.264 5420.879|972.719 5420.323|971.307 5419.478|970.083 5418.366|969.098 5417.054|968.385 5415.564|967.140 5412.829|965.512 5410.305|963.533 5408.048|961.241 5406.102|953.859 5400.742|952.412 5399.775|950.888 5398.918|949.308 5398.185|947.672 5397.584|945.994 5397.106|944.289 5396.772|942.555 5396.561|940.814 5396.494|937.773 5396.494|933.209 5391.935|933.209 5364.070|937.773 5359.500|1115.667 5359.489
121 333 GARRY CR NE,1115.660 5393.003|1059.576 5392.981|979.143 5420.690|977.542 5421.068|975.893 5421.135|974.264 5420.879|972.719 5420.323|971.307 5419.478|970.083 5418.366|969.098 5417.054|968.385 5415.564|967.140 5412.829|965.512 5410.305|963.533 5408.048|961.241 5406.102|953.859 5400.742|952.412 5399.775|950.888 5398.918|949.308 5398.185|947.672 5397.584|945.994 5397.106|944.289 5396.772|942.555 5396.561|940.814 5396.494|937.773 5396.494|933.209 5391.935|933.209 5364.070|937.773 5359.500|1115.667 5359.489
123 333 GARRY CR NE,1115.660 5393.003|1059.576 5392.981|979.143 5420.690|977.542 5421.068|975.893 5421.135|974.264 5420.879|972.719 5420.323|971.307 5419.478|970.083 5418.366|969.098 5417.054|968.385 5415.564|967.140 5412.829|965.512 5410.305|963.533 5408.048|961.241 5406.102|953.859 5400.742|952.412 5399.775|950.888 5398.918|949.308 5398.185|947.672 5397.584|945.994 5397.106|944.289 5396.772|942.555 5396.561|940.814 5396.494|937.773 5396.494|933.209 5391.935|933.209 5364.070|937.773 5359.500|1115.667 5359.489
125 333 GARRY CR NE,1115.660 5393.003|1059.576 5392.981|979.143 5420.690|977.542 5421.068|975.893 5421.135|974.264 5420.879|972.719 5420.323|971.307 5419.478|970.083 5418.366|969.098 5417.054|968.385 5415.564|967.140 5412.829|965.512 5410.305|963.533 5408.048|961.241 5406.102|953.859 5400.742|952.412 5399.775|950.888 5398.918|949.308 5398.185|947.672 5397.584|945.994 5397.106|944.289 5396.772|942.555 5396.561|940.814 5396.494|937.773 5396.494|933.209 5391.935|933.209 5364.070|937.773 5359.500|1115.667 5359.489
127 333 GARRY CR NE,1115.660 5393.003|1059.576 5392.981|979.143 5420.690|977.542 5421.068|975.893 5421.135|974.264 5420.879|972.719 5420.323|971.307 5419.478|970.083 5418.366|969.098 5417.054|968.385 5415.564|967.140 5412.829|965.512 5410.305|963.533 5408.048|961.241 5406.102|953.859 5400.742|952.412 5399.775|950.888 5398.918|949.308 5398.185|947.672 5397.584|945.994 5397.106|944.289 5396.772|942.555 5396.561|940.814 5396.494|937.773 5396.494|933.209 5391.935|933.209 5364.070|937.773 5359.500|1115.667 5359.489
129 333 GARRY CR NE,1115.660 5393.003|1059.576 5392.981|979.143 5420.690|977.542 5421.068|975.893 5421.135|974.264 5420.879|972.719 5420.323|971.307 5419.478|970.083 5418.366|969.098 5417.054|968.385 5415.564|967.140 5412.829|965.512 5410.305|963.533 5408.048|961.241 5406.102|953.859 5400.742|952.412 5399.775|950.888 5398.918|949.308 5398.185|947.672 5397.584|945.994 5397.106|944.289 5396.772|942.555 5396.561|940.814 5396.494|937.773 5396.494|933.209 5391.935|933.209 5364.070|937.773 5359.500|1115.667 5359.489
201 333 GARRY CR NE,1115.660 5393.003|1059.576 5392.981|979.143 5420.690|977.542 5421.068|975.893 5421.135|974.264 5420.879|972.719 5420.323|971.307 5419.478|970.083 5418.366|969.098 5417.054|968.385 5415.564|967.140 5412.829|965.512 5410.305|963.533 5408.048|961.241 5406.102|953.859 5400.742|952.412 5399.775|950.888 5398.918|949.308 5398.185|947.672 5397.584|945.994 5397.106|944.289 5396.772|942.555 5396.561|940.814 5396.494|937.773 5396.494|933.209 5391.935|933.209 5364.070|937.773 5359.500|1115.667 5359.489
202 333 GARRY CR NE,1115.660 5393.003|1059.576 5392.981|979.143 5420.690|977.542 5421.068|975.893 5421.135|974.264 5420.879|972.719 5420.323|971.307 5419.478|970.083 5418.366|969.098 5417.054|968.385 5415.564|967.140 5412.829|965.512 5410.305|963.533 5408.048|961.241 5406.102|953.859 5400.742|952.412 5399.775|950.888 5398.918|949.308 5398.185|947.672 5397.584|945.994 5397.106|944.289 5396.772|942.555 5396.561|940.814 5396.494|937.773 5396.494|933.209 5391.935|933.209 5364.070|937.773 5359.500|1115.667 5359.489
203 333 GARRY CR NE,1115.660 5393.003|1059.576 5392.981|979.143 5420.690|977.542 5421.068|975.893 5421.135|974.264 5420.879|972.719 5420.323|971.307 5419.478|970.083 5418.366|969.098 5417.054|968.385 5415.564|967.140 5412.829|965.512 5410.305|963.533 5408.048|961.241 5406.102|953.859 5400.742|952.412 5399.775|950.888 5398.918|949.308 5398.185|947.672 5397.584|945.994 5397.106|944.289 5396.772|942.555 5396.561|940.814 5396.494|937.773 5396.494|933.209 5391.935|933.209 5364.070|937.773 5359.500|1115.667 5359.489
204 333 GARRY CR NE,1115.660 5393.003|1059.576 5392.981|979.143 5420.690|977.542 5421.068|975.893 5421.135|974.264 5420.879|972.719 5420.323|971.307 5419.478|970.083 5418.366|969.098 5417.054|968.385 5415.564|967.140 5412.829|965.512 5410.305|963.533 5408.048|961.241 5406.102|953.859 5400.742|952.412 5399.775|950.888 5398.918|949.308 5398.185|947.672 5397.584|945.994 5397.106|944.289 5396.772|942.555 5396.561|940.814 5396.494|937.773 5396.494|933.209 5391.935|933.209 5364.070|937.773 5359.500|1115.667 5359.489
205 333 GARRY CR NE,1115.660 5393.003|1059.576 5392.981|979.143 5420.690|977.542 5421.068|975.893 5421.135|974.264 5420.879|972.719 5420.323|971.307 5419.478|970.083 5418.366|969.098 5417.054|968.385 5415.564|967.140 5412.829|965.512 5410.305|963.533 5408.048|961.241 5406.102|953.859 5400.742|952.412 5399.775|950.888 5398.918|949.308 5398.185|947.672 5397.584|945.994 5397.106|944.289 5396.772|942.555 5396.561|940.814 5396.494|937.773 5396.494|933.209 5391.935|933.209 5364.070|937.773 5359.500|1115.667 5359.489
206 333 GARRY CR NE,1115.660 5393.003|1059.576 5392.981|979.143 5420.690|977.542 5421.068|975.893 5421.135|974.264 5420.879|972.719 5420.323|971.307 5419.478|970.083 5418.366|969.098 5417.054|968.385 5415.564|967.140 5412.829|965.512 5410.305|963.533 5408.048|961.241 5406.102|953.859 5400.742|952.412 5399.775|950.888 5398.918|949.308 5398.185|947.672 5397.584|945.994 5397.106|944.289 5396.772|942.555 5396.561|940.814 5396.494|937.773 5396.494|933.209 5391.935|933.209 5364.070|937.773 5359.500|1115.667 5359.489
207 333 GARRY CR NE,1115.660 5393.003|1059.576 5392.981|979.143 5420.690|977.542 5421.068|975.893 5421.135|974.264 5420.879|972.719 5420.323|971.307 5419.478|970.083 5418.366|969.098 5417.054|968.385 5415.564|967.140 5412.829|965.512 5410.305|963.533 5408.048|961.241 5406.102|953.859 5400.742|952.412 5399.775|950.888 5398.918|949.308 5398.185|947.672 5397.584|945.994 5397.106|944.289 5396.772|942.555 5396.561|940.814 5396.494|937.773 5396.494|933.209 5391.935|933.209 5364.070|937.773 5359.500|1115.667 5359.489
209 333 GARRY CR NE,1115.660 5393.003|1059.576 5392.981|979.143 5420.690|977.542 5421.068|975.893 5421.135|974.264 5420.879|972.719 5420.323|971.307 5419.478|970.083 5418.366|969.098 5417.054|968.385 5415.564|967.140 5412.829|965.512 5410.305|963.533 5408.048|961.241 5406.102|953.859 5400.742|952.412 5399.775|950.888 5398.918|949.308 5398.185|947.672 5397.584|945.994 5397.106|944.289 5396.772|942.555 5396.561|940.814 5396.494|937.773 5396.494|933.209 5391.935|933.209 5364.070|937.773 5359.500|1115.667 5359.489
211 333 GARRY CR NE,1115.660 5393.003|1059.576 5392.981|979.143 5420.690|977.542 5421.068|975.893 5421.135|974.264 5420.879|972.719 5420.323|971.307 5419.478|970.083 5418.366|969.098 5417.054|968.385 5415.564|967.140 5412.829|965.512 5410.305|963.533 5408.048|961.241 5406.102|953.859 5400.742|952.412 5399.775|950.888 5398.918|949.308 5398.185|947.672 5397.584|945.994 5397.106|944.289 5396.772|942.555 5396.561|940.814 5396.494|937.773 5396.494|933.209 5391.935|933.209 5364.070|937.773 5359.500|1115.667 5359.489
212 333 GARRY CR NE,1115.660 5393.003|1059.576 5392.981|979.143 5420.690|977.542 5421.068|975.893 5421.135|974.264 5420.879|972.719 5420.323|971.307 5419.478|970.083 5418.366|969.098 5417.054|968.385 5415.564|967.140 5412.829|965.512 5410.305|963.533 5408.048|961.241 5406.102|953.859 5400.742|952.412 5399.775|950.888 5398.918|949.308 5398.185|947.672 5397.584|945.994 5397.106|944.289 5396.772|942.555 5396.561|940.814 5396.494|937.773 5396.494|933.209 5391.935|933.209 5364.070|937.773 5359.500|1115.667 5359.489
213 333 GARRY CR NE,1115.660 5393.003|1059.576 5392.981|979.143 5420.690|977.542 5421.068|975.893 5421.135|974.264 5420.879|972.719 5420.323|971.307 5419.478|970.083 5418.366|969.098 5417.054|968.385 5415.564|967.140 5412.829|965.512 5410.305|963.533 5408.048|961.241 5406.102|953.859 5400.742|952.412 5399.775|950.888 5398.918|949.308 5398.185|947.672 5397.584|945.994 5397.106|944.289 5396.772|942.555 5396.561|940.814 5396.494|937.773 5396.494|933.209 5391.935|933.209 5364.070|937.773 5359.500|1115.667 5359.489
214 333 GARRY CR NE,1115.660 5393.003|1059.576 5392.981|979.143 5420.690|977.542 5421.068|975.893 5421.135|974.264 5420.879|972.719 5420.323|971.307 5419.478|970.083 5418.366|969.098 5417.054|968.385 5415.564|967.140 5412.829|965.512 5410.305|963.533 5408.048|961.241 5406.102|953.859 5400.742|952.412 5399.775|950.888 5398.918|949.308 5398.185|947.672 5397.584|945.994 5397.106|944.289 5396.772|942.555 5396.561|940.814 5396.494|937.773 5396.494|933.209 5391.935|933.209 5364.070|937.773 5359.500|1115.667 5359.489
215 333 GARRY CR NE,1115.660 5393.003|1059.576 5392.981|979.143 5420.690|977.542 5421.068|975.893 5421.135|974.264 5420.879|972.719 5420.323|971.307 5419.478|970.083 5418.366|969.098 5417.054|968.385 5415.564|967.140 5412.829|965.512 5410.305|963.533 5408.048|961.241 5406.102|953.859 5400.742|952.412 5399.775|950.888 5398.918|949.308 5398.185|947.672 5397.584|945.994 5397.106|944.289 5396.772|942.555 5396.561|940.814 5396.494|937.773 5396.494|933.209 5391.935|933.209 5364.070|937.773 5359.500|1115.667 5359.489
216 333 GARRY CR NE,1115.660 5393.003|1059.576 5392.981|979.143 5420.690|977.542 5421.068|975.893 5421.135|974.264 5420.879|972.719 5420.323|971.307 5419.478|970.083 5418.366|969.098 5417.054|968.385 5415.564|967.140 5412.829|965.512 5410.305|963.533 5408.048|961.241 5406.102|953.859 5400.742|952.412 5399.775|950.888 5398.918|949.308 5398.185|947.672 5397.584|945.994 5397.106|944.289 5396.772|942.555 5396.561|940.814 5396.494|937.773 5396.494|933.209 5391.935|933.209 5364.070|937.773 5359.500|1115.667 5359.489
217 333 GARRY CR NE,1115.660 5393.003|1059.576 5392.981|979.143 5420.690|977.542 5421.068|975.893 5421.135|974.264 5420.879|972.719 5420.323|971.307 5419.478|970.083 5418.366|969.098 5417.054|968.385 5415.564|967.140 5412.829|965.512 5410.305|963.533 5408.048|961.241 5406.102|953.859 5400.742|952.412 5399.775|950.888 5398.918|949.308 5398.185|947.672 5397.584|945.994 5397.106|944.289 5396.772|942.555 5396.561|940.814 5396.494|937.773 5396.494|933.209 5391.935|933.209 5364.070|937.773 5359.500|1115.667 5359.489
218 333 GARRY CR NE,1115.660 5393.003|1059.576 5392.981|979.143 5420.690|977.542 5421.068|975.893 5421.135|974.264 5420.879|972.719 5420.323|971.307 5419.478|970.083 5418.366|969.098 5417.054|968.385 5415.564|967.140 5412.829|965.512 5410.305|963.533 5408.048|961.241 5406.102|953.859 5400.742|952.412 5399.775|950.888 5398.918|949.308 5398.185|947.672 5397.584|945.994 5397.106|944.289 5396.772|942.555 5396.561|940.814 5396.494|937.773 5396.494|933.209 5391.935|933.209 5364.070|937.773 5359.500|1115.667 5359.489
219 333 GARRY CR NE,1115.660 5393.003|1059.576 5392.981|979.143 5420.690|977.542 5421.068|975.893 5421.135|974.264 5420.879|972.719 5420.323|971.307 5419.478|970.083 5418.366|969.098 5417.054|968.385 5415.564|967.140 5412.829|965.512 5410.305|963.533 5408.048|961.241 5406.102|953.859 5400.742|952.412 5399.775|950.888 5398.918|949.308 5398.185|947.672 5397.584|945.994 5397.106|944.289 5396.772|942.555 5396.561|940.814 5396.494|937.773 5396.494|933.209 5391.935|933.209 5364.070|937.773 5359.500|1115.667 5359.489
221 333 GARRY CR NE,1115.660 5393.003|1059.576 5392.981|979.143 5420.690|977.542 5421.068|975.893 5421.135|974.264 5420.879|972.719 5420.323|971.307 5419.478|970.083 5418.366|969.098 5417.054|968.385 5415.564|967.140 5412.829|965.512 5410.305|963.533 5408.048|961.241 5406.102|953.859 5400.742|952.412 5399.775|950.888 5398.918|949.308 5398.185|947.672 5397.584|945.994 5397.106|944.289 5396.772|942.555 5396.561|940.814 5396.494|937.773 5396.494|933.209 5391.935|933.209 5364.070|937.773 5359.500|1115.667 5359.489
223 333 GARRY CR NE,1115.660 5393.003|1059.576 5392.981|979.143 5420.690|977.542 5421.068|975.893 5421.135|974.264 5420.879|972.719 5420.323|971.307 5419.478|970.083 5418.366|969.098 5417.054|968.385 5415.564|967.140 5412.829|965.512 5410.305|963.533 5408.048|961.241 5406.102|953.859 5400.742|952.412 5399.775|950.888 5398.918|949.308 5398.185|947.672 5397.584|945.994 5397.106|944.289 5396.772|942.555 5396.561|940.814 5396.494|937.773 5396.494|933.209 5391.935|933.209 5364.070|937.773 5359.500|1115.667 5359.489
225 333 GARRY CR NE,1115.660 5393.003|1059.576 5392.981|979.143 5420.690|977.542 5421.068|975.893 5421.135|974.264 5420.879|972.719 5420.323|971.307 5419.478|970.083 5418.366|969.098 5417.054|968.385 5415.564|967.140 5412.829|965.512 5410.305|963.533 5408.048|961.241 5406.102|953.859 5400.742|952.412 5399.775|950.888 5398.918|949.308 5398.185|947.672 5397.584|945.994 5397.106|944.289 5396.772|942.555 5396.561|940.814 5396.494|937.773 5396.494|933.209 5391.935|933.209 5364.070|937.773 5359.500|1115.667 5359.489
227 333 GARRY CR NE,1115.660 5393.003|1059.576 5392.981|979.143 5420.690|977.542 5421.068|975.893 5421.135|974.264 5420.879|972.719 5420.323|971.307 5419.478|970.083 5418.366|969.098 5417.054|968.385 5415.564|967.140 5412.829|965.512 5410.305|963.533 5408.048|961.241 5406.102|953.859 5400.742|952.412 5399.775|950.888 5398.918|949.308 5398.185|947.672 5397.584|945.994 5397.106|944.289 5396.772|942.555 5396.561|940.814 5396.494|937.773 5396.494|933.209 5391.935|933.209 5364.070|937.773 5359.500|1115.667 5359.489
229 333 GARRY CR NE,1115.660 5393.003|1059.576 5392.981|979.143 5420.690|977.542 5421.068|975.893 5421.135|974.264 5420.879|972.719 5420.323|971.307 5419.478|970.083 5418.366|969.098 5417.054|968.385 5415.564|967.140 5412.829|965.512 5410.305|963.533 5408.048|961.241 5406.102|953.859 5400.742|952.412 5399.775|950.888 5398.918|949.308 5398.185|947.672 5397.584|945.994 5397.106|944.289 5396.772|942.555 5396.561|940.814 5396.494|937.773 5396.494|933.209 5391.935|933.209 5364.070|937.773 5359.500|1115.667 5359.489
301 333 GARRY CR NE,1115.660 5393.003|1059.576 5392.981|979.143 5420.690|977.542 5421.068|975.893 5421.135|974.264 5420.879|972.719 5420.323|971.307 5419.478|970.083 5418.366|969.098 5417.054|968.385 5415.564|967.140 5412.829|965.512 5410.305|963.533 5408.048|961.241 5406.102|953.859 5400.742|952.412 5399.775|950.888 5398.918|949.308 5398.185|947.672 5397.584|945.994 5397.106|944.289 5396.772|942.555 5396.561|940.814 5396.494|937.773 5396.494|933.209 5391.935|933.209 5364.070|937.773 5359.500|1115.667 5359.489
302 333 GARRY CR NE,1115.660 5393.003|1059.576 5392.981|979.143 5420.690|977.542 5421.068|975.893 5421.135|974.264 5420.879|972.719 5420.323|971.307 5419.478|970.083 5418.366|969.098 5417.054|968.385 5415.564|967.140 5412.829|965.512 5410.305|963.533 5408.048|961.241 5406.102|953.859 5400.742|952.412 5399.775|950.888 5398.918|949.308 5398.185|947.672 5397.584|945.994 5397.106|944.289 5396.772|942.555 5396.561|940.814 5396.494|937.773 5396.494|933.209 5391.935|933.209 5364.070|937.773 5359.500|1115.667 5359.489
303 333 GARRY CR NE,1115.660 5393.003|1059.576 5392.981|979.143 5420.690|977.542 5421.068|975.893 5421.135|974.264 5420.879|972.719 5420.323|971.307 5419.478|970.083 5418.366|969.098 5417.054|968.385 5415.564|967.140 5412.829|965.512 5410.305|963.533 5408.048|961.241 5406.102|953.859 5400.742|952.412 5399.775|950.888 5398.918|949.308 5398.185|947.672 5397.584|945.994 5397.106|944.289 5396.772|942.555 5396.561|940.814 5396.494|937.773 5396.494|933.209 5391.935|933.209 5364.070|937.773 5359.500|1115.667 5359.489
304 333 GARRY CR NE,1115.660 5393.003|1059.576 5392.981|979.143 5420.690|977.542 5421.068|975.893 5421.135|974.264 5420.879|972.719 5420.323|971.307 5419.478|970.083 5418.366|969.098 5417.054|968.385 5415.564|967.140 5412.829|965.512 5410.305|963.533 5408.048|961.241 5406.102|953.859 5400.742|952.412 5399.775|950.888 5398.918|949.308 5398.185|947.672 5397.584|945.994 5397.106|944.289 5396.772|942.555 5396.561|940.814 5396.494|937.773 5396.494|933.209 5391.935|933.209 5364.070|937.773 5359.500|1115.667 5359.489
305 333 GARRY CR NE,1115.660 5393.003|1059.576 5392.981|979.143 5420.690|977.542 5421.068|975.893 5421.135|974.264 5420.879|972.719 5420.323|971.307 5419.478|970.083 5418.366|969.098 5417.054|968.385 5415.564|967.140 5412.829|965.512 5410.305|963.533 5408.048|961.241 5406.102|953.859 5400.742|952.412 5399.775|950.888 5398.918|949.308 5398.185|947.672 5397.584|945.994 5397.106|944.289 5396.772|942.555 5396.561|940.814 5396.494|937.773 5396.494|933.209 5391.935|933.209 5364.070|937.773 5359.500|1115.667 5359.489
306 333 GARRY CR NE,1115.660 5393.003|1059.576 5392.981|979.143 5420.690|977.542 5421.068|975.893 5421.135|974.264 5420.879|972.719 5420.323|971.307 5419.478|970.083 5418.366|969.098 5417.054|968.385 5415.564|967.140 5412.829|965.512 5410.305|963.533 5408.048|961.241 5406.102|953.859 5400.742|952.412 5399.775|950.888 5398.918|949.308 5398.185|947.672 5397.584|945.994 5397.106|944.289 5396.772|942.555 5396.561|940.814 5396.494|937.773 5396.494|933.209 5391.935|933.209 5364.070|937.773 5359.500|1115.667 5359.489
307 333 GARRY CR NE,1115.660 5393.003|1059.576 5392.981|979.143 5420.690|977.542 5421.068|975.893 5421.135|974.264 5420.879|972.719 5420.323|971.307 5419.478|970.083 5418.366|969.098 5417.054|968.385 5415.564|967.140 5412.829|965.512 5410.305|963.533 5408.048|961.241 5406.102|953.859 5400.742|952.412 5399.775|950.888 5398.918|949.308 5398.185|947.672 5397.584|945.994 5397.106|944.289 5396.772|942.555 5396.561|940.814 5396.494|937.773 5396.494|933.209 5391.935|933.209 5364.070|937.773 5359.500|1115.667 5359.489
