ADDRESS,POINTS
5 PARKDALE CR NW,-4471.220 1176.847|-4505.410 1203.723|-4518.560 1186.932|-4500.748 1159.712|-4498.923 1160.312|-4497.036 1160.668|-4495.120 1160.768|-4493.205 1160.624|-4491.332 1160.223|-4489.521 1159.579|-4487.808 1158.700|-4486.229 1157.610
6 PARKDALE CR NW,-4450.130 1133.225|-4437.023 1149.971|-4471.220 1176.847|-4486.229 1157.610|-4484.816 1156.332|-4483.579 1154.875|-4482.545 1153.274|-4481.720 1151.561|-4481.133 1149.738|-4480.783 1147.870|-4480.678 1145.957|-4480.825 1144.056
1 7 PARKDALE CR NW,-4450.130 1133.225|-4480.825 1144.056|-4481.216 1142.188|-4481.846 1140.375|-4482.712 1138.663|-4483.789 1137.084|-4489.773 1129.434|-4467.026 1111.620
2 7 PARKDALE CR NW,-4450.130 1133.225|-4480.825 1144.056|-4481.216 1142.188|-4481.846 1140.375|-4482.712 1138.663|-4483.789 1137.084|-4489.773 1129.434|-4467.026 1111.620
3 7 PARKDALE CR NW,-4450.130 1133.225|-4480.825 1144.056|-4481.216 1142.188|-4481.846 1140.375|-4482.712 1138.663|-4483.789 1137.084|-4489.773 1129.434|-4467.026 1111.620
4 7 PARKDALE CR NW,-4450.130 1133.225|-4480.825 1144.056|-4481.216 1142.188|-4481.846 1140.375|-4482.712 1138.663|-4483.789 1137.084|-4489.773 1129.434|-4467.026 1111.620
