ADDRESS,POINTS
111 7210 80 AV NE,9778.581 8595.050|9857.266 8595.061|9859.055 8595.161|9860.824 8595.417|9862.558 8595.862|9864.242 8596.462|9865.864 8597.229|9867.395 8598.152|9868.835 8599.220|9870.156 8600.421|9871.359 8601.744|9872.421 8603.189|9873.344 8604.724|9874.106 8606.336|9874.707 8608.026|9875.140 8609.761|9875.399 8611.529|9875.483 8613.308|9875.483 8624.895|9875.483 8634.880|9875.483 8642.319|9875.588 8648.334|9846.661 8648.401|9846.640 8626.674|9778.595 8626.729
113 7210 80 AV NE,9778.581 8595.050|9857.266 8595.061|9859.055 8595.161|9860.824 8595.417|9862.558 8595.862|9864.242 8596.462|9865.864 8597.229|9867.395 8598.152|9868.835 8599.220|9870.156 8600.421|9871.359 8601.744|9872.421 8603.189|9873.344 8604.724|9874.106 8606.336|9874.707 8608.026|9875.140 8609.761|9875.399 8611.529|9875.483 8613.308|9875.483 8624.895|9875.483 8634.880|9875.483 8642.319|9875.588 8648.334|9846.661 8648.401|9846.640 8626.674|9778.595 8626.729
115 7210 80 AV NE,9778.581 8595.050|9857.266 8595.061|9859.055 8595.161|9860.824 8595.417|9862.558 8595.862|9864.242 8596.462|9865.864 8597.229|9867.395 8598.152|9868.835 8599.220|9870.156 8600.421|9871.359 8601.744|9872.421 8603.189|9873.344 8604.724|9874.106 8606.336|9874.707 8608.026|9875.140 8609.761|9875.399 8611.529|9875.483 8613.308|9875.483 8624.895|9875.483 8634.880|9875.483 8642.319|9875.588 8648.334|9846.661 8648.401|9846.640 8626.674|9778.595 8626.729
117 7210 80 AV NE,9778.581 8595.050|9857.266 8595.061|9859.055 8595.161|9860.824 8595.417|9862.558 8595.862|9864.242 8596.462|9865.864 8597.229|9867.395 8598.152|9868.835 8599.220|9870.156 8600.421|9871.359 8601.744|9872.421 8603.189|9873.344 8604.724|9874.106 8606.336|9874.707 8608.026|9875.140 8609.761|9875.399 8611.529|9875.483 8613.308|9875.483 8624.895|9875.483 8634.880|9875.483 8642.319|9875.588 8648.334|9846.661 8648.401|9846.640 8626.674|9778.595 8626.729
119 7210 80 AV NE,9778.581 8595.050|9857.266 8595.061|9859.055 8595.161|9860.824 8595.417|9862.558 8595.862|9864.242 8596.462|9865.864 8597.229|9867.395 8598.152|9868.835 8599.220|9870.156 8600.421|9871.359 8601.744|9872.421 8603.189|9873.344 8604.724|9874.106 8606.336|9874.707 8608.026|9875.140 8609.761|9875.399 8611.529|9875.483 8613.308|9875.483 8624.895|9875.483 8634.880|9875.483 8642.319|9875.588 8648.334|9846.661 8648.401|9846.640 8626.674|9778.595 8626.729
121 7210 80 AV NE,9778.581 8595.050|9857.266 8595.061|9859.055 8595.161|9860.824 8595.417|9862.558 8595.862|9864.242 8596.462|9865.864 8597.229|9867.395 8598.152|9868.835 8599.220|9870.156 8600.421|9871.359 8601.744|9872.421 8603.189|9873.344 8604.724|9874.106 8606.336|9874.707 8608.026|9875.140 8609.761|9875.399 8611.529|9875.483 8613.308|9875.483 8624.895|9875.483 8634.880|9875.483 8642.319|9875.588 8648.334|9846.661 8648.401|9846.640 8626.674|9778.595 8626.729
123 7210 80 AV NE,9778.581 8595.050|9857.266 8595.061|9859.055 8595.161|9860.824 8595.417|9862.558 8595.862|9864.242 8596.462|9865.864 8597.229|9867.395 8598.152|9868.835 8599.220|9870.156 8600.421|9871.359 8601.744|9872.421 8603.189|9873.344 8604.724|9874.106 8606.336|9874.707 8608.026|9875.140 8609.761|9875.399 8611.529|9875.483 8613.308|9875.483 8624.895|9875.483 8634.880|9875.483 8642.319|9875.588 8648.334|9846.661 8648.401|9846.640 8626.674|9778.595 8626.729
125 7210 80 AV NE,9778.581 8595.050|9857.266 8595.061|9859.055 8595.161|9860.824 8595.417|9862.558 8595.862|9864.242 8596.462|9865.864 8597.229|9867.395 8598.152|9868.835 8599.220|9870.156 8600.421|9871.359 8601.744|9872.421 8603.189|9873.344 8604.724|9874.106 8606.336|9874.707 8608.026|9875.140 8609.761|9875.399 8611.529|9875.483 8613.308|9875.483 8624.895|9875.483 8634.880|9875.483 8642.319|9875.588 8648.334|9846.661 8648.401|9846.640 8626.674|9778.595 8626.729
124 7210 80 AV NE,9778.581 8595.050|9857.266 8595.061|9859.055 8595.161|9860.824 8595.417|9862.558 8595.862|9864.242 8596.462|9865.864 8597.229|9867.395 8598.152|9868.835 8599.220|9870.156 8600.421|9871.359 8601.744|9872.421 8603.189|9873.344 8604.724|9874.106 8606.336|9874.707 8608.026|9875.140 8609.761|9875.399 8611.529|9875.483 8613.308|9875.483 8624.895|9875.483 8634.880|9875.483 8642.319|9875.588 8648.334|9846.661 8648.401|9846.640 8626.674|9778.595 8626.729
122 7210 80 AV NE,9778.581 8595.050|9857.266 8595.061|9859.055 8595.161|9860.824 8595.417|9862.558 8595.862|9864.242 8596.462|9865.864 8597.229|9867.395 8598.152|9868.835 8599.220|9870.156 8600.421|9871.359 8601.744|9872.421 8603.189|9873.344 8604.724|9874.106 8606.336|9874.707 8608.026|9875.140 8609.761|9875.399 8611.529|9875.483 8613.308|9875.483 8624.895|9875.483 8634.880|9875.483 8642.319|9875.588 8648.334|9846.661 8648.401|9846.640 8626.674|9778.595 8626.729
120 7210 80 AV NE,9778.581 8595.050|9857.266 8595.061|9859.055 8595.161|9860.824 8595.417|9862.558 8595.862|9864.242 8596.462|9865.864 8597.229|9867.395 8598.152|9868.835 8599.220|9870.156 8600.421|9871.359 8601.744|9872.421 8603.189|9873.344 8604.724|9874.106 8606.336|9874.707 8608.026|9875.140 8609.761|9875.399 8611.529|9875.483 8613.308|9875.483 8624.895|9875.483 8634.880|9875.483 8642.319|9875.588 8648.334|9846.661 8648.401|9846.640 8626.674|9778.595 8626.729
118 7210 80 AV NE,9778.581 8595.050|9857.266 8595.061|9859.055 8595.161|9860.824 8595.417|9862.558 8595.862|9864.242 8596.462|9865.864 8597.229|9867.395 8598.152|9868.835 8599.220|9870.156 8600.421|9871.359 8601.744|9872.421 8603.189|9873.344 8604.724|9874.106 8606.336|9874.707 8608.026|9875.140 8609.761|9875.399 8611.529|9875.483 8613.308|9875.483 8624.895|9875.483 8634.880|9875.483 8642.319|9875.588 8648.334|9846.661 8648.401|9846.640 8626.674|9778.595 8626.729
116 7210 80 AV NE,9778.581 8595.050|9857.266 8595.061|9859.055 8595.161|9860.824 8595.417|9862.558 8595.862|9864.242 8596.462|9865.864 8597.229|9867.395 8598.152|9868.835 8599.220|9870.156 8600.421|9871.359 8601.744|9872.421 8603.189|9873.344 8604.724|9874.106 8606.336|9874.707 8608.026|9875.140 8609.761|9875.399 8611.529|9875.483 8613.308|9875.483 8624.895|9875.483 8634.880|9875.483 8642.319|9875.588 8648.334|9846.661 8648.401|9846.640 8626.674|9778.595 8626.729
114 7210 80 AV NE,9778.581 8595.050|9857.266 8595.061|9859.055 8595.161|9860.824 8595.417|9862.558 8595.862|9864.242 8596.462|9865.864 8597.229|9867.395 8598.152|9868.835 8599.220|9870.156 8600.421|9871.359 8601.744|9872.421 8603.189|9873.344 8604.724|9874.106 8606.336|9874.707 8608.026|9875.140 8609.761|9875.399 8611.529|9875.483 8613.308|9875.483 8624.895|9875.483 8634.880|9875.483 8642.319|9875.588 8648.334|9846.661 8648.401|9846.640 8626.674|9778.595 8626.729
208 7210 80 AV NE,9778.581 8595.050|9857.266 8595.061|9859.055 8595.161|9860.824 8595.417|9862.558 8595.862|9864.242 8596.462|9865.864 8597.229|9867.395 8598.152|9868.835 8599.220|9870.156 8600.421|9871.359 8601.744|9872.421 8603.189|9873.344 8604.724|9874.106 8606.336|9874.707 8608.026|9875.140 8609.761|9875.399 8611.529|9875.483 8613.308|9875.483 8624.895|9875.483 8634.880|9875.483 8642.319|9875.588 8648.334|9846.661 8648.401|9846.640 8626.674|9778.595 8626.729
206 7210 80 AV NE,9778.581 8595.050|9857.266 8595.061|9859.055 8595.161|9860.824 8595.417|9862.558 8595.862|9864.242 8596.462|9865.864 8597.229|9867.395 8598.152|9868.835 8599.220|9870.156 8600.421|9871.359 8601.744|9872.421 8603.189|9873.344 8604.724|9874.106 8606.336|9874.707 8608.026|9875.140 8609.761|9875.399 8611.529|9875.483 8613.308|9875.483 8624.895|9875.483 8634.880|9875.483 8642.319|9875.588 8648.334|9846.661 8648.401|9846.640 8626.674|9778.595 8626.729
204 7210 80 AV NE,9778.581 8595.050|9857.266 8595.061|9859.055 8595.161|9860.824 8595.417|9862.558 8595.862|9864.242 8596.462|9865.864 8597.229|9867.395 8598.152|9868.835 8599.220|9870.156 8600.421|9871.359 8601.744|9872.421 8603.189|9873.344 8604.724|9874.106 8606.336|9874.707 8608.026|9875.140 8609.761|9875.399 8611.529|9875.483 8613.308|9875.483 8624.895|9875.483 8634.880|9875.483 8642.319|9875.588 8648.334|9846.661 8648.401|9846.640 8626.674|9778.595 8626.729
202 7210 80 AV NE,9778.581 8595.050|9857.266 8595.061|9859.055 8595.161|9860.824 8595.417|9862.558 8595.862|9864.242 8596.462|9865.864 8597.229|9867.395 8598.152|9868.835 8599.220|9870.156 8600.421|9871.359 8601.744|9872.421 8603.189|9873.344 8604.724|9874.106 8606.336|9874.707 8608.026|9875.140 8609.761|9875.399 8611.529|9875.483 8613.308|9875.483 8624.895|9875.483 8634.880|9875.483 8642.319|9875.588 8648.334|9846.661 8648.401|9846.640 8626.674|9778.595 8626.729
201 7210 80 AV NE,9778.581 8595.050|9857.266 8595.061|9859.055 8595.161|9860.824 8595.417|9862.558 8595.862|9864.242 8596.462|9865.864 8597.229|9867.395 8598.152|9868.835 8599.220|9870.156 8600.421|9871.359 8601.744|9872.421 8603.189|9873.344 8604.724|9874.106 8606.336|9874.707 8608.026|9875.140 8609.761|9875.399 8611.529|9875.483 8613.308|9875.483 8624.895|9875.483 8634.880|9875.483 8642.319|9875.588 8648.334|9846.661 8648.401|9846.640 8626.674|9778.595 8626.729
203 7210 80 AV NE,9778.581 8595.050|9857.266 8595.061|9859.055 8595.161|9860.824 8595.417|9862.558 8595.862|9864.242 8596.462|9865.864 8597.229|9867.395 8598.152|9868.835 8599.220|9870.156 8600.421|9871.359 8601.744|9872.421 8603.189|9873.344 8604.724|9874.106 8606.336|9874.707 8608.026|9875.140 8609.761|9875.399 8611.529|9875.483 8613.308|9875.483 8624.895|9875.483 8634.880|9875.483 8642.319|9875.588 8648.334|9846.661 8648.401|9846.640 8626.674|9778.595 8626.729
205 7210 80 AV NE,9778.581 8595.050|9857.266 8595.061|9859.055 8595.161|9860.824 8595.417|9862.558 8595.862|9864.242 8596.462|9865.864 8597.229|9867.395 8598.152|9868.835 8599.220|9870.156 8600.421|9871.359 8601.744|9872.421 8603.189|9873.344 8604.724|9874.106 8606.336|9874.707 8608.026|9875.140 8609.761|9875.399 8611.529|9875.483 8613.308|9875.483 8624.895|9875.483 8634.880|9875.483 8642.319|9875.588 8648.334|9846.661 8648.401|9846.640 8626.674|9778.595 8626.729
207 7210 80 AV NE,9778.581 8595.050|9857.266 8595.061|9859.055 8595.161|9860.824 8595.417|9862.558 8595.862|9864.242 8596.462|9865.864 8597.229|9867.395 8598.152|9868.835 8599.220|9870.156 8600.421|9871.359 8601.744|9872.421 8603.189|9873.344 8604.724|9874.106 8606.336|9874.707 8608.026|9875.140 8609.761|9875.399 8611.529|9875.483 8613.308|9875.483 8624.895|9875.483 8634.880|9875.483 8642.319|9875.588 8648.334|9846.661 8648.401|9846.640 8626.674|9778.595 8626.729
211 7210 80 AV NE,9778.581 8595.050|9857.266 8595.061|9859.055 8595.161|9860.824 8595.417|9862.558 8595.862|9864.242 8596.462|9865.864 8597.229|9867.395 8598.152|9868.835 8599.220|9870.156 8600.421|9871.359 8601.744|9872.421 8603.189|9873.344 8604.724|9874.106 8606.336|9874.707 8608.026|9875.140 8609.761|9875.399 8611.529|9875.483 8613.308|9875.483 8624.895|9875.483 8634.880|9875.483 8642.319|9875.588 8648.334|9846.661 8648.401|9846.640 8626.674|9778.595 8626.729
213 7210 80 AV NE,9778.581 8595.050|9857.266 8595.061|9859.055 8595.161|9860.824 8595.417|9862.558 8595.862|9864.242 8596.462|9865.864 8597.229|9867.395 8598.152|9868.835 8599.220|9870.156 8600.421|9871.359 8601.744|9872.421 8603.189|9873.344 8604.724|9874.106 8606.336|9874.707 8608.026|9875.140 8609.761|9875.399 8611.529|9875.483 8613.308|9875.483 8624.895|9875.483 8634.880|9875.483 8642.319|9875.588 8648.334|9846.661 8648.401|9846.640 8626.674|9778.595 8626.729
215 7210 80 AV NE,9778.581 8595.050|9857.266 8595.061|9859.055 8595.161|9860.824 8595.417|9862.558 8595.862|9864.242 8596.462|9865.864 8597.229|9867.395 8598.152|9868.835 8599.220|9870.156 8600.421|9871.359 8601.744|9872.421 8603.189|9873.344 8604.724|9874.106 8606.336|9874.707 8608.026|9875.140 8609.761|9875.399 8611.529|9875.483 8613.308|9875.483 8624.895|9875.483 8634.880|9875.483 8642.319|9875.588 8648.334|9846.661 8648.401|9846.640 8626.674|9778.595 8626.729
217 7210 80 AV NE,9778.581 8595.050|9857.266 8595.061|9859.055 8595.161|9860.824 8595.417|9862.558 8595.862|9864.242 8596.462|9865.864 8597.229|9867.395 8598.152|9868.835 8599.220|9870.156 8600.421|9871.359 8601.744|9872.421 8603.189|9873.344 8604.724|9874.106 8606.336|9874.707 8608.026|9875.140 8609.761|9875.399 8611.529|9875.483 8613.308|9875.483 8624.895|9875.483 8634.880|9875.483 8642.319|9875.588 8648.334|9846.661 8648.401|9846.640 8626.674|9778.595 8626.729
219 7210 80 AV NE,9778.581 8595.050|9857.266 8595.061|9859.055 8595.161|9860.824 8595.417|9862.558 8595.862|9864.242 8596.462|9865.864 8597.229|9867.395 8598.152|9868.835 8599.220|9870.156 8600.421|9871.359 8601.744|9872.421 8603.189|9873.344 8604.724|9874.106 8606.336|9874.707 8608.026|9875.140 8609.761|9875.399 8611.529|9875.483 8613.308|9875.483 8624.895|9875.483 8634.880|9875.483 8642.319|9875.588 8648.334|9846.661 8648.401|9846.640 8626.674|9778.595 8626.729
221 7210 80 AV NE,9778.581 8595.050|9857.266 8595.061|9859.055 8595.161|9860.824 8595.417|9862.558 8595.862|9864.242 8596.462|9865.864 8597.229|9867.395 8598.152|9868.835 8599.220|9870.156 8600.421|9871.359 8601.744|9872.421 8603.189|9873.344 8604.724|9874.106 8606.336|9874.707 8608.026|9875.140 8609.761|9875.399 8611.529|9875.483 8613.308|9875.483 8624.895|9875.483 8634.880|9875.483 8642.319|9875.588 8648.334|9846.661 8648.401|9846.640 8626.674|9778.595 8626.729
223 7210 80 AV NE,9778.581 8595.050|9857.266 8595.061|9859.055 8595.161|9860.824 8595.417|9862.558 8595.862|9864.242 8596.462|9865.864 8597.229|9867.395 8598.152|9868.835 8599.220|9870.156 8600.421|9871.359 8601.744|9872.421 8603.189|9873.344 8604.724|9874.106 8606.336|9874.707 8608.026|9875.140 8609.761|9875.399 8611.529|9875.483 8613.308|9875.483 8624.895|9875.483 8634.880|9875.483 8642.319|9875.588 8648.334|9846.661 8648.401|9846.640 8626.674|9778.595 8626.729
225 7210 80 AV NE,9778.581 8595.050|9857.266 8595.061|9859.055 8595.161|9860.824 8595.417|9862.558 8595.862|9864.242 8596.462|9865.864 8597.229|9867.395 8598.152|9868.835 8599.220|9870.156 8600.421|9871.359 8601.744|9872.421 8603.189|9873.344 8604.724|9874.106 8606.336|9874.707 8608.026|9875.140 8609.761|9875.399 8611.529|9875.483 8613.308|9875.483 8624.895|9875.483 8634.880|9875.483 8642.319|9875.588 8648.334|9846.661 8648.401|9846.640 8626.674|9778.595 8626.729
224 7210 80 AV NE,9778.581 8595.050|9857.266 8595.061|9859.055 8595.161|9860.824 8595.417|9862.558 8595.862|9864.242 8596.462|9865.864 8597.229|9867.395 8598.152|9868.835 8599.220|9870.156 8600.421|9871.359 8601.744|9872.421 8603.189|9873.344 8604.724|9874.106 8606.336|9874.707 8608.026|9875.140 8609.761|9875.399 8611.529|9875.483 8613.308|9875.483 8624.895|9875.483 8634.880|9875.483 8642.319|9875.588 8648.334|9846.661 8648.401|9846.640 8626.674|9778.595 8626.729
222 7210 80 AV NE,9778.581 8595.050|9857.266 8595.061|9859.055 8595.161|9860.824 8595.417|9862.558 8595.862|9864.242 8596.462|9865.864 8597.229|9867.395 8598.152|9868.835 8599.220|9870.156 8600.421|9871.359 8601.744|9872.421 8603.189|9873.344 8604.724|9874.106 8606.336|9874.707 8608.026|9875.140 8609.761|9875.399 8611.529|9875.483 8613.308|9875.483 8624.895|9875.483 8634.880|9875.483 8642.319|9875.588 8648.334|9846.661 8648.401|9846.640 8626.674|9778.595 8626.729
220 7210 80 AV NE,9778.581 8595.050|9857.266 8595.061|9859.055 8595.161|9860.824 8595.417|9862.558 8595.862|9864.242 8596.462|9865.864 8597.229|9867.395 8598.152|9868.835 8599.220|9870.156 8600.421|9871.359 8601.744|9872.421 8603.189|9873.344 8604.724|9874.106 8606.336|9874.707 8608.026|9875.140 8609.761|9875.399 8611.529|9875.483 8613.308|9875.483 8624.895|9875.483 8634.880|9875.483 8642.319|9875.588 8648.334|9846.661 8648.401|9846.640 8626.674|9778.595 8626.729
218 7210 80 AV NE,9778.581 8595.050|9857.266 8595.061|9859.055 8595.161|9860.824 8595.417|9862.558 8595.862|9864.242 8596.462|9865.864 8597.229|9867.395 8598.152|9868.835 8599.220|9870.156 8600.421|9871.359 8601.744|9872.421 8603.189|9873.344 8604.724|9874.106 8606.336|9874.707 8608.026|9875.140 8609.761|9875.399 8611.529|9875.483 8613.308|9875.483 8624.895|9875.483 8634.880|9875.483 8642.319|9875.588 8648.334|9846.661 8648.401|9846.640 8626.674|9778.595 8626.729
216 7210 80 AV NE,9778.581 8595.050|9857.266 8595.061|9859.055 8595.161|9860.824 8595.417|9862.558 8595.862|9864.242 8596.462|9865.864 8597.229|9867.395 8598.152|9868.835 8599.220|9870.156 8600.421|9871.359 8601.744|9872.421 8603.189|9873.344 8604.724|9874.106 8606.336|9874.707 8608.026|9875.140 8609.761|9875.399 8611.529|9875.483 8613.308|9875.483 8624.895|9875.483 8634.880|9875.483 8642.319|9875.588 8648.334|9846.661 8648.401|9846.640 8626.674|9778.595 8626.729
214 7210 80 AV NE,9778.581 8595.050|9857.266 8595.061|9859.055 8595.161|9860.824 8595.417|9862.558 8595.862|9864.242 8596.462|9865.864 8597.229|9867.395 8598.152|9868.835 8599.220|9870.156 8600.421|9871.359 8601.744|9872.421 8603.189|9873.344 8604.724|9874.106 8606.336|9874.707 8608.026|9875.140 8609.761|9875.399 8611.529|9875.483 8613.308|9875.483 8624.895|9875.483 8634.880|9875.483 8642.319|9875.588 8648.334|9846.661 8648.401|9846.640 8626.674|9778.595 8626.729
212 7210 80 AV NE,9778.581 8595.050|9857.266 8595.061|9859.055 8595.161|9860.824 8595.417|9862.558 8595.862|9864.242 8596.462|9865.864 8597.229|9867.395 8598.152|9868.835 8599.220|9870.156 8600.421|9871.359 8601.744|9872.421 8603.189|9873.344 8604.724|9874.106 8606.336|9874.707 8608.026|9875.140 8609.761|9875.399 8611.529|9875.483 8613.308|9875.483 8624.895|9875.483 8634.880|9875.483 8642.319|9875.588 8648.334|9846.661 8648.401|9846.640 8626.674|9778.595 8626.729
308 7210 80 AV NE,9778.581 8595.050|9857.266 8595.061|9859.055 8595.161|9860.824 8595.417|9862.558 8595.862|9864.242 8596.462|9865.864 8597.229|9867.395 8598.152|9868.835 8599.220|9870.156 8600.421|9871.359 8601.744|9872.421 8603.189|9873.344 8604.724|9874.106 8606.336|9874.707 8608.026|9875.140 8609.761|9875.399 8611.529|9875.483 8613.308|9875.483 8624.895|9875.483 8634.880|9875.483 8642.319|9875.588 8648.334|9846.661 8648.401|9846.640 8626.674|9778.595 8626.729
306 7210 80 AV NE,9778.581 8595.050|9857.266 8595.061|9859.055 8595.161|9860.824 8595.417|9862.558 8595.862|9864.242 8596.462|9865.864 8597.229|9867.395 8598.152|9868.835 8599.220|9870.156 8600.421|9871.359 8601.744|9872.421 8603.189|9873.344 8604.724|9874.106 8606.336|9874.707 8608.026|9875.140 8609.761|9875.399 8611.529|9875.483 8613.308|9875.483 8624.895|9875.483 8634.880|9875.483 8642.319|9875.588 8648.334|9846.661 8648.401|9846.640 8626.674|9778.595 8626.729
304 7210 80 AV NE,9778.581 8595.050|9857.266 8595.061|9859.055 8595.161|9860.824 8595.417|9862.558 8595.862|9864.242 8596.462|9865.864 8597.229|9867.395 8598.152|9868.835 8599.220|9870.156 8600.421|9871.359 8601.744|9872.421 8603.189|9873.344 8604.724|9874.106 8606.336|9874.707 8608.026|9875.140 8609.761|9875.399 8611.529|9875.483 8613.308|9875.483 8624.895|9875.483 8634.880|9875.483 8642.319|9875.588 8648.334|9846.661 8648.401|9846.640 8626.674|9778.595 8626.729
302 7210 80 AV NE,9778.581 8595.050|9857.266 8595.061|9859.055 8595.161|9860.824 8595.417|9862.558 8595.862|9864.242 8596.462|9865.864 8597.229|9867.395 8598.152|9868.835 8599.220|9870.156 8600.421|9871.359 8601.744|9872.421 8603.189|9873.344 8604.724|9874.106 8606.336|9874.707 8608.026|9875.140 8609.761|9875.399 8611.529|9875.483 8613.308|9875.483 8624.895|9875.483 8634.880|9875.483 8642.319|9875.588 8648.334|9846.661 8648.401|9846.640 8626.674|9778.595 8626.729
301 7210 80 AV NE,9778.581 8595.050|9857.266 8595.061|9859.055 8595.161|9860.824 8595.417|9862.558 8595.862|9864.242 8596.462|9865.864 8597.229|9867.395 8598.152|9868.835 8599.220|9870.156 8600.421|9871.359 8601.744|9872.421 8603.189|9873.344 8604.724|9874.106 8606.336|9874.707 8608.026|9875.140 8609.761|9875.399 8611.529|9875.483 8613.308|9875.483 8624.895|9875.483 8634.880|9875.483 8642.319|9875.588 8648.334|9846.661 8648.401|9846.640 8626.674|9778.595 8626.729
303 7210 80 AV NE,9778.581 8595.050|9857.266 8595.061|9859.055 8595.161|9860.824 8595.417|9862.558 8595.862|9864.242 8596.462|9865.864 8597.229|9867.395 8598.152|9868.835 8599.220|9870.156 8600.421|9871.359 8601.744|9872.421 8603.189|9873.344 8604.724|9874.106 8606.336|9874.707 8608.026|9875.140 8609.761|9875.399 8611.529|9875.483 8613.308|9875.483 8624.895|9875.483 8634.880|9875.483 8642.319|9875.588 8648.334|9846.661 8648.401|9846.640 8626.674|9778.595 8626.729
