ADDRESS,POINTS
193 ASPEN STONE BV SW,-9908.462 -1106.207|-9787.401 -1102.093|-9786.010 -1101.971|-9784.640 -1101.670|-9783.312 -1101.226|-9782.046 -1100.625|-9802.738 -1100.625|-9814.776 -1100.458|-9826.799 -1099.969|-9838.809 -1099.146|-9850.798 -1097.990|-9860.682 -1096.789|-9870.539 -1095.355|-9880.360 -1093.709|-9890.147 -1091.841|-9899.885 -1089.739|-9909.574 -1087.426|-9919.206 -1084.891|-9928.776 -1082.133|-9936.382 -1079.765|-9946.127 -1076.529|-9955.795 -1073.060|-9965.378 -1069.357|-9974.872 -1065.443|-9984.267 -1061.296|-9993.564 -1056.937|-10002.764 -1052.367|-10011.844 -1047.574|-10020.820 -1042.570|-10029.670 -1037.366|-10038.394 -1031.951|-10046.992 -1026.336|-10055.458 -1020.520|-10063.783 -1014.505|-10071.969 -1008.300|-10080.001 -1001.906|-10132.038 -959.497|-10134.464 -963.388|-10136.708 -967.391|-10138.763 -971.483|-10140.630 -975.675|-10091.319 -1015.861|-10085.237 -1020.743|-10079.072 -1025.502|-10072.829 -1030.172|-10066.503 -1034.720|-10060.106 -1039.168|-10053.626 -1043.504|-10047.083 -1047.741|-10040.463 -1051.855|-10028.740 -1058.760|-10016.814 -1065.321|-10004.693 -1071.525|-9992.404 -1077.363|-9979.940 -1082.834|-9967.315 -1087.927|-9954.550 -1092.641|-9941.646 -1096.978|-9934.033 -1099.335|-9921.297 -1102.960
