ADDRESS,POINTS
7507 17 AV SE,10337.428 -1402.397|10337.428 -1158.002|9936.566 -1158.269|9936.538 -1249.348|10125.148 -1265.227|10133.327 -1266.050|10141.478 -1267.117|10149.593 -1268.441|10157.667 -1270.008|10165.686 -1271.821|10173.641 -1273.878|10181.533 -1276.180|10189.355 -1278.715|10197.094 -1281.495|10204.741 -1284.497|10212.298 -1287.744|10219.743 -1291.213|10227.090 -1294.916|10234.311 -1298.841|10241.413 -1302.978|10248.390 -1307.337|10255.227 -1311.907|10261.916 -1316.677|10268.460 -1321.647|10274.849 -1326.829|10281.077 -1332.189|10287.145 -1337.748|10293.031 -1343.486|10298.742 -1349.390|10304.272 -1355.484|10309.612 -1361.733|10314.757 -1368.149|10319.707 -1374.710|10324.453 -1381.426|10328.990 -1388.275|10333.317 -1395.269
4313 84 ST SE,11130.071 -3757.672|11140.060 -3757.394|11140.095 -3551.561|11130.113 -3551.561
8200 50 AV SE,10356.672 -4355.934|10357.994 -4376.005|10768.237 -4376.161|10768.509 -4356.068
