ADDRESS,POINTS
18 HIDDEN CREEK RD NW,-2127.921 12123.487|-2132.123 12123.543|-2136.324 12123.765|-2140.504 12124.166|-2144.670 12124.733|-2148.802 12125.489|-2152.905 12126.401|-2156.960 12127.490|-2160.972 12128.758|-2208.277 12144.737|-2215.218 12124.154|-2208.745 12072.493|-2174.114 12049.487|-2154.737 12042.604|-2150.144 12054.268|-2132.276 12072.582
