ADDRESS,POINTS
304 WOODFIELD RD SW,-3755.444 -12443.975|-3788.852 -12443.987|-3788.845 -12465.981|-3755.423 -12465.948|-3722.002 -12465.903|-3722.016 -12443.931
304 WOODFIELD RD SW,-3755.444 -12443.975|-3788.852 -12443.987|-3788.845 -12465.981|-3755.423 -12465.948|-3722.002 -12465.903|-3722.016 -12443.931
