ADDRESS,POINTS
124 1616 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
126 1616 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
128 1616 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
127 1616 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
125 1616 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
123 1616 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
121 1616 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
117 1616 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
115 1616 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
113 1616 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
111 1616 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
109 1616 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
107 1616 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
105 1616 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
103 1616 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
101 1616 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
202 1616 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
204 1616 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
206 1616 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
208 1616 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
210 1616 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
212 1616 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
214 1616 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
216 1616 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
218 1616 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
220 1616 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
222 1616 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
224 1616 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
226 1616 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
228 1616 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
227 1616 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
225 1616 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
223 1616 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
221 1616 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
217 1616 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
215 1616 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
213 1616 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
211 1616 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
209 1616 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
207 1616 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
205 1616 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
203 1616 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
201 1616 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
302 1616 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
304 1616 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
306 1616 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
308 1616 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
310 1616 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
312 1616 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
314 1616 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
316 1616 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
318 1616 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
320 1616 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
