ADDRESS,POINTS
210 8604 48 AV NW,-9768.422 5420.146|-9770.889 5417.321|-9775.664 5415.587|-9780.229 5414.386|-9785.479 5414.386|-9790.610 5414.319|-9795.237 5412.896|-9799.942 5411.984|-9804.856 5411.739|-9810.127 5411.239|-9810.183 5411.228|-9810.218 5331.023|-9785.856 5331.012|-9784.416 5331.078|-9782.990 5331.290|-9781.592 5331.634|-9780.236 5332.113|-9778.928 5332.713|-9777.684 5333.436|-9776.517 5334.281|-9775.433 5335.237|-9774.448 5336.282|-9773.574 5337.428|-9772.805 5338.640|-9772.162 5339.930|-9771.644 5341.264|-9771.253 5342.654|-9771.001 5344.066|-9770.889 5345.500
311 8604 48 AV NW,-9768.422 5420.146|-9770.889 5417.321|-9775.664 5415.587|-9780.229 5414.386|-9785.479 5414.386|-9790.610 5414.319|-9795.237 5412.896|-9799.942 5411.984|-9804.856 5411.739|-9810.127 5411.239|-9810.183 5411.228|-9810.218 5331.023|-9785.856 5331.012|-9784.416 5331.078|-9782.990 5331.290|-9781.592 5331.634|-9780.236 5332.113|-9778.928 5332.713|-9777.684 5333.436|-9776.517 5334.281|-9775.433 5335.237|-9774.448 5336.282|-9773.574 5337.428|-9772.805 5338.640|-9772.162 5339.930|-9771.644 5341.264|-9771.253 5342.654|-9771.001 5344.066|-9770.889 5345.500
312 8604 48 AV NW,-9768.422 5420.146|-9770.889 5417.321|-9775.664 5415.587|-9780.229 5414.386|-9785.479 5414.386|-9790.610 5414.319|-9795.237 5412.896|-9799.942 5411.984|-9804.856 5411.739|-9810.127 5411.239|-9810.183 5411.228|-9810.218 5331.023|-9785.856 5331.012|-9784.416 5331.078|-9782.990 5331.290|-9781.592 5331.634|-9780.236 5332.113|-9778.928 5332.713|-9777.684 5333.436|-9776.517 5334.281|-9775.433 5335.237|-9774.448 5336.282|-9773.574 5337.428|-9772.805 5338.640|-9772.162 5339.930|-9771.644 5341.264|-9771.253 5342.654|-9771.001 5344.066|-9770.889 5345.500
313 8604 48 AV NW,-9768.422 5420.146|-9770.889 5417.321|-9775.664 5415.587|-9780.229 5414.386|-9785.479 5414.386|-9790.610 5414.319|-9795.237 5412.896|-9799.942 5411.984|-9804.856 5411.739|-9810.127 5411.239|-9810.183 5411.228|-9810.218 5331.023|-9785.856 5331.012|-9784.416 5331.078|-9782.990 5331.290|-9781.592 5331.634|-9780.236 5332.113|-9778.928 5332.713|-9777.684 5333.436|-9776.517 5334.281|-9775.433 5335.237|-9774.448 5336.282|-9773.574 5337.428|-9772.805 5338.640|-9772.162 5339.930|-9771.644 5341.264|-9771.253 5342.654|-9771.001 5344.066|-9770.889 5345.500
314 8604 48 AV NW,-9768.422 5420.146|-9770.889 5417.321|-9775.664 5415.587|-9780.229 5414.386|-9785.479 5414.386|-9790.610 5414.319|-9795.237 5412.896|-9799.942 5411.984|-9804.856 5411.739|-9810.127 5411.239|-9810.183 5411.228|-9810.218 5331.023|-9785.856 5331.012|-9784.416 5331.078|-9782.990 5331.290|-9781.592 5331.634|-9780.236 5332.113|-9778.928 5332.713|-9777.684 5333.436|-9776.517 5334.281|-9775.433 5335.237|-9774.448 5336.282|-9773.574 5337.428|-9772.805 5338.640|-9772.162 5339.930|-9771.644 5341.264|-9771.253 5342.654|-9771.001 5344.066|-9770.889 5345.500
315 8604 48 AV NW,-9768.422 5420.146|-9770.889 5417.321|-9775.664 5415.587|-9780.229 5414.386|-9785.479 5414.386|-9790.610 5414.319|-9795.237 5412.896|-9799.942 5411.984|-9804.856 5411.739|-9810.127 5411.239|-9810.183 5411.228|-9810.218 5331.023|-9785.856 5331.012|-9784.416 5331.078|-9782.990 5331.290|-9781.592 5331.634|-9780.236 5332.113|-9778.928 5332.713|-9777.684 5333.436|-9776.517 5334.281|-9775.433 5335.237|-9774.448 5336.282|-9773.574 5337.428|-9772.805 5338.640|-9772.162 5339.930|-9771.644 5341.264|-9771.253 5342.654|-9771.001 5344.066|-9770.889 5345.500
316 8604 48 AV NW,-9768.422 5420.146|-9770.889 5417.321|-9775.664 5415.587|-9780.229 5414.386|-9785.479 5414.386|-9790.610 5414.319|-9795.237 5412.896|-9799.942 5411.984|-9804.856 5411.739|-9810.127 5411.239|-9810.183 5411.228|-9810.218 5331.023|-9785.856 5331.012|-9784.416 5331.078|-9782.990 5331.290|-9781.592 5331.634|-9780.236 5332.113|-9778.928 5332.713|-9777.684 5333.436|-9776.517 5334.281|-9775.433 5335.237|-9774.448 5336.282|-9773.574 5337.428|-9772.805 5338.640|-9772.162 5339.930|-9771.644 5341.264|-9771.253 5342.654|-9771.001 5344.066|-9770.889 5345.500
317 8604 48 AV NW,-9768.422 5420.146|-9770.889 5417.321|-9775.664 5415.587|-9780.229 5414.386|-9785.479 5414.386|-9790.610 5414.319|-9795.237 5412.896|-9799.942 5411.984|-9804.856 5411.739|-9810.127 5411.239|-9810.183 5411.228|-9810.218 5331.023|-9785.856 5331.012|-9784.416 5331.078|-9782.990 5331.290|-9781.592 5331.634|-9780.236 5332.113|-9778.928 5332.713|-9777.684 5333.436|-9776.517 5334.281|-9775.433 5335.237|-9774.448 5336.282|-9773.574 5337.428|-9772.805 5338.640|-9772.162 5339.930|-9771.644 5341.264|-9771.253 5342.654|-9771.001 5344.066|-9770.889 5345.500
318 8604 48 AV NW,-9768.422 5420.146|-9770.889 5417.321|-9775.664 5415.587|-9780.229 5414.386|-9785.479 5414.386|-9790.610 5414.319|-9795.237 5412.896|-9799.942 5411.984|-9804.856 5411.739|-9810.127 5411.239|-9810.183 5411.228|-9810.218 5331.023|-9785.856 5331.012|-9784.416 5331.078|-9782.990 5331.290|-9781.592 5331.634|-9780.236 5332.113|-9778.928 5332.713|-9777.684 5333.436|-9776.517 5334.281|-9775.433 5335.237|-9774.448 5336.282|-9773.574 5337.428|-9772.805 5338.640|-9772.162 5339.930|-9771.644 5341.264|-9771.253 5342.654|-9771.001 5344.066|-9770.889 5345.500
308 8604 48 AV NW,-9768.422 5420.146|-9770.889 5417.321|-9775.664 5415.587|-9780.229 5414.386|-9785.479 5414.386|-9790.610 5414.319|-9795.237 5412.896|-9799.942 5411.984|-9804.856 5411.739|-9810.127 5411.239|-9810.183 5411.228|-9810.218 5331.023|-9785.856 5331.012|-9784.416 5331.078|-9782.990 5331.290|-9781.592 5331.634|-9780.236 5332.113|-9778.928 5332.713|-9777.684 5333.436|-9776.517 5334.281|-9775.433 5335.237|-9774.448 5336.282|-9773.574 5337.428|-9772.805 5338.640|-9772.162 5339.930|-9771.644 5341.264|-9771.253 5342.654|-9771.001 5344.066|-9770.889 5345.500
309 8604 48 AV NW,-9768.422 5420.146|-9770.889 5417.321|-9775.664 5415.587|-9780.229 5414.386|-9785.479 5414.386|-9790.610 5414.319|-9795.237 5412.896|-9799.942 5411.984|-9804.856 5411.739|-9810.127 5411.239|-9810.183 5411.228|-9810.218 5331.023|-9785.856 5331.012|-9784.416 5331.078|-9782.990 5331.290|-9781.592 5331.634|-9780.236 5332.113|-9778.928 5332.713|-9777.684 5333.436|-9776.517 5334.281|-9775.433 5335.237|-9774.448 5336.282|-9773.574 5337.428|-9772.805 5338.640|-9772.162 5339.930|-9771.644 5341.264|-9771.253 5342.654|-9771.001 5344.066|-9770.889 5345.500
310 8604 48 AV NW,-9768.422 5420.146|-9770.889 5417.321|-9775.664 5415.587|-9780.229 5414.386|-9785.479 5414.386|-9790.610 5414.319|-9795.237 5412.896|-9799.942 5411.984|-9804.856 5411.739|-9810.127 5411.239|-9810.183 5411.228|-9810.218 5331.023|-9785.856 5331.012|-9784.416 5331.078|-9782.990 5331.290|-9781.592 5331.634|-9780.236 5332.113|-9778.928 5332.713|-9777.684 5333.436|-9776.517 5334.281|-9775.433 5335.237|-9774.448 5336.282|-9773.574 5337.428|-9772.805 5338.640|-9772.162 5339.930|-9771.644 5341.264|-9771.253 5342.654|-9771.001 5344.066|-9770.889 5345.500
411 8604 48 AV NW,-9768.422 5420.146|-9770.889 5417.321|-9775.664 5415.587|-9780.229 5414.386|-9785.479 5414.386|-9790.610 5414.319|-9795.237 5412.896|-9799.942 5411.984|-9804.856 5411.739|-9810.127 5411.239|-9810.183 5411.228|-9810.218 5331.023|-9785.856 5331.012|-9784.416 5331.078|-9782.990 5331.290|-9781.592 5331.634|-9780.236 5332.113|-9778.928 5332.713|-9777.684 5333.436|-9776.517 5334.281|-9775.433 5335.237|-9774.448 5336.282|-9773.574 5337.428|-9772.805 5338.640|-9772.162 5339.930|-9771.644 5341.264|-9771.253 5342.654|-9771.001 5344.066|-9770.889 5345.500
412 8604 48 AV NW,-9768.422 5420.146|-9770.889 5417.321|-9775.664 5415.587|-9780.229 5414.386|-9785.479 5414.386|-9790.610 5414.319|-9795.237 5412.896|-9799.942 5411.984|-9804.856 5411.739|-9810.127 5411.239|-9810.183 5411.228|-9810.218 5331.023|-9785.856 5331.012|-9784.416 5331.078|-9782.990 5331.290|-9781.592 5331.634|-9780.236 5332.113|-9778.928 5332.713|-9777.684 5333.436|-9776.517 5334.281|-9775.433 5335.237|-9774.448 5336.282|-9773.574 5337.428|-9772.805 5338.640|-9772.162 5339.930|-9771.644 5341.264|-9771.253 5342.654|-9771.001 5344.066|-9770.889 5345.500
413 8604 48 AV NW,-9768.422 5420.146|-9770.889 5417.321|-9775.664 5415.587|-9780.229 5414.386|-9785.479 5414.386|-9790.610 5414.319|-9795.237 5412.896|-9799.942 5411.984|-9804.856 5411.739|-9810.127 5411.239|-9810.183 5411.228|-9810.218 5331.023|-9785.856 5331.012|-9784.416 5331.078|-9782.990 5331.290|-9781.592 5331.634|-9780.236 5332.113|-9778.928 5332.713|-9777.684 5333.436|-9776.517 5334.281|-9775.433 5335.237|-9774.448 5336.282|-9773.574 5337.428|-9772.805 5338.640|-9772.162 5339.930|-9771.644 5341.264|-9771.253 5342.654|-9771.001 5344.066|-9770.889 5345.500
414 8604 48 AV NW,-9768.422 5420.146|-9770.889 5417.321|-9775.664 5415.587|-9780.229 5414.386|-9785.479 5414.386|-9790.610 5414.319|-9795.237 5412.896|-9799.942 5411.984|-9804.856 5411.739|-9810.127 5411.239|-9810.183 5411.228|-9810.218 5331.023|-9785.856 5331.012|-9784.416 5331.078|-9782.990 5331.290|-9781.592 5331.634|-9780.236 5332.113|-9778.928 5332.713|-9777.684 5333.436|-9776.517 5334.281|-9775.433 5335.237|-9774.448 5336.282|-9773.574 5337.428|-9772.805 5338.640|-9772.162 5339.930|-9771.644 5341.264|-9771.253 5342.654|-9771.001 5344.066|-9770.889 5345.500
415 8604 48 AV NW,-9768.422 5420.146|-9770.889 5417.321|-9775.664 5415.587|-9780.229 5414.386|-9785.479 5414.386|-9790.610 5414.319|-9795.237 5412.896|-9799.942 5411.984|-9804.856 5411.739|-9810.127 5411.239|-9810.183 5411.228|-9810.218 5331.023|-9785.856 5331.012|-9784.416 5331.078|-9782.990 5331.290|-9781.592 5331.634|-9780.236 5332.113|-9778.928 5332.713|-9777.684 5333.436|-9776.517 5334.281|-9775.433 5335.237|-9774.448 5336.282|-9773.574 5337.428|-9772.805 5338.640|-9772.162 5339.930|-9771.644 5341.264|-9771.253 5342.654|-9771.001 5344.066|-9770.889 5345.500
416 8604 48 AV NW,-9768.422 5420.146|-9770.889 5417.321|-9775.664 5415.587|-9780.229 5414.386|-9785.479 5414.386|-9790.610 5414.319|-9795.237 5412.896|-9799.942 5411.984|-9804.856 5411.739|-9810.127 5411.239|-9810.183 5411.228|-9810.218 5331.023|-9785.856 5331.012|-9784.416 5331.078|-9782.990 5331.290|-9781.592 5331.634|-9780.236 5332.113|-9778.928 5332.713|-9777.684 5333.436|-9776.517 5334.281|-9775.433 5335.237|-9774.448 5336.282|-9773.574 5337.428|-9772.805 5338.640|-9772.162 5339.930|-9771.644 5341.264|-9771.253 5342.654|-9771.001 5344.066|-9770.889 5345.500
417 8604 48 AV NW,-9768.422 5420.146|-9770.889 5417.321|-9775.664 5415.587|-9780.229 5414.386|-9785.479 5414.386|-9790.610 5414.319|-9795.237 5412.896|-9799.942 5411.984|-9804.856 5411.739|-9810.127 5411.239|-9810.183 5411.228|-9810.218 5331.023|-9785.856 5331.012|-9784.416 5331.078|-9782.990 5331.290|-9781.592 5331.634|-9780.236 5332.113|-9778.928 5332.713|-9777.684 5333.436|-9776.517 5334.281|-9775.433 5335.237|-9774.448 5336.282|-9773.574 5337.428|-9772.805 5338.640|-9772.162 5339.930|-9771.644 5341.264|-9771.253 5342.654|-9771.001 5344.066|-9770.889 5345.500
418 8604 48 AV NW,-9768.422 5420.146|-9770.889 5417.321|-9775.664 5415.587|-9780.229 5414.386|-9785.479 5414.386|-9790.610 5414.319|-9795.237 5412.896|-9799.942 5411.984|-9804.856 5411.739|-9810.127 5411.239|-9810.183 5411.228|-9810.218 5331.023|-9785.856 5331.012|-9784.416 5331.078|-9782.990 5331.290|-9781.592 5331.634|-9780.236 5332.113|-9778.928 5332.713|-9777.684 5333.436|-9776.517 5334.281|-9775.433 5335.237|-9774.448 5336.282|-9773.574 5337.428|-9772.805 5338.640|-9772.162 5339.930|-9771.644 5341.264|-9771.253 5342.654|-9771.001 5344.066|-9770.889 5345.500
408 8604 48 AV NW,-9768.422 5420.146|-9770.889 5417.321|-9775.664 5415.587|-9780.229 5414.386|-9785.479 5414.386|-9790.610 5414.319|-9795.237 5412.896|-9799.942 5411.984|-9804.856 5411.739|-9810.127 5411.239|-9810.183 5411.228|-9810.218 5331.023|-9785.856 5331.012|-9784.416 5331.078|-9782.990 5331.290|-9781.592 5331.634|-9780.236 5332.113|-9778.928 5332.713|-9777.684 5333.436|-9776.517 5334.281|-9775.433 5335.237|-9774.448 5336.282|-9773.574 5337.428|-9772.805 5338.640|-9772.162 5339.930|-9771.644 5341.264|-9771.253 5342.654|-9771.001 5344.066|-9770.889 5345.500
409 8604 48 AV NW,-9768.422 5420.146|-9770.889 5417.321|-9775.664 5415.587|-9780.229 5414.386|-9785.479 5414.386|-9790.610 5414.319|-9795.237 5412.896|-9799.942 5411.984|-9804.856 5411.739|-9810.127 5411.239|-9810.183 5411.228|-9810.218 5331.023|-9785.856 5331.012|-9784.416 5331.078|-9782.990 5331.290|-9781.592 5331.634|-9780.236 5332.113|-9778.928 5332.713|-9777.684 5333.436|-9776.517 5334.281|-9775.433 5335.237|-9774.448 5336.282|-9773.574 5337.428|-9772.805 5338.640|-9772.162 5339.930|-9771.644 5341.264|-9771.253 5342.654|-9771.001 5344.066|-9770.889 5345.500
410 8604 48 AV NW,-9768.422 5420.146|-9770.889 5417.321|-9775.664 5415.587|-9780.229 5414.386|-9785.479 5414.386|-9790.610 5414.319|-9795.237 5412.896|-9799.942 5411.984|-9804.856 5411.739|-9810.127 5411.239|-9810.183 5411.228|-9810.218 5331.023|-9785.856 5331.012|-9784.416 5331.078|-9782.990 5331.290|-9781.592 5331.634|-9780.236 5332.113|-9778.928 5332.713|-9777.684 5333.436|-9776.517 5334.281|-9775.433 5335.237|-9774.448 5336.282|-9773.574 5337.428|-9772.805 5338.640|-9772.162 5339.930|-9771.644 5341.264|-9771.253 5342.654|-9771.001 5344.066|-9770.889 5345.500
511 8604 48 AV NW,-9768.422 5420.146|-9770.889 5417.321|-9775.664 5415.587|-9780.229 5414.386|-9785.479 5414.386|-9790.610 5414.319|-9795.237 5412.896|-9799.942 5411.984|-9804.856 5411.739|-9810.127 5411.239|-9810.183 5411.228|-9810.218 5331.023|-9785.856 5331.012|-9784.416 5331.078|-9782.990 5331.290|-9781.592 5331.634|-9780.236 5332.113|-9778.928 5332.713|-9777.684 5333.436|-9776.517 5334.281|-9775.433 5335.237|-9774.448 5336.282|-9773.574 5337.428|-9772.805 5338.640|-9772.162 5339.930|-9771.644 5341.264|-9771.253 5342.654|-9771.001 5344.066|-9770.889 5345.500
512 8604 48 AV NW,-9768.422 5420.146|-9770.889 5417.321|-9775.664 5415.587|-9780.229 5414.386|-9785.479 5414.386|-9790.610 5414.319|-9795.237 5412.896|-9799.942 5411.984|-9804.856 5411.739|-9810.127 5411.239|-9810.183 5411.228|-9810.218 5331.023|-9785.856 5331.012|-9784.416 5331.078|-9782.990 5331.290|-9781.592 5331.634|-9780.236 5332.113|-9778.928 5332.713|-9777.684 5333.436|-9776.517 5334.281|-9775.433 5335.237|-9774.448 5336.282|-9773.574 5337.428|-9772.805 5338.640|-9772.162 5339.930|-9771.644 5341.264|-9771.253 5342.654|-9771.001 5344.066|-9770.889 5345.500
513 8604 48 AV NW,-9768.422 5420.146|-9770.889 5417.321|-9775.664 5415.587|-9780.229 5414.386|-9785.479 5414.386|-9790.610 5414.319|-9795.237 5412.896|-9799.942 5411.984|-9804.856 5411.739|-9810.127 5411.239|-9810.183 5411.228|-9810.218 5331.023|-9785.856 5331.012|-9784.416 5331.078|-9782.990 5331.290|-9781.592 5331.634|-9780.236 5332.113|-9778.928 5332.713|-9777.684 5333.436|-9776.517 5334.281|-9775.433 5335.237|-9774.448 5336.282|-9773.574 5337.428|-9772.805 5338.640|-9772.162 5339.930|-9771.644 5341.264|-9771.253 5342.654|-9771.001 5344.066|-9770.889 5345.500
514 8604 48 AV NW,-9768.422 5420.146|-9770.889 5417.321|-9775.664 5415.587|-9780.229 5414.386|-9785.479 5414.386|-9790.610 5414.319|-9795.237 5412.896|-9799.942 5411.984|-9804.856 5411.739|-9810.127 5411.239|-9810.183 5411.228|-9810.218 5331.023|-9785.856 5331.012|-9784.416 5331.078|-9782.990 5331.290|-9781.592 5331.634|-9780.236 5332.113|-9778.928 5332.713|-9777.684 5333.436|-9776.517 5334.281|-9775.433 5335.237|-9774.448 5336.282|-9773.574 5337.428|-9772.805 5338.640|-9772.162 5339.930|-9771.644 5341.264|-9771.253 5342.654|-9771.001 5344.066|-9770.889 5345.500
515 8604 48 AV NW,-9768.422 5420.146|-9770.889 5417.321|-9775.664 5415.587|-9780.229 5414.386|-9785.479 5414.386|-9790.610 5414.319|-9795.237 5412.896|-9799.942 5411.984|-9804.856 5411.739|-9810.127 5411.239|-9810.183 5411.228|-9810.218 5331.023|-9785.856 5331.012|-9784.416 5331.078|-9782.990 5331.290|-9781.592 5331.634|-9780.236 5332.113|-9778.928 5332.713|-9777.684 5333.436|-9776.517 5334.281|-9775.433 5335.237|-9774.448 5336.282|-9773.574 5337.428|-9772.805 5338.640|-9772.162 5339.930|-9771.644 5341.264|-9771.253 5342.654|-9771.001 5344.066|-9770.889 5345.500
517 8604 48 AV NW,-9768.422 5420.146|-9770.889 5417.321|-9775.664 5415.587|-9780.229 5414.386|-9785.479 5414.386|-9790.610 5414.319|-9795.237 5412.896|-9799.942 5411.984|-9804.856 5411.739|-9810.127 5411.239|-9810.183 5411.228|-9810.218 5331.023|-9785.856 5331.012|-9784.416 5331.078|-9782.990 5331.290|-9781.592 5331.634|-9780.236 5332.113|-9778.928 5332.713|-9777.684 5333.436|-9776.517 5334.281|-9775.433 5335.237|-9774.448 5336.282|-9773.574 5337.428|-9772.805 5338.640|-9772.162 5339.930|-9771.644 5341.264|-9771.253 5342.654|-9771.001 5344.066|-9770.889 5345.500
518 8604 48 AV NW,-9768.422 5420.146|-9770.889 5417.321|-9775.664 5415.587|-9780.229 5414.386|-9785.479 5414.386|-9790.610 5414.319|-9795.237 5412.896|-9799.942 5411.984|-9804.856 5411.739|-9810.127 5411.239|-9810.183 5411.228|-9810.218 5331.023|-9785.856 5331.012|-9784.416 5331.078|-9782.990 5331.290|-9781.592 5331.634|-9780.236 5332.113|-9778.928 5332.713|-9777.684 5333.436|-9776.517 5334.281|-9775.433 5335.237|-9774.448 5336.282|-9773.574 5337.428|-9772.805 5338.640|-9772.162 5339.930|-9771.644 5341.264|-9771.253 5342.654|-9771.001 5344.066|-9770.889 5345.500
508 8604 48 AV NW,-9768.422 5420.146|-9770.889 5417.321|-9775.664 5415.587|-9780.229 5414.386|-9785.479 5414.386|-9790.610 5414.319|-9795.237 5412.896|-9799.942 5411.984|-9804.856 5411.739|-9810.127 5411.239|-9810.183 5411.228|-9810.218 5331.023|-9785.856 5331.012|-9784.416 5331.078|-9782.990 5331.290|-9781.592 5331.634|-9780.236 5332.113|-9778.928 5332.713|-9777.684 5333.436|-9776.517 5334.281|-9775.433 5335.237|-9774.448 5336.282|-9773.574 5337.428|-9772.805 5338.640|-9772.162 5339.930|-9771.644 5341.264|-9771.253 5342.654|-9771.001 5344.066|-9770.889 5345.500
509 8604 48 AV NW,-9768.422 5420.146|-9770.889 5417.321|-9775.664 5415.587|-9780.229 5414.386|-9785.479 5414.386|-9790.610 5414.319|-9795.237 5412.896|-9799.942 5411.984|-9804.856 5411.739|-9810.127 5411.239|-9810.183 5411.228|-9810.218 5331.023|-9785.856 5331.012|-9784.416 5331.078|-9782.990 5331.290|-9781.592 5331.634|-9780.236 5332.113|-9778.928 5332.713|-9777.684 5333.436|-9776.517 5334.281|-9775.433 5335.237|-9774.448 5336.282|-9773.574 5337.428|-9772.805 5338.640|-9772.162 5339.930|-9771.644 5341.264|-9771.253 5342.654|-9771.001 5344.066|-9770.889 5345.500
