ADDRESS,POINTS
3503 18 ST SW,-2347.926 -2811.804|-2347.933 -2804.187|-2385.583 -2804.232|-2385.576 -2811.848|-2385.569 -2819.465|-2347.919 -2819.421
2 3501A 18 ST SW,-2347.933 -2804.187|-2347.940 -2796.570|-2355.531 -2796.581|-2363.123 -2796.592|-2370.721 -2796.604|-2378.313 -2796.615|-2385.590 -2796.626|-2385.583 -2804.232
3 3501A 18 ST SW,-2347.933 -2804.187|-2347.940 -2796.570|-2355.531 -2796.581|-2363.123 -2796.592|-2370.721 -2796.604|-2378.313 -2796.615|-2385.590 -2796.626|-2385.583 -2804.232
